EEZ100	    0.2830
EEZ108	   19.5939
EEZ109	    1.2270
EEZ110	    0.5004
EEZ119	    0.0199
EEZ123	    0.6493
EEZ185	    3.5906
EEZ187	    0.0288
EEZ188	    1.0221
EEZ189	   14.0574
EEZ190	   12.0129
EEZ191	   16.2038
EEZ209	   33.3818
EEZ212	    7.2084
EEZ213	   60.4534
EEZ215	    6.7250
EEZ216	   45.7447
EEZ224	    3.3742
EEZ273	   24.1074
EEZ48	   13.7308
EEZ65	    6.6325
EEZ71	   17.1734
EEZ91	    6.8360
EEZ99	    0.3154
HE1	    2.0599
HE2	    4.5465
HE3	    4.7106
HE4	    3.3477
HE5	   44.0083
HE6	    0.9518
HE7	    6.9166
HE8	    1.7879
HE9	    7.8080
OR1	   77.7087
OR2	  114.8616
OR3	   33.7168
OR4	   45.5897
OR5	  134.0075
