EEZ100	    0.5807
EEZ108	   26.7799
EEZ109	    1.1061
EEZ110	    0.3841
EEZ119	    0.0705
EEZ123	    1.3537
EEZ185	    4.8377
EEZ187	    0.0418
EEZ188	    1.1516
EEZ189	   21.3683
EEZ190	   17.4464
EEZ191	   25.2388
EEZ209	   33.5622
EEZ212	   14.6543
EEZ213	  105.2957
EEZ215	   17.4063
EEZ216	   98.0552
EEZ224	    9.2288
EEZ273	   29.8048
EEZ48	   19.5535
EEZ65	   17.3030
EEZ71	   30.5964
EEZ91	   15.0265
EEZ99	    0.3653
HE1	    4.2352
HE2	    8.3119
HE3	    5.9981
HE4	    3.9369
HE5	   52.2947
HE6	    1.0579
HE7	    8.8015
HE8	    2.6040
HE9	    8.4499
OR1	  174.2447
OR2	  194.3625
OR3	   40.5640
OR4	   56.5077
OR5	  194.1259
