EEZ100	    0.1344
EEZ108	   13.9670
EEZ109	    0.9395
EEZ110	    0.3032
EEZ119	    0.0117
EEZ123	    0.2649
EEZ185	    1.2524
EEZ187	    0.0098
EEZ188	    0.7353
EEZ189	    9.5480
EEZ190	    5.3527
EEZ191	    7.4882
EEZ209	   25.6904
EEZ212	    2.8308
EEZ213	   41.4473
EEZ215	    3.6834
EEZ216	   19.4564
EEZ224	    1.6186
EEZ273	   19.8438
EEZ48	    5.0917
EEZ65	    3.0300
EEZ71	    5.5822
EEZ91	   17.7068
EEZ99	    0.2203
HE1	    1.3700
HE2	    3.1347
HE3	    3.3750
HE4	    1.6431
HE5	   21.9096
HE6	    0.4139
HE7	    2.6198
HE8	    1.6598
HE9	    2.8133
OR1	   34.5123
OR2	   65.9748
OR3	   23.9807
OR4	   45.8757
OR5	   61.4290
