EEZ100	    0.0526
EEZ108	    7.7518
EEZ109	    0.4590
EEZ110	    0.2591
EEZ119	    0.0029
EEZ123	    0.0363
EEZ185	    0.8684
EEZ187	    0.0040
EEZ188	    0.7446
EEZ189	    7.7489
EEZ190	    6.8744
EEZ191	    6.1020
EEZ209	   16.2210
EEZ212	    0.6193
EEZ213	   23.8646
EEZ215	    0.7148
EEZ216	    5.9716
EEZ224	    0.2298
EEZ273	    9.4169
EEZ48	    1.6298
EEZ65	    0.8346
EEZ71	    1.3234
EEZ91	    5.9269
EEZ99	    0.1063
HE1	    0.4859
HE2	    1.2079
HE3	    1.1841
HE4	    0.8987
HE5	   13.7058
HE6	    0.3148
HE7	    2.7724
HE8	    0.5501
HE9	    4.5273
OR1	    6.5561
OR2	   45.8005
OR3	   16.0159
OR4	   22.6597
OR5	   18.1373
