	AL	AM	AT	AZ	BA	BE	BG	BY	CH	CY	CZ	DE	DK	EE	ES	FI	FR	GB	GE	GR	HR	HU	IE	IS	IT	KG	KZ	LT	LU	LV	MD	ME	MK	MT	NL	NO	PL	PT	RO	RS	RU	SE	SI	SK	TJ	TM	TR	UA	UZ	ATL	BAS	BLS	MED	NOS	AST	NOA	BIC	DMS	VOL	SUM	EXC	EU	
AL	56.11796901802057	0.0005176950050231108	0.5361556975949123	0.0023936412138581224	0.556347829615309	0.08892389430525127	0.8499208118151081	0.10508070063037535	0.23478182622277458	0.007529611354210088	0.5469298964806218	1.2179997651325138	0.07477099887121942	0.00281480337327078	3.9781096893906764	0.007974127441575217	1.792083117432326	0.15070239466755775	0.006162463434442573	6.498089786602347	0.8278519134746313	1.2579421486677547	0.03760577670022342	0.0005010216129592115	14.771912250457476	3.6408477655938444e-05	0.011324350594264461	0.02513200615373791	0.007630240844347317	0.00700112660884612	0.13287109731957605	1.7541984101941226	1.6471929483857102	0.08410713092467507	0.16667434926918648	0.007260672782802793	0.7967607927170796	0.21704716861006143	1.8554066774041946	11.163936373290525	0.6133271164448753	0.03149323326819933	0.2194235051321838	0.36004192702530663	2.3398675460410703e-05	0.0008154811666104123	0.6546135628872253	0.9128949563018317	0.0022916883510063647	nan	nan	nan	nan	nan	0.021942396590000347	2.217465792811006	nan	nan	nan	108.13113882682597	111.37153997098017	36.100842427930594	
AM	0.02234509177078471	29.86845658135462	0.014110091700862026	13.371620894408009	0.00750481837907888	0.004953620192672671	0.05314195352446957	0.03272708351978911	0.010900599000963707	0.32115190868702126	0.01485620165640069	0.057930735961828746	0.007372624114664573	0.0010248284158271043	0.1308477532268503	0.0030271406073195547	0.05594841377446633	0.00936032668050285	5.495344718242259	0.2577558725023323	0.01315784664482538	0.02622634634460312	0.0025656537921998437	0.00012537889744391195	0.21522687980325242	0.0004873835715603853	0.09316134414856984	0.005819789589128048	0.0004416504345971525	0.0019259715552518728	0.023767561610199345	0.005096411142891925	0.019059390727845547	0.002034854951351028	0.009513616924557756	0.0011863205690938589	0.07537750453096193	0.010288631010110265	0.1363223943351403	0.08824692595806465	1.5174933580406729	0.004319487194759427	0.004847550194203179	0.00899178100838865	0.00047878061633294355	0.26566868957581263	47.276610684933765	0.315046374678609	0.17788419097919952	nan	nan	nan	nan	nan	19.908143651303693	0.705495508671952	nan	nan	nan	134.46836443095535	117.0844025679005	1.4612781525821241	
AT	0.15498103898737528	0.0005436988225695079	253.92148166646197	0.0025582042703132645	0.7002827324939606	3.9212948844280384	0.4282607271869822	0.7446048076563186	23.22254131163351	0.0022541709676167474	29.44050230599632	142.10292562547278	1.6254726507179862	0.029069770783147597	6.108143685622424	0.06310788039426457	26.751753160602288	3.7642181776042505	0.0054282705326269345	0.2979645098865883	6.040887222063911	10.83439247824632	0.7254452286026116	0.007773070337533818	54.107677107768154	6.565578211161268e-05	0.026804860765151595	0.21227467426276983	0.5336845320305095	0.06510138474247885	0.18360688578463605	0.09262255330668401	0.13156399614913303	0.00909086359091186	7.693323237107333	0.15024202402076878	11.566603376132539	0.45759167371210135	3.35610453167107	5.24211848172341	1.543222639596855	0.45572198616038256	13.725537300343433	4.675456960845134	4.642679359633727e-05	0.0020040690155445537	0.19920440141785067	2.5739273761316874	0.008175172769612058	nan	nan	nan	nan	nan	0.013427615638704019	0.8895914986297924	nan	nan	nan	601.1193494678031	632.7612820668157	594.2885931804863	
AZ	0.032054653925920495	8.425344737629919	0.031131346600802277	158.92288066306196	0.012406143664022604	0.018154451863448298	0.09742077956926343	0.22881907116162348	0.019646130342753514	0.36694998437667753	0.04691864471735818	0.21683982930621148	0.034561895578594765	0.006717092599510034	0.17618582543907801	0.0188241930047696	0.10326898410457952	0.036354733038463184	17.55676966575862	0.3482262044117163	0.02447404256426014	0.062215864389172516	0.008840349307067211	0.0003841954652873582	0.31740130962793944	0.006203495685962974	0.7553113392344177	0.04131946680921315	0.0011482171100537944	0.013058775808232864	0.08140790820879802	0.008104193656824266	0.02942301365356766	0.0026701029577433383	0.03892975508644652	0.005490172317859529	0.39976086544543965	0.01404786473104329	0.3535723925200211	0.15408492144832195	22.808972946080164	0.021223404465434543	0.010159605388824927	0.02630474539124612	0.011366584029205125	2.3164472898588797	40.19251107822861	1.9288500865871423	1.575356720821544	nan	nan	nan	nan	nan	48.22690747377277	0.9532321535896523	nan	nan	nan	373.1471753156109	335.6034644352247	2.8254916646130632	
BA	1.0752393813017196	0.000666965597066736	5.048092084084361	0.0027828153357889753	40.473349549640304	0.4430081013207836	1.0559526115285223	0.5171378579089929	0.894308317730396	0.004250207751345325	6.614395507417838	9.828627807647445	0.5485493374005863	0.011650252627707199	7.0655582109819735	0.03409204807624756	4.442654170754092	0.7290507945690771	0.007507895493562604	1.0468077674904397	21.34377792396855	14.70439228013165	0.165523409500412	0.0015757934694060817	35.50977177332158	4.5931055687705625e-05	0.020529857091603813	0.1355118398015119	0.045710008057167274	0.036984793356087	0.22526939443277724	2.2267160739919336	0.36426575786255505	0.05500214226064395	1.0638851784050314	0.045645940517355287	6.400011709485935	0.427428572241924	5.690893377998871	28.828929371900642	1.1635846013032751	0.1964277422252222	1.782193371790071	3.978705521841089	3.2534059021332517e-05	0.00149315746561693	0.41784536613421697	2.2782369898198604	0.005504864758037596	nan	nan	nan	nan	nan	0.015973857158906347	2.4615297414165145	nan	nan	nan	210.37659000692284	218.8927072406308	129.8994394491807	
BE	0.004308780493825925	6.291727073440436e-05	0.5453350457959508	0.000476473511406627	0.008095487517256597	226.9529656047853	0.008267825467744178	0.1313853565418108	0.8131098093241057	0.00010978382948997869	0.8336373332547594	21.481905063574327	0.8561451132376175	0.00940494167080184	4.188316200621517	0.024404277845343745	101.47055294648948	19.56920707572373	0.0005310222611693349	0.009941063147566459	0.04447738669450616	0.13853363250002682	2.95256799972907	0.00851496462016612	0.9024020371689012	6.716136095803898e-06	0.0038410584445720194	0.08304239559304878	3.2429824546656136	0.024160556655205657	0.01851997296617836	0.001641196893900981	0.0032692905161063554	0.0014460751953989026	40.77169493611508	0.0785606820961151	1.8770098055572682	0.36270389506445183	0.11220287645148101	0.05973744098128589	0.2724023811548508	0.15379553160342146	0.047586595549186796	0.09624069831213389	5.245319877996889e-06	0.00025337147491439314	0.017254149788251263	0.2036981563586391	0.0010244730165028064	nan	nan	nan	nan	nan	0.0010677217707735442	0.17688250024314156	nan	nan	nan	383.7548068540039	403.987793646043	383.7477879355449	
BG	4.573072918831802	0.032170920483171044	2.142348454852625	0.16424227834469277	1.228905641971745	0.3941321021241604	133.13775190708324	2.2043883723056985	0.5221011012499293	0.06568511555715957	3.3498973974652473	6.852729802212152	0.6237622485735065	0.05284897486705961	4.757816137209663	0.1279239826591495	2.7369397713070036	0.5784333620437506	0.339456539024573	27.534564089080778	2.258509550791687	9.576166753228481	0.11934084215343184	0.002314994058768807	13.785193437756933	0.0010424713253353592	0.2911977325073371	0.42539686396767706	0.039813800697102684	0.12308209025016409	5.666967081119018	0.9819173013095229	8.956763017631555	0.05071525627348842	0.8424921814566185	0.07239399086395948	8.287862176159864	0.3025935688333445	90.18821832207027	40.85366136974281	21.749804775148714	0.33171379872883006	0.61086168829182	2.902521125828678	0.0007207807030569982	0.052036722209940066	23.552973731853005	28.11181729421351	0.1097580094260215	nan	nan	nan	nan	nan	0.3636242953331592	3.040892679136027	nan	nan	nan	435.01458748739924	453.97247505903164	320.83299906318604	
BY	0.37157908861505806	0.06163611149907161	3.831760608718389	0.3849329893740166	0.8018944921998395	3.2214286355369066	2.2499446908378933	385.2313456106588	1.4983121908762194	0.030969331334681802	11.029958256283514	45.49424707562107	10.06234663913357	1.3249258437017608	3.703627762468756	2.257970462162337	11.176501113831456	6.9075714226639775	0.5097533751270403	1.4672494197053612	2.6360799915541704	11.863445067015666	1.431614164951011	0.015018282617173634	7.394824873080862	0.004970448110707613	1.1081840095680473	25.8320793085424	0.22027287133531548	5.447120923981693	7.908124160527787	0.22325878944972344	0.43496246011351963	0.008232122547779426	8.080655099363403	0.8271790385202588	148.96358233056228	0.3232618936270992	29.138329181234095	9.293264720833564	101.90138321554547	5.423138858547241	1.298233746563774	6.355395001468274	0.004829807822835143	0.20538464426105563	8.453546530059775	131.36249140662318	0.4954739460620048	nan	nan	nan	nan	nan	0.745834362571408	0.6818851465980617	nan	nan	nan	943.8071182553653	993.4859295284867	349.59918862331506	
CH	0.010531050587960111	7.158454935647682e-05	3.424876172480916	0.0002610798045531058	0.0241313028427492	2.271308581633716	0.015970024120643782	0.060545315588097136	270.73044108098554	0.00011988080182320685	0.7356870824303431	30.27075856311689	0.1889320825256111	0.003265272106048619	8.73794875269095	0.007935684789308136	45.35323470886065	2.4031245408936766	0.00048182173712382	0.021464593582621743	0.15325606561452568	0.17441336471857913	0.5558866403428556	0.0028849914296216147	34.46072090145608	4.3881446029524576e-05	0.0014484314540564797	0.02677538937753089	0.3039430008393844	0.008368636694745352	0.011772763667654182	0.005578313592718341	0.0061927852190339985	0.003939019432035102	2.295132589423853	0.02226952463526019	0.7851445755071594	0.5489032087969693	0.12192881852883795	0.1412030309657085	0.11559014830900399	0.04333417868866857	0.20936270221013217	0.08474769453375658	3.8154837549256194e-05	0.00018896787080818734	0.017248720397580953	0.178824386471475	0.0006425322703828138	nan	nan	nan	nan	nan	0.0017812302374305242	0.6715251434305367	nan	nan	nan	395.14726777899824	416.4786172692738	132.8183338718775	
CY	0.02725512843743962	0.001257097000543905	0.01724880180812188	0.004183629683400592	0.008516500450118822	0.004549185026623596	0.06617549185004597	0.015038716908227251	0.007184981610193907	14.716955696230775	0.017729018632739308	0.053469083913545296	0.0038876123623974965	0.0003761529435241739	0.08463700239487372	0.0010043993735047866	0.05048333170212587	0.006226630214738425	0.011718303092769033	0.4225810586904817	0.01632939482629209	0.03220794427662739	0.0014233506847396856	2.832932959684605e-05	0.1995599501746165	1.4948877640325348e-05	0.002597863935040327	0.0028258325141824973	0.0004284632120180173	0.0007670765536414115	0.018122024470251418	0.005898637479947386	0.028758006127374443	0.0028724939932339142	0.008534280268566558	0.0004942871824951508	0.04401685324074398	0.0046935268743073305	0.13046945526221135	0.10974172574105852	0.290453027545654	0.0021905286300174863	0.005557126009062181	0.010339508132407057	1.1128893670573177e-05	0.0009819443877763902	6.019217995271969	0.1615949754960975	0.0015653217078931572	nan	nan	nan	nan	nan	0.9545035004779058	0.668548349130566	nan	nan	nan	24.09239758669068	23.46736523681048	16.68663069949795	
