            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.060765;     0.020709;     0.856561;     0.004731;     0.039649;     0.049912;     0.090015;     1.297027;     0.147290;     0.041278;     4.663944;     0.033715;     3.386257;     5.590320;     0.008009;     0.010886;     0.019428;     0.493863;     0.050503;     0.186655;     0.008104;     0.069725;     0.006169;     0.001391;     0.802732;     0.199933;     0.112267;     1.237005;     0.013314;     0.009267;     0.171889;     0.078781;     0.008174;     0.012421;     0.009447;     0.045128;    33.125271;     0.108931;     0.000681;     0.415257;     0.009214;     1.404574;    14.268804
EEZ65       ;     0.140501;     0.013418;     0.841346;     0.012776;     0.112389;     0.046797;     0.432572;     3.435033;     0.915933;     0.017394;     0.373596;     0.181817;     1.424082;    12.255220;     0.007379;     0.008745;     0.114961;     0.972920;     0.105906;     0.180897;     0.068920;     0.042754;     0.028438;     0.007622;     1.483121;     1.664653;     1.235140;     0.063499;     0.058290;     0.012994;     0.297169;     0.529183;     0.022963;     0.063314;     0.009350;     0.159154;     4.005982;     1.181510;     0.005575;     0.035680;     0.011133;     5.448477;     0.818397
EEZ71       ;     0.230589;     0.054812;     1.138349;     0.041932;     0.223672;     0.055401;     0.540889;     4.630008;     1.220485;     0.025335;     0.853854;     0.322532;     1.641183;    21.617195;     0.012933;     0.037308;     0.113758;     1.526681;     1.205932;     0.159523;     0.118442;     0.051002;     0.043180;     0.017248;     2.170853;     2.127210;     1.253303;     0.124822;     0.060958;     0.044202;     0.791913;     0.687176;     0.020111;     0.077213;     0.036406;     0.243512;     9.094332;     1.288742;     0.020995;     0.057347;     0.043915;     6.326708;     5.151038
EEZ91       ;     0.265007;     0.058278;     3.160803;     0.066010;     0.034970;     0.191962;     0.346916;     4.917558;     0.362787;     0.021167;    75.696747;     0.021935;    18.014326;    16.153408;     0.090321;     0.082390;     0.076611;     1.147082;     0.043319;     1.884403;     0.018915;     0.235036;     0.014286;     0.003380;     3.164015;     0.263051;     0.226012;    33.751522;     0.047033;     0.055464;     0.063273;     0.105002;     0.072871;     0.033342;     0.085217;     0.055094;    79.588837;     0.298229;     0.003330;     8.796538;     0.914100;     5.185725;     6.066714
EEZ99       ;     0.004863;     0.001263;     0.080981;     0.000427;     0.000455;     0.004897;     0.005245;     0.098164;     0.005543;     0.000028;     0.360812;     0.000743;     0.189537;     0.560210;     0.000649;     0.001009;     0.000944;     0.041419;     0.000989;     0.036641;     0.000250;     0.004064;     0.000227;     0.000030;     0.067545;     0.007461;     0.007589;     0.071920;     0.000476;     0.000951;     0.000959;     0.004457;     0.001648;     0.000463;     0.001229;     0.000350;     0.657420;     0.010108;     0.000032;     0.013953;     0.001750;     0.227715;     0.021579
EEZ100      ;     0.005135;     0.000479;     0.042848;     0.000253;     0.001914;     0.002625;     0.024718;     0.157921;     0.031077;     0.000175;     0.019512;     0.004901;     0.071883;     0.596628;     0.000373;     0.000308;     0.004457;     0.046126;     0.003292;     0.010654;     0.000783;     0.002576;     0.000939;     0.000309;     0.072647;     0.039362;     0.036220;     0.002733;     0.002403;     0.000338;     0.005171;     0.015882;     0.001274;     0.001981;     0.000349;     0.004487;     0.215868;     0.042973;     0.000163;     0.002434;     0.000335;     0.241535;     0.027959
EEZ108      ;     0.342205;     0.031231;     2.965150;     0.018057;     0.085728;     0.203736;     0.406020;     5.365223;     0.745682;     0.026542;     8.290233;     0.149743;    11.115648;    36.639977;     0.024165;     0.063969;     0.072551;     4.545969;     0.172850;     1.992772;     0.032269;     0.166284;     0.028792;     0.005053;     3.166925;     1.011855;     0.678980;     1.286755;     0.037573;     0.022483;     0.415377;     0.441807;     0.115724;     0.048602;     0.036380;     0.139613;    25.306284;     0.841673;     0.003221;     0.824525;     0.024402;    11.346387;     3.996559
EEZ109      ;     0.008393;     0.003166;     0.286686;     0.001965;     0.016587;     0.003253;     0.111655;     0.831456;     0.048235;     0.006423;     0.469363;     0.016953;     0.046733;     2.128754;     0.003195;     0.004713;     0.016020;     0.390680;     0.009122;     0.065750;     0.005496;     0.015267;     0.005482;     0.000474;     0.298348;     0.082255;     0.171873;     0.160984;     0.006061;     0.004088;     0.079392;     0.057116;     0.007136;     0.008718;     0.003167;     0.016509;     1.681371;     0.075815;     0.000304;     0.064474;     0.006112;     2.910995;     0.689465
EEZ110      ;     0.003816;     0.001084;     0.083436;     0.000776;     0.005267;     0.002065;     0.043374;     0.223820;     0.009715;     0.001654;     0.174895;     0.004945;     0.000497;     0.963508;     0.001020;     0.001345;     0.004583;     0.121783;     0.002436;     0.021683;     0.001653;     0.005558;     0.001544;     0.000165;     0.061968;     0.023273;     0.042717;     0.063269;     0.002261;     0.001388;     0.025451;     0.016912;     0.002177;     0.002504;     0.001031;     0.006034;     0.543973;     0.021627;     0.000123;     0.020512;     0.002088;     0.878079;     0.164993
EEZ119      ;     0.000739;     0.000063;     0.003211;     0.000063;     0.000241;     0.000123;     0.001650;     0.011349;     0.002889;     0.000068;     0.001431;     0.000615;     0.005372;     0.051847;     0.000063;     0.000063;     0.000356;     0.004739;     0.000663;     0.000528;     0.000126;     0.000249;     0.000047;     0.000021;     0.005363;     0.003679;     0.002221;     0.000194;     0.000050;     0.000062;     0.000884;     0.001081;     0.000065;     0.000148;     0.000063;     0.000221;     0.018303;     0.003090;     0.000045;     0.000094;     0.000063;     0.016248;     0.003612
