          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.529023;     0.139956;     7.793012;     1.626241;     1.860177;     0.990469;    22.216290;     2.349537;     0.272241;     7.855428;     0.271030;    52.612373;    32.311447;     0.085207;     0.159348;    10.134507;     0.079155;     2.218465;     0.421317;     0.403639;     0.180866;     0.237913;    10.397482;     0.288077;     3.708044;     1.592081;     0.148241;     0.080078;     3.279044;     1.080894;     0.122833;     0.118808;     0.135751;     0.258954;     0.288077
EEZ65       ;     0.086345;     0.066952;     1.497276;     0.249092;     0.125111;     0.291269;     4.867836;     2.024340;     0.093015;     0.508891;     0.429985;     8.566115;    27.125778;     0.062058;     0.138314;     8.032887;     1.080999;     0.139435;     0.135594;     0.078948;     0.080528;     0.049441;     2.269880;     1.597750;     1.724122;     0.063267;     0.160939;     0.139379;     0.458246;     0.864778;     0.066239;     0.084793;     0.063308;     0.073340;     1.597750
EEZ71       ;     0.241972;     0.146684;     3.805836;     0.271190;     0.234366;     1.058505;    15.831141;     3.380572;     0.204055;     1.641301;     0.549786;    15.759090;    43.833557;     0.140845;     0.354123;    13.515574;    16.809410;     0.604464;     0.234469;     0.170302;     0.190673;     0.114526;     6.471007;     2.290860;     5.109589;     0.246386;     0.328444;     0.217077;     1.017682;     1.766832;     0.142359;     0.228177;     0.235900;     0.259423;     2.290860
EEZ91       ;     0.121528;     0.034413;     0.559960;     0.031039;     0.154207;     0.074424;     2.055239;     0.128710;     0.028784;    27.030418;     0.036159;     7.948260;     4.094243;     0.028152;     0.027334;     0.951849;     0.029718;     0.708652;     0.026826;     0.051664;     0.023366;     0.029523;     0.774886;     0.030270;     0.102223;    29.236452;     0.027847;     0.030607;     0.046554;     0.034960;     0.032989;     0.027842;     0.025077;     0.034543;     0.030270
EEZ99       ;     0.000480;     0.000536;     0.051066;     0.003722;     0.002140;     0.000616;     0.081379;     0.012328;     0.000523;     0.722357;     0.000773;     1.364663;     0.281963;     0.000337;     0.000453;     0.068018;     0.000493;     0.000595;     0.001623;     0.001888;     0.000392;     0.000513;     0.064650;     0.000875;     0.001072;     0.082147;     0.000462;     0.000397;     0.004998;     0.004376;     0.000253;     0.000492;     0.000164;     0.000378;     0.000875
EEZ100      ;     0.003085;     0.002704;     0.046687;     0.002352;     0.003554;     0.008392;     0.245964;     0.046128;     0.003372;     0.034295;     0.006130;     0.295215;     1.251754;     0.003642;     0.005271;     0.563397;     0.018441;     0.005796;     0.002338;     0.002928;     0.002896;     0.002534;     0.103366;     0.030487;     0.039641;     0.004639;     0.002887;     0.002829;     0.008017;     0.020055;     0.003793;     0.004233;     0.001824;     0.001867;     0.030487
EEZ108      ;     0.270060;     0.121949;     2.057027;     0.156625;     0.376134;     0.319779;     4.627190;     0.937950;     0.148262;     5.537189;     0.197116;    35.901176;    58.326305;     0.157608;     0.227306;    93.367523;     0.356275;     1.117195;     0.136806;     0.256010;     0.150483;     0.123533;     2.364530;     0.359770;     0.360518;     0.684627;     0.231990;     0.185861;     0.203576;     0.437954;     0.164024;     0.173475;     0.167261;     0.234106;     0.359770
EEZ109      ;     0.003535;     0.000591;     0.193892;     0.001482;     0.015963;     0.005447;     0.440162;     0.039670;     0.002098;     0.283128;     0.004204;     6.254600;     2.853209;     0.000706;     0.001389;     0.407482;     0.001032;     0.001635;     0.001031;     0.002943;     0.001186;     0.000646;     0.250738;     0.006122;     0.041376;     0.033210;     0.000679;     0.000768;     0.002801;     0.014717;     0.001422;     0.000983;     0.000874;     0.001157;     0.006122
EEZ110      ;     0.000504;     0.000279;     0.078534;     0.000145;     0.001584;     0.000721;     0.105459;     0.009895;     0.000233;     0.117186;     0.000646;     3.528004;     0.553175;     0.000544;     0.000178;     0.116720;     0.000361;     0.001056;     0.000268;     0.000316;     0.000442;     0.000450;     0.070927;     0.001244;     0.004943;     0.017812;     0.000300;     0.000372;     0.000151;     0.002037;     0.000472;     0.000334;     0.000261;     0.000203;     0.001244
EEZ119      ;     0.000210;     0.000142;     0.007264;     0.000284;     0.000844;     0.001527;     0.016606;     0.004853;     0.000210;     0.001012;     0.002516;     0.025014;     0.094096;     0.000089;     0.000382;     0.035313;     0.013962;     0.000531;     0.000308;     0.000162;     0.000171;     0.000092;     0.006375;     0.006980;     0.005829;     0.000074;     0.000588;     0.000264;     0.001037;     0.004019;     0.000147;     0.000246;     0.000605;     0.000266;     0.006980
EEZ123      ;     0.009710;     0.005524;     0.035178;     0.112506;     0.009297;     0.022789;     0.281559;     0.236322;     0.039063;     0.072597;     0.114060;     0.151779;     1.288273;     0.005894;     0.014290;     0.356709;     0.428784;     0.021451;     0.052195;     0.002006;     0.024352;     0.004937;     0.086519;     0.436504;     0.224680;     0.002407;     0.017618;     0.019145;     0.532837;     0.261882;     0.002736;     0.003038;     0.010286;     0.013573;     0.436504
EEZ185      ;     0.315632;     0.009904;     0.748942;     0.260659;     0.134660;     0.533098;     7.723628;     8.432811;     0.006797;     0.490519;     0.117424;     3.261358;     2.507357;     0.054641;     0.140224;     0.261325;     0.004618;     0.293754;     0.096845;     0.035698;     0.040785;     0.008139;     1.795369;     0.483356;     2.412495;     0.025795;     0.080642;     0.030925;     0.172980;     4.048169;     0.055865;     0.090838;     0.002665;     0.003723;     0.483356
EEZ187      ;     0.002393;     0.000218;     0.006375;     0.004063;     0.001554;     0.005548;     0.052933;     0.038732;     0.000074;     0.005113;     0.002218;     0.034241;     0.028568;     0.000712;     0.001623;     0.002551;     0.000017;     0.002172;     0.001686;     0.000187;     0.000717;     0.000126;     0.013355;     0.009713;     0.025674;     0.000329;     0.001146;     0.000421;     0.003149;     0.032277;     0.000386;     0.000980;     0.000017;     0.000017;     0.009713
EEZ188      ;     0.011985;     0.007011;     3.218970;     0.012718;     0.022840;     0.032408;     0.795221;     0.095513;     0.011220;     0.192365;     0.008872;     3.568769;     2.633426;     0.008488;     0.008384;     0.186396;     0.008657;     0.019510;     0.013405;     0.023856;     0.005256;     0.012541;     1.337296;     0.012353;     0.048689;     0.023664;     0.014249;     0.010211;     0.008974;     0.022970;     0.004268;     0.005234;     0.004078;     0.007846;     0.012353
EEZ189      ;     0.522571;     0.224242;    17.334862;     0.327545;     0.538827;     1.275314;    32.597919;     5.833113;     0.249748;     3.068838;     0.339397;    30.673075;    36.405762;     0.260860;     0.337789;     3.542632;     0.238576;     0.665289;     0.310043;     0.432421;     0.268581;     0.232025;    43.435745;     0.496756;     2.505967;     0.374292;     0.356122;     0.256251;     0.281165;     1.171272;     0.209826;     0.261504;     0.231818;     0.273071;     0.496756
EEZ190      ;     0.573100;     0.122044;     5.051249;     0.220004;     0.273357;     1.118720;    57.688145;    10.288359;     0.133359;     1.548825;     0.193240;    11.774887;    14.517805;     0.199419;     0.416445;     1.679210;     0.051398;     0.655434;     0.163960;     0.221418;     0.202071;     0.116396;    24.636673;     0.328602;     2.553356;     0.145918;     0.287190;     0.219529;     0.189528;     1.374532;     0.218689;     0.171805;     0.077211;     0.120503;     0.328602
EEZ191      ;     0.949899;     0.093770;     5.535427;     0.725183;     0.592128;     2.363953;    47.784710;    47.065605;     0.119132;     3.291340;     0.441900;    17.545429;    17.371780;     0.278546;     0.802227;     1.944777;     0.061112;     0.954886;     0.241080;     0.282871;     0.158993;     0.041025;    13.220793;     1.344748;     8.998567;     0.234223;     0.365913;     0.294886;     0.681527;     6.881966;     0.215402;     0.424404;     0.083785;     0.146288;     1.344748
EEZ209      ;     0.112707;     0.058472;     6.745619;     0.162547;     0.358618;     0.278730;    12.494182;     1.287180;     0.058858;    41.193180;     0.088667;   193.708344;    44.994812;     0.123047;     0.072433;    12.260427;     0.069612;     0.481360;     0.073315;     0.194104;     0.071568;     0.075249;     7.362552;     0.104362;     0.763353;     4.043653;     0.084398;     0.091997;     0.143250;     0.282031;     0.081539;     0.081160;     0.106277;     0.074980;     0.104362
EEZ212      ;     0.296463;     0.114764;     1.021374;     0.479944;     0.386852;     0.774058;     8.093294;     2.798908;     0.206653;     4.048383;     0.608130;     7.432820;    11.433641;     0.146425;     0.321821;     5.074409;     3.042648;     0.520285;     0.195748;     0.105701;     0.213952;     0.087653;     1.851629;     2.360061;     2.108576;     0.230734;     0.300698;     0.160994;     4.802306;     2.014258;     0.123085;     0.215716;     0.118969;     0.212987;     2.360061
EEZ213      ;     1.230022;     0.395414;    19.208199;     1.114866;     1.719265;     2.743674;    62.673622;    13.791792;     0.430068;    11.968805;     1.009272;   121.072609;   333.499420;     0.452903;     0.876008;    97.438194;     0.856885;     1.654866;     0.567279;     0.719973;     0.445478;     0.295679;    33.015572;     3.794008;    10.530066;     1.591818;     0.798022;     0.462581;     1.682033;     3.694065;     0.450803;     0.640541;     0.438522;     0.528770;     3.794008
EEZ215      ;     0.179945;     0.089385;     0.481272;     2.993506;     0.131937;     0.503056;     4.679531;     3.163160;     0.721935;     0.527610;     4.319535;     1.587736;     6.451049;     0.104689;     0.351521;     1.974326;     0.809577;     0.492824;     0.686783;     0.049337;     0.527633;     0.216320;     0.741313;     5.046794;     3.093171;     0.099940;     1.124053;     0.197187;    23.459110;     4.084665;     0.054747;     0.166688;     0.436265;     0.702592;     5.046794
EEZ216      ;     2.563471;     0.487859;    11.527947;     4.704595;     2.162466;     4.925391;    77.250923;    32.495628;     0.468062;    10.436183;     3.904124;    57.271980;    85.074478;     0.782628;     2.171349;    11.382883;     0.895072;     2.569220;     1.178289;     0.639283;     0.615148;     0.310361;    22.894995;    36.001011;    20.285112;     1.075181;     1.921100;     0.879346;     9.420259;    11.735901;     0.411720;     1.049940;     0.301565;     0.815446;    36.001011
EEZ224      ;     0.124455;     0.033294;     0.543288;     0.768144;     0.083519;     0.133273;     3.468903;     1.738110;     0.224307;     0.292096;     1.257010;     1.938084;     7.050614;     0.058932;     0.097704;     1.904371;     1.417072;     0.230052;     0.296832;     0.035721;     0.204287;     0.020223;     0.837223;     3.126865;     1.304322;     0.030286;     0.131932;     0.080054;     5.178784;     2.206427;     0.049896;     0.051397;     0.087759;     0.097896;     3.126865
EEZ273      ;     0.366317;     0.054962;     4.977508;     0.240770;     0.694602;     0.482284;    13.398276;     0.986662;     0.060984;    73.524696;     0.114163;    91.222618;    22.833796;     0.136430;     0.152285;     7.610557;     0.111939;     0.517935;     0.106705;     0.285017;     0.071336;     0.061007;     6.550167;     0.110480;     1.396530;    11.365628;     0.102869;     0.093646;     0.293628;     0.304992;     0.110727;     0.124375;     0.106919;     0.107670;     0.110480
OR1         ;     2.110729;     0.745365;    11.383821;    13.770079;     1.838752;     4.357872;    62.467655;    21.205442;     3.104281;    11.695612;    23.856129;    58.593376;   138.865326;     1.009865;     2.310535;    34.534077;    19.817904;     3.621202;     4.181948;     0.676938;     2.836833;     0.839998;    20.623682;    52.515236;    28.212452;     1.095558;     3.924191;     1.310807;   110.781494;    21.431789;     0.698391;     1.422262;     1.623754;     3.697300;    52.515236
OR2         ;     5.281825;     1.053278;    58.455334;     4.540983;     4.754037;    11.578590;   256.705902;   107.597321;     0.943690;    25.027779;     2.499853;   255.042694;   337.709229;     1.614647;     3.880386;    32.239388;     0.941949;     5.438278;     1.802753;     1.952869;     1.214798;     0.720703;   129.097351;    17.903681;    39.277512;     2.665102;     2.512196;     1.715736;     4.812139;    22.818729;     1.261314;     2.096734;     0.839688;     1.173839;    17.903681
OR3         ;     0.223704;     0.156459;     4.281977;     0.174072;     0.369704;     0.244042;     9.095126;     1.372217;     0.180712;     8.381844;     0.238099;    74.402588;   151.614395;     0.194579;     0.185978;   124.003296;     0.240059;     0.847066;     0.135965;     0.314415;     0.179572;     0.139627;     5.105810;     0.374200;     0.679772;     1.183632;     0.192586;     0.174526;     0.201353;     0.550687;     0.200767;     0.193019;     0.198864;     0.210034;     0.374200
OR4         ;     0.353479;     0.077033;     7.862079;     0.307617;     0.850505;     0.593359;    20.019491;     1.593239;     0.082060;   115.622345;     0.144889;   219.250107;    40.420143;     0.218390;     0.196950;    14.543013;     0.150811;     0.926110;     0.138930;     0.409776;     0.094155;     0.089741;    10.277968;     0.137246;     1.686337;    25.019516;     0.132797;     0.154463;     0.311028;     0.381486;     0.153088;     0.172688;     0.175704;     0.150114;     0.137246
OR5         ;     3.420156;     1.193465;    33.569756;     3.195545;     5.609789;     5.035104;   105.431931;    11.399160;     1.286008;   108.727097;     1.628896;   330.091431;   293.553650;     1.082100;     2.124494;   196.414490;     7.902368;     9.085975;     1.642267;     2.445450;     1.257934;     0.910213;    43.632179;     3.571954;    12.351849;    26.035522;     1.700814;     1.263769;     6.714270;     5.115451;     1.173079;     1.258485;     1.185730;     1.891719;     3.571954
