          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.300295;     0.147323;     5.945285;     0.375093;     0.201289;     1.189957;    14.223986;     0.166123;     0.076668;    32.761169;     0.038624;    27.728256;     4.977530;     0.223689;     0.346515;     3.579703;     0.091527;     4.883155;     0.277465;     0.361602;     0.116703;     0.139469;     2.149570;     0.051831;     2.560717;    10.236675;     0.196127;     0.059576;     1.817586;     0.107406;     0.138272;     0.169489;     0.157167;     0.350329;     0.051831
EEZ65       ;     0.352819;     0.096723;     3.334686;     0.543752;     0.455123;     0.902159;    18.695427;     4.056795;     0.168533;     4.021422;     0.324187;    11.200954;    26.528948;     0.090286;     0.165742;     5.720037;     1.470614;     1.961760;     0.429592;     0.119148;     0.194711;     0.004671;     6.993076;     1.518115;     5.566001;     0.384333;     0.118178;     0.084501;     0.690770;     1.150876;     0.091806;     0.149575;     0.071493;     0.235063;     1.518115
EEZ71       ;     1.282969;     0.188607;     8.299041;     0.945168;     1.630198;     1.871393;    43.050976;     9.412835;     0.430407;     9.757286;     0.830471;    31.792376;    67.155846;     0.266359;     0.476435;    14.129465;    22.371614;     7.684212;     0.908736;     0.387311;     0.384444;     0.022173;    15.951563;     2.889220;     9.926166;     1.334096;     0.193364;     0.147784;     1.837806;     2.877685;     0.380667;     0.492932;     0.150107;     0.529078;     2.889220
EEZ91       ;     0.059934;     0.026837;     0.271695;     0.008009;     0.061523;     0.122685;     2.238931;     0.294010;     0.066441;    21.327118;     0.024068;     6.855992;     2.239883;     0.013660;     0.013746;     1.385327;     0.011653;     0.245319;     0.021573;     0.019785;     0.015458;     0.004826;     0.434413;     0.021503;     0.241756;    17.919378;     0.016751;     0.014444;     0.147867;     0.068007;     0.006287;     0.022049;     0.012104;     0.013460;     0.021503
EEZ99       ;     0.006576;     0.000446;     0.032246;     0.000680;     0.004811;     0.005268;     0.060893;     0.002716;     0.000155;     0.466961;     0.000263;     1.322026;     0.202183;     0.000834;     0.000603;     0.053898;     0.000397;     0.015361;     0.000122;     0.001116;     0.000036;     0.000004;     0.015006;     0.001099;     0.009106;     0.068286;     0.000082;     0.000115;     0.001799;     0.001253;     0.000437;     0.000531;     0.000052;     0.000543;     0.001099
EEZ100      ;     0.011365;     0.003773;     0.078323;     0.006576;     0.017416;     0.032411;     0.652897;     0.083760;     0.002624;     0.130275;     0.007637;     0.342085;     1.196947;     0.003209;     0.004428;     0.354585;     0.032678;     0.059913;     0.007112;     0.003301;     0.003447;     0.000050;     0.178155;     0.028063;     0.173870;     0.010346;     0.001595;     0.002368;     0.010731;     0.030358;     0.002746;     0.003284;     0.002241;     0.003368;     0.028063
EEZ108      ;     0.992314;     0.062506;     6.248830;     0.120496;     1.431633;     1.980530;    26.408224;     2.234287;     0.112620;     7.497511;     0.258084;    71.166824;    57.586906;     0.113581;     0.121802;    91.992569;     0.354221;     5.842494;     0.147335;     0.328155;     0.070926;     0.005857;     8.722967;     0.489773;     3.330340;     0.969458;     0.067093;     0.040379;     0.748817;     0.780340;     0.228371;     0.147908;     0.137211;     0.126891;     0.489773
EEZ109      ;     0.025320;     0.001188;     0.251724;     0.002364;     0.021813;     0.034098;     0.736484;     0.023661;     0.002506;     0.397250;     0.001925;     7.461606;     2.545321;     0.001395;     0.003165;     0.488960;     0.001429;     0.034485;     0.004708;     0.011618;     0.001981;     0.000206;     0.290162;     0.004699;     0.079317;     0.046309;     0.000784;     0.001001;     0.012043;     0.004933;     0.001875;     0.002350;     0.000522;     0.001101;     0.004699
EEZ110      ;     0.002947;     0.000351;     0.022104;     0.000388;     0.003184;     0.004870;     0.104498;     0.004313;     0.000104;     0.125434;     0.000157;     3.976550;     0.572497;     0.000271;     0.000827;     0.142274;     0.000611;     0.006197;     0.000524;     0.002111;     0.000189;     0.000003;     0.037741;     0.001023;     0.014265;     0.010402;     0.000267;     0.000345;     0.001691;     0.000720;     0.000306;     0.000357;     0.000178;     0.000278;     0.001023
EEZ119      ;     0.002348;     0.000520;     0.016675;     0.003738;     0.002690;     0.003389;     0.084698;     0.016666;     0.000717;     0.017845;     0.001273;     0.046811;     0.102160;     0.000582;     0.000859;     0.028299;     0.018244;     0.007886;     0.001690;     0.000796;     0.000399;     0.000012;     0.037630;     0.005419;     0.018621;     0.002509;     0.000258;     0.000360;     0.005682;     0.005366;     0.000470;     0.000860;     0.000188;     0.000918;     0.005419
