          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.042709;     0.110996;     1.000499;     0.075833;     0.142644;     0.083402;     1.393742;     0.250879;     0.086920;     1.343071;     0.063811;     8.252748;     2.107901;     0.051269;     0.102108;     0.846334;     0.053733;     0.092041;     0.055461;     0.172539;     0.027235;     0.025160;     1.207187;     0.136771;     0.076826;     0.574493;     0.068959;     0.086580;     0.107324;     0.136561;     0.066301;     0.061640;     0.126050;     0.156503;     0.136771
EEZ65       ;     0.074210;     0.012510;     0.126195;     0.136545;     0.027072;     0.058575;     1.160493;     0.599846;     0.024849;     0.040571;     0.035487;     0.616252;     2.283818;     0.014664;     0.046607;     0.871990;     0.033010;     0.051482;     0.076738;     0.017929;     0.026768;     0.025307;     0.399084;     0.110732;     0.397073;     0.010795;     0.066132;     0.012238;     0.140894;     0.138203;     0.014445;     0.040198;     0.023527;     0.265028;     0.110732
EEZ71       ;     0.137758;     0.035158;     0.169177;     0.269401;     0.041091;     0.115849;     1.762155;     0.528957;     0.033677;     0.158231;     0.042466;     0.899128;     2.765703;     0.025002;     0.076840;     1.002455;     1.713384;     0.085943;     0.172712;     0.017878;     0.045443;     0.029924;     0.434255;     0.141559;     0.376040;     0.041556;     0.098066;     0.031749;     0.211494;     0.216524;     0.023684;     0.059986;     0.046647;     0.194544;     0.141559
EEZ91       ;     0.036461;     0.031444;     0.542570;     0.018608;     0.081295;     0.042677;     1.283958;     0.143416;     0.020926;    21.602242;     0.019297;    10.567162;     2.142556;     0.038364;     0.034657;     0.438374;     0.012037;     0.200006;     0.011768;     0.066037;     0.010841;     0.004992;     0.801491;     0.028829;     0.055069;    32.828678;     0.020168;     0.021185;     0.037045;     0.049856;     0.019776;     0.021640;     0.021240;     0.037504;     0.028829
EEZ99       ;     0.000137;     0.000219;     0.000481;     0.000242;     0.001849;     0.000221;     0.000270;     0.000425;     0.000116;     0.099886;     0.000216;     0.944973;     0.008670;     0.000333;     0.000257;     0.034296;     0.000221;     0.001436;     0.000149;     0.000306;     0.000060;     0.000007;     0.003360;     0.000221;     0.000221;     0.023642;     0.000197;     0.000171;     0.000806;     0.000445;     0.000221;     0.000203;     0.000221;     0.000303;     0.000221
EEZ100      ;     0.002705;     0.000332;     0.005115;     0.002774;     0.001636;     0.001651;     0.046769;     0.017404;     0.000567;     0.000544;     0.000814;     0.028868;     0.168268;     0.000366;     0.002153;     0.064332;     0.000307;     0.001364;     0.001300;     0.000442;     0.000941;     0.000748;     0.019008;     0.003039;     0.017489;     0.000374;     0.002400;     0.000199;     0.002770;     0.004396;     0.000431;     0.001674;     0.000250;     0.006529;     0.003039
EEZ108      ;     0.054313;     0.023596;     0.210456;     0.038649;     0.117626;     0.036581;     1.153913;     0.251504;     0.013715;     0.848324;     0.019377;     7.808948;    11.826015;     0.026185;     0.027022;    44.864849;     0.013208;     0.299577;     0.021852;     0.015947;     0.007106;     0.006000;     0.546013;     0.048020;     0.087264;     0.136785;     0.026535;     0.019730;     0.037415;     0.041877;     0.020536;     0.020978;     0.019962;     0.042096;     0.048020
EEZ109      ;     0.000208;     0.000208;     0.013183;     0.000208;     0.004255;     0.000208;     0.027626;     0.007234;     0.000208;     0.000208;     0.000208;     2.664770;     0.861748;     0.000208;     0.000208;     0.113086;     0.000208;     0.000208;     0.000208;     0.002423;     0.000208;     0.000034;     0.025515;     0.000208;     0.000208;     0.002121;     0.000208;     0.000208;     0.000208;     0.000208;     0.000208;     0.000208;     0.000208;     0.000208;     0.000208
EEZ110      ;     0.000069;     0.000067;     0.000832;     0.000067;     0.001700;     0.000067;     0.001533;     0.000829;     0.000067;     0.000067;     0.000067;     1.847371;     0.113397;     0.000067;     0.000067;     0.026617;     0.000067;     0.000067;     0.000067;     0.000235;     0.000067;     0.000002;     0.003814;     0.000067;     0.000067;     0.000067;     0.000067;     0.000067;     0.000067;     0.000067;     0.000067;     0.000067;     0.000067;     0.000067;     0.000067
EEZ119      ;     0.000630;     0.000049;     0.000599;     0.000342;     0.000146;     0.000301;     0.005051;     0.001727;     0.000023;     0.000115;     0.000067;     0.003099;     0.009764;     0.000040;     0.000397;     0.003902;     0.000515;     0.000317;     0.000124;     0.000114;     0.000035;     0.000041;     0.001544;     0.000125;     0.000174;     0.000044;     0.000233;     0.000036;     0.000375;     0.000195;     0.000104;     0.000114;     0.000047;     0.000486;     0.000125
EEZ123      ;     0.006342;     0.002246;     0.005770;     0.024082;     0.002145;     0.006329;     0.075348;     0.037794;     0.003718;     0.007474;     0.005257;     0.026569;     0.096381;     0.001284;     0.002854;     0.017881;     0.015580;     0.003728;     0.016684;     0.000516;     0.009860;     0.001806;     0.014674;     0.022726;     0.033074;     0.001587;     0.009139;     0.002457;     0.029716;     0.023308;     0.002545;     0.003308;     0.002078;     0.034014;     0.022726
EEZ185      ;     0.003431;     0.000926;     0.014664;     0.032755;     0.002066;     0.001079;     0.661277;     3.367560;     0.001197;     0.001112;     0.001146;     0.068454;     0.054332;     0.001043;     0.001355;     0.036275;     0.000623;     0.001340;     0.042460;     0.002115;     0.010798;     0.001978;     0.126086;     0.264795;     0.159331;     0.001191;     0.007331;     0.001606;     0.001550;     2.236343;     0.000697;     0.002453;     0.000760;     0.034075;     0.264795
EEZ187      ;     0.000010;     0.000006;     0.000035;     0.000209;     0.000004;     0.000008;     0.002114;     0.007642;     0.000005;     0.000017;     0.000008;     0.000536;     0.001004;     0.000015;     0.000008;     0.000264;     0.000005;     0.000014;     0.000293;     0.000017;     0.000093;     0.000019;     0.000441;     0.006916;     0.000607;     0.000008;     0.000061;     0.000016;     0.000008;     0.006353;     0.000004;     0.000008;     0.000008;     0.000333;     0.006916
EEZ188      ;     0.002228;     0.000178;     3.045417;     0.000178;     0.005272;     0.000178;     0.264532;     0.024322;     0.000178;     0.000178;     0.000178;     1.328370;     0.676514;     0.000178;     0.000178;     0.047229;     0.000178;     0.000178;     0.000171;     0.007182;     0.000178;     0.000178;     0.569156;     0.000178;     0.000178;     0.001508;     0.000178;     0.000178;     0.000178;     0.000178;     0.000178;     0.000178;     0.000178;     0.000178;     0.000178
EEZ189      ;     0.023092;     0.002927;     5.784528;     0.013664;     0.046909;     0.002927;    11.652647;     0.986181;     0.002927;     0.002927;     0.002927;     4.124760;     7.398500;     0.002913;     0.002927;     0.657101;     0.002884;     0.002927;     0.027440;     0.056446;     0.004038;     0.002413;    21.215126;     0.005894;     0.002927;     0.011938;     0.002927;     0.002927;     0.002927;     0.022641;     0.002927;     0.002927;     0.002927;     0.004022;     0.005894
EEZ190      ;     0.005383;     0.001919;     0.739084;     0.022318;     0.020143;     0.001919;    28.324265;     3.690353;     0.001919;     0.001919;     0.001919;     0.907117;     1.390724;     0.001950;     0.001919;     0.220073;     0.001912;     0.001919;     0.049322;     0.020577;     0.003625;     0.001485;     6.427412;     0.004336;     0.002281;     0.002308;     0.001919;     0.001919;     0.001919;     0.012231;     0.001919;     0.001919;     0.001919;     0.002812;     0.004336
EEZ191      ;     0.011001;     0.003734;     0.194193;     0.079273;     0.011764;     0.004285;     6.848994;    34.083153;     0.003839;     0.005049;     0.003734;     0.589518;     1.891947;     0.003689;     0.004384;     0.367690;     0.003416;     0.003773;     0.165961;     0.007627;     0.026655;     0.003648;     1.233589;     0.309568;     0.186298;     0.005406;     0.007859;     0.004170;     0.003734;     1.292166;     0.003633;     0.005878;     0.003814;     0.032989;     0.309568
EEZ209      ;     0.015421;     0.013120;     1.575053;     0.015236;     0.144690;     0.011447;     0.756610;     0.096625;     0.010143;     2.455056;     0.010787;   144.615662;     7.320964;     0.016875;     0.013718;     3.901408;     0.010147;     0.020560;     0.008268;     0.035311;     0.008408;     0.003613;     0.928938;     0.011761;     0.014588;     0.330994;     0.010612;     0.010626;     0.024059;     0.014151;     0.011068;     0.009399;     0.011209;     0.019723;     0.011761
