            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.043808;     0.028668;     0.662108;     0.006308;     0.028475;     0.020060;     0.112730;     1.830370;     0.051560;     0.027640;     3.437823;     0.009111;     2.101876;     0.821398;     0.009297;     0.013124;     0.031326;     0.194833;     0.025043;     0.453903;     0.024889;     0.051393;     0.007933;     0.001893;     0.309746;     0.092263;     0.130204;     1.379192;     0.022076;     0.005542;     0.302047;     0.033419;     0.014622;     0.014101;     0.075633;     0.030642;    12.271558;     0.080183;     0.006804;     0.403401;     0.019535;     0.599947;   257.233521
EEZ65       ;     0.739514;     0.065549;     5.249751;     0.086206;     0.247593;     0.449448;     1.775254;    19.344967;     4.525665;     0.062101;     5.284824;     0.532751;    11.505484;    77.597122;     0.032376;     0.079308;     0.290044;     4.447605;     1.223078;     2.173810;     0.292978;     0.213984;     0.169588;     0.006320;     7.785340;     6.548053;     4.829086;     0.702450;     0.121629;     0.081598;     1.775600;     1.787284;     0.140463;     0.226512;     0.062124;     0.308363;    12.956562;     6.128862;     0.008200;     0.801647;     0.016647;    29.125473;    23.578768
EEZ71       ;     1.720519;     0.190225;    11.833138;     0.071943;     0.498463;     1.151260;     2.820954;    40.165131;     8.147286;     0.136733;    11.568886;     1.132436;    27.907196;   137.723221;     0.040948;     0.159139;     0.607212;     8.739178;    17.022453;     6.787374;     0.533790;     0.602461;     0.311079;     0.021955;    17.112749;    10.460804;     7.896058;     2.315289;     0.172080;     0.189293;     5.043107;     3.717180;     0.401988;     0.526984;     0.180583;     0.949641;    35.265690;    11.633087;     0.028173;     2.050949;     0.041468;    52.594410;   109.266541
EEZ91       ;     0.172780;     0.032147;     0.727868;     0.008575;     0.032484;     0.136037;     0.187140;     3.683276;     0.391671;     0.022632;    33.377411;     0.116284;     8.089844;     8.592299;     0.008646;     0.013206;     0.035730;     1.134141;     0.082103;     0.636938;     0.025054;     0.067180;     0.032061;     0.003064;     0.995167;     0.408518;     0.138944;    21.435135;     0.018616;     0.024870;     0.642009;     0.184761;     0.018099;     0.022685;     0.052512;     0.041762;    34.980431;     0.665516;     0.004615;     4.823365;     0.089730;     3.212529;    49.834171
EEZ99       ;     0.010879;     0.000406;     0.079721;     0.000396;     0.000902;     0.011302;     0.012952;     0.225076;     0.013496;     0.000406;     1.315461;     0.002301;     0.872672;     0.518609;     0.000089;     0.000674;     0.000994;     0.047318;     0.002521;     0.041719;     0.000466;     0.005064;     0.000447;     0.000071;     0.052221;     0.013776;     0.013581;     0.175584;     0.000401;     0.000406;     0.009206;     0.005544;     0.001146;     0.000624;     0.000582;     0.000976;     0.854039;     0.014460;     0.000084;     0.030168;     0.000159;     0.254889;     0.141211
EEZ100      ;     0.019472;     0.001074;     0.144819;     0.000867;     0.004782;     0.012760;     0.051807;     0.654196;     0.114846;     0.000603;     0.172329;     0.011599;     0.337462;     2.978759;     0.000328;     0.002175;     0.006098;     0.263629;     0.032986;     0.059425;     0.005314;     0.006384;     0.003134;     0.000144;     0.253447;     0.147498;     0.129734;     0.019393;     0.000946;     0.000660;     0.031364;     0.041916;     0.003924;     0.004730;     0.001826;     0.004857;     0.566905;     0.151002;     0.000167;     0.023688;     0.000697;     0.950561;     0.712691
EEZ108      ;     1.607667;     0.049324;    11.167971;     0.013204;     0.119291;     1.254272;     3.461542;    33.522827;     2.569223;     0.060134;    15.321189;     0.462880;    52.373501;    98.035599;     0.031011;     0.129277;     0.247176;    23.862911;     0.901526;     7.534759;     0.129768;     0.621542;     0.062695;     0.013708;    13.727597;     2.526554;     3.542822;     2.538543;     0.041233;     0.039469;     1.685631;     1.036741;     0.384013;     0.227828;     0.186601;     0.293960;    54.730038;     4.020594;     0.012269;     2.353435;     0.029378;    40.949265;    64.801964
EEZ109      ;     0.065324;     0.001800;     0.519095;     0.000867;     0.010787;     0.039618;     0.135685;     1.927581;     0.072033;     0.004817;     1.280260;     0.009347;     3.463359;     2.826395;     0.001198;     0.006860;     0.012061;     0.346472;     0.012599;     0.143525;     0.014342;     0.037361;     0.007447;     0.000274;     0.533127;     0.047523;     0.197546;     0.139888;     0.004211;     0.003006;     0.101444;     0.027811;     0.007428;     0.007557;     0.004935;     0.005726;     1.876379;     0.099678;     0.000305;     0.090001;     0.000840;     2.249254;     0.765232
EEZ110      ;     0.012993;     0.000660;     0.083879;     0.000381;     0.002087;     0.009113;     0.022914;     0.357312;     0.020227;     0.000290;     0.513103;     0.002638;     1.270820;     0.876257;     0.000362;     0.002172;     0.004587;     0.137485;     0.005367;     0.035633;     0.001915;     0.008822;     0.000958;     0.000082;     0.101057;     0.016119;     0.046743;     0.048509;     0.001987;     0.001262;     0.019300;     0.008247;     0.002026;     0.002475;     0.001383;     0.001984;     0.742958;     0.023780;     0.000058;     0.029624;     0.000296;     0.676182;     0.221954
EEZ119      ;     0.002944;     0.000153;     0.024478;     0.000179;     0.001584;     0.002149;     0.004650;     0.065460;     0.019319;     0.000162;     0.019584;     0.002564;     0.047604;     0.281685;     0.000076;     0.000339;     0.001041;     0.020993;     0.010061;     0.007285;     0.001295;     0.001116;     0.000609;     0.000048;     0.035784;     0.022173;     0.017037;     0.003869;     0.000179;     0.000172;     0.010957;     0.008210;     0.000577;     0.000908;     0.000289;     0.001393;     0.060206;     0.025710;     0.000048;     0.003167;     0.000070;     0.116719;     0.138153
