          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.052317;     0.011438;     0.662225;     0.039384;     0.026503;     0.035313;     1.095372;     0.082950;     0.003560;     0.323218;     0.002314;     8.474851;     2.784985;     0.000172;     0.004215;     1.651724;     0.025151;     0.021543;     0.016432;     0.049595;     0.007722;     0.000477;     0.801999;     0.042231;     0.094580;     0.078947;     0.005000;     0.007483;     0.023914;     0.030759;     0.005560;     0.017257;     0.006747;     0.014836;     0.042231
EEZ65       ;     0.021158;     0.021236;     0.098345;     0.136373;     0.012320;     0.014043;     1.325345;     0.684847;     0.016397;     0.018019;     0.030327;     0.616032;     2.229222;     0.002052;     0.016975;     0.595636;     0.038154;     0.009648;     0.058274;     0.007599;     0.024669;     0.001826;     0.301543;     0.349782;     0.087023;     0.003243;     0.011846;     0.015205;     0.029282;     0.276435;     0.001734;     0.008060;     0.024880;     0.036691;     0.349782
EEZ71       ;     0.054275;     0.066371;     0.171625;     0.253422;     0.038491;     0.027819;     2.145396;     0.688253;     0.024045;     0.023984;     0.043897;     0.743594;     2.826653;     0.003114;     0.023423;     1.018492;     2.220821;     0.018246;     0.110090;     0.011922;     0.038457;     0.004061;     0.564155;     0.347887;     0.161341;     0.002668;     0.021218;     0.047591;     0.091673;     0.308188;     0.003024;     0.018725;     0.075674;     0.086516;     0.347887
EEZ91       ;     0.117356;     0.021993;     0.512886;     0.008527;     0.115998;     0.042284;     1.115029;     0.045287;     0.009457;    18.674026;     0.002117;    11.709943;     1.643952;     0.009332;     0.025960;     0.412960;     0.018052;     0.622955;     0.007424;     0.031366;     0.005752;     0.001424;     0.496300;     0.004158;     0.021912;    20.372524;     0.015851;     0.019988;     0.013043;     0.013981;     0.027051;     0.014567;     0.011320;     0.014064;     0.004158
EEZ99       ;     0.000762;     0.000251;     0.019387;     0.000296;     0.000905;     0.000452;     0.035827;     0.001988;     0.000040;     0.111571;     0.000036;     0.861752;     0.038126;     0.000129;     0.000441;     0.025057;     0.000251;     0.003980;     0.000090;     0.001266;     0.000056;     0.000039;     0.020721;     0.000144;     0.000360;     0.004025;     0.000375;     0.000251;     0.000298;     0.000356;     0.000206;     0.000164;     0.000056;     0.000202;     0.000144
EEZ100      ;     0.001741;     0.000629;     0.003756;     0.006715;     0.000932;     0.000468;     0.080293;     0.032396;     0.001018;     0.001092;     0.001222;     0.033416;     0.171698;     0.000081;     0.000744;     0.055710;     0.000415;     0.000700;     0.003468;     0.000272;     0.001409;     0.000056;     0.015135;     0.009342;     0.000918;     0.000182;     0.000243;     0.000629;     0.000613;     0.012448;     0.000097;     0.000564;     0.000629;     0.000629;     0.009342
EEZ108      ;     0.046030;     0.029030;     0.677170;     0.057956;     0.067183;     0.043097;     2.071020;     0.426970;     0.006139;     0.624136;     0.005859;     8.606916;    14.979110;     0.002126;     0.011348;    49.268387;     0.021232;     0.109423;     0.021129;     0.027303;     0.007543;     0.001985;     1.124281;     0.026093;     0.062112;     0.116421;     0.007952;     0.021245;     0.016720;     0.111034;     0.003880;     0.010495;     0.030714;     0.022877;     0.026093
EEZ109      ;     0.000636;     0.000393;     0.047726;     0.000372;     0.003898;     0.000319;     0.093142;     0.010610;     0.000113;     0.024545;     0.000327;     3.265658;     0.687299;     0.000013;     0.000324;     0.194001;     0.000393;     0.001857;     0.000255;     0.000325;     0.000052;     0.000101;     0.067010;     0.000162;     0.001424;     0.001523;     0.000380;     0.000393;     0.000390;     0.001433;     0.000113;     0.000112;     0.000292;     0.000247;     0.000162
EEZ110      ;     0.000343;     0.000135;     0.015416;     0.000221;     0.001291;     0.000135;     0.037440;     0.002405;     0.000106;     0.008502;     0.000129;     2.329614;     0.115668;     0.000021;     0.000108;     0.049934;     0.000135;     0.001415;     0.000130;     0.000036;     0.000012;     0.000038;     0.022022;     0.000134;     0.000137;     0.000218;     0.000083;     0.000135;     0.000052;     0.000471;     0.000053;     0.000055;     0.000135;     0.000135;     0.000134
EEZ119      ;     0.000060;     0.000102;     0.000497;     0.000288;     0.000034;     0.000029;     0.005353;     0.001975;     0.000066;     0.000071;     0.000159;     0.002634;     0.008331;     0.000010;     0.000051;     0.001602;     0.000408;     0.000036;     0.000103;     0.000032;     0.000065;     0.000007;     0.001516;     0.001041;     0.000127;     0.000010;     0.000048;     0.000102;     0.000201;     0.000754;     0.000007;     0.000018;     0.000091;     0.000131;     0.001041
EEZ123      ;     0.000377;     0.005840;     0.007869;     0.003429;     0.000463;     0.001003;     0.043793;     0.026849;     0.001247;     0.000438;     0.002627;     0.030278;     0.107175;     0.000077;     0.000753;     0.028620;     0.023898;     0.000297;     0.001621;     0.000296;     0.001230;     0.000058;     0.018396;     0.026020;     0.005964;     0.000055;     0.000993;     0.000298;     0.005459;     0.011556;     0.000057;     0.000537;     0.003561;     0.002848;     0.026020
EEZ185      ;     0.011309;     0.001068;     0.030274;     0.215273;     0.004739;     0.030138;     1.474334;     2.262686;     0.012779;     0.004349;     0.022908;     0.187533;     0.170438;     0.003676;     0.024814;     0.056454;     0.001100;     0.002978;     0.106709;     0.001923;     0.042727;     0.003723;     0.298046;     0.210241;     0.295806;     0.000731;     0.016292;     0.002947;     0.024734;     2.690623;     0.002450;     0.012789;     0.002896;     0.036267;     0.210241
EEZ187      ;     0.000085;     0.000013;     0.000155;     0.001772;     0.000026;     0.000209;     0.004624;     0.007454;     0.000113;     0.000039;     0.000223;     0.001516;     0.002112;     0.000027;     0.000161;     0.000682;     0.000013;     0.000023;     0.000947;     0.000004;     0.000493;     0.000019;     0.001384;     0.004737;     0.001512;     0.000003;     0.000083;     0.000013;     0.000120;     0.010393;     0.000015;     0.000078;     0.000013;     0.000202;     0.004737
EEZ188      ;     0.003570;     0.000273;     3.170260;     0.002084;     0.008823;     0.001857;     0.486641;     0.027764;     0.000272;     0.003187;     0.000282;     1.814593;     0.503762;     0.000315;     0.002841;     0.057971;     0.000273;     0.000307;     0.000632;     0.004469;     0.000287;     0.000177;     1.004864;     0.000262;     0.000273;     0.000273;     0.000273;     0.000273;     0.000273;     0.002866;     0.000548;     0.000662;     0.000273;     0.000257;     0.000262
EEZ189      ;     0.053695;     0.004804;     6.677698;     0.154613;     0.068529;     0.085660;    20.413692;     1.222341;     0.004720;     0.023009;     0.005549;     8.143326;     7.150797;     0.011060;     0.114862;     0.897536;     0.004756;     0.005191;     0.061737;     0.019534;     0.016187;     0.010305;    31.362629;     0.020675;     0.122278;     0.004794;     0.061536;     0.004884;     0.006175;     0.142498;     0.011271;     0.040763;     0.004648;     0.011588;     0.020675
EEZ190      ;     0.047153;     0.003284;     0.988691;     0.294202;     0.043271;     0.116767;    45.638882;     3.190738;     0.003180;     0.007890;     0.006032;     2.329152;     1.794190;     0.013964;     0.143084;     0.376082;     0.003279;     0.004077;     0.110193;     0.005257;     0.029067;     0.013443;    11.957502;     0.031458;     0.552708;     0.003211;     0.082136;     0.005754;     0.003435;     0.219828;     0.010475;     0.065804;     0.003249;     0.022110;     0.031458
EEZ191      ;     0.059983;     0.006467;     0.353370;     0.905345;     0.036067;     0.119636;    13.052430;    30.170946;     0.021120;     0.026379;     0.044391;     1.934170;     2.736661;     0.016319;     0.138907;     0.639753;     0.006396;     0.010630;     0.350922;     0.006247;     0.114943;     0.023560;     3.030222;     0.446729;     1.393017;     0.005466;     0.121801;     0.009700;     0.029610;     2.314267;     0.012341;     0.068570;     0.009624;     0.117275;     0.446729
EEZ209      ;     0.082617;     0.015350;     2.597668;     0.029703;     0.151042;     0.045340;     4.208097;     0.267172;     0.005240;     5.484594;     0.004301;   135.168854;     7.171692;     0.009707;     0.032741;     4.140802;     0.017736;     0.282203;     0.014346;     0.077823;     0.006659;     0.003511;     2.526105;     0.009876;     0.043300;     0.267978;     0.021522;     0.013006;     0.016419;     0.043278;     0.016379;     0.017203;     0.008621;     0.016228;     0.009876
EEZ212      ;     0.018989;     0.033844;     0.073013;     0.156915;     0.011948;     0.038517;     0.689704;     0.294831;     0.022815;     0.009368;     0.057942;     0.276561;     1.100215;     0.004543;     0.014245;     0.293416;     0.786145;     0.011682;     0.068665;     0.005559;     0.029374;     0.002522;     0.175135;     0.301029;     0.226013;     0.008930;     0.023527;     0.017162;     0.716236;     0.211412;     0.002140;     0.012504;     0.103720;     0.108350;     0.301029
EEZ213      ;     0.225362;     0.052558;     3.529663;     0.692470;     0.201317;     0.217881;    15.930929;     4.425101;     0.053852;     0.796591;     0.084880;    32.841869;   132.128632;     0.023557;     0.194283;    28.927486;     0.050261;     0.098973;     0.311906;     0.058146;     0.112899;     0.016587;     8.438923;     0.868066;     0.774118;     0.124461;     0.109705;     0.042674;     0.112843;     1.222604;     0.022424;     0.088021;     0.054288;     0.134596;     0.868066
EEZ215      ;     0.017042;     0.006833;     0.058842;     0.276556;     0.007054;     0.053686;     0.594643;     0.262915;     0.073566;     0.006696;     0.544471;     0.177438;     0.935549;     0.005411;     0.044620;     0.201484;     0.131091;     0.013524;     0.143087;     0.003831;     0.094781;     0.007539;     0.159778;     0.407424;     0.321461;     0.000516;     0.083941;     0.043661;     1.553824;     0.411562;     0.003737;     0.028580;     0.088172;     0.153262;     0.407424
EEZ216      ;     0.056272;     0.041667;     0.432122;     0.911936;     0.036539;     0.102568;     4.573871;     5.300725;     0.094709;     0.131423;     0.515838;     2.060969;     5.878259;     0.012743;     0.101527;     1.447537;     0.040902;     0.032736;     0.404483;     0.018201;     0.215050;     0.015772;     1.348369;    13.760382;     0.919777;     0.012795;     0.112329;     0.035541;     0.266837;     2.652950;     0.009822;     0.052077;     0.091759;     0.220132;    13.760382
EEZ224      ;     0.003411;     0.030035;     0.061983;     0.030577;     0.003089;     0.007213;     0.252965;     0.131340;     0.012452;     0.003146;     0.027807;     0.200997;     0.586266;     0.000659;     0.005201;     0.114103;     0.123937;     0.002464;     0.016506;     0.001546;     0.012654;     0.000402;     0.125864;     0.198749;     0.039800;     0.000282;     0.007404;     0.002648;     0.054660;     0.099626;     0.000590;     0.003484;     0.028859;     0.023533;     0.198749
EEZ273      ;     0.164102;     0.026369;     1.406902;     0.025643;     0.106584;     0.125254;     3.131795;     0.147971;     0.009149;    32.046883;     0.003526;    45.775574;     3.599620;     0.018246;     0.053528;     1.497408;     0.021183;     0.720577;     0.011132;     0.110269;     0.008762;     0.003687;     1.625005;     0.012533;     0.045072;     2.497799;     0.036284;     0.024511;     0.022505;     0.026366;     0.035461;     0.033107;     0.007316;     0.022360;     0.012533
OR1         ;     0.103676;     0.179309;     0.677986;     1.452352;     0.071647;     0.170656;     5.547443;     3.040989;     0.234857;     0.113095;     2.104427;     2.627615;     7.940087;     0.019440;     0.157356;     2.232806;     2.376192;     0.067015;     0.620692;     0.037227;     0.384873;     0.025130;     1.659598;    13.713742;     0.916726;     0.015444;     0.206058;     0.118086;     3.905206;     2.870193;     0.014744;     0.090949;     0.337384;     0.588250;    13.713742
OR2         ;     0.358354;     0.058619;    16.178101;     2.773529;     0.352275;     0.593000;    98.006447;    44.016174;     0.123865;     0.670394;     0.214991;    78.311409;    97.706100;     0.074311;     0.661679;    11.555848;     0.050534;     0.097551;     1.139402;     0.090860;     0.406880;     0.077513;    57.585926;     8.944644;     3.822879;     0.066295;     0.446014;     0.063287;     0.214954;     8.116902;     0.063121;     0.290882;     0.068375;     0.445261;     8.944644
OR3         ;     0.076108;     0.020450;     0.884316;     0.100095;     0.108871;     0.061058;     3.692886;     0.688177;     0.014498;     0.793339;     0.011839;    38.792831;    59.027374;     0.004694;     0.023748;    54.522816;     0.024669;     0.075075;     0.044388;     0.030291;     0.016297;     0.003144;     1.702657;     0.063707;     0.111338;     0.136397;     0.012800;     0.015436;     0.023505;     0.187132;     0.004697;     0.014683;     0.021409;     0.023558;     0.063707
