	AT	BA	BE	BY	CH	CZ	DE	DK	EE	ES	FI	FR	GB	HR	HU	IE	IS	IT	LT	LU	LV	MD	NL	NO	PL	PT	RO	RS	RU	SE	SI	SK	TR	UA	NOA	
HE8	0.1740814433123806	0.04701909887498492	0.31730210485867355	1.0584939498485404	0.10143637366478349	0.43714559793996505	3.59106949723183	1.261465860141567	0.4858035908602248	0.23699572188377602	3.741449648452489	1.2038887652056358	0.9574390267343778	0.0885255651580155	0.2695844923715271	0.13877150941086333	0.002966376756295607	0.27148778873015017	0.6736298971905396	0.024949040394023753	0.33319046187085666	0.06656583872882336	0.6693198317236154	0.25142777105157094	3.672811346339973	0.024752267173618586	0.3907609351991468	0.08350427228811523	1.102906780098601	2.862509722985371	0.042766667135512644	0.15250058028989452	0.019226676482612046	1.6702465840821945	0.2552401184662762	
HE5	4.667921050767917	0.8943258992073643	9.459243435980245	16.013187356553278	2.665695379630333	12.340716199652055	158.97545931539938	65.75679178378253	3.426855157483933	5.263532007367311	4.947121855591631	29.890153616404238	21.47309661271352	2.3568067390713874	5.59892736880618	2.870167659255133	0.07572127865536495	6.942452240363626	16.72290394666957	0.7688770234458661	5.404922038242616	1.042938177258195	26.108648612581437	2.940788755417612	129.39503597691643	0.5449525181738119	6.6521960802969575	1.8556342083804145	16.43100853998825	61.654599068359914	1.2145662888795472	3.3553090644376717	0.41571081196521575	26.52131194379327	2.9604442176844823	
HE1	0.18584312688625948	0.03542736352365736	0.3378588094567852	0.909843539678127	0.1025036875233688	0.4253282903605306	3.123782398153775	1.013280808140889	0.3237785293569461	0.30173660724250234	10.583851465029214	1.2996230831539384	1.0020075269821171	0.0652886075035688	0.20253611518088507	0.14514028760707046	0.005968576678686093	0.24479594763873572	0.4808917830100709	0.02468106546337717	0.21367192843689853	0.0627680826824031	0.6053019634824789	0.43360534966151754	3.0417058488129043	0.027123456981842643	0.3249986404590591	0.06521578658682974	2.667033037036788	3.6760398763549396	0.03947874141673192	0.1293725702446102	0.03445773578478798	1.7163803465601148	0.4373020284632509	
HE2	0.6063027194521823	0.1131727138786864	0.8087735400681048	3.0961832500881563	0.32041055353990705	1.1492306634096596	8.552891073185537	3.671975387198722	0.9418378881787365	0.6668010491292872	9.58518875853306	3.4399814478124036	2.7257422353781866	0.23728910251584037	0.7016309616747294	0.41775066101466835	0.010469631166765483	0.9123172929188259	1.6443636213152935	0.059339921693407356	0.7561832773881404	0.20330436508627703	1.641453424986132	1.271094651574145	9.052336546030931	0.07589487269081725	1.134928435270365	0.20607352259027067	4.4307234306472685	12.441034071317823	0.12633250066261006	0.47266909533336793	0.06344020899304993	5.9999825087264504	1.2870500139967285	
HE3	0.34557094658827814	0.08857633514222958	0.7276279098408006	3.6838988191416457	0.17617069972936952	0.8463015148904723	6.614501458511885	2.121115030170969	6.4549524828449165	0.4557706382711601	4.488371975041179	2.2212812147995677	1.8815602568034324	0.1719766820897607	0.4515956742316547	0.277590016514242	0.008117389700084437	0.6531959081400183	1.9229869040396022	0.04948090706574675	1.2320646977508531	0.16578725201072064	1.423445728393835	0.3626899361013591	7.3964353151723365	0.04188133017055906	0.9464169767992745	0.18545766428186236	7.287817250012517	2.915302433162193	0.0923680720088413	0.2913254998584327	0.07054601946881864	5.594228921792616	0.36669265712276355	
HE4	0.31962179056189083	0.07979387953548649	0.6306351883223773	2.6411962851198467	0.16000446717046898	0.8401988070444264	6.666832318297125	2.189682782009046	2.2524803174915586	0.40811735883489014	0.6354517903941019	2.053191079278211	1.8541126647064374	0.18154265458347785	0.4134541628965725	0.2307602625547469	0.006182208122977107	0.5640899429275393	3.154120017194645	0.0504217987218226	3.493319475505295	0.1442658294858348	1.312315297551338	0.21705015754866888	7.448276177035301	0.033531467994997254	0.7865776967368259	0.1741754145509196	1.4744057740605214	2.4251120753288564	0.0893259064029932	0.25549588731675565	0.05548816997269022	2.5386998151491666	0.21995689809715036	
HE7	0.47362775663856294	0.05864208409449947	2.3882610550769896	0.5468691092919985	0.27370719999942145	1.2808973348799657	23.321185884956293	61.650757153213505	0.05402387029106278	1.0073418051347287	0.12151146670372899	6.739087514821311	6.922199905344186	0.15278268556404398	0.4152963036109936	0.9363957707433789	0.00977744142818661	0.8758718534141564	0.24652568354393709	0.1325219587161037	0.08235208119345862	0.031591836268754475	6.573591179691866	0.7072778576052561	5.720447057114687	0.09882611285326103	0.3387205054736124	0.11027972055185575	0.7856215087586808	7.307240215056923	0.09919189896387658	0.27268921174369565	0.01937081630605735	0.7783474389609187	0.7094070632944643	
HE6	0.06374982159392023	0.007581192770265085	0.26377369856370936	0.06995464906111457	0.038373483930290865	0.17207668589533479	3.6177024661172346	5.292471090522132	0.006070287838993583	0.10263297683507117	0.008735347655571683	0.725488835572563	0.5882735530462525	0.02055992604663875	0.052064050804230655	0.0745526014481112	0.0011411337482924923	0.1216193728948698	0.03890403657669152	0.016582293801436387	0.013280987571220126	0.0040466889272110125	0.779028755869878	0.03433852656349739	0.7916361120181706	0.010124495083167418	0.038427012338195725	0.012137383790156433	0.11959035338380704	1.1043860414967648	0.010889066891479763	0.03160555670820702	0.004710582711556953	0.08486721184741086	0.03446574100784002	
HE9	0.46253781125820037	0.07878347500719302	2.7036641355865254	0.4538565511178523	0.31197846708186083	1.1292229900482804	62.35195785516345	50.604784776864136	0.04324654193392829	0.7833167375745175	0.06121071890881855	6.524888996560553	5.207874629451225	0.1535185614656173	0.3835658682472067	0.7300877864983089	0.010344803638538907	0.8596894041549001	0.2598084584314661	0.15309599405361712	0.08813646037284917	0.03205971588037663	9.369512827245842	0.22785224023828565	4.32769986992609	0.09133479075916319	0.31295901694067296	0.1334000229879697	0.8143256779590061	1.5080601199269434	0.08852927237197465	0.22656774631816146	0.020706565483409604	0.6896150661606039	0.22834213782100543	
EEZ48	0.7949713774475023	0.2633979349678717	6.674487586185665	0.5328621886151791	1.0832277244590893	2.4017161260369826	17.724018025455127	1.633886874333502	0.15363489402581126	31.756454344663652	0.21267878315670932	44.945582056692096	22.366197780255174	0.24308340085935154	0.5809082442826305	7.375809252273787	0.1664920227535109	4.1504160428848875	0.2991606983986938	0.5046256869569469	0.0873309756781279	0.14811520905509315	6.461417943094511	0.293808549290094	4.81089673982164	9.445199069464625	0.5008959100864644	0.1579436676819822	0.7534085057200363	0.631233705476884	0.27616223764780895	0.47942672135402525	0.19438856466504448	4.61065454785819	0.29395001691645123	
EEZ65	0.45922213676391993	0.11314164071717993	3.4466485237195026	0.6063723365524194	0.511800438256172	1.3221745032154166	15.346695639630182	4.824322210850947	0.1706904520931433	3.473114726850708	0.4064520911127159	15.332441048731738	36.25822492293181	0.12819726300370488	0.36014494550492615	9.97002027430945	0.9747465173250619	1.6359448781084784	0.3405072015995409	0.1949589508050352	0.11141738501989497	0.04905507845702747	6.10383690900693	1.4782252589124594	5.3415387398606375	0.46444013033459286	0.4018218671262093	0.14070029386866614	1.547769009383563	1.2236143736843985	0.13227915768833373	0.22615407901178197	0.07208178568579789	1.3140822901489384	1.4846107845376988	
EEZ71	0.9247746538031656	0.3306789808030856	6.2008820159268225	0.818819317879452	1.0648266094329764	2.125088952980558	28.98837156497051	7.783839858343701	0.38654035940039955	9.694131793639945	0.8515885925351173	30.680045605757513	64.91046640713714	0.332754089894522	0.6732092049313075	18.848262143249027	16.48871264572501	3.9514600054188804	0.7042841981095364	0.40853415678987287	0.2392821748542628	0.1437439260981169	11.19726793402594	2.419445143566459	9.337421151113789	1.5251691502928952	0.8377140359092813	0.31580818825633367	3.0974122299697373	2.59780340395594	0.2965512197219407	0.4589220644353298	0.193714862985239	6.1697940789478105	2.4191674830078296	
EEZ91	0.26070792082301836	0.11500686871719956	1.624569230482482	0.08701398643711927	0.3404827224851173	0.3716119509383749	4.530590019229038	0.4262983523444183	0.04274172769210957	42.000611273604804	0.04442244105867993	18.660547030946997	5.8286864819755335	0.13289026146290966	0.21232803132618328	1.989449186721443	0.03345866786449289	1.9490085679126807	0.04464613766016334	0.1211936875513997	0.023142924192460997	0.04195516275807237	1.8065826047814015	0.06960999660719204	0.7434529146907082	59.31397962052923	0.16719616645517485	0.08440210932640274	0.18185139566625855	0.11093561745964829	0.10204832791929225	0.12341475724374436	0.039955663089744284	0.7082713367238304	0.06955081935100334	
