
	AT	BA	BE	BY	CH	CZ	DE	DK	EE	ES	FI	FR	GB	HR	HU	IE	IS	IT	LT	LU	LV	MD	NL	NO	PL	PT	RO	RS	SE	SI	SK	TR	UA	NOA	
HE8	0.15918684455138093	0.04701915525276751	0.23618813459078683	1.0355678944212492	0.10640012512361657	0.30889673348384183	3.274927214044203	0.8381860809851028	0.4452151126113404	0.237504576968359	3.9415015665401114	1.1529944813474051	0.7474791706274608	0.064589797255987	0.25066337332993877	0.11216576441057242	0.0029663206676399643	0.25594029342358293	0.49485498617439627	0.015549186892110723	0.4170159566854754	0.04991758137937557	0.5221191347796296	0.2472379025467374	2.8396551485120045	0.019145872095275577	0.32722881002008947	0.08627586494537294	2.3337091058698225	0.03678880230313549	0.11201601129307577	0.019809715133860855	0.7240752427990912	0.2564936901754893	
HE5	4.268528618258901	0.8943269715399337	7.041116423666382	15.666355689771933	2.7961401979079645	8.72022260063378	144.9799449658403	43.692365639777755	3.1405443136811484	5.274833371811888	5.211639972689278	28.62655019498718	16.764192808830828	1.719567326980025	5.205959767745541	2.3198893696089873	0.07571984690711708	6.544873608455405	12.284805700932523	0.4791932814166811	6.76471565822245	0.7820971286642995	20.366683277204064	2.891782561176779	100.04251388242555	0.42152062830327125	5.570644379450319	1.9172246157401513	50.264946913272006	1.044795914165103	2.464569887795472	0.4283170193530053	11.49735947258643	2.974983973974726	
HE1	0.16994218560963395	0.03542740600248503	0.25148979706959196	0.8901371224389845	0.10751966759143917	0.3005463629732769	2.848778057442766	0.6732785217173581	0.2967271076640972	0.30238446791095547	11.149760400141929	1.244681640045241	0.7822741023892433	0.047635707428176695	0.18832086892600397	0.1173134988250187	0.005968463824025504	0.2307770340633523	0.3532677181124548	0.015382174766064294	0.2674284346365241	0.04706965216934201	0.4721804471862508	0.4263796188264719	2.35171231499488	0.02097998678317235	0.272158521479035	0.06738036559923878	2.996953220491801	0.0339604582361933	0.09502783046455592	0.03550264813951655	0.7440748737432799	0.43944976861694246	
HE2	0.5544267953897986	0.11317284957730274	0.602021577575586	3.029122622283218	0.3360897255676369	0.8120717665226608	7.799931400916241	2.439858863024996	0.8631481309239023	0.668232742079513	10.09770010481553	3.294556556965359	2.1280055320013336	0.17313027028063563	0.6523861299994121	0.33765808576024686	0.010469433205553722	0.8600709326088444	1.2079652944226356	0.03698288663619404	0.9464271308336499	0.15245751248353426	1.2804554734734308	1.249912745434586	6.998865897268627	0.05870466390142729	0.9504053447466889	0.21291331469211403	10.142761879736502	0.10867392066374508	0.3471888868888387	0.06536399930177546	2.6010762920875456	1.2933711577713962	
HE3	0.3160035182917712	0.08857644134880277	0.5416197247668343	3.604108784887545	0.18479154781563048	0.5980153402528272	6.032189254625613	1.4093834408313517	5.9156466741257825	0.4567492264281297	4.728361152249299	2.1273767612135637	1.4689469104242052	0.1254771885286203	0.41989987661497413	0.22436951595646462	0.008117236215374635	0.6157888469842396	1.4126446313930419	0.030838375320469482	1.5420328533597587	0.12432350890404646	1.1103932931448601	0.35664596118985453	5.7185963674108535	0.03239519778132328	0.7925431464713961	0.1916131948489964	2.3767492490958535	0.07945699227596151	0.21398686103403355	0.07268528966870313	2.4251764400682947	0.3684936104513681	
HE4	0.2922746004472678	0.07979397521154367	0.4694218741584258	2.5839902780040975	0.1678342266407936	0.5937030321158282	6.079913131029876	1.4549435602218734	2.0642874961691424	0.40899363031987307	0.6694288210814276	1.966392620297557	1.4475183882901532	0.1324566890019883	0.3844353741465689	0.18651812144237853	0.0061820912289440805	0.5317857800730362	2.3170468294398665	0.0314247746358137	4.372183870168775	0.10818463976634357	1.023703310794043	0.21343316800420128	5.758677426961914	0.02593658160264559	0.6586914415084969	0.17995647564894987	1.9771133308317284	0.07684005631758262	0.18766899210877686	0.05717081896355453	1.1005618586900103	0.22103718181727125	
HE7	0.4331036475608087	0.05864215440870681	1.7777345781103453	0.5350244015231013	0.28710096068116714	0.9051103443272424	21.26808917992275	40.964094360997734	0.0495102217189174	1.009504675398299	0.12800857458109297	6.454193226546938	5.404208622884597	0.11147291369665208	0.3861482219501022	0.7568667939273429	0.009777256554992682	0.8257126414886198	0.18110013262558902	0.0825927038010998	0.10307057330242832	0.023690651060430733	5.1278889052147365	0.6954915652344797	4.42279643731596	0.0764419720864379	0.28364940799173155	0.11394001786779868	5.957350255171047	0.08532699425680657	0.20029797764779947	0.019958225920136304	0.3374244954120759	0.7128912045423433	
HE6	0.058295317106484	0.007581201860418832	0.19634353779538768	0.06843949239725143	0.04025127618525609	0.1215931864172491	3.299215531121007	3.5166037720544137	0.005563120435226186	0.10285334077959006	0.009202418769139157	0.6948188635612365	0.45926917041692156	0.015000880848149475	0.04840987138764714	0.06025912354578402	0.00114111217158019	0.11465450483168742	0.02857927856613734	0.01033471353391958	0.01662227575976327	0.0030346034497362416	0.6077002364262695	0.03376629895972454	0.6120579984268926	0.007831294262134117	0.03217933111365564	0.01254023603794381	0.900369260143016	0.009367008372827348	0.02321517984010625	0.0048534286055535525	0.03679112270591052	0.034635014075585446	
HE9	0.4229625700412525	0.0787835694717347	2.012509148114899	0.4440264142063886	0.3272450180748969	0.7979339026734854	56.862760185013904	33.62455344328876	0.0396333300111499	0.784998602131335	0.06448360051242275	6.249049930417531	4.0658232013284845	0.11200982159668464	0.3566448262037582	0.5901128769663366	0.010344608037583048	0.810456924717347	0.19085778651051832	0.09541522184329741	0.11031021156752384	0.02404151298953591	7.3089152581516705	0.22405524151719233	3.3459859649738757	0.07064743643311493	0.2620763681158706	0.13782770691431762	1.2294713292369943	0.07615477467563875	0.1664204502171567	0.021334480974803057	0.2989577714014818	0.22946360432757837	
EEZ48	0.7269527565752472	0.2633982507925445	4.968245555864498	0.5213208585272298	1.1362350728418416	1.6971056544647547	16.1636718583466	1.0856427266425634	0.14079882885100595	31.824638838177567	0.22405052472875994	43.045511819741286	17.461442974491412	0.1773578914720966	0.5401364849517417	5.961694056943782	0.16648887469967327	3.9127310470002534	0.21976631958800105	0.31450184027650496	0.10930207955594516	0.11107128134673964	5.040385456995042	0.28891243466451866	3.7195723950830932	7.305858975662825	0.4194574171494136	0.16318598041177101	0.5146238751870545	0.23756066686759317	0.35215255529721706	0.20028329361952582	1.9987831994505452	0.2953937062053584	
