	AT	BA	BE	BY	CH	CZ	DE	DK	EE	ES	FI	FR	GB	HR	HU	IE	IS	IT	LT	LU	LV	MD	NL	NO	PL	PT	RO	RS	SE	SI	SK	TR	UA	NOA	
HE8	0.1608956641294362	0.04701915525276751	0.22730166084422954	1.0584608584559916	0.10628066684664934	0.389344819126652	3.332529530761224	0.8732907466476307	0.429578814529932	0.23472115880724218	3.8772044488474844	1.137099371974999	0.7648515106146668	0.059234983655919116	0.24753823031630307	0.11640840982262457	0.002966304642309781	0.24814516782623963	0.4818117136526439	0.015696195693769868	0.4171252385246333	0.0511673893095091	0.4861872715784039	0.24898202812198708	2.720992380462777	0.01829104430267647	0.32929858835627185	0.08627586494537294	2.252677135399646	0.037168250604673866	0.11058190625752641	0.019809712710399933	0.657715156871685	0.2564920175300743	
HE5	4.314349900117501	0.8943269715399337	6.776197542987752	16.012686740872997	2.7930008962406703	10.991289719693652	147.52998048166043	45.522276589845866	3.0302459755619324	5.213015333644472	5.1266232796755675	28.23190637520736	17.15381337423282	1.5770066920201202	5.1410545182018685	2.4076386756665165	0.07571943783618913	6.345537618353167	11.961005652209623	0.48372378391516996	6.766488397506543	0.8016788304721353	18.965062787489465	2.9121824750696583	95.86196342857465	0.4027005115473263	5.605879660397785	1.9172246157401513	48.51962754861061	1.0555721833085645	2.433016790646678	0.42831696695399063	10.44364886705643	2.9749645735235863	
HE1	0.17176646031478093	0.03542740600248503	0.24202760506296128	0.9098150955006862	0.10739895237408731	0.37881970460242703	2.8988848858380987	0.7014765769449883	0.28630582282258216	0.29884069443776	10.967876048559184	1.227522537272065	0.8004551196053945	0.04368647171569564	0.18597298044103075	0.12175085616107617	0.005968431579836766	0.2237483011450503	0.34395636984030764	0.015527604562166232	0.2674985160583778	0.04824815527234244	0.4396853285353113	0.42938748934430193	2.253439574694362	0.020043269160628364	0.27387997079680804	0.06738036559923878	2.8928918255850533	0.034310734336268724	0.09381121965496377	0.035502643796229444	0.675881860587424	0.4394469028792313	
HE2	0.5603783887217133	0.11317284957730274	0.5793707828891574	3.0960864549998646	0.3357123886098461	1.023565162016079	7.93712349391906	2.542044322308196	0.8328337029513763	0.6604014355257669	9.932977853383294	3.2491380075674954	2.1774630112854045	0.15877691471570168	0.6442525126732108	0.3504299287189347	0.010469376645207506	0.8338759132446428	1.1761260264104496	0.03733253899319552	0.9466751484354425	0.15627465672099686	1.1923354490511748	1.2587301830672761	6.7063991162193775	0.05608360919008235	0.9564168215265845	0.21291331469211403	9.790580890658815	0.10979480886982455	0.3427439390173119	0.06536399130534054	2.362692715293219	1.2933627234456415	
HE3	0.3193957144265281	0.08857644134880277	0.5212415229867275	3.683783650470202	0.18458407738385688	0.7537605589405808	6.138288735081812	1.468410828189705	5.707884601094645	0.45139638604019283	4.651228113389114	2.098048879039931	1.5030870525898035	0.11507450909353263	0.4146647792475477	0.23285624363562196	0.008117192362600405	0.5970338813652032	1.3754104730669983	0.03112993478479602	1.5424369534512674	0.12743625000721423	1.033976825616468	0.35916189962734046	5.479629155258768	0.030948812091895567	0.7975561177771796	0.1916131948489964	2.294222821751788	0.08027653025700342	0.21124725594179902	0.07268528077660359	2.202913742161487	0.36849120743261327	
HE4	0.2954120742807376	0.07979397521154367	0.45176008446693255	2.6411137141584518	0.16764579464875085	0.7483251669483049	6.186852021239004	1.515879083249659	1.9917881274336466	0.40420045827685563	0.6585085301797822	1.9392840553613258	1.481160505110612	0.12147537446284003	0.37964243009675275	0.19357312843457888	0.006182057830648929	0.5155892801350996	2.255974648525445	0.03172187817528969	4.373329630389238	0.11089330506947627	0.9532527854793202	0.2149388200223109	5.518035317956539	0.024778561185052433	0.6628577778276595	0.17995647564894987	1.908463219882945	0.07763260260978237	0.18526632624438086	0.05717081196944864	0.9996975075919584	0.2210357403906675	
HE7	0.4377528759211346	0.05864215440870681	1.7108481035459242	0.5468520126799951	0.2867786247249005	1.140834411964365	21.64217114536432	42.679740646868986	0.047771384552467856	0.9976738564595536	0.12592039010455328	6.3652161248293995	5.5298091121661	0.10223125789865845	0.38133392298801655	0.7854951142322483	0.009777203734080132	0.8005640661641967	0.1763267374905371	0.08337357128284245	0.10309758364012157	0.024283804068793158	4.774991280171695	0.7003978705129215	4.237977774371912	0.0730289793569661	0.2854435391371409	0.11394001786779868	5.750496783697963	0.08620707680962619	0.19773362693543997	0.019958223478507023	0.30650019751314894	0.7128865556396592	
HE6	0.058921098586487836	0.007581201860418832	0.18895619932070987	0.06995246208899909	0.04020608499686945	0.15326053027081796	3.3572450522432984	3.6638851484529185	0.005367739355554915	0.10164795829681128	0.00905230110644961	0.6852401344268088	0.469943153703208	0.01375723364392756	0.047806321816968644	0.0625384116635914	0.0011411060068052467	0.11116249404468305	0.02782599259503907	0.010432422427809259	0.016626631739041508	0.0031105821200060712	0.5658787433836184	0.03400450137525445	0.5864814785674081	0.007481641451649391	0.032382870901022764	0.01254023603794381	0.8691062826293852	0.00946362188550107	0.0229179633446646	0.004853428011799707	0.03341928795750525	0.03463478821389874	
HE9	0.4275029371960131	0.0787835694717347	1.9367893845441557	0.453842362330759	0.3268776113076594	1.0057452777424165	57.862912709789065	35.03280721110507	0.03824137689801701	0.7757988663051294	0.0634316893102077	6.162900921272635	4.1603179588507	0.10272365347867729	0.35219836052289893	0.6124337669741804	0.010344552151595658	0.7857729899023131	0.18582720140598064	0.09631731900892743	0.1103391191011679	0.024643450678751455	6.805920968704489	0.22563582634247006	3.206164776944858	0.06749315900775765	0.26373404608474593	0.13782770691431762	1.1867811395325119	0.0769402528128883	0.16428982261383682	0.021334478364806873	0.27155887384744287	0.2294621079506288	
EEZ48	0.7347563606121127	0.2633982507925445	4.781317521672039	0.5328455298975165	1.1349593912214135	2.1390944689642115	16.44797281676232	1.131111299567267	0.13585386540510103	31.45167222488587	0.22039562247529584	42.45208910225663	17.867268495710192	0.16265404520408383	0.5334023389138408	6.187193825716069	0.16648797525571968	3.793561730078695	0.2139737700986066	0.3174752779861065	0.10933072290180797	0.11385222073525346	4.693509756301494	0.2909505508316415	3.564139874838043	6.979665879306178	0.42211055724094027	0.16318598041177101	0.49675490147798446	0.24001092308448413	0.3476440591723909	0.20028326911747052	1.815598611681678	0.2953917798853465	
