
	AT	BA	BE	BG	BY	CH	CZ	DE	DK	EE	ES	FI	FR	GB	GR	HR	HU	IE	IS	IT	LT	LU	LV	MD	NL	NO	PL	PT	RO	RS	SE	SI	SK	TR	UA	ATL	BAS	BLS	MED	NOA	NOS	BIC	RU	
EEZ189	0.002272704443399304	1.5698242219573034e-05	0.2703418824325503	2.0958228324249087e-06	2.97389990152386e-05	0.001583874203783348	0.006752011822668197	0.23237349837187438	0.019838193045565878	2.4121609765313042e-05	0.0036203088873401203	0.00010988726923002883	0.3018731946161926	2.5431591563541636	9.251856449729026e-07	5.0727054325635466e-05	0.0003332177059941856	0.04810034350580863	7.705227220500522e-05	0.0003582750207862915	7.493981196302958e-05	0.008528589005542297	4.567359107327721e-05	1.8361164361044847e-06	0.5243639812497239	0.006437761764234165	0.0074468971408589045	0.00033718104281611376	1.9319287399746064e-05	2.782896967356588e-05	0.0017198910669156493	6.685654248274515e-05	0.0003223698365729787	1.805371718370883e-07	1.6743388171592158e-05	0.03407240673940052	0.015049217900207391	2.5274096074815933e-07	0.00018323120837526087	4.784388549205486e-05	3.7052856847751894	nan	3.912995616555915e-05	
EEZ190	0.0027949519244606542	4.7501037842906175e-05	0.12903581046004428	4.864574163731964e-06	2.2903876910352774e-05	0.0011031703964866964	0.00960608059140104	0.2815311089663623	0.029400864046143654	2.9257600713014072e-05	0.0012269965341379348	0.0001286661776086011	0.08013668691565189	0.6747925155801303	1.6100655047156175e-06	0.00010446055358303155	0.0006734297183537084	0.01603029743907527	2.962497110455167e-05	0.000275343310554116	7.145772217927594e-05	0.00556679603795495	4.424466165106438e-05	3.5264304198312715e-06	0.3570242345763081	0.006304530247187996	0.011706610035799673	0.00011582799653811163	5.581423875368086e-05	0.00011705744353160886	0.0019587429795922292	0.00010741573537825766	0.0005402084193228245	2.2587161013033295e-07	4.280146996726394e-05	0.009076643451996774	0.023256919945864384	3.24618328739153e-07	0.00010194469730920042	2.4826844763324145e-05	1.425019071248428	nan	4.0832692374958756e-05	
EEZ191	0.007257597707846463	0.0002993161116969495	0.18278061585838642	8.422276913877911e-05	0.0006474561562580907	0.0028592758554068505	0.03353737334042014	0.8060977205790874	0.5599554389401096	0.00025204439152298893	0.002041720291172075	0.0013121776683903197	0.11549516886240346	1.141945300655074	2.6202922003829046e-05	0.0003777242063627572	0.00405813240100118	0.03034126508682373	5.659766774618386e-05	0.0006659774327958968	0.0013929246661317444	0.009805271555157919	0.0005367037935434023	0.0001122548466087488	0.4734782601506918	0.05527112824460125	0.11921834291389043	0.00014556907588648144	0.0008854673936529719	0.001204749206463448	0.06122304842795178	0.0003543037645291438	0.003693120451565439	5.499487793857867e-06	0.0011978176902183969	0.014343398459950182	0.44429741392990846	7.888036618994666e-06	0.0002535678445061376	6.730767027246071e-05	2.6449501915549845	nan	0.00032387156864748304	
EEZ209	0.0006112475848030483	8.993307358747779e-06	0.1227026725152967	7.976872708310902e-07	5.206371658002591e-06	0.0017545948309828977	0.0014492862112349134	0.11479085620606559	0.00270053186030041	7.621108351678484e-06	1.0471455584456504	3.866284759552975e-05	1.753169120374114	1.3828411697472276	8.589953199147252e-07	2.7594816185202764e-05	3.2954053203754583e-05	0.2303704092002318	0.00016265022966076683	0.001096532866440432	9.947764201920738e-06	0.008973628918587032	7.491653650666148e-06	1.000634220345557e-06	0.09245360412148318	0.0010685514741798903	0.0010240906892975928	0.11841739094055641	7.340182561458949e-06	6.058162711795685e-06	0.0006725197331504833	4.525872701201687e-05	3.6821557308546404e-05	2.7904796779071043e-07	8.698118389950735e-06	5.162192420241272	0.002875410836394102	1.472124759118727e-07	0.008568615092931579	0.003350605835979674	2.594828148561874	nan	1.2299792047080983e-05	
EEZ212	0.0002121444928898582	6.398012826262969e-06	0.007063902294640374	1.8797288940384824e-06	0.0002542387888142253	8.739065868350726e-05	0.0008271577557899765	0.029068460581868887	0.011017886449647532	0.00015739138597452168	0.00012748108334999944	0.0016377034062008853	0.005663641542419376	0.08431813720284242	1.0420165330660765e-06	4.564711904636188e-06	3.681930615630485e-05	0.0052066014151389405	0.09976495424783415	3.7482326733187053e-05	0.00032495939819599337	0.0003652484999729071	0.00020899658529492386	2.553310395528688e-05	0.016412603309992852	0.0468259082447186	0.003555550607238341	1.3932304244071439e-05	2.5021132773343596e-05	8.051939131615464e-06	0.00642588151572755	6.06261207461259e-06	5.063923386987482e-05	1.1089557294575855e-06	0.0003888985987728579	0.021400533190962207	0.010390281843922823	1.3411187712563261e-06	8.82262743704578e-06	1.5330833004717278e-05	0.10028358608294391	nan	0.0013470392553127323	
EEZ213	0.027138322637575207	0.0004710497758455559	1.5120179516740357	0.00010498765071377605	0.001230850843172371	0.014155483306823806	0.09184539383505148	2.7672032265710698	0.616198153753301	0.0007896106240741911	0.18445265773353356	0.004027879264355753	2.797550942524183	71.93508107844691	2.640508917722469e-05	0.0010510297421552665	0.006741451214856282	9.363729454185789	0.03991613971270051	0.006757335972658085	0.0028504381476706594	0.066647486531274	0.0014947920177340384	0.00020571681849082383	2.903717584655803	1.4373468728391705	0.18059899720381156	0.03139667757254572	0.0014986611776400946	0.0013685397711389075	0.09465941276542768	0.0013814443128507548	0.005717301273104133	4.574409157010383e-06	0.0018338416066047839	5.889332339380879	0.3928140232802651	1.2979292910823274e-05	0.007653759017960451	0.0031586229631129035	44.42934701145716	nan	0.00127947609109555	
EEZ215	0.00012127387909180697	-5.377330893922708e-07	0.00388898126395886	4.0163524323015035e-06	0.0012606174958993833	5.389249134436508e-05	0.0006724635737756841	0.019796290776275382	0.008736955465480681	0.0016022337342827299	0.0001714871090370301	0.03065845875710657	0.00280765525565976	0.03642519550676384	2.998988601783772e-06	2.441557467646397e-06	3.331738199088094e-05	0.0017975599956783926	0.0037505394648917867	1.0685102445134886e-05	0.0012826802736960413	0.00026298962289247375	0.0013053121524192622	3.113747045685081e-05	0.00895971634456526	0.21902478437579564	0.0055289674301129575	1.4074271038564134e-05	2.7271689103792665e-05	4.309142789795683e-06	0.019682739262801483	3.2892381218557852e-06	4.58918047710277e-05	1.1264151173041166e-05	0.0011553912598376026	0.08058163589982596	0.02271744006041874	5.593924649620249e-06	1.007715336405149e-05	8.08449398439118e-06	0.06423067532778717	nan	0.04540000866302835	
EEZ216	0.024450716651893013	0.0006829788098173594	0.5890125286907644	0.00028741838150447336	0.014613523726190668	0.010137415575055337	0.11501294615446027	2.881218724868308	1.909604872522702	0.013182430590955146	0.02671328810729975	0.23560404307381144	0.5626224147163389	12.996740605992478	8.523039524573312e-05	0.0009456990234330845	0.00965365794334531	0.6219996368230275	0.048306929953367585	0.0027427126279296037	0.024614832658513	0.036774925721469044	0.017034316997271988	0.0007565239898590322	1.6245013773839148	23.84434943612659	0.4605347414949288	0.004173927031147968	0.0031469727751819807	0.0026725471104904704	1.1041361973716557	0.0009607388217112014	0.009892800772280365	0.0001180643103577075	0.011603456033414583	2.6280183328451594	1.5393035109539583	8.665473597720414e-05	0.002183575539467252	0.00067021773203641	21.946026209142346	nan	0.0744473784060387	
EEZ224	5.9240686642748575e-05	5.969261095340552e-07	0.00357507033942802	5.460726279588472e-07	8.045018486174102e-05	6.582161240856462e-05	0.00020445549803911928	0.009988930499151455	0.00527302200787426	0.000158818216457838	0.0004212246350473189	0.0018996491370094927	0.005677375288939755	0.050406751589305736	4.570323478872306e-07	9.918561404715976e-07	1.651995427671974e-05	0.004362596182628953	0.01926281667059925	8.275060454723265e-06	0.0001619750912446852	0.00018197478103802506	0.00015476626633038624	2.9169990252168776e-06	0.007551633728546076	0.07054019356460571	0.0010312702823006004	6.418217909978674e-05	5.720961891566044e-06	2.960631632693513e-06	0.0050447318855898135	1.4131384274690579e-06	1.6470266958830824e-05	3.757759985878707e-07	6.041388967342518e-05	0.01999124326045832	0.006429002132066761	3.509822371619206e-07	2.5204009733133625e-05	3.0737546856723174e-05	0.07393546010338879	nan	0.00046385719489384724	
EEZ273	0.0002585596652856507	6.775182632345216e-06	0.025211241169359393	2.765776847429811e-07	1.1754452600032698e-06	0.00039548941534475903	0.00020500740692772039	0.02508347569403537	0.0003899805364862591	8.116793563300111e-07	2.29955438242894	4.782986235302118e-06	0.3363295307076705	0.12134840794395307	4.798351672197412e-07	2.046003176784964e-05	1.5094931554221411e-05	0.0391124529615618	5.3247178273158775e-05	0.0006848688610343565	1.6705341520198472e-06	0.002512015322038003	9.405339762453445e-07	2.0784670910724898e-07	0.01677983785992806	0.0002781869262117481	0.00012215188910358484	0.45839437792867316	2.2470073090635715e-06	3.573519557112493e-06	0.00011079974721652759	3.460917904280134e-05	1.2661198822431305e-05	1.515328400970301e-07	2.8094967805848772e-06	6.165849401159384	0.00039283808133417606	4.504911506735306e-08	0.03244949056528338	0.0066778585423966155	0.1565568319801329	nan	3.4820593463589897e-06	
OR1	0.03548245137285224	0.0009581950333893003	0.8662668566370613	0.0005993370256689308	0.11723434201191292	0.012603161866007436	0.12664239536231137	3.384429301798265	1.5371296551207907	0.14426993093371984	0.06282285393388382	2.5725804513541304	0.9563513609919893	18.00347877044526	0.00028077155166664815	0.0014304007909892115	0.013390689088875333	1.5554521557291794	11.885886680744605	0.004850145166928874	0.12311589324408445	0.04968822539606407	0.1156316594043263	0.0023682340301160406	2.015638298233819	38.666175130080056	0.7037655632720027	0.01333926100619578	0.005916702376920672	0.003065161793014814	2.4863459964666936	0.001766165120748445	0.013531086828402525	0.001028000830975599	0.06822073289282117	11.999570285001965	2.693258258209712	0.0004677686967371345	0.0053917523726740085	0.0035837795377059102	24.476281833129665	nan	3.2255928285260564	
OR2	0.20153764440502542	0.004809796741722944	8.619359387656706	0.0012491469972184391	0.01505192544917724	0.09800632990225121	0.8146216989540483	21.5244730965632	8.794737034396382	0.006534734810161748	0.2848163439118416	0.031241260895817035	10.818476372371805	150.3239579453227	0.00035686263322689144	0.008107294665628016	0.06975521757105661	4.585016439990207	0.01848063272614008	0.02833461528222271	0.027747733502017466	0.3904768937787188	0.012955906005381025	0.0022960451461055344	19.507359222164702	9.756130821414741	2.0861153753686055	0.029707165689140603	0.015188041761747463	0.016958427871590197	1.3901123762859753	0.008751034232727469	0.0646820931977012	8.95050149995573e-05	0.022999449545476863	3.3559777134950006	6.265613316987424	0.00015572543005067072	0.016025736952061137	0.004487039245782824	201.21770488683043	nan	0.00858961098453944	
OR3	0.0010526662028129913	1.8754604982647536e-05	0.18630419189920613	3.806648240848602e-06	4.8244104844904535e-05	0.0016117712195624775	0.00255350797298836	0.19259240440828185	0.014112608334339282	3.2524493985855485e-05	0.10682742326847684	0.0001441040102652093	0.641228320610098	8.699300647589247	2.0132410134519353e-06	4.438426122789957e-05	0.00010978108891875899	7.045694657362593	0.003949739318591028	0.0011229900359756722	0.0001405366100207887	0.00884143744009673	6.51703521004327e-05	3.678141045284214e-06	0.2263527239497544	0.016590117514786014	0.004273798357825824	0.024818363049226105	3.352030444467903e-05	2.3103493896040272e-05	0.0027587668262624297	6.314136333882972e-05	0.00010090164720575202	4.57992396278866e-07	4.265825678237084e-05	4.846469016953054	0.012039672161999101	5.215079851254768e-07	0.0037277931571473577	0.0018822863917262516	3.4399966851501174	nan	7.432206318806418e-05	
OR4	0.0009641144166658519	2.6612626075455143e-05	0.1084792621652988	1.7238821054875093e-06	3.6770156249745208e-06	0.0018156847613639644	0.0008805660957608976	0.11123958803554244	0.002410784211632802	5.607347663926587e-06	7.534599845277325	2.80972102047584e-05	1.854344863028249	0.8086380495495918	3.016507456520589e-06	9.015710639902448e-05	6.524852908278705e-05	0.2198726948443145	0.0002069235756949912	0.0031374641587736227	7.392671438918859e-06	0.009760850609952992	5.067473430733013e-06	9.96346796620625e-07	0.0735973383828996	0.0010717254419843594	0.0006944565722346439	4.476160063893773	1.0023256472254003e-05	1.4016415802759346e-05	0.0006663829429833233	0.00014064551115559174	5.11581082692652e-05	7.449848229316341e-07	1.1224876764610645e-05	30.082785799536765	0.0026121731943383095	2.2634418777272078e-07	0.1379645204836607	0.03472309037289645	0.9998711873709927	nan	1.251333873046948e-05	
OR5	0.0068225771861446585	0.00021663721664099753	0.4563887652715586	3.156664454459827e-05	0.00021767757117678848	0.005014287256615201	0.012810606063825294	0.5858732977025288	0.04821859577596941	0.00012489849355001352	1.1607897077821845	0.0005701987101619875	1.8419946176960282	7.927564514661067	1.2515194522213256e-05	0.00043133322720450385	0.0011455776089527162	3.981856953070259	0.776272644103097	0.00565307781345905	0.0005035449192976501	0.02872178289011736	0.00025997493342225355	4.418270172304879e-05	0.5984958702127025	0.1293162710452835	0.021304266123809146	1.403264633394017	0.0003495419541920402	0.0002291269527659956	0.013211651561753787	0.0006028947908911622	0.0009187272847952934	1.9318196136665855e-06	0.0004429527697945727	49.59492816863352	0.03701481404909246	3.472792531824146e-06	0.04784724368360347	0.02313598458642628	4.1960410460273	nan	0.00033396593727840607	
