	AT	BA	BE	BG	BY	CH	CZ	DE	DK	EE	ES	FI	FR	GB	GR	HR	HU	IE	IS	IT	LT	LU	LV	MD	NL	NO	PL	PT	RO	RS	SE	SI	SK	TR	UA	ATL	BAS	BLS	MED	NOS	NOA	BIC	
HE8	0.35055624961111015	0.03919236960183244	0.6630031661244954	0.03322119676428028	0.8695746090277575	0.13552149196896218	0.8504414945019666	5.527416130938367	1.2702316893660899	0.7521778976491692	0.34808700036071527	2.8683083659049182	1.6817124587575087	3.0094518253363702	0.05060272396137667	0.08490363104068967	0.37590944006395327	0.12491763307914751	0.01722878920212022	0.48685967119945595	0.6121476895373488	0.11703924228024239	0.4557368948111342	0.04133055365266378	1.0600336613130992	0.807391287062297	5.031531785404728	0.03633963193708545	0.3022291648177546	0.16131368468001875	2.947669702204841	0.0605081899087841	0.2522125429000055	0.04090624575951248	0.8701237127834743	0.5562558168010182	6.62573308799913	0.020256284793959873	0.19337697833636225	0.00569484686086491	3.299782201501294	nan	
HE5	8.3138977722832	1.159289787792492	15.765488669514554	0.7030022776278839	11.518770873553374	3.0776965740792903	20.332381551445387	136.62243658946505	25.119446968907422	5.266968891994947	8.035573975812664	14.802541830214233	39.83734343198168	61.20495210859034	1.1468863039705386	1.9054392391599688	7.422014132580514	2.413285177367292	0.3781673022722601	10.88516693317032	8.798663642740827	2.939516553598294	5.2926737074883246	0.6223343226959875	24.4800804921129	9.801889922936953	109.28589575869917	0.9367068004718689	5.356132540217499	3.7889332423956916	26.032121824133892	1.5907815137201204	5.116634132227577	1.1469027429999923	14.010957640637798	11.256101753439069	97.91189307676207	0.3318962768601024	3.887420609469514	0.14861181347816543	64.30740068024771	nan	
HE1	0.36697312147439626	0.025026643110249658	0.760775837062894	0.02829063458530218	0.892858899107763	0.1579164810628022	0.9162044980235436	5.586314378027937	1.2165459634126743	0.7973550906142669	0.4533367590491397	8.088901578744528	1.860464722123336	3.568898509459338	0.03665530557987646	0.05493473427995974	0.29946129426604895	0.16127173655637558	0.027804203257341165	0.39456921563913955	0.6290105319020324	0.14142837424608504	0.4423307730804267	0.03913375129483925	1.1179695907997658	1.6475210668072344	4.909688273465126	0.03631387398093169	0.22151877695249664	0.11121396647354347	4.848179349650124	0.05348207524732429	0.22844390876486495	0.05188426464172169	0.9286823111389282	0.8237812944780257	5.840393630354394	0.026051819498259816	0.19284314902326485	0.009479422790989832	3.915025060461651	nan	
HE2	0.9938970947425858	0.09030923516399213	1.7573548612819077	0.08202972942184127	2.418157128002916	0.4026617478598804	2.2144340800015088	13.580660284823436	3.3687467493720415	1.787223020832279	1.0446684358878209	10.541213692058486	4.595235328681704	8.744664503613073	0.12929446471512548	0.19605316415931895	0.9006433778096116	0.38151946710959983	0.051169842919881005	1.2712080444531308	1.6491695285951604	0.31826483100504654	1.1702069311966883	0.1093287481803411	2.7743350208632003	3.351779616219828	12.918016723953654	0.1116354575625579	0.713214647784222	0.363958127677045	11.141349176646635	0.1519760842805104	0.6907647741191124	0.10599190175163636	2.3355439712156048	1.714573093369286	15.441088023720907	0.05983166167425699	0.5593771440109909	0.017779777250181053	9.900476099750534	nan	
HE3	0.7447406610769507	0.06713243518575725	1.4628557055450184	0.09016782660769329	2.8198662250221855	0.2507045390467773	1.5908888619307147	10.716446416029605	2.1298570958112832	3.5883328598760103	0.6652261039238508	7.129701768916436	3.203374019344819	5.665872880594318	0.13901522378711967	0.17021970516115628	0.6384521352578761	0.24850970486676807	0.03905376084678846	1.071801675470916	1.7105216021468825	0.24211766394892711	1.3138685197652737	0.10652268728266845	2.171162524021089	1.3893721246573147	10.64822813747126	0.06621732483547899	0.6991470890798737	0.3512536337717625	3.931585470827084	0.1385759124276878	0.5050228938415788	0.14888720856833665	2.704599704068512	1.1004097831792985	11.90559442443976	0.07536940000998428	0.4471027850505291	0.008775056947953953	5.742660094497439	nan	
HE4	0.5970595386950784	0.07483203347100383	1.1044087814414956	0.07908434342822651	1.4725077682142758	0.2031272445326496	1.37895322643226	9.110939485249796	1.749833788881243	0.8789910949308477	0.5551267511515062	1.754541027258399	2.5908518830376406	4.317546143590576	0.09575055915343215	0.14374194350070657	0.5380013592660756	0.17022647988035444	0.02169665880668624	0.8044909042806022	1.4479117172502136	0.2038948482240918	1.1538729392004508	0.07824918780047056	1.7072708020889549	0.7486148068559425	8.448069720698236	0.051585547515167605	0.5715862514134862	0.30140558540661483	2.2316133297593246	0.11437771452925698	0.38393321773785777	0.10766305875638882	1.4627654692431988	0.7497026118156499	7.258869150790674	0.04153176495082048	0.30525473591293173	0.007826475972684589	4.277077594394845	nan	
HE7	0.7736154050389884	0.08151882333772614	3.3254553095784494	0.040321353830483665	0.5569189778774826	0.3090730103401333	2.0563391537992786	18.634401657818312	5.064320437692506	0.18028531467610878	1.4097384329536453	0.6489729792865734	7.436636364242337	16.819484144181065	0.07392848549113602	0.1259481940308043	0.5415234472881841	0.6550394069402659	0.06102226760758467	1.0949763374154524	0.2986306024034628	0.46058126792914106	0.1632889998271134	0.024371297938419228	5.139811066453009	2.0378512712388726	8.337938464404173	0.15891287088480857	0.3121650969280583	0.25385376045464253	2.7688327210024757	0.11460794417058523	0.4214930968971349	0.08263749530546767	0.604457244578582	2.6497649868130435	10.87348803224675	0.02187377277813568	0.38777866971781655	0.026442744501665647	17.273270833554673	nan	
HE6	0.11078967128622687	0.011470495737021802	0.3769829728164414	0.00656860761883843	0.07440905421635681	0.04097910086645929	0.2770211852205621	2.453261580140445	0.8029749609428585	0.020915560676518744	0.16146433320858083	0.07130120312442674	0.8813448168186864	1.587327266011111	0.00982039004353757	0.015802074669630402	0.07401210696343671	0.06327735992006538	0.007026868018095597	0.15830527471463315	0.04572070910720524	0.05992050352884477	0.024782114258779395	0.003632260025830194	0.5634581489041196	0.1688433479700466	1.154537513009365	0.018943913637482802	0.04562349055332247	0.03134055228060357	0.3274934074563463	0.014744477101963915	0.051877163902169544	0.016295460831930907	0.09036597721753974	0.2794771646744842	1.5489782154965706	0.0024488027654438194	0.0502531307732987	0.0024120639897339383	1.5801187187440382	nan	
HE9	0.7623597370226848	0.09981784744779397	3.6249840548398278	0.048904553281843365	0.47696149588387665	0.3003403578724488	2.0127714629713815	20.399535457942118	2.6407795136876873	0.16024633697167515	1.233641335158798	0.4807935421617093	7.262290114698758	14.234498690013405	0.0803189467618185	0.12488602479519824	0.5505209705007832	0.5359291798935909	0.04968656437201328	1.09695914196369	0.29313954140606996	0.5055104523849098	0.16487350908170756	0.021372257180041404	5.2320896571849085	1.1520862420591724	7.214323261463915	0.1604613351729164	0.2819716787112892	0.2829719733608091	1.3018089119042606	0.10500844334445884	0.385677642358124	0.09435557156429868	0.6424607237940534	2.3415452409222337	10.036078699131798	0.018209664041495235	0.37225433448067474	0.02055422304163525	14.235258896775399	nan	
EEZ48	0.3441386829113912	0.10510812135898086	1.6599036127610958	0.06092480168892025	0.07578475177930416	0.2284982501775176	0.4712743785672231	4.7609122070093965	0.3331664088655765	0.07740551718771917	7.273019748497336	0.1133439803653068	7.548415607080764	7.346596558222552	0.06957156609570249	0.051797326688373425	0.0696108668025275	0.6865531468997443	0.1614974191333329	0.8213618262574096	0.04712797464471936	0.3517984998366921	0.026688888231186755	0.048880675903475224	1.6017864787280418	0.4760632664952315	0.4711764268217695	2.4057281804224804	0.07682304107971859	0.11293103714971671	0.26473052168113287	0.05332014423509778	0.054229364268647585	0.1278408746550483	0.0860389766562246	61.58612501937238	0.5730906173606939	0.02485549250844588	1.7293564724036452	0.07166704187805065	3.799986633177452	nan	
EEZ65	0.864187660481983	0.06539331469615367	5.069406313116642	0.05094702672303641	0.4575954546206254	0.5032903244996639	1.9421828511041703	20.019674767724833	4.205113360907824	0.2097346932739521	4.341576493844129	1.10469618638774	13.481799837367477	62.14938856583206	0.09152622957400379	0.08505241872430624	0.39196267257152667	4.8539522211401245	1.3548419214160106	1.6188080806173313	0.29638382529901136	0.6681205461539279	0.157564028052441	0.03146853739260732	7.749468929184309	7.424834234325062	6.593061562590418	0.5915997238626848	0.18847766261794296	0.18833935970402102	2.2383693502332664	0.11708361909898245	0.3300842165549344	0.1348856831346769	0.5194979584693049	20.04144811695859	5.6771653309330725	0.027704440838041647	0.9704252062126758	0.046559380991474573	28.261807374861025	nan	
EEZ71	1.538420161975168	0.19751685807060929	8.35377110459538	0.10555519331930181	0.5943930934664124	0.9566063957364337	2.754289289396315	34.0737897895644	5.986259095546651	0.3130325665315845	9.17338222938029	2.21593240293538	23.280659720317733	95.03400162302462	0.1365186827130452	0.17436819802192974	0.7676012708518195	8.189927697555198	14.413602735090342	3.2857214315738315	0.4514988052736563	1.2445191993218863	0.28873378698160784	0.06092759393990519	12.62180254786638	10.635014772469837	9.422642620783876	1.4613147031897455	0.27903184040609363	0.3430651508692589	3.8418854974574406	0.23452723923976662	0.553320413040498	0.2449325269155417	0.9095729794836722	48.82505756304784	9.128557347895114	0.05870619751749504	2.3262385056364727	0.12653273793376243	39.56852755500271	nan	
EEZ91	0.5712149456308848	0.08509099490005544	2.7987174674520863	0.0402605060558841	0.10221169537010712	0.416510268068969	0.6249204250435668	7.642248345893026	0.5182849304783438	0.04305466044593786	61.97995010913805	0.17217372228383168	18.44483818798247	13.070401314296992	0.09304801312420173	0.10065203187815992	0.1494824800239468	1.2590120572382402	0.14304562710747062	2.0435464390911373	0.048825855652649214	0.483879050331166	0.03507012633522291	0.029973768119247776	2.918175305548545	0.570556205915652	0.9008329308640626	42.055628451666955	0.08769768134480815	0.1129119852068427	0.3301566094805394	0.08391065894634168	0.13793490490549407	0.08850891300915414	0.1302157017203331	130.62572442163443	0.8518149143904515	0.015603415315649809	17.609461774239794	0.6191013031644689	7.212646527421911	nan	
EEZ99	0.02345011173069154	0.0017059810316567127	0.13524885059247616	0.002115233577878686	0.004936809383888528	0.01819952692269745	0.03990527119630016	0.35498503784478047	0.024650299051627123	0.0013537045691959296	1.2703547596242608	0.007932997155332158	1.0360283847207035	0.8105128570476015	0.0021171176635034106	0.003927403665569586	0.010015141712666436	0.060616589746585396	0.004490454210197212	0.06684117448975595	0.002727278002866372	0.02038764755387538	0.0017602104671446996	0.0016293331291656126	0.1468530282841485	0.018585490066265812	0.06698315030544531	0.23122214399486865	0.0068065513729254025	0.0031537991767772583	0.015126220488511413	0.003981107948044597	0.008699893310442741	0.003153194372695499	0.008508360646730316	1.3617669863657325	0.036113932584284136	0.0005348031193993994	0.10959144585882685	0.0053317530177313084	0.4491020751503367	nan	
EEZ100	0.04282444214229315	0.0017696411677603217	0.16192927797629988	0.001690529471004238	0.011882004677275237	0.018325850240711535	0.0846635655890358	0.7826175216277792	0.12447879587690808	0.004891581146900698	0.18850535516384181	0.02559162985441976	0.4919677001844689	2.6583214717482404	0.00397069825818223	0.00464142626858629	0.02000590506472448	0.26736751859368174	0.033006378769311444	0.06878368322324735	0.007575672746591042	0.021748594845449682	0.004169751906375056	0.0015222100332840703	0.2646086877757035	0.17647603059773176	0.22313773665497236	0.02554145830591077	0.015573639541714465	0.008968313896744018	0.06102242352848039	0.006525305108640672	0.013169722978584536	0.005073123116778948	0.018497160796737574	0.9074191233754076	0.17266091102973102	0.0009793706344778934	0.043297591646649265	0.0025693955437727702	0.9188933755166261	nan	
EEZ108	1.4017893986429437	0.15381722011551133	10.787382924870853	0.1345036448336028	0.397286511768192	1.3570318395905712	2.2439354232293476	29.932071848579444	2.9370313766760976	0.18553351520218422	23.088244679171225	0.8067799073553886	52.641889912868116	118.8212043504559	0.23254491218290876	0.27054112576400846	0.5950253757435323	21.475534479986568	1.0359781209741707	4.824497613355178	0.2798360855077739	1.5691771381573831	0.1752303270807579	0.10452224516078268	13.286673841157418	3.6073293976959118	4.581948796215872	4.7705852934762865	0.36205241093763146	0.29184059447388117	1.751193997438823	0.33413879125172796	0.38223329870394324	0.2760578080732526	0.4672769741159773	90.03105588515295	4.407125765627339	0.08315054780618551	5.363384558827126	0.21194420154469976	44.013322581383555	nan	
EEZ109	0.07403164659238838	0.006914580318525858	0.6561418217196635	0.008524212770920222	0.04592573080002408	0.06106913762952057	0.15417044035026936	2.0882768289531177	0.12093665451781582	0.011921662752450192	1.4734360670978333	0.042715048179998216	3.0613270329331637	4.720449084706877	0.01627583734535453	0.010689504832918814	0.033243836732143726	0.384486515769266	0.02132279343253396	0.2044577586628985	0.026165851031412387	0.08627061860139995	0.013585805306098521	0.0038477221828032548	0.6751036219868215	0.14027970057757946	0.5686512497363814	0.2227615385452256	0.03285177702434168	0.015611862442678204	0.08384260689920627	0.01164858389382896	0.021475668660539307	0.025712255112473895	0.052579016187882514	3.2473540992861594	0.20131405412200187	0.006264971022400148	0.19632731055076066	0.008940976891485932	4.24117089347984	nan	
EEZ110	0.019676515749791634	0.0018681469211703616	0.18139196488181808	0.0032198269573699492	0.012504529467853473	0.014371691535059947	0.04908117564093567	0.5353514756055909	0.032931499022671375	0.003397083167699149	0.5467577856899369	0.01002109990353976	1.0670823847854556	1.5376802441601913	0.005436817163490502	0.003137737774261314	0.01053240537446036	0.1363695411426757	0.00704947682439814	0.06071423599204113	0.006669178339477275	0.02527729260931587	0.003279644299231448	0.0015422597667854214	0.18854543423832917	0.03966506948335279	0.15473801115975958	0.08223839103424961	0.008882322889947385	0.005273420129693552	0.021048288280560493	0.0038233207580947192	0.007276597285264154	0.007842640325329728	0.016204525695411066	1.1455219560337933	0.057520609785583106	0.0014735397286082792	0.07495541536197446	0.0032255325126147004	1.3859421710754056	nan	
EEZ119	0.004382244521074182	0.00027896198458565973	0.01617121644730879	0.0001665903491641889	0.0017315036635908677	0.002626926248423507	0.0071136044545172875	0.07474853254917135	0.01577293903135174	0.0007557431630261213	0.016040348971675115	0.00404456045101835	0.048994661647333265	0.2280906018596888	0.0003490180256857124	0.0003575927066703126	0.0018280414230675763	0.019233573155268417	0.010841022901718718	0.008190419666672291	0.0011283966874194333	0.0021042108996952836	0.0005695765872945202	0.00012026465879676471	0.025216971958616344	0.02468552219966427	0.024201886418835774	0.002406752931228638	0.0006829738638835502	0.0006350848698812556	0.008472416511483822	0.0005447901300531371	0.001424325381305002	0.0006369956889945761	0.0022559758915349	0.09103069202080723	0.021501903119755018	0.0001031570272087943	0.003954357957498526	0.00011151310435562809	0.09696681984112114	nan	
EEZ123	0.10568165268659517	0.013362333959448297	0.46284908243383144	0.007289365709177749	0.05007600832389917	0.06319955089752641	0.19505216084566915	2.089728176218211	0.4469925571078089	0.032310689932606516	0.3021014492132896	0.225920413574582	1.014088057763798	3.682795745987244	0.010564774858490196	0.012016983866901932	0.054676039026475394	0.23525009309838138	0.25248904330284766	0.19132007722501287	0.04659515140568845	0.07492697757355915	0.02753545558226171	0.0027817508082936967	0.6855043776385878	0.9930011763703916	0.7691300189504232	0.031019359625136855	0.015987145100280948	0.028403546009976122	0.36450820008174173	0.014971885852973049	0.04145292226657147	0.017549200110643013	0.06363068553497904	1.2068825685660882	0.723900727601909	0.003752931734760776	0.10907880358655764	0.006570806033522621	2.138181922042982	nan	
EEZ185	0.4441551208124101	0.03591017185831268	1.7321897488111517	0.019609000296979515	0.2759297883747858	0.18326932139300303	1.0537420723216935	10.163115208972748	2.8937814704258957	0.10516598749979196	0.7685325107575579	0.38513944420139884	4.174206418029578	9.444846975962447	0.035736178629733155	0.06867913259100379	0.2714147117264766	0.3980441992425327	0.0319835543572217	0.6295629653255573	0.16226972521011856	0.2616471529190474	0.08527641827611836	0.01432279308428277	2.710313883295964	1.395485303623712	4.2463954145625005	0.0842005334327451	0.16446815867232953	0.12277406441117812	2.099432588792953	0.06569577650470572	0.21340828986502994	0.04143350905207048	0.32324114704962714	1.4714219631021663	5.628881513644568	0.01326415487724252	0.20980853458855966	0.017345043544483518	10.232491419736947	nan	
