	AT	BA	BE	BY	CH	CZ	DE	DK	EE	ES	FI	FR	GB	HR	HU	IE	IS	IT	LT	LU	LV	MD	NL	NO	PL	PT	RO	RS	SE	SI	SK	TR	UA	NOA	
HE8	0.15793642634642843	0.04701915525276751	0.22967688661436392	1.088431358726008	0.10383831884564461	0.35044288361044457	3.1435815762047827	0.843170125852512	0.45307166506346425	0.25224700080759416	3.9159941014559685	1.030260201849438	0.7702854458848153	0.06035666227833055	0.23604898577309238	0.11739788802476936	0.004285766228304551	0.24263998871057926	0.49713600983385864	0.01646026062885028	0.3272750763919947	0.038167033649330016	0.4597220035684407	0.2834449566239485	2.6922211275493844	0.017686939507218745	0.2792447626007443	0.13083327455597746	2.4271237451302636	0.036137116436130996	0.10690343988147237	0.024731807397066704	0.08828174691300174	0.2564883355378958	
HE5	4.234999177382844	0.8943269715399337	6.847006524179736	16.466088705109144	2.728817255338413	9.893079539641445	139.16531700592702	43.95217037246429	3.195964380138314	5.602253711416345	5.177912794762216	25.579303161689793	17.275683711439683	1.6068690231066591	4.902437507430951	2.4281037433694665	0.10940070176064372	6.204759857173243	12.341432254647492	0.5072706604172702	5.308964317364658	0.5979922624838542	17.932712705869225	3.315273160690626	94.84833736538486	0.38940037919110965	4.753778456051208	2.9073805831495427	52.2769722644772	1.0262881430896797	2.3520833833682193	0.534740351183418	1.401797657385604	2.9749218673357043	
HE1	0.16860728382629522	0.03542740600248503	0.24455671198850817	0.9355766655649248	0.1049309059793528	0.34096940071558235	2.7345237407626413	0.6772819887715454	0.301963345202523	0.3211541271960429	11.077604619076787	1.1121874201971307	0.806142002936643	0.044513722410938816	0.1773412266792523	0.12278574546544356	0.00862328910387737	0.21878437424121977	0.3548960982352222	0.01628346275884092	0.20987844702804	0.03598950406983859	0.41575136164646564	0.488821298509272	2.229612135707726	0.019381293014476133	0.23224984901395737	0.10217914219357976	3.116916459812629	0.03335887434968451	0.09069062399084338	0.04432394155792304	0.09072017078528183	0.4394405945345318	
HE2	0.5500717536134344	0.11317284957730274	0.5854250123605574	3.183752672597107	0.3279976601878197	0.921294208421001	7.487104001099946	2.4543668181429945	0.8783797984312814	0.7097113966500435	10.032352742013432	2.9438566778020943	2.192932933083635	0.16178352769973767	0.6143501632210787	0.35340860333853374	0.015126329311372491	0.8153761120884861	1.2135333850620544	0.03914982545793708	0.74275817646147	0.1165691695843336	1.1274314931856202	1.4329577312542277	6.635486934878361	0.0542313159750171	0.8110401857708504	0.3228729862676449	10.54876039931077	0.10674884417919495	0.3313426881441775	0.08160490095439595	0.31713217818606787	1.2933441569753181	
HE3	0.3135212996560879	0.08857644134880277	0.5266883212778787	3.78809061469007	0.1803423035430299	0.6784475119496349	5.790259680795944	1.4177639549723542	6.020037983106511	0.4851006408311597	4.697761517830762	1.9009211638692134	1.5137658283205428	0.11725356965653505	0.3954185196045669	0.2348355351461051	0.011727854381536377	0.5837884956749412	1.419156187134918	0.03264528870013001	1.210190909464204	0.09505788174472805	0.9776930119386806	0.4088754109231087	5.421688604807563	0.029926654718644963	0.6763265214137623	0.29057236048690854	2.4718867163827456	0.07804947162676343	0.20422019379108935	0.09074530211762892	0.29568586252698276	0.36848591767055106	
HE4	0.2899787732872131	0.07979397521154367	0.45648082513622007	2.7158973007700493	0.16379326545801845	0.6735552047973297	5.836069522909734	1.463594985183705	2.100715242062113	0.4343807513711289	0.665096606063423	1.7570735078762183	1.4916835023169634	0.12377564234973387	0.36202169849183324	0.19521851119858055	0.00893193986015882	0.5041507687100227	2.327727208107753	0.03326604691920079	3.4312998991272674	0.08271808593692594	0.9013631291190225	0.2446896467891956	5.45968866808795	0.023960190872853115	0.5621025092499953	0.2728954963431848	2.0562540121240596	0.07547889271379414	0.17910351014933248	0.0713759725359376	0.13418429153216208	0.22103256738015778	
HE7	0.4297016033336769	0.05864215440870681	1.7287258897848587	0.5623362209648367	0.28018840261198924	1.0268463362312412	20.41510205795463	41.20767617281695	0.05038391095998887	1.0721668185130986	0.1271801658664253	5.7671554581829625	5.569095985964179	0.10416711757903326	0.36363468239704666	0.7921718680390252	0.014126266389869248	0.7828032988826781	0.18193490988113262	0.08743205931220183	0.0808900216179517	0.01811389597036014	4.5150679309554205	0.7973436698401996	4.193166208098046	0.07061702540251251	0.2420557395042019	0.1727846559411418	6.195813448220757	0.08381549095281358	0.19115609067554462	0.024917218451073895	0.04113995638224242	0.7128763220162223	
HE6	0.05783740536145978	0.007581201860418832	0.1909307279378183	0.07193317801928385	0.039282142249483266	0.1379472887099083	3.1668957756020184	3.5375142970302282	0.005661290839282061	0.10923767055718427	0.009142865228063304	0.6208565905578761	0.4732818941546985	0.01401774177492577	0.045587438207092545	0.06306999177221219	0.0016486889165481268	0.10869631891816184	0.0287110141500984	0.010940255556329654	0.01304520002621473	0.0023202608936159345	0.5350755251994633	0.038711245506465736	0.5802801356051711	0.007234542630825076	0.027460631222941054	0.0190166757016912	0.936409600143361	0.009201078889111482	0.022155605736407596	0.00605935323536226	0.004485700368393345	0.034634291024861305	
HE9	0.4196401843310291	0.0787835694717347	1.9570281810421915	0.46669298645550966	0.31936590758733574	0.9052548229619246	54.582197895329436	33.82449267732017	0.0403327252636124	0.8337251667034741	0.0640662942749894	5.583849313099464	4.189875197318417	0.10466883720308473	0.33585141853096956	0.617639489340818	0.014945980809213825	0.7683403673307977	0.19173754146658875	0.1010058873430293	0.08657170628319	0.018382165359308523	6.43544536594625	0.2568672827225736	3.1722634039230777	0.06526403855173148	0.22364611842486795	0.20900920821320387	1.2786850981736853	0.07480575031893127	0.15882478218484036	0.026635429677800606	0.03644996093294652	0.22945881397799425	
EEZ48	0.7212425173684598	0.2633982507925445	4.8312806787844425	0.5479331422263899	1.1088778292345025	1.9253638348148145	15.515404690466587	1.0920982049454289	0.14328345561395953	33.800063144823675	0.22260057961517235	38.46339112073915	17.99420761933437	0.16573407585647573	0.5086449917199517	6.239785330336045	0.24054459261950992	3.7094003619837843	0.22077932781978335	0.33292945123907963	0.08578052197522003	0.08492521503429146	4.4380217975060425	0.3312225660712494	3.526453341610695	6.749145983415677	0.3579491881103572	0.24746383235239447	0.535223445002544	0.2333524589493762	0.33607980760737916	0.250047403972077	0.24369853037057101	0.2953875394796076	
