          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.305120;     0.219322;     3.458339;     1.336639;     0.366310;     1.512017;    21.545238;     3.276829;     0.560060;     5.909142;     0.310635;    14.726491;    28.730503;     0.271769;     0.715362;    15.441972;     0.147870;     1.587463;     1.088105;     0.331409;     0.365894;     0.169837;     5.613590;     0.514754;     8.924282;     1.050763;     0.667111;     0.277105;     1.445430;     0.859139;     0.166803;     0.341875;     0.110745;     2.893314;     0.514754
EEZ65       ;     0.166286;     0.110496;     2.221185;     0.635870;     0.225657;     0.611797;    11.143079;     3.694833;     0.168688;     2.798748;     0.470583;     8.807324;    28.325386;     0.114114;     0.457233;     9.242805;     0.870808;     0.807005;     0.349555;     0.103281;     0.109321;     0.076006;     4.317596;     1.856197;     4.646861;     0.531919;     0.792544;     0.223391;     1.351041;     0.949360;     0.092514;     0.215463;     0.048486;     1.296368;     1.856197
EEZ71       ;     0.735945;     0.252598;     7.447010;     2.938355;     0.935666;     2.179314;    35.943192;     9.525355;     0.709077;     4.653940;     1.776785;    21.915733;    65.852959;     0.427346;     1.576164;    15.506686;    12.182022;     1.911775;     1.315367;     0.352587;     0.463817;     0.310276;    13.777969;     5.157512;    19.363993;     0.772853;     2.953595;     0.510560;     5.276892;     4.066943;     0.251069;     0.749277;     0.210171;     6.429675;     5.157512
EEZ91       ;     0.090375;     0.087587;     1.734131;     0.069257;     0.194062;     0.366061;     2.708606;     0.161488;     0.032015;    22.431313;     0.031312;    17.020452;     6.066733;     0.048996;     0.171189;     1.149735;     0.017345;     1.226761;     0.050139;     0.075820;     0.023341;     0.009699;     1.112383;     0.109094;     0.926164;    17.541407;     0.086096;     0.064433;     0.190889;     0.100862;     0.086550;     0.087176;     0.024811;     0.278614;     0.109094
EEZ99       ;     0.005901;     0.006855;     0.125913;     0.004356;     0.012048;     0.011810;     0.145299;     0.012679;     0.002256;     1.040602;     0.002043;     1.623470;     0.189210;     0.004869;     0.009304;     0.070983;     0.000540;     0.076102;     0.002545;     0.006545;     0.001333;     0.000488;     0.154453;     0.008900;     0.025981;     0.267204;     0.003461;     0.004060;     0.011404;     0.007557;     0.009250;     0.001363;     0.000644;     0.010673;     0.008900
EEZ100      ;     0.003734;     0.002102;     0.081786;     0.029181;     0.002369;     0.016369;     0.164783;     0.075093;     0.005733;     0.115516;     0.011949;     0.342724;     1.039225;     0.003110;     0.022471;     0.479823;     0.015883;     0.015977;     0.012166;     0.003332;     0.003518;     0.003115;     0.099743;     0.024929;     0.168277;     0.035085;     0.026313;     0.007783;     0.024666;     0.019793;     0.002551;     0.008287;     0.001548;     0.062136;     0.024929
EEZ108      ;     0.848471;     0.057956;     6.102147;     0.203979;     1.075971;     2.305741;    16.816696;     0.786971;     0.114378;    15.318736;     0.185365;    44.497467;    49.560219;     0.103454;     0.846333;    89.599571;     0.347993;     1.031909;     0.140079;     0.377464;     0.070058;     0.009482;     6.417518;     0.358971;     3.993336;     4.426302;     0.216664;     0.067946;     0.755247;     0.322911;     0.195916;     0.523541;     0.019833;     0.326485;     0.358971
EEZ109      ;     0.012017;     0.000710;     0.118277;     0.014570;     0.019023;     0.022517;     0.281396;     0.025087;     0.008699;     0.589308;     0.003936;     7.667975;     1.920155;     0.001540;     0.006312;     0.489154;     0.000909;     0.031985;     0.004805;     0.004355;     0.003215;     0.000192;     0.114361;     0.008535;     0.027309;     0.077292;     0.001587;     0.000769;     0.023354;     0.011025;     0.003669;     0.002532;     0.000719;     0.009176;     0.008535
EEZ110      ;     0.002031;     0.000249;     0.029746;     0.004005;     0.006616;     0.006407;     0.074471;     0.007827;     0.001804;     0.224629;     0.001176;     4.066754;     0.499151;     0.000243;     0.000629;     0.131257;     0.000355;     0.009381;     0.001838;     0.001431;     0.000874;     0.000093;     0.031295;     0.003468;     0.008530;     0.031937;     0.000563;     0.000225;     0.004503;     0.003722;     0.000476;     0.000326;     0.000163;     0.004357;     0.003468
EEZ119      ;     0.000817;     0.000626;     0.010897;     0.006157;     0.001191;     0.003297;     0.067122;     0.016612;     0.001611;     0.012010;     0.001833;     0.032084;     0.114355;     0.000940;     0.003747;     0.041598;     0.008065;     0.004884;     0.002719;     0.000273;     0.000806;     0.001142;     0.028028;     0.011604;     0.029520;     0.001333;     0.012828;     0.001572;     0.007533;     0.009031;     0.000585;     0.001723;     0.000408;     0.018445;     0.011604
EEZ123      ;     0.053803;     0.005138;     0.116392;     0.186362;     0.068135;     0.097592;     1.338278;     0.304682;     0.024998;     0.091631;     0.072950;     0.444952;     1.509140;     0.008118;     0.032392;     0.264516;     0.217344;     0.083419;     0.047661;     0.007928;     0.014146;     0.008684;     0.356925;     0.257046;     0.927385;     0.009862;     0.045013;     0.007046;     0.225759;     0.187315;     0.006063;     0.018374;     0.018803;     0.289099;     0.257046
