          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.117592;     0.052966;     0.452338;     0.019528;     0.085143;     0.150596;     1.810527;     0.059786;     0.024500;     0.437922;     0.019920;     4.267158;     2.766179;     0.049203;     0.052397;     0.319746;     0.005688;     0.527474;     0.018938;     0.053965;     0.020665;     0.010909;     0.808710;     0.018036;     0.127220;     0.093162;     0.016394;     0.027033;     0.025993;     0.041292;     0.037572;     0.029110;     0.027714;     0.030591;     0.018036
EEZ65       ;     0.143959;     0.018917;     0.202985;     0.226394;     0.085259;     0.128581;     2.543978;     0.852644;     0.016058;     0.086317;     0.027641;     2.091638;     4.413110;     0.033644;     0.041245;     2.336011;     0.039430;     0.273075;     0.128384;     0.021634;     0.018939;     0.002501;     0.555416;     0.235713;     0.711022;     0.031244;     0.036544;     0.017614;     0.166005;     0.272129;     0.018811;     0.044813;     0.015381;     0.213250;     0.235713
EEZ71       ;     0.186712;     0.033814;     0.466567;     0.141632;     0.160417;     0.238603;     2.615431;     0.460076;     0.018236;     0.084780;     0.027306;     3.113616;     3.295918;     0.037542;     0.059189;     1.724054;     1.462912;     0.463063;     0.078460;     0.048204;     0.015721;     0.007341;     0.561241;     0.150368;     0.519140;     0.023727;     0.036041;     0.021190;     0.101694;     0.177151;     0.028997;     0.065069;     0.025922;     0.163496;     0.150368
EEZ91       ;     0.139992;     0.020535;     0.428644;     0.027034;     0.117891;     0.045711;     1.143230;     0.066553;     0.015489;    14.515800;     0.020703;     6.235834;     0.707189;     0.024660;     0.024521;     0.250952;     0.010648;     0.525896;     0.026272;     0.041020;     0.012064;     0.009095;     0.467292;     0.021539;     0.024877;    27.510660;     0.024933;     0.020324;     0.029890;     0.022793;     0.025250;     0.026346;     0.014658;     0.030163;     0.021539
EEZ99       ;     0.002523;     0.000183;     0.000185;     0.000225;     0.004162;     0.000407;     0.004817;     0.000900;     0.000183;     0.162622;     0.000183;     0.833856;     0.013317;     0.000924;     0.000191;     0.024056;     0.000289;     0.019222;     0.000056;     0.000138;     0.000183;     0.000039;     0.000189;     0.000185;     0.000183;     0.019400;     0.000186;     0.000183;     0.000183;     0.000178;     0.000745;     0.000229;     0.000045;     0.000446;     0.000185
EEZ100      ;     0.004006;     0.000578;     0.006022;     0.008154;     0.003854;     0.000918;     0.123605;     0.040568;     0.000595;     0.001329;     0.000885;     0.099852;     0.313132;     0.001087;     0.000490;     0.156929;     0.000594;     0.011055;     0.003577;     0.001223;     0.000796;     0.000094;     0.033944;     0.008627;     0.022079;     0.000968;     0.001068;     0.000418;     0.005537;     0.010712;     0.000794;     0.001010;     0.000648;     0.007224;     0.008627
EEZ108      ;     0.238164;     0.030671;     0.427547;     0.116014;     0.419157;     0.208340;     2.658638;     0.553201;     0.022342;     0.684802;     0.064474;    23.229862;    12.474643;     0.042499;     0.029842;    58.663174;     0.012558;     0.624881;     0.052404;     0.086493;     0.017331;     0.008238;     0.760391;     0.055746;     0.057051;     0.218592;     0.026382;     0.021794;     0.042938;     0.106240;     0.028450;     0.037479;     0.024073;     0.115826;     0.055746
EEZ109      ;     0.000241;     0.000241;     0.085080;     0.000241;     0.005249;     0.000241;     0.078720;     0.008206;     0.000241;     0.000241;     0.000241;     4.745280;     0.612056;     0.000236;     0.000241;     0.126962;     0.000241;     0.000241;     0.000241;     0.003049;     0.000241;     0.000241;     0.068680;     0.000241;     0.000241;     0.000709;     0.000241;     0.000241;     0.000241;     0.000241;     0.000241;     0.000241;     0.000241;     0.000241;     0.000241
EEZ110      ;     0.000078;     0.000078;     0.030193;     0.000078;     0.002486;     0.000078;     0.024526;     0.001895;     0.000078;     0.000078;     0.000078;     2.923586;     0.089920;     0.000101;     0.000078;     0.032545;     0.000078;     0.000078;     0.000078;     0.000475;     0.000078;     0.000078;     0.021318;     0.000078;     0.000078;     0.000078;     0.000078;     0.000078;     0.000078;     0.000078;     0.000078;     0.000078;     0.000078;     0.000078;     0.000078
EEZ119      ;     0.000609;     0.000065;     0.001469;     0.000326;     0.000509;     0.000216;     0.009739;     0.001524;     0.000073;     0.000378;     0.000071;     0.012526;     0.018626;     0.000193;     0.000071;     0.008042;     0.000587;     0.001936;     0.000129;     0.000132;     0.000028;     0.000007;     0.003151;     0.000456;     0.000757;     0.000198;     0.000073;     0.000049;     0.000290;     0.000391;     0.000138;     0.000150;     0.000039;     0.000596;     0.000456
