          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.049768;     0.010881;     0.629960;     0.037465;     0.025212;     0.033593;     1.042004;     0.078908;     0.003386;     0.307470;     0.002201;     8.061943;     2.649297;     0.000163;     0.004009;     1.571249;     0.023926;     0.020493;     0.015632;     0.047179;     0.007346;     0.000454;     0.762925;     0.040174;     0.089971;     0.075101;     0.004756;     0.007119;     0.022749;     0.029260;     0.005289;     0.016416;     0.006418;     0.014113;     0.040174
EEZ65       ;     0.031415;     0.031530;     0.146017;     0.202480;     0.018292;     0.020851;     1.967802;     1.016825;     0.024345;     0.026754;     0.045028;     0.914652;     3.309830;     0.003047;     0.025203;     0.884368;     0.056649;     0.014324;     0.086521;     0.011283;     0.036627;     0.002711;     0.447714;     0.519337;     0.129207;     0.004814;     0.017588;     0.022575;     0.043476;     0.410436;     0.002575;     0.011966;     0.036940;     0.054476;     0.519337
EEZ71       ;     0.054696;     0.066886;     0.172957;     0.255388;     0.038789;     0.028035;     2.162038;     0.693592;     0.024232;     0.024170;     0.044238;     0.749362;     2.848580;     0.003139;     0.023605;     1.026392;     2.238049;     0.018387;     0.110944;     0.012014;     0.038756;     0.004093;     0.568531;     0.350586;     0.162593;     0.002689;     0.021382;     0.047960;     0.092384;     0.310579;     0.003048;     0.018871;     0.076262;     0.087187;     0.350586
EEZ91       ;     0.153480;     0.028763;     0.670760;     0.011152;     0.151704;     0.055299;     1.458252;     0.059227;     0.012368;    24.422184;     0.002768;    15.314446;     2.149986;     0.012204;     0.033951;     0.540076;     0.023609;     0.814710;     0.009710;     0.041021;     0.007523;     0.001862;     0.649069;     0.005438;     0.028657;    26.643505;     0.020730;     0.026141;     0.017058;     0.018285;     0.035377;     0.019052;     0.014804;     0.018393;     0.005438
EEZ99       ;     0.000914;     0.000301;     0.023248;     0.000355;     0.001085;     0.000542;     0.042960;     0.002383;     0.000048;     0.133786;     0.000043;     1.033340;     0.045717;     0.000154;     0.000528;     0.030046;     0.000301;     0.004773;     0.000108;     0.001518;     0.000067;     0.000047;     0.024846;     0.000173;     0.000431;     0.004827;     0.000450;     0.000301;     0.000357;     0.000427;     0.000247;     0.000197;     0.000067;     0.000242;     0.000173
EEZ100      ;     0.002369;     0.000856;     0.005111;     0.009137;     0.001268;     0.000637;     0.109263;     0.044085;     0.001385;     0.001485;     0.001663;     0.045472;     0.233647;     0.000110;     0.001012;     0.075810;     0.000564;     0.000953;     0.004719;     0.000370;     0.001917;     0.000076;     0.020596;     0.012713;     0.001249;     0.000247;     0.000331;     0.000856;     0.000834;     0.016940;     0.000132;     0.000768;     0.000856;     0.000856;     0.012713
EEZ108      ;     0.053714;     0.033877;     0.790220;     0.067632;     0.078399;     0.050292;     2.416765;     0.498250;     0.007164;     0.728332;     0.006837;    10.043791;    17.479784;     0.002481;     0.013242;    57.493458;     0.024776;     0.127690;     0.024657;     0.031861;     0.008802;     0.002316;     1.311974;     0.030449;     0.072481;     0.135856;     0.009280;     0.024792;     0.019512;     0.129571;     0.004527;     0.012247;     0.035842;     0.026696;     0.030449
EEZ109      ;     0.000727;     0.000450;     0.054583;     0.000426;     0.004458;     0.000365;     0.106524;     0.012135;     0.000130;     0.028071;     0.000374;     3.734828;     0.786041;     0.000015;     0.000370;     0.221873;     0.000450;     0.002124;     0.000291;     0.000371;     0.000059;     0.000115;     0.076638;     0.000185;     0.001628;     0.001742;     0.000434;     0.000450;     0.000446;     0.001639;     0.000129;     0.000128;     0.000334;     0.000283;     0.000185
EEZ110      ;     0.000361;     0.000143;     0.016233;     0.000233;     0.001359;     0.000143;     0.039423;     0.002532;     0.000111;     0.008952;     0.000136;     2.452984;     0.121793;     0.000022;     0.000114;     0.052578;     0.000143;     0.001490;     0.000137;     0.000038;     0.000013;     0.000040;     0.023188;     0.000141;     0.000144;     0.000230;     0.000087;     0.000143;     0.000054;     0.000495;     0.000056;     0.000057;     0.000143;     0.000143;     0.000141
EEZ119      ;     0.000091;     0.000154;     0.000754;     0.000437;     0.000052;     0.000044;     0.008128;     0.003000;     0.000100;     0.000108;     0.000241;     0.004000;     0.012650;     0.000015;     0.000077;     0.002433;     0.000620;     0.000055;     0.000157;     0.000048;     0.000099;     0.000011;     0.002303;     0.001580;     0.000193;     0.000015;     0.000073;     0.000154;     0.000305;     0.001145;     0.000010;     0.000027;     0.000138;     0.000199;     0.001580
EEZ123      ;     0.000648;     0.010047;     0.013538;     0.005899;     0.000797;     0.001726;     0.075347;     0.046195;     0.002146;     0.000753;     0.004519;     0.052094;     0.184395;     0.000133;     0.001296;     0.049240;     0.041116;     0.000511;     0.002789;     0.000509;     0.002116;     0.000100;     0.031650;     0.044767;     0.010262;     0.000095;     0.001708;     0.000512;     0.009393;     0.019883;     0.000098;     0.000924;     0.006126;     0.004899;     0.044767
EEZ185      ;     0.011606;     0.001096;     0.031070;     0.220937;     0.004863;     0.030931;     1.513123;     2.322217;     0.013116;     0.004464;     0.023511;     0.192467;     0.174922;     0.003773;     0.025467;     0.057939;     0.001129;     0.003056;     0.109516;     0.001974;     0.043851;     0.003821;     0.305888;     0.215773;     0.303589;     0.000750;     0.016721;     0.003025;     0.025385;     2.761413;     0.002515;     0.013125;     0.002972;     0.037222;     0.215773
EEZ187      ;     0.000083;     0.000013;     0.000152;     0.001731;     0.000025;     0.000204;     0.004519;     0.007284;     0.000110;     0.000038;     0.000218;     0.001482;     0.002064;     0.000026;     0.000158;     0.000666;     0.000013;     0.000023;     0.000926;     0.000004;     0.000482;     0.000019;     0.001353;     0.004629;     0.001478;     0.000002;     0.000082;     0.000013;     0.000117;     0.010157;     0.000014;     0.000076;     0.000013;     0.000198;     0.004629
EEZ188      ;     0.003639;     0.000278;     3.230969;     0.002124;     0.008992;     0.001892;     0.495959;     0.028296;     0.000277;     0.003248;     0.000288;     1.849342;     0.513408;     0.000321;     0.002896;     0.059081;     0.000278;     0.000313;     0.000644;     0.004555;     0.000293;     0.000180;     1.024107;     0.000267;     0.000278;     0.000278;     0.000278;     0.000278;     0.000278;     0.002921;     0.000559;     0.000675;     0.000278;     0.000262;     0.000267
EEZ189      ;     0.051549;     0.004612;     6.410811;     0.148434;     0.065790;     0.082237;    19.597820;     1.173488;     0.004531;     0.022089;     0.005327;     7.817863;     6.865003;     0.010618;     0.110271;     0.861664;     0.004566;     0.004983;     0.059270;     0.018753;     0.015540;     0.009893;    30.109165;     0.019849;     0.117391;     0.004602;     0.059077;     0.004688;     0.005928;     0.136802;     0.010821;     0.039134;     0.004462;     0.011125;     0.019849
