          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     1.164981;     0.135743;     4.766986;     0.076224;     0.968692;     6.969481;    18.691656;     1.845828;     0.074543;    50.010941;     0.224070;    44.448048;    13.865079;     0.269255;     0.760873;     4.552305;     0.154308;     6.039319;     0.069584;     0.381204;     0.019872;     0.032011;     4.251062;     0.488548;     2.767763;    11.632542;     0.521870;     0.088011;     0.282527;     0.615768;     0.441402;     0.459184;     0.091424;     0.260359;     0.488548
EEZ65       ;     0.531375;     0.138827;     3.494083;     0.371288;     0.459910;     2.500517;    17.909536;     6.053692;     0.162029;     5.400029;     0.646393;    17.086620;    43.920017;     0.142096;     0.764421;    13.814350;     0.583973;     1.338878;     0.148181;     0.173736;     0.075613;     0.082726;     6.648910;     1.760472;     5.302450;     0.669001;     1.001688;     0.303147;     1.972221;     1.449832;     0.220236;     0.314096;     0.099208;     1.087969;     1.760472
EEZ71       ;     0.523093;     0.207485;     6.137352;     1.037585;     0.511006;     3.309033;    21.602507;     6.933582;     0.247538;     8.455981;     0.869540;    30.634460;    78.400085;     0.223114;     0.962499;    29.555428;     9.054550;     1.886415;     0.259480;     0.279157;     0.115132;     0.132681;     8.537387;     2.798303;     9.813571;     1.100228;     1.102346;     0.308847;     4.446498;     1.731741;     0.227987;     0.474915;     0.140871;     2.100284;     2.798303
EEZ91       ;     0.371708;     0.203594;     1.859764;     0.024284;     0.367483;     0.735544;     3.699359;     0.280731;     0.008430;    25.798271;     0.023716;    17.578701;     3.045196;     0.263729;     0.683497;     0.646478;     0.021969;     4.155309;     0.007550;     0.085255;     0.006128;     0.018439;     1.393713;     0.086328;     0.897073;    25.536190;     0.242271;     0.177750;     0.063843;     0.090914;     0.208006;     0.315549;     0.033905;     0.142994;     0.086328
EEZ99       ;     0.005500;     0.000475;     0.053037;     0.000899;     0.017234;     0.037695;     0.171532;     0.017825;     0.002055;     1.089408;     0.000861;     1.302820;     0.190564;     0.001124;     0.006342;     0.050408;     0.000677;     0.037926;     0.000885;     0.004544;     0.000318;     0.000276;     0.044768;     0.003684;     0.062033;     0.161956;     0.001025;     0.000337;     0.005762;     0.005292;     0.002179;     0.003697;     0.000423;     0.001752;     0.003684
EEZ100      ;     0.095239;     0.008678;     0.105156;     0.014747;     0.021358;     0.221017;     1.013131;     0.195045;     0.002579;     0.184109;     0.009840;     0.560506;     1.627992;     0.015776;     0.097610;     0.680753;     0.007938;     0.074078;     0.002793;     0.005155;     0.001867;     0.011832;     0.221393;     0.031565;     0.364264;     0.030213;     0.163241;     0.033496;     0.072047;     0.053619;     0.022541;     0.036277;     0.003289;     0.135288;     0.031565
EEZ108      ;     0.992624;     0.353549;    11.636243;     0.525630;     3.156547;     3.926697;    36.779076;     3.148211;     0.091424;    24.067726;     0.245297;   105.519348;    67.055527;     0.324549;     1.703602;    76.958916;     0.343940;     7.910717;     0.132080;     0.746988;     0.039503;     0.087937;    15.218397;     0.629808;     6.440230;     3.282257;     1.180797;     0.369420;     1.430703;     0.856267;     0.510785;     0.592604;     0.104587;     1.110228;     0.629808
EEZ109      ;     0.027385;     0.002952;     0.830008;     0.023062;     0.105524;     0.086769;     1.387843;     0.028729;     0.004293;     1.010444;     0.007576;     8.303667;     1.244501;     0.002748;     0.012280;     0.330366;     0.000950;     0.201317;     0.006401;     0.030102;     0.000666;     0.001478;     0.798800;     0.005280;     0.388871;     0.070690;     0.011071;     0.004398;     0.056098;     0.015062;     0.009554;     0.009458;     0.003989;     0.018388;     0.005280
EEZ110      ;     0.004462;     0.001014;     0.094714;     0.002344;     0.014475;     0.013732;     0.212885;     0.005057;     0.000606;     0.279358;     0.001288;     3.852633;     0.241997;     0.000962;     0.002705;     0.065020;     0.000176;     0.051741;     0.000545;     0.004041;     0.000123;     0.000822;     0.107777;     0.001521;     0.062469;     0.015429;     0.005177;     0.002043;     0.006897;     0.002011;     0.002293;     0.002041;     0.004158;     0.007964;     0.001521
EEZ119      ;     0.001102;     0.000414;     0.017163;     0.002013;     0.001253;     0.007773;     0.059945;     0.022849;     0.000636;     0.016486;     0.002367;     0.063125;     0.153012;     0.000255;     0.001892;     0.056468;     0.005249;     0.003632;     0.000779;     0.000558;     0.000319;     0.000285;     0.021018;     0.005648;     0.021188;     0.002767;     0.002082;     0.000688;     0.009125;     0.004224;     0.000485;     0.000810;     0.000408;     0.003334;     0.005648
