          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.020247;     0.000954;     0.315291;     0.000562;     0.018831;     0.018427;     1.032962;     0.052816;     0.000665;     0.998322;     0.009629;     2.470850;     0.791183;     0.002043;     0.003581;     0.388482;     0.000555;     0.048010;     0.000080;     0.025212;     0.000120;     0.000559;     0.466826;     0.009575;     0.011687;    15.217604;     0.006208;     0.001430;     0.006146;     0.049397;     0.001678;     0.002002;     0.001826;     0.006065;    -0.030827
EEZ65       ;     0.004505;     0.000123;     0.092221;     0.015817;     0.007537;     0.009591;     0.401978;     0.616926;     0.004715;     0.109253;     0.007921;     0.849926;     2.810625;     0.000768;     0.002629;     1.069675;     0.090247;     0.007775;     0.013373;     0.005410;     0.008939;     0.000562;     0.165284;     0.274052;     0.047635;     0.018680;     0.002128;    -0.001221;     0.051658;     0.172839;     0.000825;     0.001790;     0.001126;     0.008776;     0.001912
EEZ71       ;     0.004939;     0.000991;     0.122605;     0.016168;     0.011865;     0.006216;     0.502343;     0.464048;     0.002327;     0.073831;     0.008190;     0.866230;     2.512558;     0.002754;     0.002909;     1.356321;     4.232599;     0.049564;     0.009987;     0.006870;     0.004490;     0.001072;     0.210955;     0.158478;     0.040703;     0.004232;     0.007480;     0.000276;     0.091881;     0.133248;     0.002155;     0.001369;     0.009515;     0.018841;     0.004991
EEZ91       ;     0.076593;     0.005239;     0.586460;     0.012335;     0.098632;     0.125909;     1.888825;     0.046789;     0.001090;    34.316238;     0.003667;     9.716205;     1.773034;     0.010615;     0.017343;     0.888185;     0.000861;     0.401886;     0.005674;     0.052850;     0.001629;     0.001548;     0.914344;     0.009267;     0.325759;    30.434828;     0.014050;     0.001792;     0.031486;     0.029870;     0.007904;     0.019076;     0.001884;     0.029139;    -0.078995
EEZ99       ;     0.006923;     0.000172;     0.038446;     0.000504;     0.011690;     0.005731;     0.093263;     0.006193;     0.000031;     0.238659;     0.000265;     1.070194;     0.088708;     0.000506;     0.001270;     0.042501;    -0.000172;     0.013715;     0.000091;     0.003522;     0.000025;     0.000237;     0.042440;     0.000420;     0.005230;     0.017181;     0.001804;    -0.000237;     0.002093;     0.001692;     0.000411;     0.001197;     0.000096;     0.002681;    -0.002481
EEZ100      ;     0.000088;     0.000008;     0.002918;     0.000248;     0.000179;     0.000251;     0.015239;     0.027969;     0.000185;     0.007621;     0.000354;     0.042799;     0.166440;     0.000018;     0.000049;     0.080073;     0.001815;     0.000334;     0.000278;     0.000151;     0.000337;     0.000004;     0.007052;     0.008901;     0.000948;     0.001478;     0.000059;     0.000026;     0.001468;     0.010527;     0.000024;     0.000034;     0.000015;     0.000085;     0.000022
EEZ108      ;     0.037400;     0.003451;     1.204281;     0.037332;     0.106030;     0.115929;     5.719962;     0.653124;     0.003814;     1.158638;     0.027762;     9.488391;    23.544601;     0.011192;     0.013374;    68.441078;    -0.048472;     0.324002;     0.033886;     0.066889;     0.008250;     0.001674;     2.189483;     0.103913;     0.828464;     0.206855;     0.018921;    -0.003690;     0.041926;     0.269868;     0.009627;     0.009569;     0.001580;     0.055545;    -0.001654
EEZ109      ;     0.006353;     0.000130;     0.250867;     0.002403;     0.013628;     0.023323;     0.334129;     0.024387;     0.000074;     0.096149;     0.000655;     2.877502;     1.192656;     0.000671;     0.001750;     0.317533;    -0.001588;     0.019805;     0.000603;     0.007016;     0.000105;     0.000481;     0.204931;     0.001057;     0.047456;     0.007124;     0.003695;    -0.000423;     0.001506;     0.004729;     0.000726;     0.001608;     0.000222;     0.010849;    -0.003112
EEZ110      ;     0.002762;     0.000072;     0.085445;     0.000706;     0.005687;     0.008231;     0.105940;     0.005677;     0.000044;     0.043634;     0.000256;     2.273037;     0.243366;     0.000329;     0.000861;     0.082415;    -0.000328;     0.009143;     0.000215;     0.004050;     0.000055;     0.000236;     0.060774;     0.000492;     0.013656;     0.001968;     0.001724;    -0.000253;     0.000760;     0.001605;     0.000345;     0.000873;     0.000094;     0.003368;    -0.001240
EEZ119      ;     0.000006;     0.000001;     0.000247;     0.000026;     0.000008;     0.000046;     0.001435;     0.001706;     0.000010;     0.000177;     0.000016;     0.002521;     0.007513;     0.000001;     0.000004;     0.004282;     0.000935;     0.000017;     0.000021;     0.000016;     0.000024;     0.000001;     0.000416;     0.000587;     0.000200;     0.000017;     0.000006;     0.000004;     0.000168;     0.000539;     0.000001;     0.000005;     0.000006;     0.000030;     0.000010
EEZ123      ;     0.000610;     0.000037;     0.013156;     0.001099;     0.001365;     0.001073;     0.038912;     0.026232;     0.000337;     0.003019;     0.003284;     0.055069;     0.179966;     0.000147;     0.000352;     0.055594;     0.018453;     0.000827;     0.000725;     0.000731;     0.000389;     0.000062;     0.011938;     0.017874;     0.004340;     0.000272;     0.000392;     0.000155;     0.022630;     0.008135;     0.000134;     0.000207;     0.000343;     0.000966;     0.000177
EEZ185      ;     0.015000;     0.000370;     0.041692;     0.043107;     0.006860;     0.042755;     1.266190;     3.119034;     0.005622;     0.012195;     0.016940;     0.170425;     0.284670;     0.002546;     0.022099;     0.068522;    -0.004220;     0.004334;     0.035648;     0.001139;     0.012353;     0.002834;     0.221870;     0.367418;     0.364950;     0.000624;     0.020950;    -0.007324;     0.054882;     2.961058;     0.001762;     0.012986;    -0.000985;     0.032016;    -0.001320
EEZ187      ;     0.000103;     0.000001;     0.000340;     0.000379;     0.000036;     0.000330;     0.009016;     0.012769;     0.000070;     0.000122;     0.000156;     0.001233;     0.003598;     0.000019;     0.000175;     0.000903;    -0.000045;     0.000034;     0.000251;     0.000007;     0.000139;     0.000024;     0.001517;     0.009910;     0.001950;     0.000008;     0.000178;    -0.000080;     0.000542;     0.006036;     0.000013;     0.000097;     0.000011;     0.000164;    -0.000005
EEZ188      ;     0.002378;    -0.000026;     3.344862;     0.001778;     0.010217;     0.012205;     0.637874;     0.029613;     0.000132;     0.024390;     0.000374;     1.448602;     0.727348;     0.000147;     0.000505;     0.092357;    -0.000787;     0.008541;     0.001269;     0.009924;     0.000263;     0.000330;     1.256983;     0.000091;     0.044902;     0.000697;     0.001664;    -0.000147;    -0.000057;     0.007301;     0.000380;     0.000834;     0.000103;     0.005867;    -0.001917
EEZ189      ;     0.048940;    -0.000950;     6.426248;     0.048125;     0.107608;     0.125176;    16.781284;     1.886095;     0.004490;     0.247211;     0.014741;     7.198216;    13.047747;     0.001537;     0.005233;     1.568617;    -0.015983;     0.082889;     0.045816;     0.070235;     0.013230;     0.003273;    29.881580;     0.117240;     0.892132;     0.007331;     0.013933;    -0.001886;     0.040904;     0.278984;     0.005074;     0.005978;     0.000834;     0.108020;    -0.025891
EEZ190      ;     0.074506;     0.000213;     0.909036;     0.050313;     0.053137;     0.117712;    37.174171;     3.668923;     0.005540;     0.099552;     0.017052;     2.081192;     3.828106;     0.009175;     0.021924;     0.587551;    -0.006657;     0.036701;     0.056413;     0.022964;     0.019355;     0.001968;     9.868061;     0.158341;     0.736486;     0.001610;     0.008146;    -0.008319;     0.055191;     0.316973;     0.007772;     0.010535;    -0.002119;     0.070846;    -0.015375
EEZ191      ;     0.108081;     0.002010;     0.387772;     0.143578;     0.047529;     0.210993;    11.175614;    31.762638;     0.014683;     0.113423;     0.045560;     1.531173;     4.467349;     0.019917;     0.088827;     0.778973;    -0.017827;     0.048766;     0.119734;     0.013721;     0.045935;     0.009088;     2.542879;     1.281742;     1.279724;     0.004838;     0.056414;    -0.030588;     0.160656;     1.544025;     0.013184;     0.041515;    -0.008544;     0.125550;    -0.008937
EEZ209      ;     0.421406;     0.016101;     6.787080;     0.059918;     0.693788;     0.640283;     9.186563;     0.517113;     0.003644;    11.319366;     0.024444;   152.967804;    14.204243;     0.049271;     0.111052;     7.206346;    -0.028948;     1.414831;     0.019718;     0.334296;     0.005043;     0.020683;     5.527728;     0.030106;     0.901005;     0.568399;     0.162033;    -0.019112;     0.158894;     0.142472;     0.040587;     0.104592;     0.010855;     0.286534;    -0.103118
