          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.081636;     0.020598;     4.415062;     0.025119;     0.178325;     1.492823;    31.590927;     1.517316;     0.017863;    27.756556;     0.023006;    53.421303;    10.797184;     0.071441;     0.102438;     1.405046;     0.136978;     0.473835;     0.020108;     0.374286;     0.016746;     0.000108;     4.873248;     0.171642;     1.095409;     5.769901;     0.032148;     0.020150;     0.034754;     0.112756;     0.024160;     0.073614;     0.024638;     0.051238;     0.171642
EEZ65       ;     0.276934;     0.022423;     0.965611;     0.181054;     0.273833;     0.987311;    13.621783;     2.996645;     0.087675;     1.295098;     0.337041;     5.256321;    25.253267;     0.023752;     0.144979;     6.412174;     0.670779;     0.419915;     0.177025;     0.057092;     0.049960;     0.019019;     3.264424;     2.235277;     4.510282;     0.167718;     0.436513;     0.100948;     0.260475;     1.426154;     0.023934;     0.140459;     0.013385;     0.203448;     2.235277
EEZ71       ;     0.617135;     0.100165;     4.264881;     0.753047;     0.951576;     1.466411;    35.783428;     6.660828;     0.261642;     5.408841;     0.956286;    29.350948;    64.582314;     0.213426;     0.448682;    22.923391;    13.770400;     1.810509;     0.486813;     0.222636;     0.146125;     0.003036;    10.393200;     3.563419;     4.091972;     0.514172;     0.071110;     0.199317;     0.967267;     2.732725;     0.175743;     0.254312;     0.079612;     0.211235;     3.563419
EEZ91       ;     0.017541;     0.007247;     1.237098;     0.011261;     0.088250;     0.080570;     2.867567;     0.138420;     0.002936;    10.481941;     0.005235;    10.665571;     3.004434;     0.002467;     0.002316;     0.951825;     0.017210;     0.167664;     0.005865;     0.075968;     0.016885;     0.006376;     1.827999;     0.031874;     0.165540;    15.084293;     0.017745;     0.011104;     0.013937;     0.039072;     0.002914;     0.002744;     0.010345;     0.009920;     0.031874
EEZ99       ;     0.003917;     0.000200;     0.046102;     0.001335;     0.004125;     0.007542;     0.140613;     0.009502;     0.000468;     0.973244;     0.001454;     1.516384;     0.254604;     0.000228;     0.000813;     0.156273;     0.000630;     0.005178;     0.002204;     0.002162;     0.001204;     0.000187;     0.060325;     0.000916;     0.018402;     0.138429;     0.001209;     0.000493;     0.003055;     0.004481;     0.000360;     0.000981;     0.000565;     0.002497;     0.000916
EEZ100      ;     0.010440;     0.001198;     0.037226;     0.004591;     0.009685;     0.029815;     0.505042;     0.168020;     0.003762;     0.094635;     0.013837;     0.173061;     1.259505;     0.001743;     0.007080;     0.323056;     0.011873;     0.023646;     0.004817;     0.004871;     0.001462;     0.001746;     0.135901;     0.053603;     0.148981;     0.012816;     0.026751;     0.006003;     0.010115;     0.079571;     0.001552;     0.005907;     0.000417;     0.008668;     0.053603
EEZ108      ;     0.321327;     0.086946;     6.099056;     0.812857;     0.426879;     1.253255;    28.239252;     2.237356;     0.209586;     9.973768;     0.282490;    55.216309;    68.173996;     0.056982;     0.108533;    81.029099;     0.162725;     1.222319;     0.686853;     0.327064;     0.199405;     0.005238;    10.009352;     0.469326;     6.169518;     1.330438;     0.073405;     0.079681;     0.640208;     0.946237;     0.063752;     0.122480;     0.060712;     0.371282;     0.469326
EEZ109      ;     0.015228;     0.000678;     0.336237;     0.028098;     0.009045;     0.038270;     1.016789;     0.074871;     0.006272;     0.577369;     0.015839;     6.874287;     2.328580;     0.000713;     0.003686;     0.514507;     0.000657;     0.023285;     0.034585;     0.011285;     0.011978;     0.000825;     0.438024;     0.004962;     0.248834;     0.084112;     0.005093;     0.001598;     0.026078;     0.032083;     0.001093;     0.009766;     0.002699;     0.024613;     0.004962
EEZ110      ;     0.004704;     0.000311;     0.081295;     0.005893;     0.003528;     0.008459;     0.249487;     0.016407;     0.001872;     0.219500;     0.004083;     3.821927;     0.558870;     0.000299;     0.001095;     0.154546;     0.000127;     0.009341;     0.008514;     0.002727;     0.003400;     0.000393;     0.111125;     0.001474;     0.039431;     0.029600;     0.001962;     0.000630;     0.007283;     0.008696;     0.000382;     0.001899;     0.000637;     0.004631;     0.001474
EEZ119      ;     0.001004;     0.000044;     0.006810;     0.000509;     0.001285;     0.008929;     0.079965;     0.006691;     0.000298;     0.006967;     0.001570;     0.024443;     0.120878;     0.000042;     0.000725;     0.020273;     0.009455;     0.002204;     0.000605;     0.000346;     0.000184;     0.000007;     0.027333;     0.011739;     0.012368;     0.000718;     0.000119;     0.000075;     0.000991;     0.004596;     0.000084;     0.000645;     0.000117;     0.000241;     0.011739
EEZ123      ;     0.003554;     0.002472;     0.113550;     0.005676;     0.010265;     0.014354;     0.404771;     0.205466;     0.009638;     0.072990;     0.095230;     0.750781;     1.614432;     0.000942;     0.004432;     0.593461;     0.387310;     0.003469;     0.007145;     0.005689;     0.002872;     0.000086;     0.154314;     0.296940;     0.088749;     0.004675;     0.002779;     0.004163;     0.078064;     0.150354;     0.000511;     0.003537;     0.003360;     0.004028;     0.296940
EEZ185      ;     0.071327;     0.013696;     0.908106;     0.343128;     0.093164;     0.226014;     9.802541;     9.252247;     0.029658;     0.844545;     0.047598;     3.722474;     2.589224;     0.017363;     0.089170;     0.425886;     0.002558;     0.131947;     0.167040;     0.038141;     0.059432;     0.008333;     2.835397;     0.261795;     1.689773;     0.065324;     0.042534;     0.037480;     0.110196;     2.585218;     0.015387;     0.087266;     0.008385;     0.143860;     0.261795
EEZ187      ;     0.000654;     0.000083;     0.007469;     0.003455;     0.000816;     0.002553;     0.085935;     0.076124;     0.000449;     0.005996;     0.000789;     0.033337;     0.024865;     0.000099;     0.000504;     0.003599;     0.000019;     0.000976;     0.001607;     0.000348;     0.000608;     0.000033;     0.023940;     0.004115;     0.019290;     0.000619;     0.000270;     0.000287;     0.001182;     0.017897;     0.000115;     0.000813;     0.000040;     0.000994;     0.004115
EEZ188      ;     0.010244;     0.000386;     2.449969;     0.022321;     0.032234;     0.021886;     1.243525;     0.054267;     0.001825;     0.332544;     0.001862;     4.043167;     1.920229;     0.000858;     0.001643;     0.187671;     0.000797;     0.042845;     0.021955;     0.009490;     0.004501;     0.000569;     1.248557;     0.005579;     0.125167;     0.017330;     0.003734;     0.000658;     0.008316;     0.013562;     0.001377;     0.001031;     0.000616;     0.016700;     0.005579
