          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.301255;     0.008696;     4.883993;     0.615512;     0.141560;     0.363005;    11.081030;     0.436558;     0.083107;     8.254642;     0.043920;    50.454441;    20.249645;     0.033140;     0.117059;     8.602006;     0.510064;     0.175408;     0.258647;     0.253416;     0.142430;     0.009756;     5.611455;     0.511259;     1.926589;     2.911906;     0.121278;     0.053267;     0.444590;     0.475793;     0.035655;     0.120806;     0.064053;     0.325798;     0.511259
EEZ65       ;     0.333010;     0.050397;     2.772094;     2.259047;     0.297934;     0.735086;    21.085005;     5.676279;     0.220549;     1.211092;     0.337867;    12.146188;    28.471416;     0.047532;     0.363141;     8.230399;     0.699840;     0.257902;     0.687143;     0.254655;     0.221182;     0.062932;     6.102314;     2.563605;     5.020276;     0.173306;     0.463362;     0.259601;     1.712474;     2.228055;     0.041368;     0.209238;     0.767820;     2.056304;     2.563605
EEZ71       ;     1.470064;     0.150005;     5.293922;     3.231852;     1.376110;     1.754019;    35.357262;     6.486687;     0.444416;     2.491933;     0.717685;    27.292940;    47.094879;     0.103898;     0.691532;    12.935720;    20.938450;     1.139459;     1.175679;     0.398840;     0.409338;     0.072798;     9.853841;     4.379634;     8.695688;     0.182647;     0.862730;     0.640778;     3.303771;     2.996091;     0.109993;     0.624682;     2.795043;     4.444981;     4.379634
EEZ91       ;     0.033184;     0.002974;     0.452068;     0.004659;     0.040403;     0.015883;     0.637494;     0.026459;     0.009927;    19.383696;     0.003370;     6.223411;     1.944840;     0.002629;     0.006626;     0.593034;     0.006018;     0.192805;     0.007617;     0.016337;     0.004123;     0.000924;     0.397321;     0.003546;     0.057516;    22.736221;     0.009079;     0.004114;     0.057966;     0.010821;     0.006523;     0.005458;     0.002163;     0.017237;     0.003546
EEZ99       ;     0.000679;     0.000086;     0.028650;     0.000747;     0.001073;     0.001121;     0.103086;     0.005263;     0.000102;     1.115936;     0.000115;     0.735055;     0.164147;     0.000079;     0.000332;     0.077881;     0.000184;     0.002131;     0.000087;     0.002196;     0.000062;     0.000060;     0.034010;     0.000280;     0.007291;     0.102505;     0.000944;     0.000381;     0.001111;     0.000522;     0.000086;     0.000159;     0.000328;     0.002032;     0.000280
EEZ100      ;     0.009431;     0.000676;     0.072874;     0.041575;     0.010853;     0.017073;     0.622122;     0.159123;     0.009671;     0.041357;     0.009427;     0.357012;     1.482984;     0.000655;     0.005513;     0.502476;     0.016243;     0.011939;     0.018894;     0.006084;     0.006882;     0.000486;     0.179155;     0.048508;     0.089946;     0.005337;     0.005140;     0.002826;     0.046765;     0.058281;     0.000791;     0.002831;     0.011710;     0.032854;     0.048508
EEZ108      ;     0.406909;     0.031670;     5.561450;     0.486356;     0.687778;     0.710733;    21.051468;     1.755761;     0.061862;     9.738823;     0.050783;    63.901581;    67.064621;     0.016982;     0.114120;    90.340546;     0.167460;     0.612007;     0.147630;     0.445900;     0.057390;     0.016864;     7.974271;     0.184188;     2.592231;     1.712676;     0.209673;     0.073966;     0.571182;     0.483722;     0.028311;     0.132061;     0.207601;     1.046290;     0.184188
EEZ109      ;     0.004104;     0.000289;     0.161283;     0.002761;     0.007218;     0.005854;     0.317691;     0.012093;     0.000127;     0.665195;     0.000176;     7.391407;     1.190975;     0.000280;     0.000907;     0.235671;     0.000316;     0.008325;     0.000310;     0.006914;     0.000128;     0.000656;     0.194866;     0.000869;     0.033340;     0.053472;     0.004427;     0.001033;     0.005353;     0.001025;     0.000297;     0.000709;     0.001316;     0.008746;     0.000869
EEZ110      ;     0.001008;     0.000162;     0.046077;     0.000989;     0.001359;     0.002045;     0.090996;     0.002649;     0.000001;     0.195120;     0.000011;     3.852877;     0.269249;     0.000155;     0.000323;     0.072587;     0.000132;     0.004534;     0.000199;     0.003950;     0.000041;     0.000224;     0.043942;     0.000178;     0.010247;     0.016063;     0.001346;     0.000487;     0.001288;     0.000133;     0.000157;     0.000256;     0.000318;     0.002719;     0.000178
EEZ119      ;     0.001106;     0.000236;     0.007324;     0.003264;     0.000902;     0.002583;     0.057078;     0.011030;     0.000639;     0.003789;     0.001828;     0.040226;     0.116544;     0.000147;     0.001089;     0.026365;     0.007421;     0.000806;     0.001174;     0.000734;     0.000543;     0.000127;     0.013988;     0.007315;     0.009646;     0.000307;     0.001392;     0.000898;     0.005147;     0.005261;     0.000112;     0.000716;     0.003308;     0.005640;     0.007315
EEZ123      ;     0.023006;     0.003728;     0.132491;     0.063538;     0.019803;     0.057821;     1.188771;     0.472533;     0.028450;     0.049521;     0.092730;     0.590847;     1.872228;     0.002745;     0.023519;     0.185328;     0.337627;     0.016446;     0.036996;     0.008817;     0.023444;     0.001243;     0.284596;     0.393857;     0.238930;     0.005653;     0.034940;     0.024368;     0.154286;     0.254985;     0.002703;     0.020585;     0.082543;     0.071064;     0.393857
EEZ185      ;     0.284813;     0.032389;     1.127176;     0.701599;     0.161266;     0.745120;    12.674800;     9.207363;     0.057280;     0.503462;     0.066688;     3.662195;     2.761435;     0.049849;     0.310718;     0.337795;     0.002690;     0.193243;     0.360509;     0.083546;     0.137976;     0.026986;     2.723543;     0.316210;     3.116780;     0.030544;     0.308835;     0.149616;     0.631549;     4.221759;     0.053690;     0.247786;     0.257355;     0.660223;     0.316210
EEZ187      ;     0.004140;     0.000443;     0.011051;     0.010587;     0.001950;     0.009862;     0.111485;     0.058906;     0.000864;     0.004965;     0.001066;     0.041787;     0.029542;     0.000604;     0.004000;     0.002763;     0.000039;     0.002286;     0.004508;     0.000605;     0.002229;     0.000378;     0.024677;     0.004457;     0.028075;     0.000327;     0.003599;     0.002004;     0.009555;     0.043042;     0.000607;     0.003055;     0.004161;     0.008922;     0.004457
EEZ188      ;     0.072013;     0.000490;     3.317476;     0.018019;     0.048669;     0.055367;     1.071945;     0.040256;     0.000518;     0.158261;     0.000504;     4.719323;     1.822083;     0.002144;     0.008986;     0.158483;     0.000344;     0.036394;     0.004144;     0.018360;     0.001029;     0.001266;     1.004283;     0.001942;     0.081261;     0.010832;     0.007601;     0.002320;     0.019483;     0.005203;     0.003897;     0.014792;     0.002946;     0.027427;     0.001942
