            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.005409;     0.000500;     0.198592;     0.000582;     0.001056;     0.007449;     0.003882;     0.391089;     0.008259;     0.000212;     0.690764;     0.001164;     0.784153;     0.493709;     0.001195;     0.001564;     0.000403;     0.125433;     0.000687;     0.026392;     0.000585;     0.015339;     0.000399;     0.000350;     0.226751;     0.007349;     0.004216;     1.828594;     0.001230;     0.000723;     0.011583;     0.003327;     0.001400;     0.000200;     0.001826;     0.001859;    16.101791;     0.007653;     0.000133;     0.129100;     0.110579;     0.436722;    16.932795
EEZ65       ;     0.070575;     0.002526;     0.574231;     0.002222;     0.035251;     0.021881;     0.171846;     3.219311;     0.636550;     0.024066;     0.087648;     0.135778;     0.858387;     8.294600;     0.003221;     0.004756;     0.030799;     0.871392;     0.308720;     0.030498;     0.040679;     0.037643;     0.029288;     0.002379;     1.222645;     1.924237;     0.714729;     0.009364;     0.011847;     0.010655;     0.190158;     0.497667;     0.005688;     0.028753;     0.005208;     0.047227;     2.700569;     0.903601;     0.001416;     0.035754;     0.028848;     5.966604;     2.423787
EEZ71       ;     0.098107;     0.002527;     0.653468;     0.002681;     0.039487;     0.038913;     0.199569;     3.127638;     0.486935;     0.018385;     0.217788;     0.085386;     1.196277;     6.036406;     0.003055;     0.006227;     0.030752;     0.889489;     5.871130;     0.066725;     0.041406;     0.049776;     0.028026;     0.003615;     1.069961;     1.162318;     0.717606;     0.024847;     0.014028;     0.008543;     0.222397;     0.317265;     0.006405;     0.039784;     0.011084;     0.060669;     4.458974;     0.632201;     0.002188;     0.054546;     0.067218;     3.626275;    11.675917
EEZ91       ;     0.044759;     0.003682;     0.755355;     0.003297;     0.032811;     0.038809;     0.064207;     2.029449;     0.163877;     0.003383;    21.687725;     0.015787;     4.990281;     4.161481;     0.007540;     0.009491;     0.010030;     0.642463;     0.007956;     0.187814;     0.018152;     0.049788;     0.009080;     0.001587;     0.967118;     0.068073;     0.287347;    23.031425;     0.009330;     0.004889;     0.107721;     0.056210;     0.008745;     0.008963;     0.008131;     0.018957;    75.089478;     0.175912;     0.000929;     5.052657;     1.943087;     2.934312;     3.162915
EEZ99       ;     0.004025;     0.000186;     0.058816;     0.000074;     0.000564;     0.001794;     0.010445;     0.160639;     0.004247;     0.000165;     0.168284;     0.000545;     0.295580;     0.185971;     0.000078;     0.000361;     0.000843;     0.018588;     0.000132;     0.008217;     0.000677;     0.005872;     0.000338;     0.000037;     0.048255;     0.001963;     0.027569;     0.022149;     0.000301;     0.000272;     0.001947;     0.001752;     0.000615;     0.000736;     0.000159;     0.001327;     0.404557;     0.005767;     0.000032;     0.005928;     0.001767;     0.212406;     0.011018
EEZ100      ;     0.002735;     0.000186;     0.024907;     0.000051;     0.001235;     0.000994;     0.006002;     0.123670;     0.022595;     0.001044;     0.003884;     0.004304;     0.041533;     0.497696;     0.000067;     0.000202;     0.001026;     0.058203;     0.006039;     0.001478;     0.002222;     0.001754;     0.001571;     0.000076;     0.057679;     0.057670;     0.029263;     0.000501;     0.000317;     0.000419;     0.006731;     0.015975;     0.000227;     0.000924;     0.000189;     0.001447;     0.108217;     0.035873;     0.000045;     0.001544;     0.001255;     0.257208;     0.072040
EEZ108      ;     0.300561;     0.004015;     1.709686;     0.002303;     0.108444;     0.131531;     0.527213;     7.928480;     0.703174;     0.038946;     1.285658;     0.098056;     4.770769;    22.268867;     0.005400;     0.005954;     0.049788;    10.578094;     0.073211;     0.196819;     0.126824;     0.155265;     0.076464;     0.003898;     2.693150;     0.481884;     2.080426;     0.312269;     0.016795;     0.007414;     0.323209;     0.295680;     0.007149;     0.091420;     0.014502;     0.131312;    16.188236;     1.145121;     0.002605;     0.226399;     0.177991;    10.444608;     5.370405
EEZ109      ;     0.020029;     0.000489;     0.093385;     0.000231;     0.006285;     0.012179;     0.045804;     0.468581;     0.015271;     0.001551;     0.072754;     0.006222;     0.475546;     1.282903;     0.000456;     0.000729;     0.001995;     0.121271;     0.002955;     0.018300;     0.004435;     0.013426;     0.002564;     0.000148;     0.155652;     0.023805;     0.139086;     0.013431;     0.000809;     0.000583;     0.019726;     0.012472;     0.000937;     0.005164;     0.000874;     0.005517;     0.646590;     0.040136;     0.000105;     0.010600;     0.005941;     3.408401;     0.236661
EEZ110      ;     0.007717;     0.000135;     0.044145;     0.000055;     0.001218;     0.005884;     0.016845;     0.189737;     0.005415;     0.000480;     0.027845;     0.001912;     0.213853;     0.412074;     0.000126;     0.000203;     0.000581;     0.035739;     0.000743;     0.006189;     0.001340;     0.004844;     0.000759;     0.000037;     0.071985;     0.005802;     0.046663;     0.004164;     0.000186;     0.000112;     0.005344;     0.003824;     0.000318;     0.001982;     0.000220;     0.001795;     0.203085;     0.013027;     0.000035;     0.004051;     0.001613;     0.990159;     0.046756
EEZ119      ;     0.000215;     0.000007;     0.002034;     0.000004;     0.000122;     0.000077;     0.000608;     0.011381;     0.002126;     0.000088;     0.000528;     0.000343;     0.003832;     0.026950;     0.000003;     0.000018;     0.000080;     0.003542;     0.002838;     0.000125;     0.000178;     0.000126;     0.000123;     0.000008;     0.004353;     0.004083;     0.002215;     0.000050;     0.000023;     0.000019;     0.000682;     0.001394;     0.000020;     0.000099;     0.000019;     0.000153;     0.010474;     0.003020;     0.000004;     0.000149;     0.000176;     0.015836;     0.012877
