            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.003408;     0.000136;     0.072230;     0.000262;     0.001644;     0.006163;     0.009040;     0.152010;     0.004910;     0.000263;     1.057126;     0.005010;     0.501834;     0.223716;     0.000422;     0.000622;     0.000620;     0.047110;     0.002130;     0.022512;     0.000411;     0.006935;     0.000348;     0.000189;     0.055408;     0.015243;     0.015006;     2.240504;     0.000864;     0.000403;     0.023076;     0.008444;     0.000724;     0.000414;     0.000898;     0.003034;    16.140804;     0.006875;     0.000164;     0.217230;     0.267699;     0.148785;    17.148375
EEZ65       ;     0.039970;    -0.000316;     0.283933;     0.003078;     0.054835;     0.013149;     0.088330;     1.374116;     0.438801;     0.010907;     0.042392;     0.080798;     0.689067;     6.871727;     0.005672;     0.002877;     0.031955;     0.818647;     0.423795;     0.020801;     0.040019;     0.013907;     0.019218;     0.004150;     0.466512;     1.783800;     0.496927;     0.005387;     0.049091;     0.011103;     0.322183;     0.230996;     0.003726;     0.019333;     0.004109;     0.074121;     2.843650;     0.519356;     0.001945;     0.019189;     0.002539;     4.101109;     2.583104
EEZ71       ;     0.035687;     0.000401;     0.177518;     0.004803;     0.037342;     0.013829;     0.098576;     1.232229;     0.338026;     0.008670;     0.035890;     0.088303;     0.331966;     3.838574;     0.006134;     0.003560;     0.026726;     0.443253;     6.763720;     0.027047;     0.039326;     0.009836;     0.017849;     0.003884;     0.438451;     1.096481;     0.615485;     0.006914;     0.033027;     0.012819;     0.437491;     0.200371;     0.002612;     0.025501;     0.007608;     0.066454;     5.058639;     0.397135;     0.002085;     0.015743;     0.008111;     2.166371;    13.508551
EEZ91       ;     0.076307;     0.003656;     0.177456;     0.004229;     0.002480;     0.067902;     0.042574;     0.836599;     0.026547;     0.000628;    35.043144;     0.009302;     3.211425;     0.887453;     0.011180;     0.021600;     0.019921;     0.215969;     0.007649;     0.516765;     0.001833;     0.028011;     0.001002;     0.001340;     0.189115;     0.037755;     0.094454;    33.217503;     0.017212;     0.013057;     0.036826;     0.022798;     0.026014;     0.010168;     0.007013;     0.017626;    78.463127;     0.049825;     0.002061;     8.332700;     3.398744;     0.672771;     4.066266
EEZ99       ;     0.003256;     0.000012;     0.023057;     0.000054;     0.000055;     0.001803;     0.005237;     0.073213;     0.000790;     0.000108;     0.190422;     0.000419;     0.339406;     0.116246;     0.000208;     0.000143;     0.000245;     0.020124;     0.000297;     0.004081;     0.000078;     0.002847;     0.000064;     0.000052;     0.013845;     0.001276;     0.008597;     0.018402;     0.000447;     0.000097;     0.000262;     0.000700;     0.000278;     0.000197;     0.000129;     0.000809;     0.417888;     0.002939;     0.000040;     0.006890;     0.002940;     0.086436;     0.007614
EEZ100      ;     0.002169;    -0.000043;     0.014394;     0.000089;     0.001602;     0.000838;     0.004511;     0.075545;     0.010424;     0.000141;     0.001848;     0.001702;     0.038427;     0.353448;     0.000237;     0.000183;     0.001767;     0.056513;     0.008516;     0.001160;     0.000971;     0.000802;     0.000358;     0.000168;     0.028541;     0.031085;     0.020693;     0.000305;     0.002390;     0.000521;     0.006917;     0.003612;     0.000224;     0.000900;     0.000012;     0.002156;     0.109468;     0.012743;     0.000075;     0.000874;     0.000172;     0.160716;     0.073828
EEZ108      ;     0.132045;    -0.001191;     1.445606;     0.002070;     0.054435;     0.046759;     0.209073;     4.147912;     0.386683;     0.017411;     1.348622;     0.071292;     3.849183;    16.578987;     0.008229;     0.008564;     0.036110;    10.014723;     0.150955;     0.066630;     0.047076;     0.074766;     0.030180;     0.003737;     1.838848;     0.364699;     0.872808;     0.326015;     0.031582;     0.016690;     0.157276;     0.194266;     0.009806;     0.015349;     0.003603;     0.058556;    16.019917;     0.553765;     0.002493;     0.159798;     0.111082;     7.266304;     5.207291
EEZ109      ;     0.014491;     0.000287;     0.106990;     0.000355;     0.002131;     0.009046;     0.025685;     0.359743;     0.007584;     0.000419;     0.110870;     0.002210;     0.491710;     1.359987;     0.000838;     0.000723;     0.001953;     0.185339;     0.002389;     0.010247;     0.001183;     0.008916;     0.000674;     0.000460;     0.130636;     0.011472;     0.059904;     0.020540;     0.002360;     0.001179;     0.008966;     0.004705;     0.000971;     0.001835;     0.000677;     0.005894;     0.776217;     0.016210;     0.000177;     0.011243;     0.004742;     2.301947;     0.129095
EEZ110      ;     0.004938;     0.000040;     0.039552;     0.000077;     0.000564;     0.003728;     0.009016;     0.123695;     0.002475;     0.000047;     0.043717;     0.000459;     0.254086;     0.434035;     0.000221;     0.000208;     0.000517;     0.054619;     0.000667;     0.003334;     0.000195;     0.003383;     0.000104;     0.000132;     0.039305;     0.003306;     0.019779;     0.006281;     0.000601;     0.000202;     0.001978;     0.001390;     0.000285;     0.000505;     0.000173;     0.001853;     0.243451;     0.004572;     0.000049;     0.004078;     0.001477;     0.565442;     0.019467
EEZ119      ;     0.000101;     0.000002;     0.000800;     0.000019;     0.000098;     0.000024;     0.000347;     0.004808;     0.001070;     0.000017;     0.000110;     0.000255;     0.001035;     0.021570;     0.000023;     0.000011;     0.000117;     0.003196;     0.004914;     0.000060;     0.000066;     0.000039;     0.000027;     0.000013;     0.001769;     0.003931;     0.001855;     0.000017;     0.000156;     0.000061;     0.000957;     0.000394;     0.000008;     0.000080;     0.000022;     0.000227;     0.011192;     0.001243;     0.000007;     0.000046;     0.000016;     0.011353;     0.014942
