          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.147085;     0.088207;     2.294950;     0.224892;     0.194026;     1.103103;     7.321317;     0.853685;     0.063668;    42.387093;     0.083290;    40.961754;    28.253178;     0.117612;     0.258597;    21.105001;     0.306507;     2.531954;     0.167445;     0.158125;     0.056942;     0.040717;     2.855808;     0.313391;     2.479268;     6.854855;     0.227261;     0.100144;     0.431193;     0.297805;     0.122260;     0.126868;     0.085603;     0.296020;     0.313391
EEZ65       ;     0.415404;     0.471188;     3.510338;     0.515395;     0.612824;     1.812072;    16.540991;     2.580832;     0.066057;     7.510095;     0.226115;    23.898193;    30.782146;     0.412575;     0.481887;     8.598570;     0.648680;     4.128541;     0.167273;     0.217875;     0.073488;     0.073117;     5.397209;     1.255931;     3.913212;     1.045329;     0.783506;     0.441196;     0.894784;     1.229466;     0.314563;     0.221429;     0.017721;     0.666078;     1.255931
EEZ71       ;     0.478136;     0.356616;     7.660098;     0.845336;     0.896109;     3.879363;    27.433760;     5.755639;     0.336329;     9.244486;     0.864225;    36.661617;    54.537830;     0.430827;     0.712710;    14.668517;     9.669183;     3.229825;     0.321547;     0.344512;     0.182241;     0.154417;    10.756253;     2.801842;     7.695024;     1.166545;     0.768886;     0.299733;     2.426667;     2.764733;     0.349661;     0.352586;     0.032882;     1.744039;     2.801842
EEZ91       ;     0.106836;     0.274172;     1.001907;     0.106040;     0.135550;     0.586260;     5.112864;     0.437200;     0.031704;    18.276503;     0.040368;     7.548940;     5.818320;     0.379459;     0.428036;     1.827699;     0.010886;     5.564714;     0.068888;     0.060305;     0.033432;     0.046750;     1.659728;     0.058032;     1.060519;    15.002146;     0.358713;     0.378003;     0.211402;     0.128476;     0.132061;     0.133329;     0.011767;     0.253961;     0.058032
EEZ99       ;     0.003519;     0.001147;     0.061627;     0.005636;     0.003312;     0.010530;     0.150787;     0.005253;     0.000957;     0.631660;     0.000798;     0.930909;     0.451346;     0.000975;     0.003337;     0.129125;     0.000565;     0.019027;     0.001586;     0.003517;     0.000683;     0.001945;     0.045656;     0.001928;     0.035894;     0.127107;     0.008338;     0.001668;     0.004365;     0.002700;     0.002040;     0.000958;     0.000161;     0.008015;     0.001928
EEZ100      ;     0.013771;     0.007099;     0.090478;     0.012575;     0.022303;     0.061086;     0.811298;     0.233376;     0.003172;     0.273942;     0.005925;     0.705790;     1.348410;     0.012322;     0.014007;     0.516377;     0.018106;     0.146725;     0.004044;     0.009765;     0.002190;     0.002717;     0.147837;     0.022479;     0.177486;     0.040219;     0.019755;     0.008798;     0.029048;     0.034605;     0.010027;     0.010596;     0.000575;     0.029619;     0.022479
EEZ108      ;     1.293888;     0.372244;     9.651900;     1.657423;     1.145715;     4.470222;    28.588699;     1.739364;     0.219207;    21.507418;     0.198409;    59.625885;    71.690323;     0.432398;     1.249890;    79.810524;     0.208489;     3.854710;     0.405695;     0.592475;     0.164845;     0.131449;    11.667858;     0.524845;    10.603852;     4.058483;     0.929268;     0.482516;     1.375659;     0.582266;     0.324477;     0.920349;     0.046070;     2.121312;     0.524845
EEZ109      ;     0.014837;     0.007684;     0.568126;     0.053960;     0.058511;     0.067567;     0.869425;     0.055438;     0.006205;     0.629500;     0.006966;     8.168159;     1.790416;     0.008480;     0.015731;     0.410296;     0.000750;     0.115543;     0.019512;     0.022421;     0.007592;     0.006899;     0.531861;     0.007433;     0.295075;     0.084113;     0.029227;     0.011164;     0.041268;     0.021585;     0.006531;     0.008656;     0.000423;     0.068210;     0.007433
EEZ110      ;     0.003680;     0.002688;     0.182750;     0.009595;     0.008767;     0.015240;     0.226816;     0.016039;     0.001445;     0.170262;     0.001667;     4.325271;     0.550057;     0.002901;     0.005595;     0.138930;     0.000300;     0.027586;     0.004892;     0.008091;     0.001701;     0.001713;     0.159510;     0.003291;     0.059388;     0.024286;     0.008681;     0.004243;     0.008447;     0.007075;     0.001306;     0.003174;     0.000085;     0.012236;     0.003291
EEZ119      ;     0.001487;     0.000465;     0.010913;     0.001820;     0.002558;     0.012597;     0.058230;     0.012963;     0.000447;     0.013608;     0.001359;     0.071305;     0.117502;     0.002008;     0.002233;     0.025883;     0.006738;     0.011805;     0.000912;     0.000526;     0.000534;     0.000443;     0.018214;     0.006011;     0.020993;     0.002236;     0.001162;     0.000523;     0.005053;     0.006723;     0.001675;     0.000998;     0.000068;     0.003998;     0.006011
