          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.246977;     0.137815;     4.121001;     0.112768;     0.388476;     1.160974;    11.219387;     1.025255;     0.199673;    36.591270;     0.206135;    25.235001;    18.504471;     0.178740;     0.453982;     7.123940;     0.073730;     2.283829;     0.209435;     0.297487;     0.084033;     0.040923;     3.518178;     0.275342;     3.651381;     8.835629;     0.357868;     0.148091;     0.450810;     0.353400;     0.199035;     0.193059;     0.040878;     0.553678;     0.275342
EEZ65       ;     0.834071;     0.352076;     2.042132;     0.235918;     0.914447;     1.807171;    14.976757;     4.074282;     0.077363;     3.170559;     0.290494;     9.427844;    19.163885;     0.500448;     1.606188;     4.424945;     0.558086;     4.449856;     0.221539;     0.095689;     0.079435;     0.030094;     2.654228;     1.321015;     7.383027;     0.448629;     1.367043;     0.621866;     0.469197;     1.250839;     0.387382;     0.514352;     0.012802;     0.402316;     1.321015
EEZ71       ;     1.362564;     0.425321;     6.491850;     0.742635;     1.273061;     3.046316;    25.142279;     4.950168;     0.149787;     9.359936;     0.395091;    23.606098;    38.192585;     0.576987;     2.335481;    13.034260;     8.938415;     6.317868;     0.315294;     0.319598;     0.098474;     0.082928;     7.154769;     2.507347;    12.137720;     1.013854;     1.812950;     0.678824;     1.211409;     2.148185;     0.527830;     1.038721;     0.035952;     1.369117;     2.507347
EEZ91       ;     0.193086;     0.118891;     0.714616;     0.059551;     0.332882;     0.374713;     3.082587;     0.336789;     0.015129;    26.389099;     0.022291;    10.514325;     4.729360;     0.108476;     0.223950;     1.870748;     0.016616;     1.862630;     0.015176;     0.027125;     0.010295;     0.025012;     0.851200;     0.114306;     0.727256;    17.540314;     0.428086;     0.120269;     0.229591;     0.110373;     0.094480;     0.083787;     0.026354;     0.457324;     0.114306
EEZ99       ;     0.004744;     0.002390;     0.027491;     0.001384;     0.007738;     0.011055;     0.134842;     0.017475;     0.000250;     0.855882;     0.000630;     1.235773;     0.618645;     0.001669;     0.004573;     0.116194;     0.000379;     0.050078;     0.000441;     0.001675;     0.000134;     0.000127;     0.049420;     0.003625;     0.018467;     0.186015;     0.001755;     0.001085;     0.003269;     0.007029;     0.001531;     0.001386;     0.000127;     0.004098;     0.003625
EEZ100      ;     0.064830;     0.021422;     0.056823;     0.004716;     0.060013;     0.107069;     0.844106;     0.184871;     0.001017;     0.231066;     0.007860;     0.301400;     0.636436;     0.042718;     0.111614;     0.157232;     0.009564;     0.283431;     0.008840;     0.004276;     0.002431;     0.000468;     0.102222;     0.026842;     0.357681;     0.036404;     0.075214;     0.051398;     0.010101;     0.068951;     0.023028;     0.026266;     0.000235;     0.008613;     0.026842
EEZ108      ;     0.375293;     0.075191;     3.879980;     0.181527;     0.382056;     1.120603;    14.406489;     2.115759;     0.093315;    12.577534;     0.255755;    38.438251;    68.302414;     0.096428;     0.292312;    87.064682;     0.290662;     2.391783;     0.241555;     0.220854;     0.058347;     0.012422;     5.030337;     0.667640;     3.688550;     3.384551;     0.169816;     0.050850;     0.634294;     0.922794;     0.130887;     0.139987;     0.018801;     0.330714;     0.667640
EEZ109      ;     0.007415;     0.002646;     0.260079;     0.003057;     0.007745;     0.020101;     0.500285;     0.024049;     0.000884;     0.734013;     0.003088;     7.390700;     1.827279;     0.003301;     0.009936;     0.328158;     0.001064;     0.080262;     0.002051;     0.009018;     0.000679;     0.000223;     0.262385;     0.010738;     0.043511;     0.069361;     0.004515;     0.001794;     0.015067;     0.011468;     0.004044;     0.004353;     0.000423;     0.011565;     0.010738
EEZ110      ;     0.000777;     0.000408;     0.067005;     0.000917;     0.001712;     0.003401;     0.097548;     0.007366;     0.000228;     0.195046;     0.000405;     3.982973;     0.495925;     0.000367;     0.001080;     0.082223;     0.000273;     0.012445;     0.000347;     0.003313;     0.000142;     0.000098;     0.073223;     0.001824;     0.006040;     0.029215;     0.001059;     0.000252;     0.003378;     0.001778;     0.000418;     0.000438;     0.000095;     0.003456;     0.001824
EEZ119      ;     0.005005;     0.002326;     0.008252;     0.000501;     0.004900;     0.010341;     0.055671;     0.016102;     0.000125;     0.008511;     0.000510;     0.026917;     0.064451;     0.003668;     0.011464;     0.016593;     0.005085;     0.027902;     0.000396;     0.000463;     0.000150;     0.000138;     0.008612;     0.005240;     0.043791;     0.001027;     0.008803;     0.004370;     0.001799;     0.006748;     0.002774;     0.003391;     0.000087;     0.001647;     0.005240
