          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.177978;     0.044943;     0.502082;     0.017586;     0.184650;     0.130546;     1.804993;     0.072619;     0.012345;     2.198799;     0.007611;     5.401534;     2.340338;     0.004398;     0.074520;     0.442743;     0.026562;     0.236509;     0.002634;     0.049948;     0.008764;     0.001926;     0.585073;     0.013110;     0.279347;     0.564803;     0.078170;     0.041066;     0.105181;     0.025730;     0.007149;     0.071024;     0.012280;     0.169930;     0.013110
EEZ65       ;     0.078040;     0.028461;     0.105265;     0.024885;     0.044151;     0.068723;     1.458988;     0.275008;     0.004696;     0.068363;     0.008318;     0.788164;     2.767501;     0.006965;     0.046627;     1.649091;     0.168521;     0.066504;     0.009080;     0.005561;     0.003023;     0.004522;     0.386474;     0.133587;     0.175999;     0.004565;     0.027886;     0.008262;     0.008090;     0.093617;     0.005119;     0.012668;     0.019639;     0.027049;     0.133587
EEZ71       ;     0.053696;     0.053342;     0.129614;     0.017925;     0.085816;     0.047938;     0.901670;     0.220849;     0.019344;     0.115033;     0.011936;     1.442038;     1.615404;     0.004925;     0.020156;     0.948476;     3.495416;     0.183909;     0.006592;     0.022242;     0.002150;     0.003525;     0.202557;     0.115244;     0.100055;     0.008094;     0.023289;     0.031626;     0.018310;     0.127209;     0.007704;     0.006400;     0.020309;     0.031961;     0.115244
EEZ91       ;     0.084362;     0.026265;     0.503044;     0.032999;     0.067228;     0.050678;     1.727874;     0.119712;     0.005839;    34.164688;     0.003946;     9.320807;     1.578058;     0.018146;     0.028744;     0.748124;     0.012036;     0.340082;     0.009728;     0.033207;     0.003349;     0.008909;     0.788025;     0.012411;     0.146677;    30.919125;     0.034544;     0.021597;     0.013753;     0.011551;     0.014287;     0.017775;     0.025318;     0.024703;     0.012411
EEZ99       ;     0.003431;     0.000244;     0.012822;     0.001017;     0.004818;     0.001646;     0.054377;     0.002829;     0.000020;     0.154837;     0.000010;     0.830441;     0.053382;     0.000538;     0.001549;     0.031202;     0.000024;     0.012547;     0.000457;     0.000244;     0.000081;     0.000191;     0.015913;     0.000219;     0.001545;     0.010782;     0.000890;     0.000244;     0.000625;     0.000389;     0.000599;     0.000512;     0.000112;     0.000244;     0.000219
EEZ100      ;     0.003265;     0.000701;     0.004963;     0.000342;     0.001893;     0.001308;     0.044262;     0.010056;     0.000661;     0.002898;     0.000273;     0.041478;     0.192975;     0.000325;     0.001829;     0.091226;     0.002624;     0.003103;     0.000085;     0.000268;     0.000031;     0.000064;     0.014430;     0.006069;     0.001401;     0.000213;     0.000786;     0.000362;     0.000146;     0.005110;     0.000274;     0.000334;     0.000474;     0.000701;     0.006069
EEZ108      ;     0.047015;     0.022964;     0.503732;     0.033806;     0.049599;     0.023890;     1.449812;     0.252359;     0.019999;     0.441452;     0.017580;     8.169028;    13.361834;     0.010806;     0.018198;    44.951492;     0.025484;     0.216192;     0.015175;     0.017944;     0.006880;     0.004568;     0.568551;     0.020907;     0.130986;     0.026138;     0.018493;     0.018134;     0.021168;     0.102896;     0.012314;     0.018570;     0.006430;     0.029685;     0.020907
EEZ109      ;     0.001911;     0.000388;     0.049958;     0.001011;     0.001876;     0.001947;     0.108705;     0.010200;     0.000388;     0.001382;     0.000388;     3.380747;     0.700144;     0.000449;     0.001908;     0.195067;     0.000388;     0.015499;     0.000087;     0.000388;     0.000307;     0.000158;     0.065278;     0.000388;     0.012503;     0.000388;     0.000356;     0.000388;     0.000345;     0.001319;     0.000613;     0.000217;     0.000134;     0.000388;     0.000388
EEZ110      ;     0.000656;     0.000124;     0.018164;     0.000193;     0.000822;     0.000625;     0.031468;     0.002823;     0.000124;     0.000424;     0.000124;     2.229982;     0.112562;     0.000170;     0.000655;     0.047067;     0.000124;     0.006127;     0.000031;     0.000124;     0.000016;     0.000058;     0.022638;     0.000124;     0.002419;     0.000124;     0.000124;     0.000124;     0.000124;     0.000136;     0.000232;     0.000124;     0.000122;     0.000124;     0.000124
EEZ119      ;     0.000297;     0.000136;     0.000295;     0.000038;     0.000188;     0.000228;     0.003813;     0.000242;     0.000001;     0.000224;     0.000023;     0.002200;     0.007221;     0.000025;     0.000151;     0.005720;     0.002340;     0.000263;     0.000011;     0.000022;     0.000004;     0.000008;     0.001309;     0.000551;     0.000246;     0.000018;     0.000068;     0.000034;     0.000026;     0.000458;     0.000021;     0.000032;     0.000101;     0.000136;     0.000551
EEZ123      ;     0.002180;     0.006038;     0.004145;     0.003618;     0.001835;     0.005722;     0.071113;     0.019735;     0.000121;     0.003297;     0.002419;     0.022967;     0.055986;     0.000252;     0.001488;     0.061936;     0.042969;     0.002272;     0.000994;     0.000258;     0.000310;     0.000691;     0.017535;     0.014382;     0.023679;     0.000208;     0.003732;     0.000921;     0.002979;     0.012376;     0.000166;     0.000808;     0.000043;     0.000441;     0.014382
EEZ185      ;     0.012229;     0.001630;     0.059999;     0.066045;     0.006637;     0.035452;     1.155375;     3.170240;     0.002759;     0.003088;     0.006327;     0.147820;     0.310538;     0.005740;     0.022962;     0.072214;     0.001064;     0.004418;     0.021795;     0.002246;     0.011420;     0.001569;     0.239891;     0.283285;     0.323096;     0.000677;     0.026035;     0.012446;     0.008006;     2.304657;     0.002111;     0.007691;     0.000402;     0.001850;     0.283285
EEZ187      ;     0.000052;     0.000049;     0.000451;     0.000600;     0.000041;     0.000188;     0.005744;     0.009045;     0.000012;     0.000038;     0.000018;     0.001262;     0.003134;     0.000043;     0.000148;     0.000680;     0.000012;     0.000046;     0.000095;     0.000024;     0.000084;     0.000005;     0.001377;     0.006222;     0.001969;     0.000001;     0.000205;     0.000105;     0.000064;     0.006978;     0.000016;     0.000054;     0.000005;     0.000012;     0.006222
