          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.072790;     0.135565;     0.365089;     0.092343;     0.109200;     0.144959;     1.352657;     0.359566;     0.057502;     1.685428;     0.072364;     4.225975;     0.969267;     0.055898;     0.073672;     0.429358;     0.010617;     0.208933;     0.083659;     0.053630;     0.050870;     0.016774;     0.693212;     0.049983;     0.293159;     0.383439;     0.082765;     0.079671;     0.133551;     0.110057;     0.049244;     0.063508;     0.096393;     0.064921;     0.049983
EEZ65       ;     0.019068;     0.008358;     0.077513;     0.050233;     0.018263;     0.028978;     0.963527;     0.878356;     0.008556;     0.076057;     0.043101;     0.536607;     1.562353;     0.002466;     0.008423;     0.625466;     0.042303;     0.041764;     0.083485;     0.006279;     0.044266;     0.001398;     0.195010;     0.140369;     0.236600;     0.022878;     0.012843;     0.006967;     0.048011;     0.276166;     0.003260;     0.008079;     0.006887;     0.033742;     0.140369
EEZ71       ;     0.060813;     0.036013;     0.189263;     0.041927;     0.053893;     0.119397;     1.741398;     0.880770;     0.026189;     0.232449;     0.056663;     0.903318;     1.974976;     0.018070;     0.043203;     0.590656;     1.900072;     0.145011;     0.059843;     0.023885;     0.029976;     0.005219;     0.431218;     0.219758;     0.364931;     0.054121;     0.036372;     0.024255;     0.058625;     0.327834;     0.027449;     0.031931;     0.021435;     0.078308;     0.219758
EEZ91       ;     0.028698;     0.021436;     0.304799;     0.017624;     0.130414;     0.023745;     0.709753;     0.072252;     0.014485;    24.081669;     0.015412;     6.735456;     1.062733;     0.021916;     0.018031;     0.400930;     0.012376;     0.198918;     0.010988;     0.042108;     0.008742;     0.010591;     0.377730;     0.030698;     0.035836;    37.835178;     0.018474;     0.019288;     0.030306;     0.037461;     0.013926;     0.016893;     0.017050;     0.018391;     0.030698
EEZ99       ;     0.000339;     0.000171;     0.014089;     0.000429;     0.002923;     0.000171;     0.020231;     0.003271;     0.000171;     0.123623;     0.000171;     0.907592;     0.042888;     0.000044;     0.000138;     0.030866;     0.000120;     0.004075;     0.000247;     0.002317;     0.000113;     0.000085;     0.016584;     0.000124;     0.000172;     0.022549;     0.000172;     0.000173;     0.000171;     0.000173;     0.000167;     0.000176;     0.000171;     0.000171;     0.000124
EEZ100      ;     0.001351;     0.000248;     0.002516;     0.001471;     0.000964;     0.001108;     0.062950;     0.024592;     0.000241;     0.003568;     0.001269;     0.037512;     0.104670;     0.000207;     0.000598;     0.043017;     0.000283;     0.002638;     0.002050;     0.000386;     0.000818;     0.000040;     0.014329;     0.003469;     0.006620;     0.001576;     0.000354;     0.000209;     0.000774;     0.006268;     0.000336;     0.000357;     0.000191;     0.000549;     0.003469
EEZ108      ;     0.014302;     0.019686;     0.404229;     0.014970;     0.028340;     0.028408;     0.797718;     0.204478;     0.017003;     0.424455;     0.017909;    12.241919;    11.363771;     0.012152;     0.019241;    44.762474;     0.009372;     0.096813;     0.020051;     0.026162;     0.009425;     0.011104;     0.452250;     0.053619;     0.068285;     0.258163;     0.025697;     0.017677;     0.024047;     0.048337;     0.014585;     0.022598;     0.019256;     0.022888;     0.053619
EEZ109      ;     0.000199;     0.000198;     0.018356;     0.000138;     0.000338;     0.000198;     0.005930;     0.005297;     0.000198;     0.000213;     0.000198;     2.979469;     0.840289;     0.000154;     0.000198;     0.095309;     0.000194;     0.000198;     0.000137;     0.000181;     0.000103;     0.000070;     0.018276;     0.000198;     0.000198;     0.002652;     0.000198;     0.000198;     0.000198;     0.000525;     0.000198;     0.000198;     0.000198;     0.000198;     0.000198
EEZ110      ;     0.000092;     0.000068;     0.002751;     0.000104;     0.000116;     0.000068;     0.001340;     0.002590;     0.000068;     0.000068;     0.000068;     2.009579;     0.138225;     0.000124;     0.000068;     0.026782;     0.000068;     0.000068;     0.000024;     0.000081;     0.000022;     0.000015;     0.005106;     0.000068;     0.000068;     0.000609;     0.000068;     0.000068;     0.000068;     0.000154;     0.000068;     0.000068;     0.000098;     0.000101;     0.000068
EEZ119      ;     0.000097;     0.000050;     0.000248;     0.000134;     0.000149;     0.000094;     0.004331;     0.004003;     0.000054;     0.000229;     0.000190;     0.001562;     0.006129;     0.000014;     0.000036;     0.002579;     0.001042;     0.000276;     0.000289;     0.000035;     0.000142;     0.000010;     0.000640;     0.000673;     0.001112;     0.000067;     0.000045;     0.000010;     0.000261;     0.001525;     0.000013;     0.000023;     0.000029;     0.000236;     0.000673
EEZ123      ;     0.000894;     0.003991;     0.010747;     0.005787;     0.001316;     0.007494;     0.035603;     0.019912;     0.002437;     0.005833;     0.003830;     0.029395;     0.049309;     0.000630;     0.000653;     0.022498;     0.016339;     0.007908;     0.003338;     0.003243;     0.001785;     0.000397;     0.011576;     0.008454;     0.010628;     0.003365;     0.000956;     0.000415;     0.004105;     0.006584;     0.000553;     0.000873;     0.003107;     0.003592;     0.008454
EEZ185      ;     0.003383;     0.000810;     0.012854;     0.021587;     0.003820;     0.009770;     0.833193;     3.996401;     0.000868;     0.000955;     0.005028;     0.048170;     0.124785;     0.001197;     0.009289;     0.034496;     0.000839;     0.000915;     0.016263;     0.001167;     0.007947;     0.003164;     0.173211;     0.322035;     0.104766;     0.000882;     0.015711;     0.000854;     0.000861;     2.161712;     0.000994;     0.001953;     0.000884;     0.018201;     0.322035
EEZ187      ;     0.000009;     0.000009;     0.000129;     0.000138;     0.000000;     0.000009;     0.003132;     0.013303;     0.000009;     0.000009;     0.000009;     0.000110;     0.001850;     0.000001;     0.000013;     0.000374;     0.000009;     0.000009;     0.000003;     0.000009;     0.000016;     0.000026;     0.000829;     0.008055;     0.000095;     0.000009;     0.000057;     0.000009;     0.000009;     0.003635;     0.000009;     0.000009;     0.000009;     0.000038;     0.008055
EEZ188      ;     0.000192;     0.000192;     3.298526;     0.000192;     0.004642;     0.000192;     0.180334;     0.015709;     0.000192;     0.000192;     0.000192;     1.455774;     0.572303;     0.000192;     0.000192;     0.027009;     0.000192;     0.000192;     0.000192;     0.006599;     0.000192;     0.000192;     0.613746;     0.000192;     0.000192;     0.001559;     0.000192;     0.000192;     0.000192;     0.000192;     0.000192;     0.000192;     0.000192;     0.000192;     0.000192
EEZ189      ;     0.003260;     0.003174;     6.773713;     0.007071;     0.068894;     0.003174;    12.132032;     1.207535;     0.003174;     0.003174;     0.003174;     4.874376;     7.881237;     0.003351;     0.003630;     0.546945;     0.002898;     0.003174;     0.004329;     0.064447;     0.005066;     0.004193;    24.247036;     0.017023;     0.003174;     0.008464;     0.003174;     0.003174;     0.003174;     0.078137;     0.003328;     0.003330;     0.003762;     0.003183;     0.017023
EEZ190      ;     0.002415;     0.002146;     0.738540;     0.013771;     0.048112;     0.002146;    34.059254;     4.027798;     0.002146;     0.002817;     0.002146;     0.896217;     1.744021;     0.002090;     0.002677;     0.215413;     0.002228;     0.002146;     0.012257;     0.033216;     0.003388;     0.002442;     8.308138;     0.020776;     0.003190;     0.003303;     0.002146;     0.002146;     0.002146;     0.158826;     0.002146;     0.002259;     0.002579;     0.002160;     0.020776
EEZ191      ;     0.004140;     0.004021;     0.281241;     0.030671;     0.022454;     0.004848;     9.149969;    36.577675;     0.004099;     0.006926;     0.005427;     0.609005;     2.517385;     0.003662;     0.007328;     0.398356;     0.003773;     0.004120;     0.047957;     0.014279;     0.012149;     0.004640;     2.087259;     0.461219;     0.070754;     0.005619;     0.013854;     0.004120;     0.004120;     1.165432;     0.004107;     0.004129;     0.004100;     0.006952;     0.461219
EEZ209      ;     0.019570;     0.012781;     1.704390;     0.021216;     0.125483;     0.015989;     0.734549;     0.192867;     0.010483;     3.658020;     0.010584;   135.669159;     7.714806;     0.015289;     0.013367;     3.705991;     0.008609;     0.102857;     0.014912;     0.055175;     0.010387;     0.005344;     1.119188;     0.017037;     0.036242;     0.529498;     0.018204;     0.017380;     0.011353;     0.021346;     0.010049;     0.011138;     0.010324;     0.012355;     0.017037
EEZ212      ;     0.053829;     0.077749;     0.114782;     0.037670;     0.082641;     0.161369;     0.749434;     0.169593;     0.026312;     0.150118;     0.051004;     0.480658;     0.888880;     0.016585;     0.042860;     0.250844;     0.249535;     0.121853;     0.042190;     0.044810;     0.018814;     0.008527;     0.198369;     0.118829;     0.437322;     0.086799;     0.046167;     0.050606;     0.096466;     0.160161;     0.080192;     0.029183;     0.056207;     0.096812;     0.118829
EEZ213      ;     0.080112;     0.031974;     2.813141;     0.089858;     0.100372;     0.071482;     7.281222;     2.703318;     0.028567;     0.274417;     0.068831;    25.725952;   131.895065;     0.026634;     0.044999;    24.730068;     0.041036;     0.136595;     0.085510;     0.044470;     0.051166;     0.014228;     5.556152;     0.435377;     0.290203;     0.176111;     0.055628;     0.031929;     0.043341;     0.615819;     0.026044;     0.040690;     0.027416;     0.072891;     0.435377
EEZ215      ;     0.062361;     0.059335;     0.202426;     0.232631;     0.037353;     0.231509;     0.867005;     0.211762;     0.041072;     0.072545;     0.099431;     0.188096;     0.668091;     0.016246;     0.110937;     0.077631;     0.025224;     0.068803;     0.070102;     0.020293;     0.041063;     0.056787;     0.317902;     0.139430;     0.681579;     0.034330;     0.226745;     0.067605;     0.260371;     0.088992;     0.022503;     0.124564;     0.079315;     0.461532;     0.139430
EEZ216      ;     0.114284;     0.042989;     0.394744;     0.457892;     0.074467;     0.215246;     6.142993;     7.825355;     0.047039;     0.237313;     0.349731;     2.453116;     8.959249;     0.018851;     0.108414;     1.821806;     0.025637;     0.144622;     0.149030;     0.047605;     0.087157;     0.071337;     1.523212;     9.358882;     1.092072;     0.039611;     0.232305;     0.057154;     0.162235;     1.331563;     0.024620;     0.093232;     0.085674;     0.614686;     9.358882
EEZ224      ;     0.005534;     0.017398;     0.056919;     0.093379;     0.011635;     0.029549;     0.219811;     0.090538;     0.019690;     0.044617;     0.059485;     0.152449;     0.217314;     0.001854;     0.008278;     0.086873;     0.052793;     0.020016;     0.046495;     0.011512;     0.023744;     0.002383;     0.092048;     0.063737;     0.089119;     0.034549;     0.011178;     0.004922;     0.054145;     0.060330;     0.003826;     0.006317;     0.018517;     0.022308;     0.063737
EEZ273      ;     0.027935;     0.022073;     1.157627;     0.026973;     0.132229;     0.040482;     2.560211;     0.238380;     0.015504;    37.147392;     0.024855;    39.193665;     4.399336;     0.015176;     0.017443;     2.266299;     0.012359;     0.397408;     0.023061;     0.133558;     0.013021;     0.005789;     1.335614;     0.045964;     0.051719;     4.881139;     0.019829;     0.022243;     0.023439;     0.077209;     0.011153;     0.019411;     0.017932;     0.019591;     0.045964
OR1         ;     0.350381;     0.190402;     0.813491;     1.402992;     0.233139;     0.809302;     8.410483;     4.911177;     0.174688;     0.802220;     1.392962;     3.920539;     9.591650;     0.065286;     0.372889;     2.720490;     2.401250;     0.437945;     0.625959;     0.126289;     0.326849;     0.160027;     2.076200;     7.060878;     3.484712;     0.219304;     0.611897;     0.187262;     1.605582;     2.097105;     0.105585;     0.345579;     0.251273;     1.795332;     7.060878
OR2         ;     0.077177;     0.035501;    14.713295;     0.199190;     0.242781;     0.055399;    62.063671;    49.497635;     0.036474;     0.104134;     0.084665;    61.648994;   117.283127;     0.030582;     0.058818;     9.298435;     0.047932;     0.101983;     0.174301;     0.159849;     0.083809;     0.034564;    40.338825;     6.116004;     0.358540;     0.092913;     0.088538;     0.034652;     0.036500;     4.215119;     0.029145;     0.037469;     0.036755;     0.147202;     6.116004
OR3         ;     0.027304;     0.019398;     0.255205;     0.020928;     0.026946;     0.037788;     0.913778;     0.323047;     0.014516;     0.288388;     0.020003;    39.576248;    54.673676;     0.015694;     0.027375;    50.665150;     0.013242;     0.076671;     0.024831;     0.013139;     0.015363;     0.007432;     0.499527;     0.046444;     0.086570;     0.211147;     0.034601;     0.020071;     0.019500;     0.066626;     0.018301;     0.028620;     0.016693;     0.026310;     0.046444
OR4         ;     0.045067;     0.035475;     1.587178;     0.047796;     0.312925;     0.048542;     2.541714;     0.310771;     0.026907;    47.833328;     0.029153;   148.080688;     6.152710;     0.030685;     0.029440;     4.896611;     0.022667;     0.495094;     0.034712;     0.170268;     0.022584;     0.014447;     1.849829;     0.057481;     0.096652;    27.453156;     0.041169;     0.040896;     0.036687;     0.071101;     0.022233;     0.030431;     0.027000;     0.029112;     0.057481
OR5         ;     0.250782;     0.224094;     3.278610;     0.202488;     0.553822;     0.472041;    10.753836;     2.280962;     0.157789;    18.171833;     0.229113;    55.210968;    29.836149;     0.134626;     0.203336;    22.215942;     0.237528;     1.051379;     0.243254;     0.339964;     0.121058;     0.078918;     4.110247;     0.464021;     1.118851;     7.920444;     0.196274;     0.172685;     0.321317;     0.785018;     0.154372;     0.178186;     0.179315;     0.220767;     0.464021
