          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.046040;     0.040867;     1.019952;     0.210463;     0.037384;     0.087488;     1.576983;     0.689690;     0.073305;     0.459444;     0.077878;     5.312325;     2.181644;     0.041851;     0.038963;     0.873304;     0.025145;     0.115025;     0.171022;     0.080152;     0.046980;     0.042950;     1.047397;     0.091807;     0.127291;     0.139618;     0.044211;     0.041708;     0.064462;     0.219704;     0.047474;     0.063737;     0.048987;     0.093945;     0.091807
EEZ65       ;     0.008095;     0.011295;     0.158859;     0.067358;     0.006376;     0.024719;     1.130214;     1.058665;     0.012595;     0.033461;     0.020516;     0.501274;     2.406036;     0.004887;     0.013963;     0.672082;     0.041178;     0.011092;     0.046948;     0.010085;     0.010969;     0.004056;     0.384576;     0.212053;     0.271410;     0.015703;     0.015198;     0.009313;     0.023826;     0.230338;     0.008045;     0.012447;     0.006771;     0.045541;     0.212053
EEZ71       ;     0.027305;     0.043395;     0.407626;     0.113342;     0.033882;     0.141945;     2.494135;     0.791925;     0.038474;     0.062693;     0.048578;     0.587310;     2.871474;     0.020910;     0.045713;     0.947657;     2.345592;     0.031342;     0.078746;     0.028675;     0.031132;     0.013716;     0.939074;     0.198980;     0.619119;     0.032775;     0.030374;     0.038021;     0.067676;     0.217094;     0.033130;     0.037307;     0.034681;     0.174222;     0.198980
EEZ91       ;     0.020116;     0.016590;     0.515336;     0.013888;     0.065291;     0.026005;     0.992793;     0.106351;     0.015764;    17.734913;     0.011611;     9.285201;     0.846401;     0.009513;     0.016419;     0.242747;     0.013901;     0.160628;     0.009809;     0.076132;     0.012294;     0.007620;     0.748715;     0.022781;     0.022651;    30.672400;     0.018201;     0.016877;     0.017719;     0.032722;     0.012258;     0.017047;     0.018456;     0.018067;     0.022781
EEZ99       ;     0.000133;     0.000180;     0.003716;     0.000164;     0.001312;     0.000179;     0.007693;     0.002104;     0.000179;     0.068736;     0.000104;     0.791758;     0.025518;     0.000062;     0.000179;     0.022312;     0.000179;     0.000470;     0.000155;     0.000639;     0.000163;     0.000169;     0.013336;     0.000093;     0.000179;     0.007981;     0.000179;     0.000111;     0.000179;     0.000169;     0.000127;     0.000179;     0.000093;     0.000179;     0.000093
EEZ100      ;     0.000438;     0.000461;     0.003406;     0.006980;     0.000158;     0.001525;     0.053616;     0.049608;     0.000367;     0.001013;     0.000656;     0.025858;     0.175268;     0.000306;     0.000491;     0.059290;     0.000761;     0.000327;     0.004740;     0.000503;     0.000518;     0.000600;     0.010774;     0.004160;     0.015218;     0.000754;     0.000680;     0.000463;     0.001215;     0.007855;     0.000335;     0.000555;     0.000249;     0.003693;     0.004160
EEZ108      ;     0.061356;     0.016962;     0.674207;     0.039569;     0.070208;     0.075135;     1.006573;     0.279460;     0.021095;     0.045985;     0.020801;     4.364190;    11.109691;     0.008516;     0.018239;    47.104755;     0.010887;     0.027276;     0.034829;     0.048802;     0.015549;     0.007941;     0.886253;     0.033356;     0.048183;     0.053516;     0.016381;     0.015356;     0.024516;     0.068158;     0.009725;     0.013801;     0.017186;     0.023191;     0.033356
EEZ109      ;     0.000240;     0.000240;     0.033113;     0.000387;     0.003142;     0.000240;     0.007113;     0.006545;     0.000240;     0.000240;     0.000240;     3.223435;     0.767413;     0.000240;     0.000240;     0.130582;     0.000240;     0.000240;     0.000238;     0.000602;     0.000240;     0.000149;     0.035895;     0.000308;     0.000240;     0.001542;     0.000240;     0.000240;     0.000240;     0.000240;     0.000240;     0.000240;     0.000240;     0.000678;     0.000308
EEZ110      ;     0.000077;     0.000077;     0.013004;     0.000077;     0.001486;     0.000077;     0.000539;     0.001354;     0.000077;     0.000077;     0.000077;     2.191847;     0.088289;     0.000077;     0.000077;     0.029441;     0.000077;     0.000077;     0.000029;     0.000082;     0.000077;     0.000077;     0.013958;     0.000077;     0.000077;     0.000129;     0.000077;     0.000077;     0.000077;     0.000077;     0.000077;     0.000077;     0.000077;     0.000077;     0.000077
EEZ119      ;     0.000017;     0.000058;     0.000785;     0.000142;     0.000053;     0.000065;     0.003768;     0.003768;     0.000050;     0.000068;     0.000066;     0.001659;     0.009114;     0.000004;     0.000056;     0.002434;     0.000606;     0.000024;     0.000153;     0.000032;     0.000040;     0.000011;     0.002012;     0.000689;     0.000466;     0.000051;     0.000030;     0.000004;     0.000068;     0.000773;     0.000058;     0.000059;     0.000043;     0.000083;     0.000689
EEZ123      ;     0.003727;     0.004289;     0.006282;     0.010989;     0.000208;     0.002258;     0.013527;     0.017636;     0.006086;     0.007372;     0.007899;     0.015407;     0.080911;     0.002757;     0.006550;     0.042657;     0.016542;     0.002736;     0.005956;     0.000775;     0.005844;     0.003967;     0.008343;     0.018404;     0.008497;     0.002242;     0.005399;     0.004822;     0.012605;     0.014060;     0.004002;     0.006498;     0.003373;     0.007977;     0.018404
EEZ185      ;     0.010875;     0.007975;     0.007420;     0.051833;     0.006588;     0.008024;     0.667912;     3.968444;     0.008971;     0.003001;     0.002296;     0.034925;     0.069204;     0.009050;     0.015454;     0.032798;     0.000531;     0.011018;     0.026368;     0.000566;     0.013698;     0.006425;     0.190464;     0.207566;     0.091527;     0.000789;     0.014266;     0.007691;     0.006558;     2.284968;     0.007855;     0.010392;     0.000739;     0.060248;     0.207566
EEZ187      ;     0.000325;     0.000060;     0.000075;     0.001092;     0.000167;     0.000172;     0.001937;     0.010441;     0.000265;     0.000024;     0.000067;     0.000630;     0.000955;     0.000281;     0.000036;     0.000227;     0.000000;     0.000235;     0.000535;     0.000001;     0.000331;     0.000082;     0.001149;     0.005629;     0.000029;     0.000008;     0.000200;     0.000221;     0.000086;     0.005594;     0.000228;     0.000228;     0.000008;     0.001054;     0.005629
EEZ188      ;     0.000225;     0.000226;     4.463135;     0.000226;     0.002810;     0.000226;     0.238746;     0.017048;     0.000226;     0.000226;     0.000226;     1.679528;     0.680285;     0.000226;     0.000226;     0.042404;     0.000226;     0.000226;     0.000225;     0.001755;     0.000226;     0.000226;     0.969417;     0.000226;     0.000226;     0.000226;     0.000226;     0.000226;     0.000226;     0.000226;     0.000226;     0.000226;     0.000226;     0.000226;     0.000226
EEZ189      ;     0.005337;     0.003832;     8.529158;     0.005942;     0.023823;     0.003833;    10.948153;     1.228637;     0.003841;     0.003832;     0.003833;     5.435158;    10.013481;     0.003729;     0.004033;     0.800992;     0.003690;     0.003839;     0.015333;     0.028476;     0.003659;     0.002583;    30.545311;     0.014315;     0.004056;     0.004612;     0.003832;     0.003832;     0.003832;     0.088234;     0.003779;     0.003832;     0.003832;     0.004039;     0.014315
EEZ190      ;     0.003370;     0.002516;     0.800337;     0.003384;     0.010935;     0.002544;    33.700596;     4.341929;     0.002514;     0.002516;     0.002558;     0.557926;     1.944781;     0.002691;     0.005799;     0.323074;     0.002457;     0.002563;     0.019019;     0.011291;     0.002430;     0.001954;    11.921591;     0.010050;     0.006152;     0.002684;     0.002573;     0.002516;     0.002516;     0.081329;     0.002641;     0.002516;     0.002510;     0.002689;     0.010050
EEZ191      ;     0.014837;     0.025395;     0.238510;     0.068245;     0.013381;     0.011913;     5.979955;    39.946083;     0.012136;     0.005372;     0.007047;     0.572729;     2.392767;     0.020880;     0.054435;     0.459208;     0.003971;     0.020566;     0.074101;     0.003800;     0.021364;     0.021185;     2.274399;     0.284473;     0.155523;     0.004863;     0.026577;     0.023689;     0.009779;     1.254359;     0.014894;     0.026414;     0.004872;     0.114808;     0.284473
EEZ209      ;     0.012142;     0.010731;     2.251439;     0.023477;     0.064226;     0.011093;     0.479207;     0.149369;     0.012251;     2.371862;     0.014342;   127.914108;     4.964258;     0.009501;     0.010712;     2.559039;     0.007907;     0.014280;     0.011978;     0.034663;     0.010465;     0.007279;     1.657606;     0.017136;     0.010688;     0.300543;     0.011111;     0.010801;     0.015974;     0.029963;     0.011150;     0.010688;     0.010863;     0.017038;     0.017136
