          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.072538;     0.072734;     0.699345;     0.018821;     0.117650;     0.257216;     1.751931;     0.215359;     0.063761;     0.343603;     0.073398;     4.308474;     1.339792;     0.025201;     0.071648;     0.844292;     0.018359;     0.272912;     0.067237;     0.090150;     0.034596;     0.022748;     0.571411;     0.124361;     0.518056;     0.140044;     0.032493;     0.039582;     0.125452;     0.103936;     0.054773;     0.042606;     0.032090;     0.052067;     0.124361
EEZ65       ;     0.080731;     0.019810;     0.125701;     0.024422;     0.061862;     0.113231;     0.936895;     0.423399;     0.008842;     0.038675;     0.013207;     0.888784;     1.802036;     0.022116;     0.082215;     0.810231;     0.034450;     0.181267;     0.012976;     0.017614;     0.007439;     0.004398;     0.264554;     0.146165;     0.255520;     0.015233;     0.036697;     0.029968;     0.042964;     0.157199;     0.013631;     0.031818;     0.003247;     0.041537;     0.146165
EEZ71       ;     0.101560;     0.038733;     0.270725;     0.031196;     0.104588;     0.136825;     1.322122;     0.252917;     0.027779;     0.112120;     0.026271;     1.951975;     1.294033;     0.027899;     0.055554;     0.977941;     1.721829;     0.440911;     0.019454;     0.029422;     0.010511;     0.013299;     0.450904;     0.092816;     0.216539;     0.034580;     0.056850;     0.042657;     0.076117;     0.085097;     0.033254;     0.044912;     0.015257;     0.087535;     0.092816
EEZ91       ;     0.127774;     0.019212;     0.341583;     0.022081;     0.217867;     0.038771;     1.432646;     0.164408;     0.015218;    21.413443;     0.017013;     8.813244;     1.467121;     0.066289;     0.023224;     0.294291;     0.012589;     0.657989;     0.015930;     0.032621;     0.011529;     0.015178;     0.553933;     0.033985;     0.025955;    29.890114;     0.029908;     0.024880;     0.026502;     0.037110;     0.034203;     0.025253;     0.015921;     0.029227;     0.033985
EEZ99       ;     0.000259;     0.000445;     0.000544;     0.001433;     0.002634;     0.000213;     0.000213;     0.000213;     0.000216;     0.098665;     0.000213;     1.120075;     0.027201;     0.000989;     0.000423;     0.040232;     0.000110;     0.002902;     0.000216;     0.000145;     0.000213;     0.000158;     0.001164;     0.000213;     0.000213;     0.009961;     0.000213;     0.000212;     0.000821;     0.000214;     0.001101;     0.000530;     0.000213;     0.000220;     0.000213
EEZ100      ;     0.005810;     0.001541;     0.002594;     0.000751;     0.001004;     0.007572;     0.048685;     0.018004;     0.000246;     0.000922;     0.000414;     0.040796;     0.120940;     0.004200;     0.011605;     0.060074;     0.000486;     0.009202;     0.000815;     0.000733;     0.000438;     0.000139;     0.009415;     0.004907;     0.017655;     0.000376;     0.002434;     0.004861;     0.001000;     0.015578;     0.000225;     0.002068;     0.000140;     0.000460;     0.004907
EEZ108      ;     0.043010;     0.023418;     0.629378;     0.030025;     0.074784;     0.041214;     1.683049;     0.368417;     0.025730;     0.172582;     0.029705;     8.179351;    13.434964;     0.023456;     0.027969;    56.659363;     0.013806;     0.273898;     0.022537;     0.066191;     0.019043;     0.005795;     0.932952;     0.094886;     0.025569;     0.084355;     0.028111;     0.028112;     0.037070;     0.066916;     0.025715;     0.027357;     0.021114;     0.034274;     0.094886
EEZ109      ;     0.000229;     0.000216;     0.059246;     0.000229;     0.002685;     0.000229;     0.008417;     0.005232;     0.000229;     0.000719;     0.000229;     2.947448;     0.917478;     0.000203;     0.000229;     0.124558;     0.000229;     0.000229;     0.000229;     0.001471;     0.000229;     0.000053;     0.046858;     0.000229;     0.000229;     0.000589;     0.000229;     0.000236;     0.000229;     0.000229;     0.000229;     0.000229;     0.000229;     0.000229;     0.000229
EEZ110      ;     0.000073;     0.000073;     0.024047;     0.000073;     0.001469;     0.000073;     0.001639;     0.001726;     0.000073;     0.000073;     0.000073;     2.067113;     0.132180;     0.000072;     0.000073;     0.031307;     0.000073;     0.000073;     0.000073;     0.000611;     0.000073;     0.000015;     0.018071;     0.000073;     0.000073;     0.000073;     0.000073;     0.000073;     0.000073;     0.000073;     0.000073;     0.000073;     0.000073;     0.000073;     0.000073
EEZ119      ;     0.000435;     0.000086;     0.001233;     0.000054;     0.000297;     0.000601;     0.001078;     0.000318;     0.000046;     0.000263;     0.000052;     0.003983;     0.004815;     0.000057;     0.000066;     0.002346;     0.000648;     0.000990;     0.000024;     0.000073;     0.000021;     0.000024;     0.001218;     0.000365;     0.000258;     0.000059;     0.000112;     0.000047;     0.000109;     0.000428;     0.000039;     0.000120;     0.000063;     0.000306;     0.000365
EEZ123      ;     0.003638;     0.003041;     0.011353;     0.001730;     0.002939;     0.004725;     0.052893;     0.012144;     0.001666;     0.003629;     0.001077;     0.050681;     0.030466;     0.001492;     0.003492;     0.031461;     0.015053;     0.005180;     0.001123;     0.001471;     0.000343;     0.000664;     0.010745;     0.006833;     0.013205;     0.001337;     0.002355;     0.003035;     0.002403;     0.002425;     0.000727;     0.002248;     0.001080;     0.003511;     0.006833
EEZ185      ;     0.002531;     0.001338;     0.003785;     0.016011;     0.001431;     0.002008;     0.480454;     3.225994;     0.000755;     0.000755;     0.001626;     0.025738;     0.014407;     0.001576;     0.000966;     0.039543;     0.000698;     0.001792;     0.012778;     0.000762;     0.004241;     0.001176;     0.075425;     0.279900;     0.093104;     0.000755;     0.003812;     0.000698;     0.002589;     2.127472;     0.000931;     0.001388;     0.001266;     0.015394;     0.279900
EEZ187      ;     0.000042;     0.000066;     0.000007;     0.000190;     0.000016;     0.000007;     0.001628;     0.008790;     0.000007;     0.000007;     0.000007;     0.000423;     0.000259;     0.000059;     0.000007;     0.000264;     0.000003;     0.000083;     0.000098;     0.000008;     0.000022;     0.000012;     0.000537;     0.007363;     0.000224;     0.000007;     0.000007;     0.000005;     0.000015;     0.004323;     0.000024;     0.000038;     0.000007;     0.000082;     0.007363
EEZ188      ;     0.001437;     0.000175;     3.253122;     0.000175;     0.002127;     0.000175;     0.352058;     0.027549;     0.000175;     0.000175;     0.000175;     1.181926;     0.577365;     0.000175;     0.000175;     0.033541;     0.000175;     0.000175;     0.000175;     0.005051;     0.000175;     0.000175;     0.879441;     0.000175;     0.000175;     0.000175;     0.000175;     0.000175;     0.000175;     0.000175;     0.000175;     0.000175;     0.000175;     0.000175;     0.000175
EEZ189      ;     0.005354;     0.002998;     5.943145;     0.003460;     0.027904;     0.004150;    10.978351;     1.286553;     0.002998;     0.002998;     0.002998;     3.868588;     6.933372;     0.003528;     0.003425;     0.589151;     0.003009;     0.004944;     0.033536;     0.043003;     0.002998;     0.001960;    22.978220;     0.008094;     0.003241;     0.003019;     0.003530;     0.002998;     0.002931;     0.012448;     0.002998;     0.004786;     0.003251;     0.004967;     0.008094
EEZ190      ;     0.017373;     0.009141;     0.419217;     0.002257;     0.019104;     0.008443;    27.214462;     4.394696;     0.001839;     0.002376;     0.001836;     0.360817;     1.302019;     0.006769;     0.013119;     0.232642;     0.001778;     0.009761;     0.031053;     0.017642;     0.001697;     0.001601;     5.774260;     0.008137;     0.005284;     0.001861;     0.009719;     0.009065;     0.001779;     0.013767;     0.006824;     0.009692;     0.001915;     0.002912;     0.008137
EEZ191      ;     0.017166;     0.030878;     0.170386;     0.024437;     0.011525;     0.022833;     5.265932;    31.613979;     0.005632;     0.007088;     0.003345;     0.339959;     1.495443;     0.022095;     0.059889;     0.329831;     0.003254;     0.037524;     0.037307;     0.006125;     0.010383;     0.008118;     1.397859;     0.315267;     0.143498;     0.003871;     0.046289;     0.035480;     0.007162;     1.016437;     0.033204;     0.038726;     0.005999;     0.036823;     0.315267
EEZ209      ;     0.013616;     0.013984;     2.644536;     0.016868;     0.210826;     0.011793;     0.624703;     0.113732;     0.012377;     2.663432;     0.011930;   150.238647;     7.357903;     0.011130;     0.013198;     4.099053;     0.011549;     0.066590;     0.011756;     0.050795;     0.011688;     0.005482;     1.393229;     0.013079;     0.011773;     0.245064;     0.013716;     0.012951;     0.018656;     0.012175;     0.013050;     0.013985;     0.011882;     0.016756;     0.013079
EEZ212      ;     0.066537;     0.089135;     0.143118;     0.079549;     0.074774;     0.115779;     0.473101;     0.103424;     0.060905;     0.162127;     0.071565;     0.620650;     0.572253;     0.073832;     0.094192;     0.237921;     0.300059;     0.197374;     0.048580;     0.115704;     0.038744;     0.023402;     0.216370;     0.091237;     0.229895;     0.082001;     0.090779;     0.055508;     0.142740;     0.069170;     0.070860;     0.092088;     0.059865;     0.124526;     0.091237
EEZ213      ;     0.159252;     0.040055;     3.981190;     0.060794;     0.125633;     0.180604;     5.812498;     2.912853;     0.033532;     0.183962;     0.039868;    19.983261;   135.432709;     0.089903;     0.163749;    24.673243;     0.029401;     0.317798;     0.071302;     0.076698;     0.033854;     0.016969;     6.368981;     0.503856;     0.472589;     0.076112;     0.086983;     0.085783;     0.079734;     0.502416;     0.048365;     0.068813;     0.026141;     0.069274;     0.503856
EEZ215      ;     0.079177;     0.061527;     0.142186;     0.179818;     0.072562;     0.131247;     0.631043;     0.181653;     0.028583;     0.190571;     0.141147;     0.939110;     0.398764;     0.024900;     0.073363;     0.311719;     0.060926;     0.293447;     0.061451;     0.074787;     0.032700;     0.029082;     0.135005;     0.247130;     0.344128;     0.040206;     0.048613;     0.033047;     0.400558;     0.138054;     0.039969;     0.068277;     0.050402;     0.204717;     0.247130
EEZ216      ;     0.120274;     0.041600;     0.396606;     0.201751;     0.071783;     0.156759;     3.099791;     5.646067;     0.033395;     0.108598;     0.113675;     1.556646;     4.131949;     0.029137;     0.065673;     1.217070;     0.032712;     0.169982;     0.096532;     0.030636;     0.037839;     0.012372;     1.165434;     7.951883;     0.410045;     0.076048;     0.063418;     0.039111;     0.147371;     0.955688;     0.032716;     0.048191;     0.028487;     0.172886;     7.951883
EEZ224      ;     0.023956;     0.020629;     0.050004;     0.011028;     0.017094;     0.040346;     0.271759;     0.107247;     0.006247;     0.024568;     0.004680;     0.260032;     0.363410;     0.011558;     0.022481;     0.151415;     0.048633;     0.033536;     0.005677;     0.008757;     0.002210;     0.003927;     0.064433;     0.064934;     0.086778;     0.011274;     0.013859;     0.016319;     0.018932;     0.021915;     0.012659;     0.016120;     0.004251;     0.029397;     0.064934
EEZ273      ;     0.129343;     0.027362;     0.886880;     0.053998;     0.508419;     0.084551;     2.707188;     0.407684;     0.021083;    36.775776;     0.018603;    48.827057;     5.216892;     0.045970;     0.038872;     2.630360;     0.014734;     0.817259;     0.021270;     0.071323;     0.013068;     0.020558;     1.224610;     0.059081;     0.028222;     3.950183;     0.034925;     0.029083;     0.043631;     0.105954;     0.040341;     0.038535;     0.023249;     0.041870;     0.059081
OR1         ;     0.453767;     0.214988;     0.918440;     0.582901;     0.352618;     0.679559;     5.952518;     2.354746;     0.143902;     0.477112;     0.545580;     4.971552;     6.576962;     0.125889;     0.332381;     3.527468;     2.483290;     0.975066;     0.238186;     0.165206;     0.123613;     0.052494;     1.822061;     7.468684;     1.280690;     0.238285;     0.238575;     0.185827;     2.137002;     1.163356;     0.151180;     0.260065;     0.118341;     0.534005;     7.468684
OR2         ;     0.187891;     0.082218;    14.971863;     0.120009;     0.164664;     0.141868;    50.424187;    47.708458;     0.040355;     0.121320;     0.039069;    49.973850;   100.119865;     0.095717;     0.183959;     7.560602;     0.031938;     0.280646;     0.189987;     0.156949;     0.047881;     0.034789;    36.697079;     5.563674;     0.757503;     0.057847;     0.160656;     0.097396;     0.083644;     3.729181;     0.090327;     0.107171;     0.036567;     0.174147;     5.563674
OR3         ;     0.033070;     0.017958;     0.647678;     0.018483;     0.091215;     0.051679;     0.730079;     0.310646;     0.016549;     0.181866;     0.017324;    37.514748;    61.697891;     0.020896;     0.040734;    58.869362;     0.013704;     0.070456;     0.018203;     0.031510;     0.014991;     0.003608;     0.846725;     0.064968;     0.050885;     0.082206;     0.021048;     0.029154;     0.021406;     0.068515;     0.018563;     0.026231;     0.016021;     0.020670;     0.064968
OR4         ;     0.108028;     0.035323;     0.731346;     0.054413;     0.554131;     0.054619;     1.373710;     0.251628;     0.031609;    44.867050;     0.031626;   172.513855;     5.670766;     0.065808;     0.044389;     5.642891;     0.027766;     0.649092;     0.032120;     0.071988;     0.027615;     0.020336;     1.006606;     0.050503;     0.036292;    24.426672;     0.046797;     0.035599;     0.056585;     0.057843;     0.046751;     0.041521;     0.033169;     0.054056;     0.050503
OR5         ;     0.913036;     0.289381;     3.921414;     0.397647;     1.418986;     1.028649;    15.731466;     2.740907;     0.243691;    11.556596;     0.241259;    52.291504;    25.710835;     0.341774;     0.467611;    20.640459;     0.186999;     4.695403;     0.220194;     0.438552;     0.128530;     0.169013;     5.341687;     0.694218;     1.446653;     3.867073;     0.440870;     0.362777;     0.719929;     0.980703;     0.328820;     0.335458;     0.217813;     0.658885;     0.694218
