          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     1.118604;     0.371820;     4.575587;     0.381929;     1.431433;     1.852529;    14.319612;     1.455091;     0.254477;    28.325994;     0.137902;    35.836979;    17.017973;     0.215746;     0.751365;     5.511211;     0.114050;     1.306260;     0.254380;     0.231105;     0.169032;     0.129744;     4.253876;     0.189096;     5.797256;     3.272145;     2.714753;     0.441378;     1.348198;     0.392178;     0.173012;     0.834655;     0.136601;     1.550918;     0.189096
EEZ65       ;     0.414416;     0.132914;     1.607671;     0.392675;     0.443794;     0.714673;     8.378613;     1.034672;     0.216105;     1.063719;     0.325758;     6.455178;    21.548910;     0.115343;     0.171653;     7.496659;     1.202777;     0.867526;     0.183086;     0.089634;     0.090330;     0.016297;     2.227606;     1.392211;     3.168379;     0.064254;     0.342872;     0.203278;     0.981787;     0.721451;     0.054406;     0.134505;     0.127355;     0.754290;     1.392211
EEZ71       ;     1.628270;     0.483801;     4.401245;     0.516293;     1.414356;     3.536522;    34.085197;     2.706419;     0.568562;     4.541607;     1.527997;    20.959724;    37.764839;     0.317034;     0.633778;    11.754432;    24.401310;     2.752413;     0.389394;     0.253558;     0.205590;     0.065104;     7.017278;     2.352330;     7.900921;     0.160635;     1.055330;     0.520839;     1.621136;     1.584105;     0.149301;     0.518839;     0.216879;     1.058651;     2.352330
EEZ91       ;     0.528140;     0.266777;     0.977677;     0.039341;     0.415356;     0.414607;     4.048867;     0.120939;     0.014675;    30.975504;     0.011956;    11.865370;     2.965682;     0.132093;     0.197303;     0.494657;     0.008955;     0.791363;     0.027196;     0.054990;     0.008350;     0.009229;     0.922519;     0.021636;     0.792869;    13.855129;     0.228746;     0.161536;     0.126718;     0.046740;     0.051593;     0.146238;     0.036348;     0.200268;     0.021636
EEZ99       ;     0.008260;     0.001805;     0.065089;     0.002000;     0.019874;     0.014587;     0.142706;     0.008473;     0.000365;     0.837228;     0.000451;     1.608511;     0.296640;     0.001953;     0.002024;     0.052374;     0.000343;     0.039653;     0.001507;     0.003527;     0.000383;     0.000288;     0.053555;     0.001653;     0.032115;     0.092713;     0.005163;     0.002455;     0.004168;     0.002892;     0.000816;     0.002797;     0.000947;     0.004032;     0.001653
EEZ100      ;     0.019030;     0.007428;     0.059439;     0.020823;     0.021990;     0.026032;     0.280961;     0.067603;     0.011039;     0.058787;     0.007570;     0.326051;     1.012464;     0.005095;     0.007858;     0.455387;     0.022528;     0.031536;     0.008214;     0.003546;     0.004468;     0.000770;     0.080340;     0.027070;     0.106846;     0.004555;     0.016209;     0.008672;     0.029778;     0.023278;     0.001799;     0.005955;     0.005127;     0.024680;     0.027070
EEZ108      ;     1.293018;     0.307596;     5.248484;     0.185335;     1.118148;     1.885102;    19.478924;     0.979024;     0.079630;     6.563219;     0.086946;    38.174160;    36.924301;     0.253205;     0.357119;    66.682556;     0.200512;     2.092047;     0.131223;     0.281281;     0.042577;     0.025626;     5.549399;     0.181471;     4.113434;     0.782730;     0.453978;     0.300847;     0.651092;     0.289973;     0.137655;     0.337230;     0.102330;     0.636358;     0.181471
EEZ109      ;     0.064710;     0.006554;     0.286528;     0.005591;     0.043554;     0.045701;     0.925785;     0.034932;     0.004562;     0.406123;     0.002917;     6.577999;     2.088101;     0.005684;     0.023655;     0.231830;     0.000720;     0.069640;     0.004985;     0.013083;     0.001740;     0.001215;     0.452601;     0.005271;     0.122989;     0.042002;     0.040680;     0.012041;     0.039313;     0.010975;     0.002936;     0.019795;     0.003585;     0.036933;     0.005271
EEZ110      ;     0.030868;     0.003834;     0.078344;     0.001752;     0.022232;     0.022701;     0.317921;     0.011470;     0.000577;     0.149706;     0.000659;     3.247971;     0.480173;     0.002222;     0.009699;     0.067226;     0.000203;     0.028322;     0.001053;     0.003409;     0.000367;     0.000462;     0.112272;     0.001488;     0.045286;     0.013402;     0.015951;     0.006380;     0.007945;     0.003082;     0.001766;     0.006531;     0.001033;     0.008206;     0.001488
EEZ119      ;     0.000910;     0.000274;     0.003910;     0.001046;     0.001160;     0.003502;     0.028271;     0.003354;     0.000736;     0.002810;     0.001740;     0.020758;     0.055612;     0.000229;     0.000407;     0.018209;     0.015038;     0.002086;     0.000785;     0.000173;     0.000254;     0.000046;     0.005293;     0.006061;     0.013958;     0.000157;     0.001007;     0.000554;     0.003861;     0.003314;     0.000128;     0.000267;     0.000469;     0.003562;     0.006061
EEZ123      ;     0.022016;     0.009026;     0.154729;     0.089952;     0.038372;     0.062213;     1.082409;     0.154279;     0.054410;     0.057120;     0.106344;     0.375511;     1.545157;     0.004770;     0.008347;     0.250239;     0.895856;     0.040829;     0.082147;     0.005957;     0.032621;     0.001045;     0.320392;     0.316444;     0.310289;     0.004153;     0.028189;     0.014907;     0.129916;     0.165978;     0.003622;     0.006761;     0.015085;     0.106472;     0.316444
EEZ185      ;     0.223238;     0.049888;     0.713526;     0.596181;     0.143065;     0.433790;     7.160601;     9.543861;     0.051360;     0.641758;     0.125220;     1.882474;     2.465948;     0.053141;     0.148562;     0.365194;     0.004432;     0.297673;     0.295086;     0.030031;     0.085209;     0.032601;     1.621333;     0.509238;     2.247551;     0.045423;     0.349233;     0.091223;     0.604069;     4.405243;     0.035333;     0.131518;     0.211313;     0.485444;     0.509238
