          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.124752;     0.016506;     0.929847;     0.035978;     0.286811;     0.251618;     2.462306;     0.164955;     0.024953;     0.384316;     0.033834;     8.195650;     1.587076;     0.022826;     0.036898;     0.897941;     0.005520;     0.274147;     0.005951;     0.110735;     0.013126;     0.000598;     1.030918;     0.058450;     0.117094;     0.275794;     0.024764;     0.039264;     0.048517;     0.072041;     0.055207;     0.040294;     0.028914;     0.016947;     0.058450
EEZ65       ;     0.045364;     0.013887;     0.222082;     0.083063;     0.034560;     0.099446;     0.786615;     0.557810;     0.012439;     0.083450;     0.014903;     0.646036;     2.143085;     0.015951;     0.053752;     1.138931;     0.040128;     0.066689;     0.039597;     0.019289;     0.024075;     0.019601;     0.416902;     0.160050;     0.332496;     0.020814;     0.050839;     0.017290;     0.147892;     0.219696;     0.018086;     0.034460;     0.022381;     0.079293;     0.160050
EEZ71       ;     0.076932;     0.040446;     0.442720;     0.093167;     0.059569;     0.142412;     1.209543;     0.416288;     0.036552;     0.115792;     0.028885;     1.945975;     3.067445;     0.033793;     0.078941;     1.697313;     1.858674;     0.141302;     0.042254;     0.035779;     0.036850;     0.030256;     0.659561;     0.097256;     0.307801;     0.044607;     0.073289;     0.041655;     0.143646;     0.142535;     0.048534;     0.050301;     0.048373;     0.115297;     0.097256
EEZ91       ;     0.154819;     0.026211;     0.319147;     0.021594;     0.207095;     0.052806;     0.856797;     0.157554;     0.037791;     9.572453;     0.031664;     6.970083;     0.479437;     0.082824;     0.047488;     0.105092;     0.008532;     0.570964;     0.020547;     0.028600;     0.026203;     0.008986;     0.367532;     0.041736;     0.061546;    24.408314;     0.028438;     0.032723;     0.040743;     0.060804;     0.033217;     0.045669;     0.018043;     0.022812;     0.041736
EEZ99       ;     0.002043;     0.000208;     0.001189;     0.000238;     0.007863;     0.000208;     0.017832;     0.000812;     0.000208;     0.095171;     0.000208;     1.207007;     0.000275;     0.001379;     0.000208;     0.023236;     0.000208;     0.007596;     0.000208;     0.000580;     0.000208;     0.000140;     0.007228;     0.000215;     0.000273;     0.016038;     0.000282;     0.000208;     0.000207;     0.000446;     0.000208;     0.000234;     0.000214;     0.000208;     0.000215
EEZ100      ;     0.002153;     0.000576;     0.004359;     0.002438;     0.001396;     0.001855;     0.033309;     0.024567;     0.000358;     0.001593;     0.000343;     0.036205;     0.145956;     0.000590;     0.002374;     0.082212;     0.000287;     0.002638;     0.000772;     0.000904;     0.000065;     0.001004;     0.014465;     0.001836;     0.010654;     0.000831;     0.002691;     0.000828;     0.002000;     0.003421;     0.000549;     0.001834;     0.000719;     0.003385;     0.001836
EEZ108      ;     0.101801;     0.034589;     1.431835;     0.033067;     0.203369;     0.067050;     2.512885;     0.790467;     0.026736;     0.391739;     0.024154;    18.132488;    15.196109;     0.030796;     0.056957;    54.818043;     0.013506;     0.219702;     0.027196;     0.105315;     0.018724;     0.017068;     2.177808;     0.094987;     0.047988;     0.178974;     0.061023;     0.035352;     0.048449;     0.135589;     0.036281;     0.046656;     0.022640;     0.033684;     0.094987
EEZ109      ;     0.000297;     0.000291;     0.093450;     0.000256;     0.001601;     0.000291;     0.000470;     0.003799;     0.000291;     0.000291;     0.000266;     4.900025;     0.654085;     0.000281;     0.000291;     0.087728;     0.000291;     0.000291;     0.000291;     0.003120;     0.000291;     0.000291;     0.100124;     0.000291;     0.000291;     0.000458;     0.000291;     0.000291;     0.000291;     0.001221;     0.000291;     0.000291;     0.000291;     0.000291;     0.000291
EEZ110      ;     0.000088;     0.000088;     0.026694;     0.000088;     0.001674;     0.000088;     0.000088;     0.000871;     0.000088;     0.000088;     0.000088;     3.133237;     0.060351;     0.000078;     0.000088;     0.019888;     0.000088;     0.000088;     0.000088;     0.001573;     0.000088;     0.000088;     0.024315;     0.000088;     0.000088;     0.000088;     0.000088;     0.000088;     0.000088;     0.000116;     0.000088;     0.000088;     0.000088;     0.000088;     0.000088
EEZ119      ;     0.000201;     0.000093;     0.000398;     0.000860;     0.000082;     0.000705;     0.003805;     0.003173;     0.000183;     0.000193;     0.000122;     0.001974;     0.004480;     0.000055;     0.000536;     0.003775;     0.001165;     0.000217;     0.000427;     0.000077;     0.000293;     0.000084;     0.000799;     0.000655;     0.001994;     0.000057;     0.000226;     0.000097;     0.000807;     0.001683;     0.000094;     0.000152;     0.000270;     0.000614;     0.000655
