          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.365067;     0.268304;     1.992632;     0.038978;     0.430040;     0.426476;     4.792530;     0.301806;     0.018818;    18.017714;     0.025511;    59.007675;    27.180052;     0.096544;     0.098374;     9.905313;     0.186917;     1.249019;     0.034622;     0.167001;     0.007183;     0.003024;     1.463282;     0.311930;     0.519403;     2.428632;     0.111036;     0.220188;     0.077767;     0.365766;     0.070994;     0.045298;     0.037930;     0.064252;     0.311930
EEZ65       ;     0.161149;     0.013461;     1.101290;     0.282746;     0.161793;     0.513618;     7.790153;     1.953052;     0.045932;     1.893784;     0.211405;     5.654099;    21.571537;     0.022086;     0.088546;     7.185717;     1.777865;     0.169455;     0.189272;     0.071710;     0.054356;     0.007404;     2.920413;     1.597447;     2.303858;     0.306406;     0.146109;     0.021979;     0.304206;     0.984146;     0.020403;     0.055211;     0.014747;     0.064192;     1.597447
EEZ71       ;     0.237664;     0.050407;     2.363957;     0.179430;     0.406433;     0.552640;    15.199933;     4.686578;     0.112898;    11.872674;     0.411485;    17.074610;    37.398411;     0.066982;     0.077977;    13.908077;    28.677307;     0.895258;     0.306040;     0.134080;     0.103052;     0.006245;     5.136763;     2.901444;     2.389372;     2.109520;     0.062249;     0.042841;     0.463864;     1.774592;     0.045754;     0.042587;     0.017490;     0.089944;     2.901444
EEZ91       ;     0.204789;     0.149570;     0.415676;     0.007798;     0.127468;     0.148851;     1.096087;     0.062209;     0.001775;    18.822021;     0.003850;     8.243639;     2.883895;     0.107134;     0.075214;     0.717443;     0.009918;     0.712036;     0.007007;     0.029604;     0.003843;     0.000645;     0.294688;     0.014813;     0.132507;    15.120276;     0.037642;     0.098502;     0.013137;     0.021444;     0.042087;     0.031044;     0.016522;     0.005062;     0.014813
EEZ99       ;     0.003409;     0.001589;     0.059146;     0.001893;     0.006116;     0.004644;     0.120169;     0.001514;     0.000038;     0.896724;     0.000051;     1.204722;     0.153416;     0.001311;     0.002512;     0.081321;     0.000303;     0.015442;     0.001221;     0.003120;     0.000668;     0.000079;     0.054840;     0.000517;     0.010110;     0.124968;     0.002914;     0.001975;     0.002486;     0.000639;     0.000815;     0.000752;     0.000520;     0.000539;     0.000517
EEZ100      ;     0.005842;     0.000939;     0.085684;     0.011889;     0.010938;     0.019648;     0.517660;     0.122448;     0.001684;     0.089291;     0.005441;     0.316857;     1.341049;     0.000503;     0.004618;     0.503568;     0.032000;     0.007572;     0.006794;     0.005935;     0.001754;     0.000291;     0.253916;     0.036042;     0.067262;     0.016201;     0.007685;     0.001217;     0.008823;     0.027546;     0.000401;     0.002550;     0.000601;     0.002310;     0.036042
EEZ108      ;     0.649652;     0.118073;     3.984265;     0.152292;     0.444448;     0.799413;    10.408469;     0.951112;     0.037238;     7.804551;     0.042453;    47.846317;    67.181656;     0.177869;     0.274787;   103.416290;     0.256338;     1.141644;     0.170999;     0.229763;     0.062621;     0.016833;     3.949051;     0.451506;     2.192859;     1.295551;     0.279666;     0.300452;     0.313122;     0.482148;     0.114235;     0.122182;     0.072286;     0.227321;     0.451506
EEZ109      ;     0.009192;     0.001459;     0.183389;     0.003178;     0.020329;     0.019204;     0.243360;     0.003438;     0.000272;     0.418801;     0.000160;     7.538308;     1.611365;     0.001959;     0.005560;     0.421177;     0.000990;     0.028954;     0.004199;     0.003451;     0.001768;     0.000150;     0.176745;     0.001356;     0.029447;     0.041957;     0.005581;     0.002471;     0.006246;     0.001787;     0.001326;     0.001950;     0.000871;     0.001249;     0.001356
EEZ110      ;     0.001640;     0.000068;     0.035833;     0.000518;     0.006847;     0.003221;     0.053349;     0.001175;     0.000138;     0.179729;     0.000070;     4.348433;     0.432181;     0.000260;     0.000656;     0.138900;     0.000095;     0.006819;     0.001158;     0.000724;     0.000634;     0.000032;     0.040226;     0.000392;     0.006502;     0.019040;     0.000785;     0.000404;     0.001455;     0.000316;     0.000158;     0.000204;     0.000196;     0.000450;     0.000392
EEZ119      ;     0.000321;     0.000021;     0.002379;     0.000673;     0.000235;     0.001364;     0.026786;     0.007723;     0.000137;     0.006551;     0.000863;     0.022998;     0.089431;     0.000050;     0.000099;     0.034313;     0.020593;     0.000462;     0.000747;     0.000083;     0.000220;     0.000010;     0.006019;     0.007421;     0.010709;     0.001017;     0.000092;     0.000018;     0.001038;     0.003646;     0.000046;     0.000070;     0.000033;     0.000411;     0.007421
