          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.046565;     0.007315;     1.179978;     0.020244;     0.231574;     0.389243;     1.954703;     0.029871;     0.002158;    22.735521;     0.004396;    15.665308;     2.602497;     0.011215;     0.005653;     1.304418;     0.008522;     0.620309;     0.002484;     0.071916;     0.001670;     0.000224;     0.626986;     0.015677;     0.514204;    61.053791;     0.007459;     0.032656;     0.048670;     0.014124;     0.011026;     0.002148;     0.001158;     0.019270;     2.746070
EEZ65       ;     0.254873;     0.017357;     2.356100;     0.241067;     0.191928;     0.547765;    11.692207;     2.279022;     0.018962;     1.147114;     0.085367;    10.024002;    36.264187;     0.027423;     0.168201;    14.694854;     1.759074;     0.150702;     0.079572;     0.106894;     0.017322;     0.019131;     4.493590;     2.149500;     2.275675;     0.149246;     0.181882;     0.122023;     0.755691;     0.461653;     0.023913;     0.084436;     0.081890;     0.563533;     0.171840
EEZ71       ;     0.503416;     0.068529;     4.006131;     0.347819;     0.623049;     1.294098;    28.787630;     2.783480;     0.046385;     3.304512;     0.363083;    19.798859;    43.945290;     0.107119;     0.564850;    16.048899;    26.051266;     0.426945;     0.136028;     0.226750;     0.037076;     0.067167;     9.335448;     3.127506;     5.279381;     0.374447;     0.679257;     0.690869;     2.284187;     0.748465;     0.068787;     0.255204;     0.203621;     1.477259;     0.659187
EEZ91       ;     0.196743;     0.016561;     0.205300;     0.003736;     0.259016;     0.128674;     1.236104;     0.019556;     0.000185;    28.653210;     0.000730;     5.513518;     0.550075;     0.056952;     0.033452;     0.212695;     0.001841;     2.461077;     0.001358;     0.023539;     0.000183;     0.001112;     0.165989;     0.006074;     0.213772;    14.042496;     0.008647;     0.008980;     0.003944;     0.007470;     0.064145;     0.012964;     0.002413;     0.014300;     6.212182
EEZ99       ;     0.002926;     0.000386;     0.009247;     0.000110;     0.005267;     0.003610;     0.028851;     0.000476;     0.000016;     1.489996;     0.000030;     0.569829;     0.079425;     0.000348;     0.000423;     0.076791;     0.001168;     0.013999;     0.000038;     0.000318;     0.000009;     0.000085;     0.004697;     0.000773;     0.005493;     0.103849;     0.000532;     0.000298;     0.000286;     0.000248;     0.000378;     0.000233;     0.000109;     0.001043;     0.087711
EEZ100      ;     0.008460;     0.000469;     0.090395;     0.001864;     0.007324;     0.014288;     0.409088;     0.023135;     0.000277;     0.042541;     0.001705;     0.319383;     1.387905;     0.000946;     0.003750;     0.872356;     0.034668;     0.004668;     0.000819;     0.004279;     0.000161;     0.000302;     0.193147;     0.022213;     0.029889;     0.007117;     0.002987;     0.003583;     0.008052;     0.003845;     0.000937;     0.001533;     0.001217;     0.005049;     0.005648
EEZ108      ;     0.456095;     0.036650;     3.869486;     0.192779;     0.420808;     0.496109;     8.734504;     0.405240;     0.024935;    18.881119;     0.042864;    43.846497;    28.656103;     0.045204;     0.146388;    89.021538;     0.350711;     0.704302;     0.060145;     0.266825;     0.026819;     0.015746;     4.092372;     0.125858;     1.684126;     3.014908;     0.144528;     0.177102;     0.160560;     0.116736;     0.040901;     0.058161;     0.030966;     0.292284;     3.439640
EEZ109      ;     0.006954;     0.000450;     0.174783;     0.003037;     0.024475;     0.024724;     0.487915;     0.002989;     0.000274;     1.432632;     0.000490;     5.566146;     2.470566;     0.000973;     0.003019;     0.707374;     0.000869;     0.078392;     0.000956;     0.018124;     0.000357;     0.000111;     0.176524;     0.004754;     0.065198;     0.117955;     0.000992;     0.001438;     0.002544;     0.000471;     0.002363;     0.002658;     0.000151;     0.004300;     0.087041
EEZ110      ;     0.000894;     0.000128;     0.015442;     0.000974;     0.002403;     0.001243;     0.063818;     0.000573;     0.000107;     0.513105;     0.000267;     3.176623;     0.847087;     0.000108;     0.000317;     0.275604;     0.000571;     0.009222;     0.000342;     0.004151;     0.000122;     0.000013;     0.014757;     0.002039;     0.017249;     0.031909;     0.000081;     0.000118;     0.000929;     0.000215;     0.000084;     0.000333;     0.000026;     0.000654;     0.020492
EEZ119      ;     0.000912;     0.000076;     0.008227;     0.000396;     0.000513;     0.002663;     0.060735;     0.010119;     0.000050;     0.005025;     0.000543;     0.037973;     0.149385;     0.000111;     0.000809;     0.081303;     0.017672;     0.000519;     0.000124;     0.000441;     0.000023;     0.000077;     0.022131;     0.005796;     0.008857;     0.000591;     0.000791;     0.000705;     0.003061;     0.001185;     0.000082;     0.000464;     0.000386;     0.001602;     0.000654
EEZ123      ;     0.033431;     0.005406;     0.074468;     0.111412;     0.029091;     0.092034;     1.041534;     0.202034;     0.016988;     0.085985;     0.059626;     0.378378;     1.754949;     0.005696;     0.044029;     0.478253;     0.283059;     0.026697;     0.049714;     0.006697;     0.025001;     0.007118;     0.203726;     0.350446;     0.640648;     0.002810;     0.059916;     0.049091;     0.385871;     0.166879;     0.003263;     0.021692;     0.026972;     0.241413;     0.039675
EEZ185      ;     0.127070;     0.020689;     0.770433;     0.305990;     0.085241;     0.322324;     9.110182;    10.521496;     0.029989;     0.918701;     0.106411;     3.158699;     3.832106;     0.041982;     0.169791;     0.542584;     0.003243;     0.122988;     0.199820;     0.046410;     0.088114;     0.012384;     2.133955;     0.552791;     2.866324;     0.085154;     0.089626;     0.071664;     0.352584;     3.320040;     0.024241;     0.076453;     0.037694;     0.177166;     0.068670
EEZ187      ;     0.000932;     0.000248;     0.007867;     0.004768;     0.000474;     0.003122;     0.067642;     0.054515;     0.000495;     0.010359;     0.002581;     0.032200;     0.037843;     0.000436;     0.002064;     0.006577;     0.000023;     0.000567;     0.002752;     0.000440;     0.001712;     0.000163;     0.015925;     0.009460;     0.031623;     0.001054;     0.001055;     0.001162;     0.004784;     0.027963;     0.000228;     0.000957;     0.000096;     0.002293;     0.000618
EEZ188      ;     0.014543;     0.000328;     1.943120;     0.004108;     0.013061;     0.023289;     0.682781;     0.010914;     0.000360;     0.414580;     0.001458;     4.137124;     3.966445;     0.000414;     0.008527;     0.388965;     0.000746;     0.020567;     0.000974;     0.007323;     0.000368;     0.000155;     0.727887;     0.006829;     0.059761;     0.035438;     0.003004;     0.003338;     0.002817;     0.001950;     0.000609;     0.004958;     0.000317;     0.006351;     0.015587
EEZ189      ;     0.203645;     0.009718;    13.695212;     0.180343;     0.236588;     0.524583;    23.702242;     1.237387;     0.018584;     4.971958;     0.046608;    36.911049;    60.066093;     0.010217;     0.135632;     6.185114;     0.029980;     0.298942;     0.022484;     0.269088;     0.010385;     0.008763;    27.181442;     0.215893;     2.214129;     0.380415;     0.086409;     0.051137;     0.161268;     0.129499;     0.011433;     0.099489;     0.012365;     0.318873;     0.357085
EEZ190      ;     0.225387;     0.010703;     6.561140;     0.185310;     0.236978;     0.710954;    54.284588;     2.596340;     0.028097;     2.471336;     0.036633;    18.759077;    26.036354;     0.018035;     0.091981;     3.339699;     0.034232;     0.265746;     0.061614;     0.257639;     0.024237;     0.008683;    28.311268;     0.264090;     2.448139;     0.222563;     0.080556;     0.037018;     0.200768;     0.211133;     0.015948;     0.076145;     0.010546;     0.247494;     0.232578
EEZ191      ;     0.870525;     0.089978;     6.579239;     0.947318;     0.574868;     1.887462;    63.002567;    46.385437;     0.088732;     4.851465;     0.211145;    22.094715;    32.806599;     0.177587;     0.633379;     4.069174;     0.028261;     0.730267;     0.653537;     0.387804;     0.230671;     0.072120;    18.009275;     1.393840;    11.770873;     0.490989;     0.397579;     0.231214;     1.562025;     3.726435;     0.118443;     0.317804;     0.114473;     1.371322;     0.480906
