            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.007819;     0.000553;     0.021809;     0.000646;     0.000968;     0.008005;     0.007795;     0.073981;     0.003995;     0.000245;     0.196770;     0.000685;     0.227685;     0.126331;     0.000102;     0.000354;     0.003674;     0.024715;     0.000688;     0.010946;     0.000105;     0.001964;     0.000020;     0.000116;     0.024260;     0.000854;     0.015947;     0.049598;     0.003975;     0.000635;     0.001806;     0.001515;     0.000354;     0.003467;     0.000523;     0.004754;     0.040940;     0.001379;     0.000013;     0.004117;     0.005029;     0.007132;   126.322723
EEZ65       ;     0.645977;     0.068593;     1.806451;     0.118699;     0.120934;     0.796185;     0.701387;     9.723950;     1.119367;     0.012325;     2.466833;     0.069767;    12.184940;    23.765604;     0.051319;     0.076916;     0.226027;     6.220686;     0.669721;     1.673186;     0.038419;     0.125620;     0.009924;     0.023111;     2.933995;     0.758039;     1.484323;     0.184634;     0.270391;     0.149410;     0.098406;     0.234004;     0.083398;     0.118937;     0.006661;     0.093254;     1.211385;     0.092412;     0.002578;     0.178171;     0.077249;     0.708006;    31.916794
EEZ71       ;     0.786550;     0.149112;     1.722992;     0.173271;     0.470881;     0.887232;     0.926435;    12.000524;     1.431376;     0.056766;     6.375010;     0.225740;    15.253361;    23.835079;     0.064777;     0.128045;     0.377852;     8.105282;    10.984859;     2.433206;     0.139283;     0.139148;     0.040582;     0.087127;     3.164103;     0.580740;     3.140460;     0.529639;     0.473564;     0.225379;     0.532087;     0.487856;     0.141779;     0.190608;     0.013147;     0.581508;     1.545199;     0.166257;     0.005981;     0.302438;     0.430610;     0.956863;   115.356277
EEZ91       ;     0.060072;     0.024129;     0.314019;     0.003469;     0.047133;     0.063655;     0.084489;     1.498878;     0.080551;     0.001108;    10.941835;     0.001899;     3.495631;     0.654665;     0.002214;     0.013336;     0.018559;     0.282656;     0.001358;     0.246620;     0.012180;     0.029510;     0.001498;     0.013611;     0.367748;     0.003691;     0.302240;     8.810675;     0.027525;     0.015066;     0.023849;     0.009136;     0.011634;     0.019155;     0.006368;     0.032735;     0.116493;     0.016858;     0.001833;     0.158269;     0.227927;     0.134022;    64.185707
EEZ99       ;     0.007530;     0.000872;     0.023142;     0.000133;     0.000339;     0.017406;     0.009789;     0.082612;     0.001973;     0.000030;     0.671515;     0.000028;     0.828774;     0.067158;     0.000101;     0.000536;     0.002335;     0.033329;     0.000305;     0.020652;     0.000050;     0.000309;     0.000034;     0.000109;     0.033048;     0.000296;     0.008879;     0.081238;     0.002883;     0.001014;     0.001180;     0.000132;     0.000284;     0.003196;     0.000220;     0.000680;     0.000285;     0.000088;     0.000021;     0.004974;     0.005525;     0.002382;     0.319611
EEZ100      ;     0.017189;     0.001582;     0.049402;     0.002298;     0.001494;     0.012585;     0.012836;     0.216744;     0.019867;     0.000227;     0.080261;     0.000676;     0.348236;     1.192954;     0.000898;     0.002860;     0.006269;     0.308647;     0.012744;     0.057728;     0.000446;     0.002177;     0.000155;     0.000216;     0.091316;     0.006699;     0.017673;     0.005818;     0.005059;     0.003257;     0.001423;     0.002349;     0.002756;     0.003243;     0.000113;     0.001037;     0.050331;     0.001934;     0.000045;     0.004325;     0.002397;     0.026425;     1.037310
EEZ108      ;     0.343613;     0.123572;     1.545188;     0.022321;     0.105962;     0.256541;     0.213073;     5.770866;     0.214659;     0.048622;    13.105669;     0.086706;    31.414482;    25.196590;     0.010821;     0.139664;     0.153669;    51.005573;     0.122993;     2.292746;     0.077102;     0.106645;     0.028841;     0.012119;     2.080625;     0.042746;     1.023031;     1.673683;     0.176143;     0.113018;     0.133100;     0.111353;     0.141988;     0.109224;     0.005729;     0.220669;     0.920055;     0.100009;     0.001985;     0.409350;     0.369129;     0.664991;    65.274132
EEZ109      ;     0.015993;     0.003130;     0.125145;     0.003068;     0.001968;     0.011622;     0.025356;     0.322098;     0.057436;     0.000540;     0.423560;     0.001282;     5.808323;     0.811348;     0.001208;     0.004175;     0.006575;     0.287162;     0.000432;     0.022865;     0.001021;     0.004863;     0.000417;     0.000298;     0.123457;     0.001199;     0.055779;     0.038579;     0.006962;     0.005272;     0.003868;     0.004300;     0.002358;     0.003757;     0.000299;     0.005574;     0.000505;     0.001047;     0.000090;     0.002754;     0.002880;     0.000505;     0.610925
EEZ110      ;     0.002174;     0.000148;     0.019358;     0.000618;     0.000346;     0.001275;     0.003941;     0.045350;     0.013298;     0.000030;     0.150101;     0.000138;     2.612774;     0.201080;     0.000254;     0.001220;     0.001535;     0.106253;     0.000192;     0.007594;     0.000107;     0.000427;     0.000058;     0.000051;     0.022118;     0.000317;     0.008705;     0.011630;     0.001122;     0.000944;     0.000450;     0.000714;     0.000632;     0.000509;     0.000047;     0.000425;     0.000136;     0.000378;     0.000011;     0.000476;     0.001234;     0.000136;     0.170694
EEZ119      ;     0.003647;     0.000377;     0.005006;     0.000531;     0.000785;     0.003586;     0.002644;     0.034270;     0.001772;     0.000042;     0.009828;     0.000243;     0.051732;     0.100757;     0.000194;     0.000445;     0.001444;     0.032020;     0.005860;     0.013759;     0.000212;     0.000358;     0.000051;     0.000180;     0.011927;     0.001877;     0.005509;     0.000309;     0.001329;     0.000687;     0.000825;     0.000834;     0.000662;     0.000625;     0.000024;     0.000830;     0.004280;     0.000304;     0.000010;     0.000803;     0.000118;     0.003513;     0.139792
EEZ123      ;     0.081514;     0.011688;     0.146106;     0.029382;     0.036196;     0.073974;     0.134394;     1.138322;     0.220491;     0.009025;     0.133733;     0.048311;     0.715601;     1.273657;     0.011167;     0.009497;     0.034189;     0.222033;     0.198403;     0.138998;     0.013946;     0.008938;     0.005720;     0.009774;     0.269234;     0.111864;     0.430035;     0.008950;     0.073567;     0.031473;     0.035104;     0.089160;     0.008320;     0.022110;     0.001641;     0.031377;     0.054318;     0.023747;     0.000588;     0.009449;     0.006229;     0.077721;     3.351051
EEZ185      ;     0.141947;     0.041600;     1.320515;     0.013758;     0.223273;     0.122141;     0.595552;    10.546085;    11.573061;     0.005229;     0.349797;     0.020663;     3.854831;     4.645456;     0.004281;     0.084310;     0.234499;     0.583646;     0.003681;     0.320994;     0.059466;     0.083418;     0.022341;     0.013142;     2.741923;     0.320067;     2.268757;     0.027039;     0.163865;     0.127605;     0.075329;     2.941153;     0.037821;     0.108545;     0.003481;     0.068778;     0.198876;     0.008607;     0.000723;     0.023812;     0.004427;     0.170046;     1.545454
EEZ187      ;     0.001218;     0.000868;     0.015644;     0.000216;     0.003817;     0.001368;     0.007340;     0.111316;     0.068381;     0.000163;     0.003839;     0.000254;     0.045863;     0.037078;     0.000040;     0.001016;     0.003307;     0.005207;     0.000043;     0.003487;     0.000930;     0.000988;     0.000375;     0.000140;     0.029155;     0.004586;     0.032426;     0.000147;     0.002350;     0.002089;     0.001261;     0.029199;     0.000549;     0.001706;     0.000023;     0.001349;     0.001658;     0.000326;     0.000010;     0.000271;     0.000034;     0.002276;     0.015688
EEZ188      ;     0.022406;     0.004088;     2.098970;     0.003721;     0.003569;     0.035891;     0.023519;     0.495408;     0.036721;     0.000167;     0.220621;     0.000266;     3.124374;     2.377084;     0.001669;     0.004621;     0.008740;     0.218753;     0.000893;     0.044329;     0.002896;     0.010146;     0.000590;     0.000637;     0.693990;     0.003404;     0.052173;     0.021781;     0.008286;     0.008035;     0.004815;     0.003504;     0.002848;     0.003685;     0.000167;     0.005036;     0.020126;     0.002400;     0.000073;     0.005357;     0.002757;     0.000309;     0.330178
EEZ189      ;     0.455754;     0.080695;    13.052279;     0.052583;     0.082720;     0.637109;     0.607026;    16.055267;     1.567848;     0.004470;     3.364838;     0.007936;    36.830555;    40.909912;     0.019174;     0.074146;     0.171375;     4.242247;     0.016590;     0.769728;     0.032130;     0.246413;     0.005938;     0.026741;    24.161551;     0.110467;     1.655942;     0.287566;     0.214106;     0.122854;     0.116363;     0.236811;     0.058153;     0.084571;     0.004285;     0.077439;     0.692248;     0.070081;     0.001963;     0.113320;     0.062197;     0.045298;     7.223311
EEZ190      ;     0.262437;     0.048219;     6.070196;     0.030566;     0.114786;     0.431280;     0.854229;    44.685379;     2.025658;     0.010075;     1.754066;     0.011773;    20.706699;    19.827816;     0.011667;     0.065960;     0.202342;     2.380233;     0.009634;     0.448680;     0.032664;     0.278312;     0.011042;     0.030580;    23.981361;     0.124231;     2.226424;     0.133198;     0.174223;     0.098060;     0.094220;     0.190178;     0.034384;     0.087199;     0.002508;     0.020221;     0.554970;     0.032216;     0.002930;     0.045841;     0.026502;     0.042439;     5.176606
EEZ191      ;     0.707278;     0.212113;     7.693067;     0.111371;     0.892510;     0.937782;     2.319688;    55.157211;    38.473679;     0.041049;     2.759340;     0.085364;    25.389259;    30.401783;     0.039769;     0.297890;     0.823628;     3.997896;     0.018774;     1.337774;     0.268963;     0.423471;     0.096706;     0.055058;    17.199495;     0.663656;     9.628788;     0.246220;     0.604396;     0.491484;     0.337761;     2.569353;     0.142405;     0.368068;     0.016153;     0.124957;     0.989885;     0.034895;     0.003992;     0.146607;     0.029369;     0.357902;     9.262123
EEZ209      ;     0.474335;     0.094207;     2.899754;     0.036752;     0.061051;     0.524201;     0.537300;     6.580146;     0.669679;     0.005288;    43.326969;     0.014792;   120.661621;    14.524052;     0.019532;     0.089085;     0.157885;     5.041930;     0.028523;     1.339073;     0.023422;     0.103798;     0.006306;     0.010157;     2.474420;     0.022105;     0.889156;     4.189033;     0.153291;     0.096826;     0.089686;     0.063136;     0.050112;     0.116284;     0.013599;     0.086253;     0.187719;     0.031244;     0.001790;     0.243430;     0.336989;     0.140144;    26.757925
EEZ212      ;     0.082265;     0.016255;     0.152952;     0.026823;     0.151049;     0.090055;     0.099797;     1.260396;     0.289948;     0.021093;     0.391631;     0.260573;     1.298109;     1.966826;     0.008048;     0.010741;     0.036885;     0.370914;     0.899785;     0.340306;     0.029132;     0.010994;     0.012264;     0.019475;     0.299625;     0.320303;     0.463319;     0.036029;     0.109030;     0.034686;     0.304935;     0.277149;     0.014418;     0.025072;     0.002445;     0.058517;     0.114701;     0.023616;     0.000668;     0.025373;     0.027495;     0.083254;    72.910042
EEZ213      ;     3.083692;     0.546594;    18.035942;     0.492439;     0.807072;     3.418600;     2.990443;    55.541229;     6.560272;     0.104781;    24.304935;     0.222830;   144.283020;   295.533417;     0.221742;     0.589920;     1.288668;    93.826675;     0.576662;     8.212132;     0.393477;     0.714127;     0.136095;     0.130458;    26.210222;     1.060592;     8.141800;     2.478814;     1.491630;     0.923176;     0.658247;     1.001221;     0.469857;     0.630519;     0.037577;     0.689465;     3.973662;     0.406042;     0.017384;     0.963097;     0.321189;     2.471738;   100.628593
EEZ215      ;     0.533232;     0.027210;     0.696690;     0.058091;     0.596200;     0.323744;     0.743120;     7.538316;     1.538462;     0.119088;     0.678590;     1.100312;     4.261167;     3.590798;     0.023452;     0.029043;     0.089559;     0.547579;     0.409052;     0.744526;     0.212589;     0.069746;     0.085867;     0.052633;     1.248447;     1.246590;     3.624055;     0.045460;     0.188161;     0.062705;     2.389167;     1.256718;     0.037637;     0.146404;     0.038955;     0.340700;     0.191440;     0.158539;     0.003032;     0.043201;     0.007080;     0.410612;    56.740036
EEZ216      ;     2.633599;     0.728179;    15.443516;     0.440839;     3.193385;     2.514188;     4.943874;    90.541397;    31.635017;     0.557656;    14.092331;     2.896493;    72.315300;   116.506149;     0.179952;     0.709735;     1.491617;    18.085756;     1.484296;     4.267492;     1.392319;     0.952634;     0.644348;     0.149061;    29.371202;    35.700871;    20.011627;     1.198720;     1.616137;     1.301715;     3.398812;     9.563183;     0.409091;     0.810527;     0.064461;     0.620565;     5.287954;     1.114506;     0.013207;     0.546241;     0.243171;     4.092239;   104.777649
EEZ224      ;     0.439279;     0.071767;     0.780383;     0.155113;     0.787170;     0.363969;     0.687261;     7.967647;     1.874889;     0.144012;     1.075902;     0.597804;     4.707397;     6.374077;     0.071116;     0.053403;     0.189985;     1.750778;     1.073991;     0.694842;     0.183672;     0.067409;     0.091391;     0.089140;     1.663655;     1.479536;     3.049047;     0.076556;     0.405273;     0.180110;     0.631657;     1.035253;     0.046165;     0.117755;     0.009813;     0.450287;     0.426297;     0.145800;     0.003782;     0.057708;     0.046087;     0.433332;    25.980490
