            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.024120;     0.002209;     0.272607;     0.001104;     0.000036;     0.078410;     0.015001;     0.458353;     0.013126;     0.000011;     8.830951;     0.000076;     6.435502;     2.078476;     0.004015;     0.008793;     0.007579;     1.012324;     0.040648;     0.278308;     0.000005;     0.020223;     0.000004;     0.000149;     0.188264;     0.006324;     0.003807;    21.187323;     0.001472;     0.004183;     0.000296;     0.000605;     0.010249;     0.002375;     0.001240;     0.000548;     1.356530;     0.000214;     0.000018;     0.096925;     0.365048;     0.223705;    83.392838
EEZ65       ;     0.404905;     0.116787;     1.739111;     0.053641;     0.243931;     0.253746;     1.022399;     9.029716;     1.854768;     0.060296;     5.017226;     0.190893;    10.352267;    19.709591;     0.017295;     0.170045;     0.438212;     6.710072;     0.634656;     0.606217;     0.165142;     0.078600;     0.065738;     0.044202;     2.822070;     1.974617;     3.404302;     0.833464;     0.427741;     0.469346;     0.585611;     0.948949;     0.090238;     0.234177;     0.065774;     0.450424;     1.151864;     0.209853;     0.003009;     0.312307;     0.672550;     1.000099;     5.245145
EEZ71       ;     1.406895;     0.308893;     6.295486;     0.232771;     0.630267;     0.785188;     3.051313;    35.236576;     5.397275;     0.185895;     5.881414;     0.408113;    38.741745;    44.691826;     0.100181;     0.461993;     1.103108;    15.824850;    11.912309;     2.256734;     0.405080;     0.424997;     0.200607;     0.117883;    10.546091;     3.639736;     8.231641;     1.042131;     1.231875;     1.323809;     2.290312;     2.620644;     0.255830;     0.676242;     0.126253;     2.008502;     3.309242;     0.575526;     0.015243;     0.450095;     0.926290;     4.965767;    21.534414
EEZ91       ;     0.120589;     0.012527;     0.297929;     0.001804;     0.007156;     0.092934;     0.055420;     0.715459;     0.007502;     0.000115;    10.650439;     0.000098;     4.316800;     0.733797;     0.004563;     0.041094;     0.035357;     0.480322;     0.005783;     0.593989;     0.000704;     0.026861;     0.000142;     0.000853;     0.208741;     0.005980;     0.040735;     8.416801;     0.007136;     0.023784;     0.012344;     0.000704;     0.033802;     0.013371;     0.000990;     0.007691;     0.160014;     0.000269;    -0.000022;     0.085199;     1.449070;     0.104208;     6.187944
EEZ99       ;     0.001781;     0.000640;     0.021491;     0.000068;     0.000198;     0.002358;     0.001617;     0.168578;     0.008104;     0.000343;     1.065110;     0.000493;     0.704477;     0.108952;     0.000148;     0.001039;     0.001110;     0.093347;     0.000089;     0.019841;     0.000186;     0.001815;     0.000189;     0.000047;     0.023288;     0.001068;     0.007307;     0.096408;     0.000733;     0.000735;     0.000874;     0.007325;     0.000666;     0.000431;     0.000046;     0.000471;     0.007587;     0.002635;     0.000007;    -0.000384;     0.010014;     0.020495;     0.082275
EEZ100      ;     0.018940;     0.005014;     0.056614;     0.002269;     0.007934;     0.011151;     0.045468;     0.386704;     0.076782;     0.002815;     0.182651;     0.004870;     0.320565;     0.982553;     0.000744;     0.008792;     0.021774;     0.352895;     0.017579;     0.033697;     0.005472;     0.003227;     0.003079;     0.001782;     0.102887;     0.054244;     0.147564;     0.023206;     0.021348;     0.020252;     0.022581;     0.035711;     0.004015;     0.009913;     0.001206;     0.016947;     0.034288;     0.009087;     0.000066;     0.007730;     0.022682;     0.028496;     0.227406
EEZ108      ;     0.392498;     0.141117;     5.185586;     0.035936;     0.063700;     0.518169;     0.702200;    21.508026;     1.227092;     0.028967;    15.081760;     0.046169;    55.155602;    46.775810;     0.024076;     0.127413;     0.215131;    87.438065;     0.351355;     2.263702;     0.058613;     0.272106;     0.028036;     0.010023;     7.237170;     0.254732;     1.190368;     2.704710;     0.198003;     0.325701;     0.206517;     0.587530;     0.083248;     0.125764;     0.017191;     0.160789;     1.551550;     0.254362;     0.002022;     0.353597;     1.813690;     1.826845;    16.507088
EEZ109      ;     0.023550;     0.003319;     0.221979;     0.000522;     0.003174;     0.046887;     0.026118;     0.635741;     0.019269;     0.001122;     0.676394;     0.001954;     5.831882;     1.810949;     0.001058;     0.005483;     0.009679;     0.558913;     0.000084;     0.109769;     0.002164;     0.014998;     0.001081;     0.000247;     0.243801;     0.002496;     0.046531;     0.064887;     0.002960;     0.004827;     0.005901;     0.009098;     0.004199;     0.006552;     0.000284;     0.004430;     0.001245;     0.004926;     0.000052;     0.006846;     0.019541;    -0.015313;     0.179397
EEZ110      ;     0.008125;     0.000750;     0.043804;     0.000122;     0.000874;     0.017546;     0.008739;     0.163897;     0.004134;     0.000309;     0.323300;     0.000548;     3.253273;     0.411598;     0.000266;     0.001592;     0.002780;     0.196408;    -0.000029;     0.033430;     0.000610;     0.005143;     0.000294;     0.000046;     0.039309;     0.000625;     0.011734;     0.034894;     0.000727;     0.001097;     0.001319;     0.001488;     0.001279;     0.001766;     0.000075;     0.001102;    -0.021914;     0.000978;     0.000009;     0.003330;     0.009489;    -0.006855;     0.059989
EEZ119      ;     0.001455;     0.000321;     0.006161;     0.000089;     0.001460;     0.000902;     0.004093;     0.037310;     0.007138;     0.000323;     0.014201;     0.000717;     0.039987;     0.078156;     0.000045;     0.000552;     0.001648;     0.025051;     0.005342;     0.002124;     0.000981;     0.000270;     0.000290;     0.000049;     0.012477;     0.010559;     0.013056;     0.002543;     0.000623;     0.001921;     0.002486;     0.004252;     0.000321;     0.000950;     0.000298;     0.001071;     0.004953;     0.001171;     0.000009;     0.001103;     0.002436;     0.005784;     0.023320
