            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.013285;     0.001403;     0.265683;     0.003859;     0.005739;     0.010467;     0.061430;     0.850970;     0.089364;     0.024519;     1.094284;     0.018784;     1.442607;     1.291694;     0.012831;     0.003300;     0.008151;     0.097601;     0.020215;     0.077851;     0.004857;     0.052180;     0.023644;     0.005927;     0.227729;     0.074080;     0.064783;     0.330890;     0.007983;     0.006489;     0.012575;     0.021398;     0.001880;     0.004465;     0.003551;     0.004926;     8.531896;     0.120667;     0.001001;     0.110973;     0.001234;     0.910048;   244.066788
EEZ65       ;     0.280729;     0.016910;     2.377673;     0.011550;     0.120605;     0.217679;     1.176952;    14.511318;     3.117250;     0.076892;     1.460438;     0.938553;     4.567805;    49.266544;     0.026439;     0.018820;     0.083896;     4.366104;     0.930191;     0.256324;     0.069074;     0.255117;     0.043480;     0.018897;     4.266127;     7.305690;     4.279150;     0.494434;     0.086416;     0.035722;     1.005793;     1.658928;     0.025318;     0.112625;     0.013269;     0.225869;    17.195751;     4.041918;     0.007874;     0.288482;     0.021251;    20.395472;    16.163671
EEZ71       ;     0.560698;     0.077745;     7.742137;     0.062767;     0.264404;     0.498296;     1.361703;    30.701315;     6.010029;     0.134125;     3.233904;     2.380818;    20.058353;    82.586731;     0.066924;     0.122753;     0.187982;     9.003176;    11.474520;     0.568222;     0.108844;     0.790515;     0.083136;     0.083914;    11.143861;    12.969456;     3.788293;     0.645646;     0.087267;     0.105160;     3.651597;     3.276409;     0.129437;     0.165259;     0.075052;     0.270622;    40.727188;     9.485303;     0.024624;     0.822131;     0.063746;    39.625660;    69.727333
EEZ91       ;     0.050647;     0.012593;     1.221136;     0.026380;     0.026820;     0.069225;     0.054180;     2.007586;     0.135399;     0.021814;     6.095004;     0.023265;     4.964624;     4.975543;     0.016083;     0.011861;     0.008767;     0.396521;     0.035891;     0.371865;     0.026909;     0.139071;     0.027654;     0.027597;     1.302011;     0.124451;     0.048211;     6.092725;     0.027654;     0.019386;     0.028789;     0.024960;     0.016067;     0.007114;     0.026827;     0.027437;    21.401585;     0.221956;     0.001482;     1.425313;     0.034603;     3.503355;    72.825638
EEZ99       ;     0.007554;     0.000034;     0.140757;     0.000192;     0.000919;     0.004246;     0.017320;     0.273915;     0.028527;     0.000878;     0.938591;     0.005763;     0.866308;     0.651814;     0.000221;     0.000402;     0.001859;     0.081390;     0.002072;     0.007944;     0.001490;     0.011916;     0.001949;     0.000386;     0.127797;     0.013187;     0.037982;     0.238955;     0.000386;     0.000368;     0.002360;     0.011190;     0.000731;     0.003193;     0.000384;     0.003020;     0.815214;     0.037223;     0.000153;     0.016856;     0.000165;     0.400102;     0.254287
EEZ100      ;     0.016030;     0.000412;     0.107384;     0.000315;     0.004596;     0.010011;     0.046593;     0.675204;     0.139580;     0.004796;     0.148254;     0.041137;     0.195508;     2.276561;     0.001270;     0.001578;     0.005748;     0.252185;     0.023289;     0.019142;     0.003572;     0.017317;     0.002483;     0.000263;     0.194541;     0.191939;     0.194923;     0.047843;     0.006370;     0.002703;     0.036890;     0.078592;     0.002118;     0.006897;     0.000545;     0.011662;     0.734605;     0.165628;     0.000260;     0.022289;     0.000872;     0.766604;     0.636492
EEZ108      ;     0.648419;     0.031620;    13.640055;     0.036893;     0.497098;     0.538036;     1.843771;    35.249355;     3.071318;     0.171799;    13.657612;     0.792502;    44.680740;   100.089050;     0.094516;     0.080850;     0.168348;    16.134289;     0.554166;     1.498395;     0.439594;     1.191483;     0.282290;     0.020828;    15.761701;     2.261262;     7.349024;     4.159715;     0.087746;     0.056327;     1.220979;     1.416969;     0.084067;     0.194663;     0.094119;     0.418123;    54.791496;     4.693260;     0.021625;     2.860166;     0.063284;    40.632381;    43.479050
EEZ109      ;     0.041269;     0.001040;     0.861496;     0.004178;     0.047966;     0.022311;     0.145098;     2.005901;     0.169303;     0.014425;     0.989677;     0.075503;     2.687390;     3.346370;     0.006587;     0.002474;     0.014931;     0.322743;     0.008386;     0.054852;     0.044846;     0.066064;     0.037262;     0.001783;     0.835696;     0.057361;     0.730065;     0.307478;     0.012642;     0.004170;     0.120772;     0.103336;     0.003269;     0.024558;     0.015687;     0.052370;     1.752072;     0.276131;     0.002113;     0.097481;     0.002708;     1.943152;     0.778092
EEZ110      ;     0.012950;     0.000257;     0.258205;     0.001571;     0.010348;     0.009052;     0.038406;     0.584461;     0.042327;     0.004081;     0.456036;     0.018015;     0.993646;     1.105532;     0.001773;     0.000897;     0.005247;     0.108690;     0.003479;     0.020340;     0.012249;     0.020834;     0.009984;     0.000741;     0.264921;     0.016099;     0.145725;     0.118199;     0.004811;     0.001152;     0.031728;     0.025900;     0.001137;     0.006803;     0.004313;     0.012590;     0.616294;     0.076356;     0.000701;     0.040068;     0.001326;     0.635973;     0.252784
EEZ119      ;     0.001215;     0.000144;     0.015205;     0.000035;     0.000583;     0.000916;     0.008063;     0.076981;     0.009786;     0.000248;     0.004572;     0.005170;     0.023201;     0.233994;     0.000111;     0.000047;     0.000236;     0.014802;     0.008458;     0.000884;     0.000252;     0.001373;     0.000131;     0.000144;     0.026703;     0.036658;     0.014954;     0.001051;     0.000144;     0.000051;     0.006601;     0.005938;     0.000081;     0.000470;     0.000057;     0.000486;     0.077274;     0.015998;     0.000050;     0.001258;     0.000046;     0.095370;     0.084255
