            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.065300;     0.065477;     0.629568;     0.041095;     0.016943;     0.105911;     0.231552;     1.577131;     0.193872;     0.057399;     0.309319;     0.066075;     3.878592;     1.206114;     0.027269;     0.022686;     0.064499;     0.760052;     0.016527;     0.245682;     0.060528;     0.081155;     0.031144;     0.020479;     0.514398;     0.111953;     0.466367;     0.126071;     0.029251;     0.035633;     0.112935;     0.093566;     0.049308;     0.038355;     0.028889;     0.046872;     0.167474;     0.154968;     0.026155;     0.068722;     0.047148;     0.312140;     0.538426
EEZ65       ;     0.080138;     0.019665;     0.124778;     0.026214;     0.024243;     0.061408;     0.112399;     0.930016;     0.420290;     0.008777;     0.038391;     0.013110;     0.882258;     1.788804;     0.008423;     0.021953;     0.081611;     0.804282;     0.034197;     0.179936;     0.012881;     0.017485;     0.007384;     0.004366;     0.262612;     0.145092;     0.253643;     0.015122;     0.036428;     0.029748;     0.042649;     0.156045;     0.013531;     0.031584;     0.003223;     0.041232;     0.014568;     0.041503;     0.005473;     0.011379;     0.005949;     0.028381;     0.053831
EEZ71       ;     0.098988;     0.037752;     0.263869;     0.032563;     0.030406;     0.101940;     0.133360;     1.288640;     0.246512;     0.027076;     0.109281;     0.025606;     1.902543;     1.261263;     0.012613;     0.027193;     0.054147;     0.953176;     1.678225;     0.429745;     0.018962;     0.028677;     0.010245;     0.012962;     0.439486;     0.090466;     0.211056;     0.033705;     0.055410;     0.041577;     0.074190;     0.082942;     0.032412;     0.043775;     0.014871;     0.085319;     0.039726;     0.058561;     0.015896;     0.027914;     0.021353;     0.061316;     0.081285
EEZ91       ;     0.126802;     0.019066;     0.338985;     0.016605;     0.021914;     0.216210;     0.038476;     1.421750;     0.163157;     0.015102;    21.250580;     0.016883;     8.746213;     1.455962;     0.015837;     0.065785;     0.023047;     0.292053;     0.012493;     0.652985;     0.015809;     0.032373;     0.011441;     0.015062;     0.549720;     0.033727;     0.025757;    29.662779;     0.029680;     0.024691;     0.026301;     0.036828;     0.033943;     0.025061;     0.015800;     0.029005;     0.018689;     0.043724;     0.007889;     0.031915;     0.132132;     0.251270;     0.017495
EEZ99       ;     0.000258;     0.000444;     0.000542;     0.000205;     0.001429;     0.002628;     0.000212;     0.000213;     0.000213;     0.000216;     0.098436;     0.000213;     1.117467;     0.027138;     0.000213;     0.000986;     0.000422;     0.040138;     0.000110;     0.002895;     0.000216;     0.000144;     0.000213;     0.000158;     0.001161;     0.000213;     0.000213;     0.009937;     0.000213;     0.000211;     0.000819;     0.000213;     0.001099;     0.000528;     0.000213;     0.000219;     0.000213;     0.000213;     0.000213;     0.000556;     0.000444;     0.000213;     0.001000
EEZ100      ;     0.005762;     0.001529;     0.002573;     0.004863;     0.000745;     0.000996;     0.007510;     0.048284;     0.017856;     0.000244;     0.000914;     0.000410;     0.040460;     0.119945;     0.000336;     0.004166;     0.011510;     0.059580;     0.000482;     0.009127;     0.000809;     0.000727;     0.000435;     0.000138;     0.009337;     0.004866;     0.017510;     0.000373;     0.002414;     0.004821;     0.000991;     0.015450;     0.000223;     0.002051;     0.000139;     0.000456;     0.000384;     0.000915;     0.000286;     0.000384;     0.000158;     0.000384;     0.000458
EEZ108      ;     0.042924;     0.023371;     0.628125;     0.022027;     0.029965;     0.074635;     0.041132;     1.679698;     0.367683;     0.025679;     0.172239;     0.029646;     8.163067;    13.408217;     0.020491;     0.023409;     0.027913;    56.546562;     0.013778;     0.273353;     0.022492;     0.066060;     0.019005;     0.005783;     0.931095;     0.094697;     0.025518;     0.084187;     0.028055;     0.028056;     0.036996;     0.066782;     0.025664;     0.027303;     0.021072;     0.034205;     0.021690;     0.052389;     0.016478;     0.026982;     0.016345;     0.043100;     0.041132
EEZ109      ;     0.000229;     0.000216;     0.059219;     0.000229;     0.000229;     0.002684;     0.000229;     0.008413;     0.005229;     0.000229;     0.000719;     0.000229;     2.946132;     0.917068;     0.000229;     0.000203;     0.000229;     0.124503;     0.000229;     0.000229;     0.000229;     0.001471;     0.000229;     0.000053;     0.046837;     0.000229;     0.000229;     0.000589;     0.000229;     0.000236;     0.000229;     0.000229;     0.000229;     0.000229;     0.000229;     0.000229;     0.000229;     0.000229;     0.000179;     0.000215;     0.000299;     0.000229;     0.000229
EEZ110      ;     0.000073;     0.000073;     0.024041;     0.000073;     0.000073;     0.001469;     0.000073;     0.001638;     0.001725;     0.000073;     0.000073;     0.000073;     2.066596;     0.132147;     0.000073;     0.000072;     0.000073;     0.031299;     0.000073;     0.000073;     0.000073;     0.000611;     0.000073;     0.000015;     0.018067;     0.000073;     0.000073;     0.000073;     0.000073;     0.000073;     0.000073;     0.000073;     0.000073;     0.000073;     0.000073;     0.000073;     0.000073;     0.000073;     0.000060;     0.000073;     0.000073;     0.000073;     0.000073
EEZ119      ;     0.000431;     0.000086;     0.001221;     0.000078;     0.000054;     0.000295;     0.000595;     0.001067;     0.000315;     0.000045;     0.000261;     0.000051;     0.003943;     0.004767;     0.000063;     0.000056;     0.000066;     0.002323;     0.000642;     0.000980;     0.000024;     0.000072;     0.000021;     0.000023;     0.001206;     0.000361;     0.000256;     0.000059;     0.000111;     0.000046;     0.000108;     0.000424;     0.000039;     0.000118;     0.000063;     0.000303;     0.000063;     0.000084;     0.000045;     0.000048;     0.000020;     0.000065;     0.000104
EEZ123      ;     0.003463;     0.002895;     0.010807;     0.002517;     0.001647;     0.002798;     0.004498;     0.050351;     0.011561;     0.001586;     0.003455;     0.001025;     0.048246;     0.029002;     0.001302;     0.001421;     0.003325;     0.029950;     0.014330;     0.004931;     0.001069;     0.001400;     0.000327;     0.000632;     0.010229;     0.006504;     0.012570;     0.001272;     0.002242;     0.002889;     0.002287;     0.002309;     0.000693;     0.002140;     0.001028;     0.003343;     0.002482;     0.002553;     0.002172;     0.001558;     0.000895;     0.003185;     0.004111
EEZ185      ;     0.002639;     0.001395;     0.003946;     0.000766;     0.016690;     0.001492;     0.002093;     0.500838;     3.362863;     0.000787;     0.000787;     0.001694;     0.026829;     0.015019;     0.000791;     0.001643;     0.001007;     0.041221;     0.000728;     0.001868;     0.013320;     0.000794;     0.004421;     0.001226;     0.078625;     0.291776;     0.097054;     0.000787;     0.003974;     0.000727;     0.002699;     2.217733;     0.000971;     0.001447;     0.001319;     0.016047;     0.000787;     0.000787;     0.000667;     0.000787;     0.000379;     0.000787;     0.000787
EEZ187      ;     0.000055;     0.000085;     0.000009;     0.000009;     0.000246;     0.000020;     0.000009;     0.002109;     0.011390;     0.000009;     0.000009;     0.000009;     0.000548;     0.000336;     0.000009;     0.000076;     0.000009;     0.000342;     0.000004;     0.000108;     0.000127;     0.000011;     0.000029;     0.000016;     0.000696;     0.009541;     0.000290;     0.000009;     0.000009;     0.000006;     0.000019;     0.005601;     0.000031;     0.000049;     0.000009;     0.000107;     0.000009;     0.000009;     0.000009;     0.000009;     0.000001;     0.000009;     0.000009
EEZ188      ;     0.001437;     0.000175;     3.252463;     0.000175;     0.000175;     0.002126;     0.000175;     0.351987;     0.027544;     0.000175;     0.000175;     0.000175;     1.181687;     0.577248;     0.000175;     0.000175;     0.000175;     0.033534;     0.000175;     0.000175;     0.000175;     0.005050;     0.000175;     0.000175;     0.879263;     0.000175;     0.000175;     0.000175;     0.000175;     0.000175;     0.000175;     0.000175;     0.000175;     0.000175;     0.000175;     0.000175;     0.000175;     0.000175;     0.000053;     0.000175;     0.000175;     0.000175;     0.000175
EEZ189      ;     0.005353;     0.002997;     5.941127;     0.002933;     0.003459;     0.027895;     0.004149;    10.974623;     1.286116;     0.002997;     0.002997;     0.002997;     3.867275;     6.931019;     0.002997;     0.003527;     0.003424;     0.588951;     0.003008;     0.004943;     0.033525;     0.042989;     0.002997;     0.001959;    22.970421;     0.008091;     0.003240;     0.003018;     0.003529;     0.002997;     0.002930;     0.012444;     0.002997;     0.004784;     0.003250;     0.004965;     0.002997;     0.002997;     0.002188;     0.002921;     0.002989;     0.002997;     0.002997
EEZ190      ;     0.017366;     0.009137;     0.419046;     0.010131;     0.002256;     0.019097;     0.008439;    27.203339;     4.392900;     0.001838;     0.002375;     0.001835;     0.360669;     1.301487;     0.002444;     0.006766;     0.013113;     0.232547;     0.001777;     0.009757;     0.031041;     0.017634;     0.001696;     0.001601;     5.771900;     0.008133;     0.005282;     0.001861;     0.009715;     0.009061;     0.001778;     0.013761;     0.006821;     0.009688;     0.001914;     0.002911;     0.001798;     0.002022;     0.000780;     0.001786;     0.001895;     0.001798;     0.001798
EEZ191      ;     0.017266;     0.031058;     0.171378;     0.037040;     0.024579;     0.011592;     0.022966;     5.296597;    31.798073;     0.005665;     0.007129;     0.003364;     0.341939;     1.504151;     0.006777;     0.022224;     0.060238;     0.331752;     0.003273;     0.037742;     0.037525;     0.006161;     0.010444;     0.008165;     1.405999;     0.317103;     0.144333;     0.003893;     0.046559;     0.035687;     0.007204;     1.022356;     0.033397;     0.038951;     0.006034;     0.037037;     0.003364;     0.003364;     0.002301;     0.003536;     0.004080;     0.003364;     0.003364
EEZ209      ;     0.013608;     0.013976;     2.643023;     0.011468;     0.016858;     0.210705;     0.011787;     0.624346;     0.113667;     0.012370;     2.661908;     0.011923;   150.152664;     7.353693;     0.011787;     0.011123;     0.013190;     4.096707;     0.011543;     0.066552;     0.011749;     0.050766;     0.011682;     0.005478;     1.392431;     0.013072;     0.011766;     0.244924;     0.013708;     0.012944;     0.018645;     0.012168;     0.013043;     0.013977;     0.011875;     0.016746;     0.011681;     0.011678;     0.009542;     0.011871;     0.015832;     0.012129;     0.014400
EEZ212      ;     0.052151;     0.069863;     0.112174;     0.039341;     0.062350;     0.058607;     0.090747;     0.370812;     0.081063;     0.047737;     0.127073;     0.056092;     0.486459;     0.448526;     0.032119;     0.057869;     0.073827;     0.186480;     0.235184;     0.154700;     0.038077;     0.090687;     0.030367;     0.018342;     0.169589;     0.071511;     0.180189;     0.064272;     0.071152;     0.043506;     0.111878;     0.054215;     0.055539;     0.072177;     0.046922;     0.097602;     0.084530;     0.070449;     0.048846;     0.058312;     0.064925;     0.097864;     0.694875
EEZ213      ;     0.159382;     0.040088;     3.984436;     0.070002;     0.060843;     0.125735;     0.180751;     5.817237;     2.915227;     0.033559;     0.184112;     0.039900;    19.999554;   135.543121;     0.032419;     0.089977;     0.163882;    24.693359;     0.029425;     0.318057;     0.071360;     0.076761;     0.033881;     0.016983;     6.374175;     0.504267;     0.472975;     0.076174;     0.087054;     0.085853;     0.079799;     0.502825;     0.048404;     0.068869;     0.026162;     0.069331;     0.031665;     0.039355;     0.022706;     0.033849;     0.024536;     0.034630;     0.049308
EEZ215      ;     0.061202;     0.047559;     0.109906;     0.035167;     0.138995;     0.056088;     0.101451;     0.487781;     0.140414;     0.022094;     0.147306;     0.109103;     0.725910;     0.308235;     0.029971;     0.019247;     0.056708;     0.240951;     0.047094;     0.226827;     0.047500;     0.057809;     0.025277;     0.022480;     0.104355;     0.191025;     0.266002;     0.031079;     0.037577;     0.025545;     0.309622;     0.106713;     0.030895;     0.052776;     0.038960;     0.158242;     0.122469;     0.131497;     0.016268;     0.036918;     0.042187;     0.112170;     1.057625
