            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.008510;     0.054678;     0.110756;     0.004046;     0.018004;     0.003089;     0.006939;     0.366164;     0.033527;     0.002851;     0.377929;     0.022000;     0.916055;     1.016940;     0.001370;     0.026032;     0.017517;     0.106935;     0.024441;     0.025895;     0.005829;     0.023324;     0.005660;     0.000207;     0.174182;     0.093908;     0.014581;     0.072237;     0.013136;     0.026033;     0.045713;     0.040526;     0.003047;     0.006306;     0.001032;     0.016094;    10.283689;     0.095843;     0.000329;     0.009134;     0.036444;     0.687389;    28.030680
EEZ65       ;     0.053952;     0.009398;     0.318918;     0.001187;     0.067717;     0.014595;     0.170333;     1.513064;     0.649174;     0.035154;     0.169582;     0.211415;     0.803842;     6.617577;     0.003943;     0.004198;     0.034164;     0.627041;     0.369254;     0.060652;     0.053242;     0.034740;     0.035268;     0.003704;     0.620007;     1.558405;     0.911288;     0.020603;     0.032604;     0.006312;     0.494284;     0.361652;     0.006351;     0.065581;     0.007630;     0.136757;     3.783921;     1.141761;     0.003921;     0.044443;     0.015631;     4.818345;     0.444387
EEZ71       ;     0.066275;     0.108994;     0.501478;     0.020212;     0.092853;     0.042170;     0.104641;     1.812813;     0.674068;     0.048616;     0.403808;     0.329927;     1.223454;     6.668897;     0.008839;     0.006178;     0.022167;     0.575252;     5.637605;     0.149472;     0.074720;     0.072840;     0.055261;     0.005525;     0.759468;     1.726148;     0.648589;     0.049030;     0.022359;     0.010047;     1.022749;     0.518597;     0.008219;     0.031221;     0.015102;     0.184943;     8.357910;     1.223291;     0.009686;     0.084557;     0.103548;     4.303260;     4.899206
EEZ91       ;     0.118925;     0.026591;     1.394399;     0.012205;     0.075514;     0.049911;     0.196492;     2.673820;     0.112614;     0.021737;    44.351471;     0.038281;     8.734186;     5.126905;     0.030333;     0.027947;     0.038072;     0.453063;     0.060974;     0.420967;     0.012716;     0.180061;     0.014314;     0.003069;     0.882567;     0.223952;     0.617871;    20.391863;     0.024436;     0.043544;     0.152460;     0.080449;     0.023383;     0.032687;     0.069426;     0.030130;    68.566299;     0.295219;     0.009513;     1.735722;     0.040338;     3.174368;     6.189223
EEZ99       ;     0.002273;     0.000133;     0.048467;     0.000088;     0.003748;     0.002190;     0.005517;     0.079432;     0.001929;     0.000062;     0.201280;     0.000669;     0.337964;     0.229919;     0.000312;     0.000118;     0.001021;     0.020425;     0.000791;     0.004287;     0.001017;     0.007258;     0.000679;     0.000093;     0.033172;     0.004879;     0.019448;     0.018709;     0.001114;     0.000331;     0.008083;     0.001575;     0.000253;     0.000755;     0.000847;     0.002818;     0.420763;     0.004301;     0.000144;     0.005720;     0.000108;     0.140981;     0.000328
EEZ100      ;     0.002519;     0.000491;     0.023403;     0.000070;     0.001909;     0.000838;     0.010045;     0.100027;     0.029382;     0.000836;     0.005621;     0.004967;     0.043594;     0.423684;     0.000144;     0.000103;     0.002027;     0.032630;     0.008523;     0.001866;     0.000926;     0.002549;     0.000774;     0.000133;     0.048113;     0.042611;     0.033868;     0.000779;     0.002068;     0.000180;     0.011751;     0.010829;     0.000146;     0.003382;     0.000324;     0.003020;     0.172127;     0.038483;     0.000095;     0.001660;     0.000055;     0.260199;     0.001252
EEZ108      ;     0.166614;     0.045322;     2.245629;     0.004195;     0.052784;     0.103437;     0.356199;     4.893342;     0.483605;     0.021243;     1.835888;     0.124616;     7.484561;    29.126474;     0.011275;     0.012898;     0.073128;     2.910065;     0.190980;     0.210454;     0.033019;     0.286161;     0.022720;     0.003504;     3.009141;     0.977224;     0.957854;     0.246138;     0.052492;     0.024533;     0.447038;     0.246600;     0.017010;     0.084851;     0.030524;     0.084163;    22.678930;     0.895184;     0.005061;     0.130147;     0.026664;    14.756344;     0.210983
EEZ109      ;     0.034210;     0.005495;     0.193422;     0.001015;     0.018476;     0.023641;     0.052390;     0.649197;     0.023577;     0.002175;     0.097126;     0.005238;     0.560474;     2.072101;     0.001506;     0.003845;     0.010097;     0.171698;     0.008204;     0.047652;     0.009170;     0.029857;     0.005449;     0.000687;     0.276965;     0.042270;     0.113711;     0.015754;     0.009956;     0.009487;     0.049913;     0.018992;     0.003701;     0.006194;     0.005311;     0.019033;     1.133259;     0.038508;     0.000768;     0.016953;     0.001145;     1.868174;     0.191204
EEZ110      ;     0.012587;     0.000673;     0.073248;     0.000235;     0.006680;     0.009707;     0.015354;     0.205774;     0.005876;     0.000473;     0.040777;     0.001447;     0.183026;     0.629426;     0.000458;     0.000819;     0.002663;     0.050333;     0.001989;     0.015046;     0.002675;     0.009667;     0.001711;     0.000206;     0.092391;     0.011255;     0.038515;     0.004778;     0.002575;     0.001526;     0.016128;     0.004803;     0.001042;     0.001840;     0.001646;     0.006093;     0.338744;     0.011668;     0.000242;     0.005677;     0.000380;     0.568920;     0.041926
EEZ119      ;     0.000087;     0.000008;     0.000970;     0.000002;     0.000198;     0.000026;     0.000248;     0.004415;     0.001973;     0.000181;     0.000616;     0.000789;     0.002036;     0.023130;     0.000014;     0.000011;     0.000064;     0.001760;     0.003833;     0.000132;     0.000217;     0.000091;     0.000130;     0.000011;     0.001915;     0.004508;     0.002002;     0.000084;     0.000013;     0.000016;     0.001979;     0.001069;     0.000015;     0.000098;     0.000026;     0.000368;     0.017347;     0.003393;     0.000013;     0.000150;     0.000151;     0.013801;     0.003109
