EEZ100	    0.5803
EEZ108	   34.8873
EEZ109	    1.4363
EEZ110	    0.5027
EEZ119	    0.0484
EEZ123	    0.6493
EEZ185	    4.2012
EEZ187	    0.0349
EEZ188	    1.0379
EEZ189	   18.5606
EEZ190	   14.5053
EEZ191	   22.7935
EEZ209	   31.0760
EEZ212	    7.7643
EEZ213	   99.6948
EEZ215	    9.0175
EEZ216	   61.6170
EEZ224	    4.4486
EEZ273	   22.2766
EEZ48	   17.4312
EEZ65	   13.1593
EEZ71	   21.7720
EEZ91	    8.5813
EEZ99	    0.2838
HE1	    1.8470
HE2	    4.5475
HE3	    3.8173
HE4	    3.1941
HE5	   40.0682
HE6	    0.9229
HE7	    8.2890
HE8	    1.5357
HE9	    8.0611
OR1	   95.2418
OR2	  164.5201
OR3	   52.9965
OR4	   42.7908
OR5	  170.6595
