EEZ100	    0.0363
EEZ108	    9.0929
EEZ109	    0.5221
EEZ110	    0.2899
EEZ119	    0.0025
EEZ123	    0.0356
EEZ185	    0.8126
EEZ187	    0.0036
EEZ188	    0.8578
EEZ189	    7.1546
EEZ190	    5.0893
EEZ191	    5.7403
EEZ209	   19.8000
EEZ212	    0.6036
EEZ213	   22.4010
EEZ215	    0.7960
EEZ216	    5.2020
EEZ224	    0.2396
EEZ273	   10.6756
EEZ48	    1.6274
EEZ65	    0.6860
EEZ71	    1.1662
EEZ91	    5.0409
EEZ99	    0.1350
HE1	    0.3571
HE2	    0.7997
HE3	    0.8412
HE4	    0.5604
HE5	   10.7946
HE6	    0.3258
HE7	    2.9987
HE8	    0.4219
HE9	    4.2412
OR1	    6.1930
OR2	   41.1763
OR3	   17.7682
OR4	   25.8413
OR5	   21.4924
