EEZ100	    1.1407
EEZ108	   53.6741
EEZ109	    1.8302
EEZ110	    0.5623
EEZ119	    0.0949
EEZ123	    2.0734
EEZ185	    7.4765
EEZ187	    0.0666
EEZ188	    1.7950
EEZ189	   30.1278
EEZ190	   22.2093
EEZ191	   35.9104
EEZ209	   57.2433
EEZ212	   18.6655
EEZ213	  173.6782
EEZ215	   23.6878
EEZ216	  145.6208
EEZ224	   13.9047
EEZ273	   48.5830
EEZ48	   36.8669
EEZ65	   25.9655
EEZ71	   40.3349
EEZ91	   22.4581
EEZ99	    0.6168
HE1	    4.8648
HE2	   12.1947
HE3	    7.3308
HE4	    5.1802
HE5	   71.6812
HE6	    1.3040
HE7	   12.8817
HE8	    3.5578
HE9	   10.2620
OR1	  242.8144
OR2	  291.5247
OR3	   73.6268
OR4	   93.1344
OR5	  337.7038
