EEZ100	    0.1509
EEZ108	   15.5697
EEZ109	    1.1637
EEZ110	    0.3996
EEZ119	    0.0124
EEZ123	    0.2790
EEZ185	    1.7056
EEZ187	    0.0133
EEZ188	    0.9926
EEZ189	   13.7093
EEZ190	    7.3500
EEZ191	    9.9731
EEZ209	   31.4719
EEZ212	    4.1862
EEZ213	   56.3172
EEZ215	    5.6286
EEZ216	   25.6442
EEZ224	    1.7793
EEZ273	   24.6266
EEZ48	    7.7493
EEZ65	    3.3591
EEZ71	    6.2801
EEZ91	   25.5794
EEZ99	    0.2742
HE1	    1.7758
HE2	    4.2642
HE3	    3.9618
HE4	    2.1069
HE5	   27.9449
HE6	    0.5614
HE7	    3.5077
HE8	    1.9935
HE9	    3.7445
OR1	   43.7726
OR2	   92.6878
OR3	   28.0701
OR4	   59.6575
OR5	   78.7144
