 OXN dry deposition
 ARC            
      year       AT       BA       BE       BG       BY       CH       CZ       DE       DK       EE       ES       FI       FR       GB       GR       HR       HU       IE       IT       LT       LU       LV       MD       NL       NO       PL       RO       RS       RU       SE       SI       SK       TR       UA      ATL      BAS      BLS      MED      NOS      BIC
        2001   2.47083567E-02   5.09866001E-03   7.77339637E-02   4.19182330E-03  0.182588801       5.56405401E-03   5.78708276E-02  0.428269863      0.137102678      0.102722965       3.40856612E-02  0.900013804      0.120521262      0.445727944       3.31005338E-03   4.75070719E-03   2.88437307E-02   1.07251024E-02   6.78605065E-02   7.33594149E-02   5.50477579E-03   6.00094981E-02   2.96730222E-03  0.128587052      0.115949549      0.336665928       3.73795405E-02   6.98613841E-03  0.882888615      0.380017817       6.23559207E-03   2.49922797E-02   1.20253097E-02  0.163221568       4.57932502E-02  0.420271605       2.71210331E-03   1.58755258E-02  0.257727742       2.79376842E-02
        2002   4.94293720E-02   5.23579656E-04   6.91729859E-02   1.08643493E-03  0.103471659       1.50107387E-02   8.89794007E-02  0.480200410      0.105921395       4.82797548E-02   9.80079994E-02  0.547118425      0.197136298      0.311404079       1.73885562E-03   6.25244016E-03   2.25387923E-02   1.52044483E-02   6.68235123E-02   4.45983969E-02   7.20998365E-03   2.84667443E-02   3.28799151E-03   9.47656408E-02  0.112160817      0.296087623       2.07480527E-02   2.94158282E-03  0.273573101      0.311610132       8.65926500E-03   1.76858753E-02   4.59054834E-04  0.115892857       4.55069579E-02  0.261517376       9.92265646E-04   1.51652545E-02  0.187865332       6.15047589E-02
        2003   6.32674620E-02   4.19852976E-03   8.21695775E-02   4.48470842E-03   8.25035870E-02   1.90090835E-02  0.157541886      0.793805540      0.175147787       4.45171148E-02   7.36804828E-02  0.418017983      0.200143203      0.381085336       2.97830324E-03   6.85663102E-03   4.04355042E-02   1.47038866E-02  0.104933299       3.18801627E-02   7.94138294E-03   2.96558738E-02   5.24192723E-03  0.126770869      0.105463520      0.459297687       5.41871563E-02   8.79805349E-03  0.437612891      0.356622070       8.93329550E-03   3.11451461E-02   6.10822754E-04  0.107214071       4.35948074E-02  0.314731270       1.74062431E-03   2.31306665E-02  0.240957633       5.51894456E-02
        2004   1.57871339E-02   7.46859063E-04  0.114809163       4.51032713E-04   6.91267475E-02   8.11647158E-03   5.52117899E-02  0.639475882      0.147648901       5.23899607E-02   1.84363779E-02  0.599461019      0.168346599      0.389895707       2.51816912E-03   2.83063832E-03   1.27318092E-02   1.22601930E-02   2.74396725E-02   5.84773235E-02   8.58841930E-03   3.58101428E-02   3.71226133E-03  0.185328156      0.131580427      0.304964811       1.60577167E-02   2.69330363E-03  0.379116565      0.353476107       2.92137847E-03   7.86647107E-03   3.13854497E-03   8.74816701E-02   4.19632532E-02  0.381755710       1.60603912E-03   6.92037307E-03  0.309434950       4.99220192E-02
        2005   4.70606647E-02   9.41331440E-04   8.10350925E-02   6.08417951E-03   6.23205826E-02   2.25715246E-02   9.45170894E-02  0.674047172      0.186086550       4.86910976E-02   6.58301115E-02  0.550049186      0.216128603      0.542282164       2.21023313E-03   4.44219448E-03   4.48435247E-02   3.90325561E-02   6.14453144E-02   4.08504792E-02   8.59446917E-03   3.24267894E-02   6.11930760E-03  0.116902366      0.169101030      0.382229835       5.09466864E-02   9.08197556E-03  0.587665617      0.398614824       8.12622439E-03   1.99052151E-02   3.07947071E-03  0.178713277       6.21019937E-02  0.388019234       2.70719430E-03   1.51094683E-02  0.358134538       8.88504982E-02
        2006   3.11550591E-02   7.35847279E-04  0.117453508       1.86034513E-03   3.61037292E-02   1.67427510E-02   8.11906829E-02  0.591398478      0.148010582       5.18567078E-02   8.47864598E-02  0.585110843      0.283660442      0.509940624       6.36315264E-04   4.01806086E-03   1.78943928E-02   1.20067224E-02   5.98873608E-02   4.81014177E-02   9.52544622E-03   4.56605256E-02   5.92491124E-04  0.138107345       8.61489922E-02  0.311933279       6.55575655E-03   7.98782683E-04  0.601553023      0.243552417       4.52281907E-03   1.19314762E-02   8.32073507E-04   2.26038154E-02   4.67124358E-02  0.364975244       7.60196010E-04   1.53444484E-02  0.297567338       3.11710145E-02
        2007   2.26660259E-02   6.80328172E-04   5.72003685E-02   2.31841626E-03   5.36317527E-02   8.15776736E-03   5.86609729E-02  0.300902843      0.136081323       6.47286177E-02   2.77819987E-02  0.713125408      0.117811926      0.432604700       1.98329543E-03   1.72795053E-03   1.74327157E-02   1.76549125E-02   1.87270772E-02   5.45491874E-02   1.89406646E-03   4.39221263E-02   2.11245567E-03  0.110573716      0.161658481      0.282898903       8.28332920E-03   9.15824086E-04  0.561628640      0.383469611       2.73199403E-03   1.32085532E-02   1.12288799E-02   4.83438261E-02   6.89116344E-02  0.490170181       1.97238568E-03   1.00219203E-02  0.355099767       8.58256146E-02
        2008   6.06148802E-02   3.66890384E-03   7.13270828E-02   9.55831818E-03   8.40908512E-02   1.99672263E-02  0.133123070      0.594067693      0.106908627       4.50206660E-02   2.74397153E-02  0.527436137      0.212720990      0.401139855       1.02992281E-02   8.95502232E-03   4.35750335E-02   2.19357759E-02   6.10632077E-02   4.81849127E-02   6.21199189E-03   3.44475433E-02   6.49324199E-03  0.102419682      0.107335657      0.503044188       3.09963729E-02   1.05095487E-02  0.370255530      0.300560445       8.33746046E-03   3.42082754E-02   4.74119186E-03  0.131479740       6.13032058E-02  0.409675628       4.27204696E-03   2.60402188E-02  0.358318150       4.52824926E-04
        2009   2.80182231E-02   1.39005424E-03   4.44273390E-02   1.28953392E-03  0.116474137       8.06582905E-03   5.34784906E-02  0.312730759       6.91337064E-02   7.07674026E-02   2.20136903E-02  0.402204990      0.109801136      0.180758968       3.47327278E-03   4.63844044E-03   2.36978531E-02   7.90663995E-03   2.33941916E-02   6.06436394E-02   3.05621955E-03   3.02154161E-02   1.84014894E-03   7.20570460E-02   8.18481669E-02  0.301394463       5.18289348E-03   3.00806551E-03  0.968992770      0.206001192       4.15335502E-03   1.70494430E-02   1.07509457E-02   6.41052052E-02   4.76642251E-02  0.327832818       2.29765358E-03   1.48071898E-02  0.223566324      0.113468252    
        2010   2.58800909E-02   1.67136022E-03   6.88658655E-02   2.21442478E-03   6.53568134E-02   1.66925434E-02   7.79277161E-02  0.468725443       9.79323685E-02   7.30814189E-02   5.52361794E-02  0.715431869      0.157358363      0.220719174       1.85322633E-03   1.73949322E-03   1.99746881E-02   6.58198958E-03   5.99173410E-03   5.54855764E-02   1.44870933E-02   4.25245799E-02   2.02799635E-03   9.40132812E-02  0.108368963      0.417090178       3.70054343E-03   4.19760635E-03  0.531419635      0.344138414       2.67041218E-03   1.52913155E-02   5.66358259E-03   7.50578046E-02   4.78098504E-02  0.456555933       2.89295032E-03   1.02417879E-02  0.327669621       6.89580813E-02
        2011   3.13049741E-02   3.74751817E-03  0.104121350       3.21720634E-03   4.49700244E-02   1.24734519E-02   9.93754566E-02  0.645359039      0.123997584       5.49212247E-02   3.09023764E-02  0.564219534      0.165061340      0.379451066       2.42682570E-03   4.22214251E-03   2.26101093E-02   1.64400544E-02   1.60574913E-02   4.08350304E-02   1.56792216E-02   2.89106742E-02   2.74866237E-03  0.145397305      0.105415121      0.412359536       1.66011211E-02   1.63391568E-02  0.253453076      0.344060689       3.23185767E-03   2.06838585E-02   5.67645952E-03   4.40273918E-02   6.49755746E-02  0.433091104       1.12476002E-03   9.04515386E-03  0.476239115       5.72267249E-02
        2012   3.08765750E-02   3.38537898E-03   7.09563196E-02   3.42195295E-03   8.40853453E-02   9.92913637E-03   8.42408091E-02  0.630759418      0.135165900       9.50495973E-02   2.83659082E-02  0.699357569      0.145697281      0.324168295       3.27199930E-03   2.75854277E-03   2.12410353E-02   1.16085308E-02   2.24727429E-02   6.82627633E-02   1.53021170E-02   4.80455272E-02   2.93920515E-03  0.109556153      0.115181580      0.512779891       1.00562079E-02   7.99618382E-03  0.793563843      0.335796058       3.22211348E-03   2.25985311E-02   4.53660404E-03  0.126367703       7.61652887E-02  0.534806848       3.64525965E-03   1.42011475E-02  0.440454632       4.10675770E-04
        2013   1.78271085E-02   3.72936251E-04   6.16139397E-02   5.32476697E-04   2.96550523E-02   1.12195341E-02   3.14322263E-02  0.480059147      0.132792875       3.59636955E-02   5.61018921E-02  0.454944909      0.156208679      0.277389646       1.35154172E-03   2.13738694E-03   6.83468627E-03   1.70295276E-02   1.42891053E-02   2.38039047E-02   8.29522498E-03   2.31349133E-02   3.13094468E-04   9.21146721E-02  0.124259710      0.228384063       1.24886422E-03   1.56441412E-03  0.335361928      0.302830279       2.06794823E-03   5.70279825E-03   1.40371814E-03   2.15646438E-02   6.18676767E-02  0.381298721       6.21204905E-04   1.64153650E-02  0.361551553       4.34392318E-02
        2014   1.83122046E-02   3.51949799E-04   7.85005316E-02   1.58818252E-03   9.02374685E-02   5.06660109E-03   3.74171063E-02  0.392319202      0.111460648       7.02682063E-02   1.14397136E-02  0.659701526      0.122147948      0.331217527       1.33728608E-03   2.84339907E-03   1.65248923E-02   1.44923264E-02   8.41766037E-03   7.22972006E-02   5.83559647E-03   6.70822710E-02   1.67712802E-03  0.120392047       8.19189847E-02  0.315857351       1.75714642E-02   5.91392955E-03  0.253937185      0.355354011       2.87292153E-03   1.84155405E-02   5.57252206E-03   7.26135299E-02   4.48144190E-02  0.410166264       9.75068077E-04   5.84098371E-03  0.360139996       3.78072299E-02
        2015   1.91900060E-02   3.68820620E-04   8.22634846E-02   1.66431256E-03   9.45630297E-02   5.30947046E-03   3.92107069E-02  0.411125153      0.116803549       7.36365393E-02   1.19880801E-02  0.691324592      0.128003150      0.347094566       1.40138925E-03   2.97969836E-03   1.73170194E-02   1.51870213E-02   8.82116333E-03   7.57627934E-02   6.11532805E-03   7.02978820E-02   1.75752176E-03  0.126163080       8.58457983E-02  0.330998063       1.84137579E-02   6.19741576E-03  0.266109735      0.372388005       3.01063596E-03   1.92982946E-02   5.83964260E-03   7.60942847E-02   4.69626114E-02  0.429827720       1.02180825E-03   6.12097327E-03  0.377403438       3.96195315E-02
        2016   7.97814969E-03   3.43641907E-04   4.51523960E-02   1.28965150E-03   3.06469500E-02   2.74327723E-03   2.22526118E-02  0.404528826       8.56190920E-02   4.30164412E-02   1.17667560E-02  0.577062428       6.97716847E-02  0.122007281       1.28558499E-03   1.53220957E-03   6.15664339E-03   8.93585198E-03   2.72592669E-03   3.49669904E-02   4.37819259E-03   2.82717403E-02   6.08934439E-04   8.78799707E-02  0.105733059      0.230744004       5.07389195E-03   4.10323823E-03  0.504492998      0.316650689       1.42692577E-03   5.48167108E-03   3.39309219E-04   2.39492673E-02   4.17009965E-02  0.389667422       6.10552146E-04   4.11532819E-03  0.184377387      0.294012159    
        2017   1.73815135E-02   1.11479909E-04   5.00450581E-02   6.89570443E-04   4.73983996E-02   7.30815530E-03   5.92500195E-02  0.453195333       9.56269354E-02   4.90126610E-02   1.86475907E-02  0.618956923      0.115308456      0.206626892       1.62366882E-03   1.99811696E-03   1.43045392E-02   1.33908493E-02   5.50628453E-03   4.21376228E-02   4.21368377E-03   3.95439491E-02   5.95337537E-04   8.53301585E-02  0.120834030      0.396046370       8.16458650E-03   3.78102530E-03  0.352465570      0.279106081       2.03509838E-03   1.25097921E-02   4.41230647E-03   1.97736733E-02   4.78703119E-02  0.403090984       6.80270896E-04   4.39837575E-03  0.227149293       1.89787690E-02
        2018   1.69029329E-02   5.10559464E-03   4.86298837E-02   6.74448814E-03   6.04158230E-02   3.55224824E-03   3.26649621E-02  0.353870600       7.00179562E-02   5.00915870E-02   1.10371420E-02  0.552297950       8.26323256E-02  0.156115428       7.12941028E-03   4.33831057E-03   2.03141142E-02   1.10519985E-02   8.53943639E-03   4.88990583E-02   5.08324802E-03   3.55935656E-02   5.99020813E-03   6.79134205E-02   8.90728757E-02  0.321063519       2.69415677E-02   1.29935620E-02  0.524124444      0.249681637       3.20635922E-03   1.41340783E-02   6.98647369E-03   6.65331036E-02   3.93701382E-02  0.397061139       2.84989597E-03   6.89011114E-03  0.198049366       6.42104298E-02
