,AT,BA,BE,BG,BY,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LT,LU,LV,MD,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UA,ATL,BAS,BLS,MED,NOS,NOA,BIC,RU
EEZ185,0.264082174169142,0.030660589282876,1.39883358704768,0.025330061033498,0.243990457316239,0.109350720422174,0.702002961794454,8.98710953392071,3.40412396604041,0.054553232040574,0.446542989658186,0.182441270947679,2.68358998210752,6.40909138068169,0.025770244166916,0.040160874393477,0.204483022718989,0.420011334655418,0.01005328854521,0.167078998939617,0.211817370024438,0.109266025721552,0.116248634621354,0.027326475602503,2.94057217051619,1.19008914601822,3.4044376822177,0.061163086402356,0.139565768462495,0.104061772050966,2.2519003944483,0.028121010455186,0.153330850556036,0.035377190470536,0.368421214570592,0.98568389096332,7.56531580333518,0.012451856731971,0.176560371389837,0.076858492880326,38.2526595767762,nan,0.573992815066739
EEZ187,0.002538422155084,0.000300078551365,0.011865629276408,0.000300404978318,0.002854249730906,0.0009783540393,0.006934214461878,0.079692282979265,0.028094882539308,0.000690941079296,0.004045169847715,0.002559712998282,0.024468878695523,0.051978285091158,0.000318058502501,0.000373872390966,0.001994473823002,0.003029418784991,7.28898866520563E-05,0.001437239779389,0.002491855445536,0.000951104477676,0.00154834593797,0.000300203344494,0.025002900251093,0.019086205792362,0.031863223364565,0.000565698956093,0.001516450576109,0.001011451919366,0.026051530766268,0.000259851457292,0.001511877136499,0.0004369837246,0.004118203339147,0.007909306757432,0.054430412072687,0.000140990708205,0.001621834198981,0.000610750066159,0.385281995329322,nan,0.006219996166456
EEZ188,0.057778181863963,0.001889441617593,0.655394185744829,0.002371841486025,0.016996540294938,0.041668194380269,0.099701275258984,1.41456463338083,0.082177029427895,0.003521366160525,0.279816382202122,0.014467075739491,2.6098122688954,4.43516365544059,0.003107852059924,0.003843900591765,0.014755829848585,0.226033774043851,0.005866871351707,0.065299368768662,0.016703133344813,0.038158933600022,0.008619992021075,0.002542972774475,0.793932097698122,0.071301144399087,0.241901407748187,0.039698596126191,0.012495057030372,0.004539953852101,0.039744910242447,0.003831586044876,0.01386902863162,0.003585291324399,0.025371097043879,0.792347631144037,0.142013953098772,0.001121362974037,0.073553883793794,0.025896186283159,14.9998817560543,nan,0.045041525100653
EEZ189,0.967430730187353,0.047629972283538,10.97113231791,0.034182141280724,0.374091991039632,0.53744320726547,2.10924124689015,30.0673323020982,3.05639345193681,0.08827855172221,3.47758067071184,0.363238364884757,27.3232423015508,79.3374372277472,0.047821793913596,0.096816910741179,0.423780378986493,4.09947910097434,0.089072137026521,0.896404501345984,0.317459354473865,0.684962446476714,0.206054603376117,0.041526421635986,17.6048647767383,1.81130749600484,6.26932179335072,0.489077327295611,0.224585308803373,0.128614052053008,1.15201083718927,0.080529714493653,0.297613012234725,0.056370652185358,0.641808934417433,10.7654186951752,5.23175887549616,0.01831683212656,0.97245481418266,0.368347430229786,220.373646870478,nan,1.04960795069218
EEZ190,0.962629665021977,0.070128670537858,7.62048235960187,0.041738979753974,0.319502033605931,0.422103452091681,2.15558303223991,30.8629470803787,3.39840344951098,0.075383945501166,1.83685680574759,0.310856771592805,14.245455013735,41.5257627263158,0.04704932543769,0.121848571408469,0.513320107892202,2.39806627480814,0.053892078730221,0.688360501643236,0.254833101090634,0.542598352276963,0.154299256070054,0.041795065954956,14.666688885916,1.61311883831555,6.62666981346617,0.260254447009035,0.25922469288935,0.200923637134584,1.14803654668653,0.089409813631905,0.32921219975627,0.06017734851603,0.674020228816251,5.55671146107013,6.06295576247956,0.019642827620823,0.632201782127883,0.252692569227067,140.523081422128,nan,0.977800544042463
EEZ191,1.47227523227865,0.164850975559422,8.78293011883305,0.120069989290205,0.963302973932808,0.628457737362196,3.60472750475583,48.6878365049172,12.0121549036346,0.19282690259321,2.65122506453594,0.755601814304922,17.0706856589922,54.5515219348089,0.1213447734537,0.215820788439976,1.03288284903952,3.36039482897859,0.070214642590105,0.996483899490672,0.758915730882996,0.693725277628355,0.394510320786614,0.124151501851918,17.0622668624235,4.69545891598347,15.4913887059043,0.389264329449939,0.651855339458587,0.495628380025046,4.95879346660331,0.155064536253565,0.711096158795577,0.187879635922733,1.82852972190023,7.33458269911546,21.5635729003473,0.05711007013052,0.967494070844639,0.371576461933853,204.503905907733,nan,2.57645125499356
EEZ209,0.795550979107262,0.040272553899656,10.1659665107927,0.038931236317388,0.152516067256368,0.696250492471009,1.77509501251755,28.4110039279931,1.2754804374671,0.057315856740907,51.3912532591937,0.282075655989865,72.4722743992796,65.00943871394,0.05916339641897,0.072060957797475,0.184796937951462,9.46339468027496,0.138375977057446,1.47077191628222,0.160466127134785,0.937697916877987,0.106931156973982,0.035612254910745,11.8919468593838,0.905900505482226,4.00137332314589,9.24128504489135,0.153193662737554,0.078495582111498,0.734978181451558,0.069969140471953,0.170602515094664,0.077615040911928,0.374011588056618,126.017439884928,2.66651156664191,0.02292014600224,5.79112715043531,2.65076682455672,233.708431954076,nan,0.538593980440036
EEZ212,0.240662813416623,0.063475603751973,1.57897869795536,0.024136198233841,0.312611260193211,0.093125683714015,0.536786986746325,8.00134885061881,1.61162291860354,0.106011737196519,0.355589174363166,0.940933384277938,2.99608098535936,12.790794611307,0.034517267222755,0.029910447342959,0.12343443228232,1.33490379662896,3.01516215234939,0.177537546165557,0.215928174750653,0.119355436570736,0.137511656025807,0.053395398672539,2.82253263104067,5.4174601898394,2.37408325962534,0.064745083745431,0.107990975320913,0.054392765824541,1.70400038378927,0.020840842277976,0.097160718028721,0.069820805589694,0.687618947542875,9.15969199698407,3.40170012465697,0.019334358421859,0.160985017391252,0.427420200690922,35.6204294469611,nan,4.09765775542397
EEZ213,3.51631138269319,0.196450722554968,28.6898381180633,0.148001148016417,1.72548295480755,1.85431158174119,7.68922329280542,111.295504881476,15.898725814785,0.432107349643183,20.1290438578396,1.94465976389188,86.6400591416931,430.651938409261,0.197812708310917,0.357531761713279,1.59068524593516,57.6561252177528,1.76342563946688,3.6906161745817,1.42539875566875,2.15969700027606,0.829358293046035,0.17740461269824,48.853995208905,24.7656816438147,26.7511542781976,4.34118610204846,0.949725239511353,0.574539722178028,7.71900589977285,0.326238623168131,1.16337020274351,0.263930290322161,2.8382504933764,138.349208745437,25.8465669937775,0.084857883145419,4.91991086690808,2.30933900453383,845.513235241483,nan,4.76520807880378
EEZ215,0.228613285218576,0.092314768619797,1.38336816520502,0.038471929716337,0.680149031457312,0.083185342651399,0.577403844301779,8.28598162050037,1.73942561464452,0.378735436527173,0.456058631942877,4.15606979156393,2.55919201502828,10.9403949253635,0.053409531291511,0.029889412118702,0.144326662747594,0.957435334835802,0.735334578440766,0.120921441476255,0.460640041558687,0.1234418778415,0.385678757253423,0.060633655833831,2.61644260481766,11.5571749796723,3.58289067091415,0.068962515966622,0.166061212684595,0.057521130305599,3.59326480722963,0.017824815034915,0.127666528024248,0.13703999095706,1.20504764188593,14.7151069882382,5.93249704480879,0.04244026239933,0.180027005647597,0.790487561193235,42.0025522620833,nan,19.1430617359744
EEZ216,2.78907948172655,0.237807585388254,18.6957600688996,0.27017307747989,3.04258197626755,1.17428960976186,7.16228597174914,100.476622027553,24.8174112738303,1.15553343991786,7.21258284772106,10.4168671762029,38.9921295085962,194.485215482609,0.303987368845033,0.323035651995426,1.75550867391323,15.0661102094789,2.02942413148303,1.73852291404442,2.41653884821691,1.45469597815933,1.59642660415081,0.292282683705788,36.4013478742128,107.586006984156,31.6469743926012,1.40249374016176,1.29809717632048,0.803906793724896,22.7837118838375,0.250420775559096,1.27136036085835,0.685236124436183,4.87360743617595,86.1968929913992,44.3395515594389,0.182361064984945,2.34444403933707,1.24610719216151,648.219050502895,nan,25.9408572966871
EEZ224,0.206239934839089,0.029250567495847,1.57914313678986,0.018082984516527,0.227645086992181,0.093890667811509,0.407134559821828,7.15134721981841,1.5596140105456,0.115077547738072,0.505223776109162,0.99631905982635,3.3025723166048,14.5840549572645,0.031185685895137,0.015051000178863,0.116303485679205,1.39600707108775,1.47218394090156,0.110484402217617,0.19066719477308,0.126232492605555,0.137889635413272,0.024532861339793,2.75700175882111,7.08831829228079,1.94801648349392,0.096258500043534,0.084454585750663,0.047360273114551,1.81840219197555,0.013711085385286,0.087826846862516,0.04141440496659,0.390306956216743,8.74230912102226,3.47446152641027,0.013127381180148,0.210404554999965,0.323716640145791,45.6313202532445,nan,2.3176867085935
EEZ273,0.525311992669297,0.039267993790841,5.04350270294731,0.023094962197579,0.046114556999926,0.40048900520318,0.987126805800471,15.4867894752915,0.62280269566928,0.017648573496289,76.5080416742582,0.109341276876733,38.1040594004064,24.4828385585677,0.033250489522889,0.057108372910649,0.117416692962534,4.25705702022002,0.082892971022277,1.16174701334227,0.047105233810911,0.55026321902673,0.030693168516831,0.0323531727577,5.79665225080165,0.497393165677629,1.64203466958671,16.9825578221563,0.073291678275746,0.049787649307789,0.310829568902058,0.056283588088027,0.100248755232861,0.036221798911896,0.17015226335729,140.733288121639,1.26645260469067,0.012443100436294,12.2707101782462,4.78923588845725,90.5206497223572,nan,0.295310042264284
OR1,3.74563144132592,0.527096468603014,22.0676575488466,0.452646721820222,7.03112636407893,1.47492920639114,8.47875173443638,118.900805486804,24.6455801980607,3.64006991377844,7.95285678891988,34.9030627684248,45.5237125426587,227.938307382065,0.59614755337437,0.427456483448934,2.16899926769716,24.3640600829193,28.9616346329307,2.3747645032921,4.56202533616118,1.83400187626521,3.5797756533008,0.584497641592031,41.1329931277148,143.19347606063,41.5565425386029,1.6724986324178,1.95169894173573,0.999226209340804,36.3094287326433,0.348272422058927,1.6921313308166,1.61638726639366,11.4143489307504,185.844035073698,64.5639139312294,0.422995580023991,3.41022831878442,4.37166082560425,718.562198567446,nan,178.338363481677
OR2,8.4329691261333,0.633900212684744,65.3144876403722,0.511462421398537,4.97172443943749,4.06124920668218,19.8204769379859,275.690138298106,52.0822078961829,1.08012774099327,27.8094575646056,4.51079791041681,166.622252059396,624.920654428634,0.579261347113624,1.00721256442799,4.76895391571639,41.0389851184336,1.24624072834654,6.90656887071426,3.94961852101966,4.74241034040242,2.23199627357983,0.577199270204316,116.786497341187,63.2586311665066,74.5433811942418,4.71629911383545,2.96768011434199,1.98709380071667,25.1440426040346,0.7936497705962,3.36047950260078,0.897354506541103,8.66652925046734,109.386090897772,87.5303390965562,0.269803536920066,7.71097067270687,2.98149931986876,1750.71592316683,nan,12.9527230506837
OR3,0.89445038741673,0.052395834013548,11.05425091835,0.037902911588906,0.371049657363468,0.689698379986922,1.93156561892333,34.3652336255954,2.70227859582991,0.113674197644933,15.6219517820911,0.474485699660467,42.3257589109891,155.646395568648,0.066868447801815,0.094706475074465,0.27548279253064,47.3010946332539,0.540877695957167,1.57346541812811,0.364837780460667,0.84217664245483,0.221123472915316,0.033668091655935,16.2628292112117,2.84178458126931,5.95491230577795,3.90995860708545,0.172555725904001,0.09816869995811,1.45607278838551,0.084486416848168,0.203875130693345,0.081469971236867,0.500576997923969,122.042747510661,4.98252442377587,0.023763378103585,3.38121368214387,1.7588217692948,267.67310016427,nan,1.21995128487366
OR4,1.00801096101182,0.070914914670638,10.4277654243722,0.051878016892536,0.094436069363336,0.802775484511715,1.96684409690969,31.2524155312671,1.31756554441262,0.04529798753204,138.266829169996,0.249255826371717,83.609151710013,55.8187470558642,0.081244150468964,0.121083151822167,0.237876623762208,9.73435985740376,0.164254880117369,2.46403468606437,0.105648362179921,1.09407678594702,0.076641214998624,0.055502927353644,11.896072417064,0.933166482146049,3.64110411594849,49.398812157067,0.167952438621143,0.105838542820648,0.7121077852584,0.11357590827958,0.19836407033294,0.087825091568728,0.377031799308732,303.173635767456,2.77597900356503,0.027676766627291,24.4697950545939,10.3212065184351,201.671799792076,nan,0.537624717354443
OR5,2.07739268296919,0.268200380151563,21.1004167853787,0.108923282789998,0.636630398312569,1.38149295435822,3.63295435457442,70.0076840049879,6.32755277062848,0.253476356374079,60.1926224434048,1.00920786320489,87.9440045816327,190.916683833993,0.147115393362138,0.250203932343952,0.571816902944231,45.2515093733315,7.12680431087993,3.51192194222209,0.645434720018341,1.8425236479021,0.404078624870145,0.233538255540718,30.9485401471973,9.04133759595337,10.1113493742834,27.8834532906689,0.446872529917411,0.25407390551147,3.44444052847628,0.230211377951763,0.439373378226803,0.198540286860686,1.20057776049227,456.987278787432,12.4577009452703,0.064909601657698,15.4559242321435,9.17501695804554,450.710531593638,nan,2.55665418639633
