,AT,BA,BE,BG,BY,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LT,LU,LV,MD,NL,NO,PL,PT,RO,RS,RU,SE,SI,SK,TR,UA,ATL,BAS,BLS,MED,NOS,NOA,BIC
EEZ189,1.19441612612552,0.284706103846578,8.76209457342614,0.134449799286082,0.600084146554818,0.785583723093136,2.69226560328304,32.4037156828514,3.06989458669485,0.23519258716303,5.2626560791586,0.605898374631287,28.6112529068957,76.4072003824392,0.238128848498174,0.227765308612083,0.598187128016071,5.31997252845873,0.335841696056333,2.24933885335653,0.487962255644245,0.641626959334317,0.332163978570374,0.138609074994969,11.6738456479582,2.88136405090177,8.45847154569339,0.810013348837375,0.468374679723234,0.305961962993358,4.98978361890363,1.65066766627252,0.179727647615955,0.37347401194188,0.202523935773241,1.01248772699204,17.6955621021968,7.13043055782047,0.07618963337489,1.52793221416829,2.37756409889499,805.685402846399,nan
EEZ190,0.998241696731333,0.195870895900857,5.8677505371519,0.083627609461942,0.463960489677177,0.50069677066405,2.29378724649514,25.9311437911097,2.37267081500877,0.18903368132404,2.59925127221499,0.464384103080179,15.3630411137917,41.1596341776114,0.149396755625335,0.1538901547593,0.580163474974747,2.90330587947879,0.145959008001162,1.41071415330574,0.334760724277111,0.438866208914093,0.212090933043188,0.051696927938467,9.56875584407823,2.2720171121041,7.64878075798691,0.36615465937344,0.362602891115976,0.283441642922789,4.3228683986599,1.24651807438544,0.125654008519048,0.349892715501453,0.131067317875712,0.833036465852374,8.90030558983541,7.07054737768813,0.041183928103847,0.744693940731477,0.97355711109517,540.222614726112,nan
EEZ191,1.64373749057227,0.283001622910304,7.67696702852527,0.138168787991123,0.974943336380425,0.723085738519063,3.88665814785273,41.2269656088031,6.65025460580414,0.325833734725928,3.48390091264061,1.10427197730859,18.7535165147415,53.6963029582554,0.214023390445729,0.274215636003661,1.07269428876288,3.8932700819644,0.193764340170227,2.18601460231859,0.641032041070562,0.616611921715996,0.364123566695869,0.093621412117442,12.783686698636,5.03510479951731,16.0175054658959,0.443167013669803,0.763993441725695,0.507713294440345,7.96969809297489,4.07796034039846,0.210584734009887,0.78442958331143,0.216461789271866,1.65021943733453,11.1521383843273,17.7588222932533,0.074921945257149,1.23193715437946,1.61725846925849,734.346360635632,nan
EEZ209,1.58640922585993,0.165799654956482,10.4491988795062,0.129685194569855,0.530105100112521,1.12558316423423,2.70340795038886,33.5780411289454,1.98980631346508,0.126943861988625,66.9977565717837,0.507987919374309,66.2271084001648,78.4296606090198,0.214479202215491,0.275285993867331,0.623888806719838,11.6868870040708,0.504910487488786,4.36179802838015,0.326236957423538,0.95373833151652,0.20895219840421,0.129864649911227,12.6272045122261,2.04954428668104,7.07249666923237,11.7044408496016,0.423175488114782,0.233879128638461,3.98412536071031,1.26708846336716,0.281772091446933,0.464015220402216,0.444868205299877,1.01158873809949,139.332264599946,4.30384766211866,0.100225869790115,7.81797342461969,4.98613237518589,869.704066739696,nan
EEZ212,0.406255869097535,0.210627387944756,1.43199312607623,0.077810419143941,0.351326075166592,0.187097346107389,0.828089810615255,8.65602373239496,1.75723927142826,0.191428975582666,1.84063104784282,1.63109200383893,3.83906236424462,15.9291344341889,0.088744076520393,0.060291197780557,0.238830859167256,2.0300540330556,2.91109053718906,0.548616039507662,0.281681356948359,0.149161686734788,0.217764021994534,0.043237049119557,2.57444474883703,4.87436968560026,3.43653582781698,0.289787862655527,0.188901897887347,0.135849517619383,9.36741679714346,2.27206661213498,0.048750743580188,0.19043671113218,0.132745395208863,0.72478382432683,13.5125698493002,4.58425694613348,0.045917615349486,0.642343316872586,2.32879910789638,137.848797665269,nan
EEZ213,4.57570063796303,0.753837960119018,31.0376518880458,0.514881071379527,2.30700461842277,3.20928256244875,9.86386968659373,132.064802112881,16.5047509854529,0.810541679124602,36.4660870243431,3.3289228766854,109.545099286042,391.446003123721,0.912754300649152,0.844250825890797,2.26877310177495,61.8664612651534,2.84497640463764,9.34489638461901,1.60939289340957,2.31940044747599,0.977806627282192,0.418736102881292,50.5958974721861,22.3928205853104,33.2900225854747,6.29308045618753,1.94482659007563,1.19336163006167,19.432209531752,8.77949375289084,0.689771064568104,1.53991054689761,1.12646772296418,3.91931942093037,171.354149882066,33.4587715486643,0.314097507060685,7.73635091967118,8.16419947715346,3013.03842218697,nan
EEZ215,0.894533624521776,0.260737350075063,1.9668058675635,0.177005774514562,1.03674891040784,0.341345591858364,1.7928092005707,13.8875244957949,2.62235031516212,0.711753612194238,1.11721435231942,5.31464794222007,4.67675339339609,13.4306799008077,0.212266439784759,0.079059777305447,0.510436097675485,1.34521181761408,0.784689329727627,0.834341087576737,0.833337540769818,0.226736149835489,0.660779284641514,0.131358005165599,3.58679462840079,8.65367484870149,7.38760644379803,0.138028115523684,0.545087577850254,0.239458259692501,34.91306955287,4.72186121731159,0.084471734088934,0.451093641939164,0.371468800474967,2.58264749630371,10.1802552684854,8.54109888685046,0.175524137298532,0.856089221766704,3.10740861884324,173.101642473046,nan
EEZ216,4.87203363318061,0.634184966128182,22.3729810182981,0.42584087642005,3.81828505707539,2.45668614717136,10.4675818432044,121.891847715453,22.1219651327057,2.09210848439689,16.0466034443693,14.6520830824754,59.7179984845458,199.557128154261,0.61658405284631,0.651847397171675,2.6731212510339,18.2685534153237,2.37845847388591,6.28574878718423,2.82972743102346,1.85637925655062,1.92864879796353,0.374473647078906,39.4605757252263,65.4532605536647,42.5726632278037,2.01201268987145,1.89726796218752,1.18903168178723,53.4724710591809,21.7736389002569,0.536990391143042,2.08578102595737,0.795711423501475,6.96943664786371,72.4297315209969,48.8858669753819,0.369557401611012,4.83968082068132,6.13623111476742,2112.68784326247,nan
EEZ224,0.422185023595673,0.08553390928405,1.6554248327938,0.043520110334628,0.352637100405245,0.234989103863205,0.902552381251353,9.86916783966447,2.19339388418058,0.194663345326201,1.35895834283511,1.5578920817422,4.18147318531355,14.5961502921107,0.060914548577834,0.049204444275951,0.220590628331861,1.75893071496361,1.13588249253888,0.626559217603506,0.357080643562561,0.164111214358484,0.224581686816523,0.029698981335603,2.9574675789648,5.84954766534138,3.87476936654315,0.160140373333799,0.091192545691644,0.112930281257378,4.89757366436817,2.41644978545316,0.050812435860809,0.169658062445977,0.097572504737434,0.585126155443685,7.59037590968081,5.14045289151975,0.034810225866662,0.543536077689794,0.653716822855609,155.589315052365,nan
EEZ273,1.30382306509607,0.10412666246837,7.35328761152308,0.061271933351357,0.180957518330959,1.05565340142071,1.85734253096553,24.9116532494158,1.36813501895828,0.067348629325577,77.6488146661764,0.352268933178462,53.4319398666716,42.4776399047835,0.111498540207214,0.17285029365414,0.326715563054676,6.78687985820717,0.356808890339577,3.20602258169006,0.128097899106661,0.749044393981138,0.085408943709112,0.085222629862896,9.42126562187973,1.27630020914355,3.69076365697888,18.1160529790923,0.180867290654075,0.117009591751405,1.15227777483675,0.814485893573706,0.158132765819587,0.330578759029831,0.159920528294265,0.517745782341258,136.479023142839,2.97616741653924,0.055833250606564,12.9623433166098,6.73710670001317,416.148162494114,nan
OR1,7.58137448059702,1.35611394191979,27.3798284235244,0.847117572544768,9.55480428488512,3.56547933009899,15.7687997488837,160.478708227815,29.7811872681582,6.43913004006694,22.9188821045801,43.1028315114119,69.3806651059435,259.203581871,1.15231367456516,0.827498888420441,4.25300279933291,30.135697061297,20.8079301939694,9.06637560852605,6.67112016452886,2.51949907496996,4.9850210454762,0.864197746257675,49.5319515377793,93.8164995694277,68.9235104726061,3.25971449632216,2.91630305034178,1.69379353158063,235.126690060932,39.8575545175071,0.806053929041019,3.64231833336943,2.09836842868622,18.9454275080123,156.730696440359,81.666887921408,0.910883502739294,8.62350113453569,13.8336050713617,2517.21728773778,nan
OR2,10.6320781062083,1.79664017586169,61.2503280621837,1.04881003305553,5.99835925764763,6.1261753520405,24.1889392153144,288.422523396241,41.1752704173064,1.95597820406697,44.8599422566333,7.22512336778686,190.163149782353,580.567474139606,1.69250998632931,1.77110442424443,5.91941168270851,49.6266371517328,2.67120641019184,17.3835075299823,4.17115264811397,4.75779394754482,2.41558428166877,0.784791787736417,99.5168032197891,51.2462647405193,90.0049345850988,6.39689080189389,4.64760548549202,2.90741160889645,45.6708351551128,24.4185677909921,1.41574529662145,4.11502624175007,1.82493137442304,9.88840070301426,150.738727143244,92.3343260367202,0.577646293631116,11.7320874134889,14.8597160962882,6160.31407228678,nan
OR3,1.49194653803617,0.252689319846712,12.0811064881451,0.185101744108551,0.615346943194723,1.25185334348153,2.44099432096419,39.8346983933378,3.4034725041009,0.222433598287563,28.3651319647053,0.842896265217957,54.9384618531802,153.375650210372,0.341261747382532,0.350421674540322,0.649969333635344,45.4387179327637,1.07599855077311,4.14170259237297,0.426616752600037,0.874511699693042,0.280572385464393,0.206447915188447,17.4844701236132,4.31273724069784,7.19121149608358,6.03885473215854,0.5765310773411,0.37186404833728,5.37618717959843,2.10025587908664,0.301461935707308,0.406515073984136,0.450896398892406,1.01927036543834,139.94360117728,7.16163181414209,0.155640644710813,5.27164074647989,4.35401751895179,1010.84963902738,nan
OR4,2.4478440153775,0.233111593542454,14.036956446815,0.141337634963959,0.474418325533961,1.85694735338914,3.62570997330545,45.7760693522586,2.5975777940396,0.133549102582552,155.023559200809,0.670733903124085,99.4897300765297,88.676308042506,0.26051399695303,0.398539909245909,0.779468955882679,13.9396222394653,0.684773961187815,6.87147606141502,0.295028462659807,1.35172065687228,0.20253053138037,0.17303545443107,17.5060746125783,2.45107647813411,7.76427216155906,45.1497733567715,0.458882626370624,0.29044195336799,3.40958123117811,1.59790610648142,0.378263610118499,0.665430471121878,0.450450951085865,1.13766478374955,296.757890468838,5.62241484197532,0.124658249589096,26.275440732779,14.959744623648,871.997616819004,nan
OR5,5.15452066336309,0.989147072534859,32.6516154229614,0.481099856970723,1.13135582736857,4.17222261648346,8.11122532020027,115.319793670358,9.54797625611771,0.575448594200172,103.322355851013,2.66064494953246,146.610950930179,269.034018747676,0.641282180778767,0.744569202425907,1.51312398463152,61.6155691755166,10.3885200269455,13.5606084816785,0.845607678856086,3.20284800436464,0.568097570263262,0.571120101287532,47.2933875814275,14.4806769301692,18.2824826619379,34.8331146047874,0.862120151280686,0.831017552427535,12.8505579244712,5.79114376533189,0.769299946219201,1.29480338644972,1.04330071610921,2.67417691063352,664.416557601305,20.6764739943641,0.312737908991743,27.2858152865508,13.0162064173027,1894.65496172233,nan
