,AT,BA,BE,BY,CH,CZ,DE,DK,EE,ES,FI,FR,GB,HR,HU,IE,IS,IT,LT,LU,LV,MD,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UA,NOA,RU
HE8,0.128578717708788,0.034822463447845,0.225770940663223,1.001840962353,0.075214069274244,0.498459465322215,3.35499529016495,0.923855690430585,0.428524872228736,0.256288851683964,3.24932742239143,0.907959128451213,0.69222547477817,0.059728473299855,0.224354652599794,0.135558200656843,0.000995466038975,0.118517750880016,0.722504472573586,0.020148927042518,0.502305060136362,0.041887201658756,0.495141719378162,0.254803513549083,3.52557419093957,0.020484527023439,0.279419111257186,0.163055085029739,2.47162994549133,0.032814344595031,0.133517839651748,0.091268378168402,0.723579522526995,0.116500935209766,1.32961420370941
HE5,3.90697779585303,0.669527414808178,6.52901979343006,15.2404614555098,1.8035792130212,12.4580131470584,144.810989906503,41.9469015708279,2.81861998674205,3.92789671037172,4.36914949016976,20.3887138404015,16.2446504996876,1.38064910246406,5.11467884231378,3.34836095358158,0.015343051131056,3.03187541388568,15.2258874590968,0.48175751488656,7.46591511608629,0.664350805047058,17.5423024757659,2.8397827686764,114.92082709677,0.284722186874167,4.66306354898486,2.43670730692456,48.2961154385796,0.808384522810919,3.08760999490786,1.19243048036603,9.82277515852771,1.23686026905222,15.7745210998346
HE1,0.092678062472103,0.030414274187562,0.231443635094716,0.900200895587503,0.044937702238011,0.308104234188441,2.68683807307802,0.7893687311045,0.290925172839608,0.202421868872392,7.93156108263005,0.854706816856163,0.854443252190091,0.036379758314043,0.138751402590665,0.162125995213443,0.00253061515059,0.068405641163895,0.478348287809778,0.017038223549917,0.322067197960546,0.034172508239897,0.464826843805025,0.470048327108862,2.46006290952898,0.016134818595331,0.230747081357565,0.125023126280102,3.61436831204972,0.020949903802199,0.085145582678494,0.160361273074005,0.640866248758751,0.165193533431336,2.4167005580683
HE2,0.291365890591835,0.088129139242659,0.659463057009218,2.86252021993993,0.169446090492885,1.01851141715406,8.08242249290788,2.80427624856919,0.832811355531582,0.831625222447043,6.91516531024696,2.64139463728894,2.13060640839116,0.129668457940483,0.52735985574865,0.41975523539105,0.003630831388125,0.352932531250177,1.58958127092873,0.050182625537072,1.02604907551419,0.122973829239257,1.42887073011239,1.34022996593989,7.89498991218189,0.077798701900832,0.785373580984575,0.384136293846435,11.4454517053991,0.07119325878974,0.302485115958864,0.323022053181371,2.18253812865219,0.523991706607458,4.38479922962008
HE3,0.245745337347142,0.079615613718161,0.411001825416107,3.33090685398337,0.126315142830548,0.774232998829068,5.69304420592737,1.46755176369538,5.47536332902609,0.366667006054311,5.71875784109736,1.35749472339359,1.24079370147354,0.117809139735465,0.448619685645078,0.226752087605852,0.003287575181915,0.293807344863501,1.77097351010472,0.030894930149664,1.60306491965954,0.12285099512614,0.961323201563183,0.342121630187658,6.19516435303539,0.026017916923992,0.729938760953781,0.315398627964218,2.52049860545478,0.061077294011062,0.257983124764144,0.376124955969152,1.8714108294346,0.150819795087253,11.2833649127743
HE4,0.260064157103119,0.067071744292365,0.332287325572767,2.5751978518676,0.113495839192295,0.758715779178809,5.14923617374588,1.53986386622345,1.83867869039151,0.26530407207534,0.739888746287356,1.08515681304584,1.1046373911639,0.112322209241388,0.433464451472505,0.21861026375734,0.002058774193994,0.273915036925185,2.98822383918555,0.025311629050767,4.27751375854832,0.093845458547652,0.797617641966797,0.260650993577141,6.57002746087782,0.018914634440165,0.573992231016416,0.252009140852018,2.25974109782461,0.064013580707742,0.254659193423644,0.172186842007439,1.18156885883284,0.113182303147231,1.97872838586151
HE7,0.432857564788494,0.053354256107308,1.68744841628622,0.834558648605187,0.238680115935387,1.32194373307851,23.0454214150377,40.5184153091197,0.059356995263626,1.04192810883329,0.108742206857513,5.23166576847146,5.44097701944279,0.116349701355984,0.457399315051617,1.04389760245604,-0.001262280335515,0.332308544109924,0.498468797893944,0.098618358774078,0.184908365211522,0.04656886885329,4.90354832048,0.705706519995735,6.58101871049319,0.071071527829368,0.367022855294443,0.198910970425026,7.24585527303033,0.074225232540553,0.29190025088403,0.106886754391542,0.645580549011105,0.295082377342557,0.652043119091015
HE6,0.060372669624226,0.007922727387193,0.199206811514697,0.092310965343785,0.033130939782957,0.173196379031345,3.56405935620181,3.21589024004683,0.006625311480964,0.092174363193097,0.011577533982261,0.573035019201295,0.452465427462453,0.01474439111458,0.054579459829259,0.08565255391112,-3.70309338578426E-05,0.053396888009041,0.057228254853382,0.011766802311518,0.021675721333343,0.00527249811166,0.569388490454741,0.039458535470599,0.901085105394155,0.006291520038588,0.040675165017029,0.024681170711858,1.15552633888843,0.01094227680569,0.033464994890745,0.009866769645759,0.07544665902563,0.02097909986233,0.065331568557482
HE9,0.557000542847398,0.0582945162287,1.84000249676692,0.499455351473852,0.26586827305516,1.29687836138085,61.3208962276303,30.2071751987105,0.047614465457211,0.807225720572549,0.073145205714129,5.09901484482418,3.97162958316104,0.124703174526095,0.425046177519355,0.774592275082395,-0.002225213584192,0.374146918146259,0.30344976842135,0.10495292247347,0.128822059572026,0.027720841433924,6.39141321426759,0.181599626016299,5.33895011227899,0.05149890675309,0.282537069034841,0.186978758725964,1.33608735140696,0.085512467779648,0.240810154297652,0.057939637578765,0.446581720044304,0.117030440515441,0.410319278721453
EEZ48,0.154647606940192,0.061420923031063,2.91610423416071,0.096699466519263,0.235094371511368,0.581665064758811,9.23264204700162,0.416028842622513,0.016197814150675,21.9792525396601,0.018660020801401,29.2809116591346,9.47298578689018,0.04403956158036,0.053022014815685,4.26152732113417,0.132888426538312,0.571887785895079,0.040573520278898,0.204771042387863,0.030517313504954,0.006153045169946,3.1152009859927,0.139225420388807,0.761148746359731,50.6724627046623,0.079875219307477,0.091490536654035,0.134622455833821,0.029298160608479,0.054729840726899,0.042999237358725,0.09292195354074,1.24804649886041,0.054338134869981
EEZ65,0.424426649554433,0.063787054366604,2.12538708887364,0.57966730716902,0.266839089144137,0.982404106807924,13.5491707702143,3.76355301549536,0.091144468723523,2.45151991717267,0.225687788623865,10.1230981290322,28.2241304411861,0.08559279924864,0.273958214840762,11.027372061442,0.895199843835888,0.439775395051256,0.257253763026242,0.121556835646771,0.115373521962906,0.037735467376562,4.37238432443982,2.26973867079874,3.98887650680057,0.39603082171292,0.339172906162743,0.209620164611551,1.47480749261418,0.054074848541751,0.179611287147111,0.163106410843725,0.624767149868857,1.24886836149905,0.731064884779029
EEZ71,0.819672866977547,0.181846221936174,4.97544626092171,1.07543953331983,0.675082509016288,2.0751893300187,28.9129345737093,6.02144951791158,0.221569902491504,4.63177969926354,0.521656855221495,26.3443366961144,49.7665981453699,0.204106503066914,0.558389444746922,20.8084943685859,21.7018151364659,1.14752823688187,0.561282206119791,0.302496192713341,0.274164542915648,0.058283183489715,9.04841918800394,3.71336676432106,7.0775828805527,0.529864298943488,0.581432711688339,0.583597259716037,2.63071438490947,0.127830698020054,0.39181951890828,0.473016007051574,1.48370361765707,2.08585069606446,2.51644548188473
EEZ91,0.164053352041848,0.022637976005119,1.15919479999511,0.038974675604766,0.222006657292461,0.219947023466808,3.02917220688988,0.158430844816702,0.007682170537944,54.1435806789087,0.008263240075027,15.4182578314475,3.70371692297937,0.045613750828999,0.04894142715519,1.62662249301665,0.014517651361504,1.2067650412298,0.021010479240219,0.085368323189003,0.01102388371258,0.004090360482708,1.39019257594056,0.025268023281111,0.475868259340641,45.2769687077176,0.029331134518325,0.034233153539751,0.046044761502865,0.043118341784939,0.037361047450508,0.015497985613855,0.035542745006803,2.59782538374941,0.067536278084088
EEZ99,0.004780999128754,0.000484531984923,0.05732906962951,0.001533681693072,0.009510192136608,0.008280191349385,0.175180262659693,0.011230939815472,0.000307705664614,1.32603673073779,0.000747941491446,1.68319476818121,0.203949735790482,0.000888835838066,0.00190089713842,0.139939536767366,0.000425382537636,0.017072647784371,0.000975674392673,0.004628270991053,0.000571914881249,0.000320804051129,0.063117263225597,0.001297402340054,0.016805644534352,0.125452180826417,0.002991113728895,0.001377535298758,0.004868929358192,0.000695489889973,0.001257525979256,0.001057576473992,0.00287006324435,0.01855605254751,0.004058652056148
EEZ100,0.01130420783395,0.001564038212225,0.074850460726279,0.014174626541723,0.009405653590059,0.027164839948902,0.467422502360605,0.122634226867088,0.003560717778454,0.111397550206621,0.006875948923318,0.38005641776209,1.41563928765172,0.002801056542584,0.008810690446902,0.661752373918315,0.018942018841102,0.018409566058743,0.008828363097665,0.004683370729982,0.004421249705659,0.001149911611465,0.156361042331695,0.056532291035357,0.112589559715259,0.01534906056857,0.012105318771702,0.005874454170735,0.051082240209758,0.00174458001652,0.005391900855542,0.002439408281321,0.014904747946558,0.030999380722987,0.023369547509337
EEZ108,0.439131996001746,0.079205648708067,5.93043885913913,0.516837306241439,0.600654118622965,1.15481688249873,23.3434341110968,2.10716854636546,0.086118390948234,15.150556652215,0.13890511087835,56.242555285042,70.6466939541246,0.082140467829631,0.171724696669263,160.721190400989,0.238235940222699,1.59648003822686,0.339494868093117,0.370413082540463,0.141313270827835,0.013970982524548,8.82351350694854,0.359614146712443,4.54520709340436,2.4667473902626,0.149475933358233,0.143677450796369,0.76443825917358,0.064050770771277,0.147409480585316,0.05318049010359,0.388028272055145,1.15277423589156,0.636822046616795
EEZ109,0.025482051223817,0.00155682369374,0.448776289135601,0.020527245548354,0.042576482586911,0.056376318489475,1.03906163098004,0.050984794585334,0.002045840701908,0.951604691414771,0.004516597626426,8.75499444502472,3.07837889069872,0.002987038725419,0.006897270035326,0.833664157141281,-0.000300631455275,0.078025016341719,0.009780628390249,0.0197444763728,0.004345593526363,0.000675659401826,0.487039387606085,0.004163011856272,0.172474074296436,0.087554878381681,0.006304850856721,0.005343386622407,0.017636770260413,0.003243431015846,0.007139657785889,0.001695135298464,0.012201087978855,0.021292154398828,0.014452055261036
EEZ110,0.007625335963857,0.000549231824955,0.12199542300704,0.003935583546655,0.014278700868952,0.015664431524002,0.277058268109592,0.013110651877036,0.000529192262335,0.344996804279664,0.001129636353056,5.35005839470482,0.7310600165568,0.00107638048008,0.002484938432564,0.272407696718325,1.55565398279967E-05,0.024434034842267,0.002107053920222,0.005929517965162,0.001010294998877,0.000282570715273,0.126681641191077,0.001438694321594,0.034392503779454,0.029320117542285,0.002676649506568,0.002186591732017,0.004588540592584,0.001030464328268,0.002109414819908,0.000672103237921,0.003222525740982,0.006788382621401,0.003174045692084
EEZ119,0.001001614122851,0.000209260903666,0.007694443318346,0.001462141142301,0.000896615051807,0.004300132830259,0.051588695490503,0.011228182362485,0.000315457876007,0.009153477350954,0.001027116338135,0.042957339303205,0.107484280789014,0.000212982499162,0.000833573233172,0.045258403040595,0.009947719204215,0.001533416660724,0.000814948550041,0.000475330619283,0.000396058358556,6.79815483185766E-05,0.01670950259882,0.008650044491301,0.012077933665566,0.001061139122758,0.000615847621281,0.000660325315458,0.005418744013732,0.000138618657641,0.000608534133092,0.000526148503931,0.001637267696881,0.004672225724428,0.003149331705585
EEZ123,0.029620700444569,0.006385932072218,0.232427443967288,0.047942605749698,0.029010052873637,0.085423653855853,1.07015255034243,0.308454179455358,0.013243086618676,0.167844740252013,0.051998931506048,0.984967569131862,2.04041444905968,0.004736977443026,0.023656068784264,0.589630725983109,0.278915027241522,0.024394211032718,0.026430301533247,0.012844178504758,0.015582428970761,0.002778877612779,0.388925784268407,0.315066730947498,0.282705363525336,0.018093236225779,0.025769140271529,0.025690786872369,0.156885277811024,0.002545934880512,0.016922200517217,0.020583900922343,0.068858266222687,0.169459323636251,0.228243425699566
EEZ185,0.20664812690968,0.028079912241013,0.928426906007514,0.457626654815449,0.119384331279028,0.657949747515626,10.639261096436,11.5831121386748,0.038766892997863,0.583445131870376,0.079378591141753,2.9352678580824,3.21423859155788,0.056066851241586,0.238735113138793,0.59128286185693,0.001338326609115,0.152185005778652,0.246499749596627,0.053650214166933,0.108275386684714,0.024875176353894,2.52508801518102,0.670769219189594,3.22859015971316,0.044637608899507,0.206123457374529,0.116373258815504,6.11971485258903,0.034181148906651,0.15557833398251,0.066487059312582,0.362683686992644,0.249444480858773,0.384402973945749
EEZ187,0.001985164523703,0.000298016191449,0.007999004934514,0.004886635341943,0.001071847984786,0.006516605834585,0.082517362414879,0.062983703298345,0.000532394245961,0.005205388220563,0.001284838586129,0.027391517285994,0.026295300516341,0.000524311582208,0.002286337053406,0.00450961991486,6.0684231100573E-06,0.001246322133398,0.002446276084138,0.000504387390362,0.001268879066966,0.000267130353273,0.020147277743143,0.01502671579311,0.028709917780441,0.00043174853757,0.002173860185628,0.001280223472815,0.034382749513842,0.000319597766231,0.001534544290489,0.000879040968874,0.004005463530624,0.004096044683011,0.004560563147571
EEZ188,0.0384189669533,0.000668434899027,5.82517309410902,0.016212144438182,0.041165314148229,0.05129885180045,1.54757593136899,0.059778787737028,0.000845618019031,0.292185837318301,0.001374978221845,5.11232901868687,3.20104980977453,0.001961391638452,0.008808982795779,0.334153477525065,0.000375229692297,0.040663113903798,0.009532203645923,0.022091378893444,0.002395676677457,0.000765579398112,2.09099865611458,0.005347821800553,0.108316034138107,0.020186934831579,0.006093160095415,0.002798327642144,0.013813430591557,0.002726149092666,0.008659108363679,0.001025131968282,0.01288614449937,0.008116790258319,0.006193742272342
EEZ189,0.588534167596186,0.038619243429113,21.4947023193097,0.498145020054178,0.543811354316316,1.22724901437286,46.5478075535329,3.98494274007595,0.036411051523649,3.85355593082024,0.083303427573843,38.0739030464755,51.0461051860355,0.098976416740282,0.328978036760397,6.16383477621311,0.017197180600164,0.6571546364215,0.267358409120729,0.368388100837592,0.101909099394897,0.021797207984679,60.2942336233343,0.233934656459415,3.75096736613903,0.252090137499405,0.190684956747173,0.10089606412759,0.693189869416977,0.071818391603048,0.198868088536027,0.037221230557204,0.42503177599697,0.198843779542012,0.377404178327798
EEZ190,0.682490755404109,0.071472408152091,6.49011923898963,0.483044815155463,0.452983299429185,1.53923304659907,90.0778028526106,7.7694550330555,0.039826691695557,2.11325188560803,0.081245704337855,16.5128185979493,21.9027674375448,0.146524808702449,0.490824698639126,3.34321198817373,0.017364210694219,0.543947323126898,0.25358724481182,0.270817089702878,0.105382317816965,0.026467770563887,33.5629255269086,0.273326852652266,4.48150560567366,0.145051827951465,0.287672750685121,0.187093493944026,0.868819621724478,0.09005200559091,0.2522223432352,0.053514003324784,0.451009986396919,0.170798112237211,0.386245944339234
