,AT,BA,BE,BG,BY,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LT,LU,LV,MD,NL,NO,PL,PT,RO,RS,RU,SE,SI,SK,TR,UA,ATL,BAS,BLS,MED,NOS,NOA,BIC
HE8,0.286981696814505,0.036498384386505,0.493090398497071,0.029432094355261,0.692162621259948,0.107559174040683,0.643603708098731,4.84774978251377,0.891516210580572,0.498032501005947,0.244900529844066,2.01218425591872,1.1430174331143,1.99973595352837,0.037412083388723,0.069966338803605,0.259718211017202,0.141624117979647,0.013832507358539,0.355917470017744,0.65860337999238,0.051453576107055,0.520962382946683,0.062374192170838,0.869207824419809,0.63572453233,4.34195137798031,0.026563604916618,0.242749193909103,0.109840072017994,3.70167739895913,2.35932482130546,0.045517505442369,0.182445124408258,0.051290718828846,0.933104098801176,0.539095921927187,7.78769117986273,0.02516068464352,0.165631373345354,0.083270681013517,31.5498415507104,nan
HE5,6.46004840234183,0.912591576076376,11.8465858496138,0.577890678731484,8.55468755177366,2.22067239536851,15.2204440628173,121.468954108514,19.3293750897631,3.20068593254202,5.25698832585587,9.70371271540314,26.0226190680104,42.8606335648156,0.742655251800531,1.36514999992735,5.20186856521073,3.0063504051598,0.271930451696927,7.13847983474068,8.24492927308567,1.20536778378146,5.21041224033462,0.852087963337852,21.1184582740945,7.62323356249496,93.3582827041294,0.664960505053563,4.0155279709377,2.23510669872499,38.2191431174136,20.8732703067395,0.990964627923305,3.71293060987767,0.898602255068835,13.2572139190822,10.5206814069239,109.439667851136,0.373899575289908,3.25015676936753,2.2894516326845,634.964679212629,nan
HE1,0.237817963994737,0.028145201560018,0.548202120808235,0.02800646689716,0.716227308759345,0.091304984851474,0.551524121651262,4.53609026977755,0.944271748564005,0.579910403559117,0.254434046688864,6.12962342566084,1.16918448142793,2.51290546816367,0.031991552843626,0.04027218987021,0.181225533110274,0.169016014585674,0.022378832578126,0.246214237928679,0.585612508248015,0.052751484548324,0.452400010070398,0.051812823860579,1.02694426897401,1.31012080759951,3.51820261974032,0.026821962855215,0.189185608662676,0.069162912716849,7.44629318321749,3.82252177029332,0.031704630267324,0.140362498596469,0.065452447623457,0.898602052017884,0.860662190562511,6.32606757960989,0.028389483840571,0.150506469901227,0.086474962433732,38.1945482682059,nan
HE2,0.738166504786352,0.084137986395606,1.40373676594689,0.077632412459395,1.91204088437472,0.277143528287192,1.61465561386017,12.479400280259,2.57777238536352,1.22897070621422,0.738033989985035,7.27918466032657,3.16039486371146,6.08053057480749,0.10046846791124,0.153937441673651,0.594557339459378,0.412001989751441,0.041461220434889,0.841948854649233,1.66460447374437,0.139187231254934,1.24592183094227,0.172152759589229,2.52540670097233,2.67172906132703,10.652530587105,0.081851960368414,0.629522284990644,0.237554461202737,11.4073102755505,8.98754255297767,0.106913165141643,0.448548269112151,0.142321420292561,2.53503320145611,1.68979487973523,17.3274023333053,0.069391751052015,0.457594834939534,0.199099906179049,94.7235478534235,nan
HE3,0.545525867310519,0.065075348121023,0.907230345414898,0.077042129455714,2.17928052128149,0.19759622991272,1.12040131013928,8.62819139190182,1.54479181358898,2.52687454308297,0.440262417645742,5.27517597328595,2.06346302127602,3.72779533167836,0.098895050740316,0.132733089915851,0.495844120435533,0.271434276892886,0.03021407099715,0.694140514410752,1.63203630951107,0.090168257695428,1.38954636548064,0.158336251150458,1.67233305013724,1.05504604733436,7.98040197403716,0.048431360101892,0.555839926712399,0.230865182880076,18.5555962080673,3.03283090763316,0.084923445450888,0.363820973968474,0.191509582762357,2.57154665584663,1.05335976610227,13.9527841810714,0.08100827899627,0.360141449362223,0.134700730463277,54.8954924295547,nan
HE4,0.453445292443548,0.075436216071534,0.687857604026327,0.060864795478317,1.2102360168643,0.153546048556928,0.971218210866025,7.24835720445084,1.29977559437615,0.57377202681701,0.359351563268454,1.22101354139735,1.63107465531618,2.79786512412583,0.070545891963572,0.108673052587182,0.411515874037218,0.19371791760158,0.0174214656166,0.546470159517078,1.41979552259921,0.07204678424572,1.30869721737773,0.109444584196185,1.2784465778139,0.610980901537333,7.07462679794726,0.038888157482392,0.426178662361028,0.198234266083491,4.66063863916043,1.85029819804762,0.073147064282739,0.297965969361286,0.09879431547982,1.5392526186669,0.705714850538775,8.09061625958435,0.047940438477032,0.27265982253999,0.138960124209877,40.7647564346858,nan
HE7,0.647777771609138,0.076128391611446,2.46512710511418,0.038121662218236,0.463700594400633,0.27867894287578,1.529860376159,17.0464036156086,4.61497282085031,0.120397870045291,1.06842566786766,0.425536025312245,5.36160804053494,12.5019088870035,0.055803879808576,0.110013831848129,0.407339175526208,0.842042221384036,0.050418547487716,0.759786997257597,0.388962839278737,0.209541844899664,0.197459061968831,0.045119062743219,4.66114427260449,1.63806785668794,7.19337353740318,0.129939053403947,0.258996983117463,0.174053821192201,2.00074209214345,2.4645292673757,0.085926649461063,0.297386666369798,0.066823114861173,0.706915536824206,2.57208412165669,12.7208004056238,0.022239804050331,0.364704766977007,0.325709483577329,183.071580007021,nan
HE6,0.085900733359061,0.010517309213319,0.291023819578825,0.004806075518593,0.055864513029544,0.035368182719768,0.207900634149958,2.26808312184304,0.712554240868529,0.014087984761908,0.112892173825742,0.046027557143861,0.597500516762009,1.17899852830009,0.006320590188683,0.013708801531168,0.05351183981022,0.081058329896364,0.005880127443994,0.099566936418889,0.047435738081961,0.025327026848965,0.025172799691215,0.005711756392074,0.540700979918612,0.13189889246206,0.968565518583369,0.015203956355785,0.032977184953715,0.022283145585063,0.256426859236329,0.287794466002289,0.011503096435493,0.036064618884484,0.009001269978979,0.092939561363554,0.263091021585378,1.78067249829312,0.002631689395629,0.044947280349997,0.03586357443625,16.7074635827198,nan
HE9,0.642491755459859,0.083065627497333,2.65069251332854,0.03801632222323,0.319843692995757,0.27677740288111,1.50646844388948,18.6906077743048,2.6775126792121,0.094608949396758,0.958850044708488,0.300992762798642,5.17307952495203,10.5982050500653,0.046658198598863,0.096110647545946,0.347575250049109,0.696181900113408,0.043059643413393,0.714484671078284,0.262579916147871,0.22412383549017,0.152591316938475,0.03216540271646,4.84934260371125,0.851031836907962,5.92863885664643,0.12918300629745,0.20203324201028,0.160342937837683,1.56303690671819,1.0526291113013,0.081449093939633,0.234525838106881,0.059100932726353,0.595734489693692,2.25249308769085,11.3149951971868,0.018251956651079,0.344699449172229,0.287000545243804,146.549042039686,nan
EEZ48,0.230717225139488,0.095751905832987,1.13032069178135,0.031732334337182,0.051678285119606,0.156740931650233,0.286950436412141,3.95359097422258,0.27202488280419,0.053877449928377,5.44325062576904,0.067910383052071,5.24744733105253,6.74121398227677,0.043416432762287,0.037355185613914,0.053385314025093,1.10093935984426,0.143607523927464,0.498300197013635,0.041067358485588,0.124837732001271,0.030340310471671,0.051467214265175,1.5206156925821,0.350951957276214,0.420551607368979,2.34556248841726,0.046897905246528,0.079239034242095,0.320137534139296,0.163629178605497,0.030225538768383,0.043107315932324,0.072364899700676,0.074756866964168,69.0231426434271,0.588541845033081,0.013474421625366,1.58277960314904,0.945356825501286,49.9582952246458,nan
EEZ65,0.680253361759558,0.056084349118751,3.78139494151917,0.034592296234529,0.318163429759411,0.384123418474755,1.43650710092508,18.067858312523,3.19748821743802,0.116288817126437,2.88666003228885,0.739857715029075,9.55808089380705,48.1666054975279,0.054369284027171,0.086446532094608,0.283400739722375,6.75575866440227,1.26832705167696,1.04815235657743,0.268397080437531,0.289629500436024,0.147392317289825,0.035897655563673,6.60371146002151,6.74363381302498,5.3148694722416,0.531114699863077,0.165734562584771,0.102296827057818,2.15644089974311,1.98359835177771,0.078276724798763,0.236738178680409,0.071925322763489,0.551589031281421,21.3837621025173,5.88610762197259,0.026171737034216,0.72685876544082,0.503605516749162,289.849656496277,nan
