            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.001640;     0.012941;     0.053949;     0.012233;     0.000139;     0.010772;     0.009999;     0.328312;     0.015742;     0.000716;     0.128399;     0.001104;     0.592738;     0.075526;     0.010940;     0.001080;     0.001120;     0.008902;     0.000643;     0.003595;     0.000409;     0.006043;     0.002156;     0.001014;     0.063631;     0.001239;     0.005180;     0.017729;     0.013952;     0.013029;     0.001118;     0.000889;     0.000099;     0.004125;     0.006609;     0.001370;     0.037615;     0.008179;     0.000002;     0.020369;     0.000408;     0.031457;    14.172893
EEZ65       ;     0.015055;     0.016412;     0.095423;     0.008609;     0.012845;     0.020223;     0.028159;     1.366914;     0.493677;     0.005530;     0.044054;     0.039079;     0.620931;     2.476970;     0.007204;     0.002560;     0.010200;     0.851272;     0.042245;     0.030893;     0.024752;     0.006100;     0.008033;     0.000056;     0.335672;     0.331318;     0.186945;     0.003496;     0.004435;     0.013548;     0.010661;     0.197480;     0.001533;     0.004697;     0.016127;     0.007714;     0.024213;     0.022087;     0.005148;     0.018842;     0.018418;     0.024213;     0.335256
EEZ71       ;     0.023845;     0.038769;     0.184073;     0.032676;     0.064529;     0.048456;     0.019007;     1.015630;     0.468039;     0.011563;     0.084948;     0.049508;     1.355486;     2.893034;     0.002340;     0.008555;     0.016020;     1.859611;     1.066257;     0.060713;     0.043364;     0.011886;     0.016747;     0.000843;     0.421547;     0.172143;     0.045353;     0.002885;     0.001578;     0.035105;     0.032723;     0.182483;     0.005056;     0.005846;     0.055589;     0.011398;     0.067282;     0.050723;     0.003930;     0.049972;     0.006238;     0.056912;     2.158340
EEZ91       ;     0.031091;     0.021713;     1.022257;     0.021653;     0.012647;     0.073463;     0.036799;     2.481152;     0.126087;     0.014877;    29.613453;     0.005243;    14.356051;     2.595996;     0.021589;     0.004355;     0.003236;     1.095789;     0.021670;     0.156328;     0.014103;     0.063739;     0.004086;     0.003746;     1.624537;     0.022154;     0.063486;    23.368324;     0.021241;     0.021716;     0.021409;     0.030496;     0.005029;     0.021520;     0.021248;     0.021741;     0.058612;     0.014797;     0.017441;     0.022462;     0.028395;     0.137740;     3.719511
EEZ99       ;     0.001871;     0.000227;     0.018366;     0.000227;     0.000483;     0.001725;     0.000227;     0.067931;     0.003836;     0.000047;     0.134283;     0.000297;     0.950244;     0.067376;     0.000019;     0.000039;     0.000115;     0.056544;     0.000227;     0.003591;     0.000646;     0.000712;     0.000399;     0.000074;     0.034588;     0.000459;     0.000227;     0.009703;     0.000299;     0.000227;     0.000539;     0.001679;     0.000077;     0.000110;     0.000227;     0.000227;     0.000227;     0.000227;     0.000227;     0.000227;     0.000110;     0.000227;     0.003883
EEZ100      ;     0.001307;     0.000716;     0.005092;     0.000622;     0.000204;     0.001491;     0.001176;     0.075982;     0.031370;     0.000294;     0.006734;     0.001721;     0.041768;     0.164952;     0.000624;     0.000380;     0.000993;     0.053822;     0.000693;     0.002617;     0.001021;     0.000446;     0.000336;     0.000005;     0.016926;     0.013793;     0.004697;     0.000697;     0.000499;     0.000538;     0.000479;     0.015543;     0.000233;     0.000312;     0.000716;     0.000623;     0.000716;     0.000488;     0.000505;     0.000716;     0.000620;     0.000716;     0.006818
EEZ108      ;     0.039649;     0.033489;     0.789602;     0.032560;     0.264444;     0.114802;     0.033281;     4.739062;     0.948946;     0.022516;     1.390724;     0.075550;    11.776518;    17.908648;     0.026702;     0.006811;     0.010730;    55.191998;     0.021444;     0.123598;     0.207835;     0.040729;     0.074338;     0.002795;     2.190479;     0.176678;     0.122456;     0.162204;     0.009916;     0.032860;     0.061047;     0.404889;     0.006436;     0.015565;     0.024069;     0.031885;     0.038254;     0.043098;     0.025899;     0.032059;     0.007045;     0.033503;     0.432878
EEZ109      ;     0.002182;     0.000414;     0.073670;     0.000414;     0.007301;     0.007283;     0.003746;     0.222257;     0.018792;     0.000414;     0.018171;     0.000325;     2.852204;     0.910243;     0.000414;     0.000021;     0.000362;     0.202420;     0.000414;     0.002545;     0.004926;     0.000975;     0.001764;     0.000102;     0.127115;     0.000316;     0.020238;     0.001109;     0.000252;     0.000414;     0.000414;     0.009126;     0.000150;     0.000804;     0.000414;     0.000414;     0.000414;     0.000414;     0.000414;     0.000414;     0.000394;     0.000414;     0.000414
EEZ110      ;     0.001011;     0.000130;     0.025215;     0.000130;     0.001529;     0.002241;     0.000119;     0.055876;     0.002827;     0.000130;     0.006309;     0.000131;     2.088489;     0.147386;     0.000130;     0.000007;     0.000131;     0.044990;     0.000130;     0.001039;     0.000930;     0.000130;     0.000218;     0.000024;     0.045164;     0.000130;     0.000216;     0.000174;     0.000128;     0.000130;     0.000130;     0.001416;     0.000021;     0.000081;     0.000130;     0.000130;     0.000130;     0.000130;     0.000130;     0.000130;     0.000111;     0.000130;     0.000130
EEZ119      ;     0.000022;     0.000088;     0.000567;     0.000000;     0.000020;     0.000080;     0.000101;     0.003375;     0.001335;     0.000014;     0.000137;     0.000131;     0.002449;     0.010447;     0.000001;     0.000001;     0.000050;     0.002308;     0.000501;     0.000125;     0.000037;     0.000036;     0.000012;     0.000000;     0.001761;     0.000953;     0.000206;     0.000005;     0.000002;     0.000002;     0.000050;     0.000469;     0.000003;     0.000025;     0.000119;     0.000006;     0.000119;     0.000073;     0.000000;     0.000115;     0.000087;     0.000119;     0.002048
