            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.164429;     0.048330;     1.095691;     0.011118;     0.029527;     0.104946;     0.284639;     3.596409;     0.285767;     0.055198;     1.009991;     0.118847;     2.484223;     9.844419;     0.005333;     0.027839;     0.036233;     1.170372;     0.017510;     0.401958;     0.042919;     0.079342;     0.014677;     0.029795;     1.544070;     0.249442;     0.387165;     0.317277;     0.021475;     0.026223;     0.029275;     0.188817;     0.024413;     0.045904;     0.040540;     0.027181;    31.351576;     0.298306;     0.001509;     0.186558;     0.034191;     2.102527;    15.636039
EEZ65       ;     0.087559;     0.011240;     1.140404;     0.017723;     0.161070;     0.094394;     0.460050;     4.297864;     2.011977;     0.112360;     0.642277;     0.546291;     2.820561;    17.237499;     0.012074;     0.006490;     0.070853;     0.946051;     0.087014;     0.206394;     0.114839;     0.061187;     0.080204;     0.003556;     1.671116;     2.226220;     1.723073;     0.134564;     0.038932;     0.007704;     0.683776;     1.338233;     0.015346;     0.091597;     0.010638;     0.117507;     4.287723;     1.994209;     0.003190;     0.102126;     0.008673;     7.991473;     0.908958
EEZ71       ;     0.192852;     0.039769;     1.375334;     0.033897;     0.288805;     0.109744;     0.792459;     6.854011;     2.006663;     0.102123;     0.740587;     1.041766;     3.022465;    19.195374;     0.015857;     0.008234;     0.122755;     1.496785;     1.058213;     0.341221;     0.140750;     0.077626;     0.090232;     0.005453;     2.220594;     3.089545;     2.559874;     0.124981;     0.052471;     0.030537;     0.961364;     1.773683;     0.024869;     0.149830;     0.044597;     0.163672;     8.088930;     2.262371;     0.002919;     0.124690;     0.041401;     7.637432;     5.294268
EEZ91       ;     0.239741;     0.112807;     1.370795;     0.017468;     0.093688;     0.194766;     0.493245;     5.074552;     0.264884;     0.010029;    48.275066;     0.062008;     8.348499;    13.633789;     0.025635;     0.037961;     0.128827;     0.897141;     0.020119;     0.766793;     0.053472;     0.090023;     0.025005;     0.005074;     1.709405;     0.268626;     0.944601;    33.129543;     0.051816;     0.039973;     0.060669;     0.200066;     0.034511;     0.084153;     0.028990;     0.145588;    79.176682;     0.355983;     0.005744;     7.347540;     0.565495;     3.332794;     4.691448
EEZ99       ;     0.004008;     0.000160;     0.078918;     0.000064;     0.001084;     0.002089;     0.013600;     0.115069;     0.006012;     0.000108;     0.532595;     0.001310;     0.383102;     0.451295;     0.000221;     0.000872;     0.001125;     0.036338;     0.000228;     0.011833;     0.000279;     0.006707;     0.000124;     0.000105;     0.056062;     0.002581;     0.021034;     0.119932;     0.000682;     0.000147;     0.000344;     0.002618;     0.000953;     0.001416;     0.001152;     0.002370;     0.572365;     0.013952;     0.000051;     0.013828;     0.001726;     0.176403;     0.008137
EEZ100      ;     0.003364;     0.000360;     0.048895;     0.000186;     0.007235;     0.004193;     0.012820;     0.159664;     0.076584;     0.004254;     0.036891;     0.013244;     0.156343;     0.988813;     0.000565;     0.000213;     0.003483;     0.066461;     0.002434;     0.010873;     0.006114;     0.002184;     0.003682;     0.000128;     0.058648;     0.051850;     0.073660;     0.010554;     0.001805;     0.000185;     0.024081;     0.040536;     0.000435;     0.003679;     0.000353;     0.004150;     0.224485;     0.076443;     0.000091;     0.005167;     0.000178;     0.312215;     0.038503
EEZ108      ;     0.462458;     0.042258;     5.015593;     0.045465;     0.500861;     0.198536;     1.422840;    10.557100;     1.403016;     0.067961;     7.189688;     0.283394;    13.004263;    57.462772;     0.042904;     0.053880;     0.755401;     6.448335;     0.082305;     1.241775;     0.107353;     0.282585;     0.057767;     0.023576;     4.455448;     0.998543;     3.850887;     2.292369;     0.434993;     0.067497;     1.250906;     0.775593;     0.118945;     0.321474;     0.166655;     0.756207;    26.938961;     1.605611;     0.008666;     0.740831;     0.040064;    14.828600;     5.258668
EEZ109      ;     0.038228;     0.008840;     0.313650;     0.017478;     0.031753;     0.013888;     0.074938;     0.602113;     0.069226;     0.012736;     0.570718;     0.035543;     0.045901;     2.778305;     0.004079;     0.005688;     0.045196;     0.325306;     0.005468;     0.118298;     0.008401;     0.018725;     0.006543;     0.002618;     0.261078;     0.112398;     0.293853;     0.161856;     0.055252;     0.011656;     0.109417;     0.068761;     0.010263;     0.028608;     0.013414;     0.071505;     1.433291;     0.125794;     0.000470;     0.045943;     0.003382;     2.776334;     0.624087
EEZ110      ;     0.009455;     0.000832;     0.075270;     0.002071;     0.004852;     0.003396;     0.024655;     0.161154;     0.019736;     0.002556;     0.211588;     0.008333;     0.000493;     1.210156;     0.001046;     0.001396;     0.008555;     0.122217;     0.001310;     0.030418;     0.002237;     0.004034;     0.001523;     0.000260;     0.068446;     0.027372;     0.101204;     0.050494;     0.006740;     0.001853;     0.028463;     0.015178;     0.001353;     0.006436;     0.004485;     0.017306;     0.489014;     0.036091;     0.000375;     0.014995;     0.001228;     0.879013;     0.129412
EEZ119      ;     0.000311;     0.000068;     0.003695;     0.000041;     0.000583;     0.000266;     0.000861;     0.013727;     0.006570;     0.000317;     0.002313;     0.002217;     0.010248;     0.060898;     0.000018;     0.000014;     0.000256;     0.003832;     0.000689;     0.000748;     0.000321;     0.000205;     0.000213;     0.000004;     0.005238;     0.005433;     0.004536;     0.000446;     0.000090;     0.000013;     0.002220;     0.003880;     0.000046;     0.000233;     0.000068;     0.000241;     0.020291;     0.007200;     0.000007;     0.000379;     0.000068;     0.024240;     0.003956
