            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.075631;     0.054364;     0.857230;     0.058246;     0.331317;     0.090798;     0.374789;     5.340492;     0.812239;     0.138824;     1.464719;     0.076998;     3.650306;     7.121528;     0.048729;     0.067364;     0.177319;     3.827654;     0.036653;     0.393490;     0.269712;     0.082148;     0.090695;     0.042098;     1.391460;     0.127594;     2.212092;     0.260456;     0.165359;     0.068687;     0.358284;     0.212958;     0.041346;     0.084742;     0.027451;     0.717176;     0.654461;     0.330540;     0.029549;     0.055307;     0.068470;     0.832419;    92.634308
EEZ65       ;     0.132132;     0.087801;     1.764966;     0.206277;     0.505266;     0.179309;     0.486137;     8.854350;     2.935934;     0.134040;     2.223901;     0.373928;     6.998348;    22.507505;     0.031224;     0.090676;     0.363320;     7.344383;     0.691949;     0.641251;     0.277758;     0.082068;     0.086867;     0.060394;     3.430786;     1.474944;     3.692421;     0.422666;     0.629760;     0.177508;     1.073545;     0.754366;     0.073512;     0.171208;     0.038527;     1.030101;     0.888675;     0.460338;     0.014302;     0.075525;     0.045390;     1.550109;    16.624516
EEZ71       ;     0.524798;     0.180126;     5.310419;     0.513136;     2.095324;     0.667218;     1.554056;    25.630877;     6.792475;     0.505639;     3.318697;     1.267015;    15.627981;    46.959358;     0.081955;     0.304738;     1.123953;    11.057726;     8.686929;     1.363276;     0.937980;     0.251428;     0.330745;     0.221256;     9.824988;     3.677791;    13.808350;     0.551117;     2.106191;     0.364077;     3.762920;     2.900113;     0.179036;     0.534305;     0.149872;     4.584963;     1.936936;     1.560017;     0.042694;     0.108199;     0.098029;     3.940393;    68.152885
EEZ91       ;     0.071873;     0.069656;     1.379100;     0.067728;     0.055078;     0.154331;     0.291117;     2.154070;     0.128426;     0.025461;    17.838924;     0.024902;    13.535835;     4.824684;     0.045884;     0.038965;     0.136142;     0.914348;     0.013794;     0.975605;     0.039874;     0.060297;     0.018563;     0.007713;     0.884643;     0.086759;     0.736549;    13.950133;     0.068469;     0.051242;     0.151808;     0.080213;     0.068831;     0.069328;     0.019731;     0.221573;     0.921261;     0.075672;     0.006382;     0.559647;     1.442052;     0.929892;    11.287441
EEZ99       ;     0.005253;     0.006103;     0.112091;     0.002837;     0.003878;     0.010725;     0.010513;     0.129349;     0.011287;     0.002009;     0.926376;     0.001819;     1.445263;     0.168440;     0.000717;     0.004334;     0.008282;     0.063191;     0.000481;     0.067748;     0.002266;     0.005827;     0.001187;     0.000435;     0.137499;     0.007923;     0.023129;     0.237873;     0.003081;     0.003614;     0.010153;     0.006727;     0.008235;     0.001213;     0.000574;     0.009502;     0.041922;     0.005117;     0.000484;     0.010507;     0.014836;     0.041197;     0.315002
EEZ100      ;     0.002949;     0.001660;     0.064597;     0.010854;     0.023048;     0.001871;     0.012929;     0.130150;     0.059310;     0.004528;     0.091237;     0.009438;     0.270692;     0.820807;     0.001117;     0.002457;     0.017748;     0.378977;     0.012545;     0.012619;     0.009609;     0.002632;     0.002779;     0.002460;     0.078780;     0.019689;     0.132910;     0.027711;     0.020783;     0.006147;     0.019482;     0.015633;     0.002015;     0.006545;     0.001223;     0.049076;     0.032392;     0.008802;     0.000609;     0.002790;     0.002145;     0.045355;     0.536900
EEZ108      ;     0.686028;     0.046860;     4.933869;     0.044935;     0.164927;     0.869972;     1.864299;    13.597078;     0.636302;     0.092480;    12.385908;     0.149877;    35.978268;    40.071735;     0.038972;     0.083647;     0.684300;    72.445404;     0.281368;     0.834346;     0.113260;     0.305197;     0.056645;     0.007666;     5.188861;     0.290245;     3.228798;     3.578871;     0.175183;     0.054938;     0.610652;     0.261089;     0.158407;     0.423307;     0.016036;     0.263978;     1.936614;     0.215307;     0.004438;     0.204304;     0.220881;     1.965550;    43.213238
EEZ109      ;     0.011473;     0.000678;     0.112921;     0.000537;     0.013910;     0.018161;     0.021497;     0.268654;     0.023951;     0.008305;     0.562624;     0.003758;     7.320771;     1.833211;     0.000725;     0.001470;     0.006026;     0.467005;     0.000867;     0.030537;     0.004587;     0.004158;     0.003070;     0.000184;     0.109183;     0.008148;     0.026072;     0.073793;     0.001515;     0.000734;     0.022296;     0.010526;     0.003503;     0.002417;     0.000686;     0.008760;     0.100285;     0.006487;     0.000013;     0.014443;     0.017849;     0.002975;     0.386231
EEZ110      ;     0.001945;     0.000239;     0.028482;     0.000105;     0.003835;     0.006335;     0.006134;     0.071308;     0.007495;     0.001727;     0.215086;     0.001126;     3.893995;     0.477947;     0.000113;     0.000232;     0.000603;     0.125681;     0.000340;     0.008983;     0.001760;     0.001371;     0.000837;     0.000089;     0.029965;     0.003321;     0.008168;     0.030580;     0.000539;     0.000215;     0.004312;     0.003564;     0.000456;     0.000312;     0.000156;     0.004172;     0.080947;     0.001623;     0.000000;     0.003216;     0.004233;     0.007911;     0.124544
EEZ119      ;     0.000649;     0.000497;     0.008649;     0.002573;     0.004887;     0.000945;     0.002617;     0.053275;     0.013185;     0.001278;     0.009533;     0.001455;     0.025466;     0.090765;     0.000265;     0.000746;     0.002974;     0.033017;     0.006402;     0.003877;     0.002158;     0.000217;     0.000639;     0.000907;     0.022246;     0.009210;     0.023430;     0.001058;     0.010182;     0.001247;     0.005979;     0.007168;     0.000464;     0.001368;     0.000324;     0.014640;     0.004216;     0.004338;     0.000236;     0.000367;     0.000180;     0.006968;     0.086402
EEZ123      ;     0.044300;     0.004231;     0.095833;     0.005936;     0.153443;     0.056100;     0.080353;     1.101884;     0.250863;     0.020582;     0.075445;     0.060064;     0.366355;     1.242564;     0.001804;     0.006684;     0.026671;     0.217792;     0.178952;     0.068684;     0.039242;     0.006528;     0.011648;     0.007150;     0.293878;     0.211641;     0.763571;     0.008120;     0.037062;     0.005801;     0.185881;     0.154227;     0.004992;     0.015129;     0.015482;     0.238032;     0.045531;     0.064724;     0.000854;     0.004184;     0.001931;     0.108718;     1.321135
EEZ185      ;     0.263075;     0.063837;     1.304842;     0.086775;     0.554990;     0.179265;     0.712844;    11.791935;    12.753230;     0.104313;     0.648812;     0.071955;     3.969668;     4.305440;     0.041773;     0.131935;     0.356145;     0.624778;     0.003281;     0.616990;     0.265262;     0.068520;     0.095512;     0.036584;     3.044306;     0.236921;     3.778876;     0.063021;     0.361684;     0.148106;     0.382020;     3.739104;     0.101997;     0.190781;     0.009554;     0.739061;     0.202959;     0.162546;     0.004677;     0.059428;     0.053037;     0.496594;     0.990573
EEZ187      ;     0.002107;     0.000716;     0.012224;     0.000890;     0.007129;     0.001940;     0.007133;     0.102274;     0.085383;     0.001388;     0.008477;     0.000863;     0.043087;     0.042609;     0.000468;     0.001512;     0.004250;     0.006384;     0.000039;     0.005479;     0.003063;     0.000736;     0.000919;     0.000758;     0.027543;     0.003341;     0.039332;     0.000317;     0.005426;     0.001455;     0.005133;     0.033071;     0.000856;     0.002290;     0.000059;     0.011964;     0.002174;     0.003187;     0.000059;     0.000534;     0.000456;     0.006049;     0.009927
EEZ188      ;     0.062620;     0.002904;     3.904673;     0.000212;     0.013878;     0.025924;     0.041377;     0.659178;     0.053046;     0.003474;     0.324979;     0.003596;     4.868752;     2.971078;     0.000301;     0.006338;     0.037100;     0.199050;     0.000440;     0.065111;     0.005139;     0.038336;     0.002400;     0.000413;     0.869380;     0.007310;     0.073955;     0.034199;     0.002887;     0.001282;     0.012365;     0.014524;     0.006903;     0.016952;     0.000253;     0.018735;     0.085902;     0.006191;     0.000019;     0.005354;     0.005180;     0.008205;     0.253084
