            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.011425;     0.000384;     0.377610;     0.001105;     0.004169;     0.024236;     0.051883;     0.708770;     0.012093;     0.000677;     3.987513;     0.011382;     2.238192;     0.892632;     0.001739;     0.002402;     0.001722;     0.194789;     0.006682;     0.084438;     0.000789;     0.032196;     0.000730;     0.000286;     0.268092;     0.036873;     0.059736;     5.147275;     0.002343;     0.002137;     0.034150;     0.017035;     0.002828;     0.000824;     0.001607;     0.005338;    35.923370;     0.018409;     0.000573;     0.663693;     0.815443;     0.684256;   133.052200
EEZ65       ;     0.209369;    -0.003332;     2.583933;     0.005518;     0.134559;     0.088267;     0.375123;     9.080694;     2.083560;     0.050338;     0.511989;     0.462669;     4.896144;    41.806931;     0.004691;     0.008014;     0.085003;     6.521013;     1.933463;     0.044566;     0.101361;     0.123114;     0.057456;     0.006713;     4.532270;     6.972654;     1.869267;     0.101955;     0.097831;     0.023986;     1.111539;     0.896969;     0.014516;     0.052992;     0.014075;     0.220857;    12.988163;     2.005895;     0.004233;     0.122870;     0.059244;    19.601000;    22.486538
EEZ71       ;     0.383156;    -0.003433;     3.049478;     0.025457;     0.151131;     0.241644;     0.740128;    14.883188;     2.269830;     0.052126;     0.970137;     0.530202;     6.801755;    39.693073;     0.014587;     0.034753;     0.265774;     6.444053;    18.314682;     0.194659;     0.141725;     0.172141;     0.069806;     0.020294;     6.267660;     7.415644;     3.174098;     0.182688;     0.265763;     0.171302;     1.753954;     1.222915;     0.041363;     0.138203;     0.016481;     0.429915;    22.249414;     2.301057;     0.010690;     0.310800;     0.328161;    19.681463;   113.854080
EEZ91       ;     0.187952;     0.005386;     0.299906;     0.003133;     0.003690;     0.156330;     0.098333;     1.351349;     0.025769;     0.000680;    19.744808;     0.006328;     3.549959;     1.120419;     0.010389;     0.043893;     0.030751;     0.224005;     0.005708;     1.445213;     0.001996;     0.039625;     0.000856;     0.001061;     0.292624;     0.035085;     0.185268;    14.414581;     0.015106;     0.013853;     0.032888;     0.019423;     0.057048;     0.015015;     0.005589;     0.020955;    50.641041;     0.055219;     0.002225;     9.070978;     8.368827;     1.142234;    15.943499
EEZ99       ;     0.002796;     0.000041;     0.010019;     0.000018;     0.000070;     0.002469;     0.004063;     0.031775;     0.000364;     0.000026;     0.866809;     0.000336;     0.229168;     0.132602;     0.000126;     0.000307;     0.000389;     0.049231;     0.001265;     0.011131;     0.000068;     0.000580;     0.000037;     0.000046;     0.006439;     0.003343;     0.009411;     0.143481;     0.000458;     0.000166;     0.000279;     0.000512;     0.000514;     0.000257;     0.000035;     0.000841;     0.879438;     0.001144;     0.000040;     0.076024;     0.093158;     0.074948;     0.174778
EEZ100      ;     0.007337;    -0.000081;     0.092140;     0.000032;     0.001781;     0.003921;     0.008919;     0.293629;     0.027563;     0.000544;     0.018915;     0.007180;     0.182590;     1.678227;     0.000050;     0.000383;     0.001820;     0.374897;     0.044204;     0.002479;     0.001192;     0.004885;     0.000621;     0.000067;     0.167203;     0.119578;     0.020160;     0.005047;     0.001338;     0.000622;     0.015171;     0.010170;     0.000617;     0.000830;    -0.000004;     0.001017;     0.533010;     0.026280;     0.000082;     0.004273;     0.003000;     0.559105;     0.842209
EEZ108      ;     0.598509;    -0.003878;     4.702273;     0.007000;     0.144202;     0.315393;     0.660514;    11.324111;     0.490245;     0.013702;    11.008080;     0.084751;    21.007090;    31.653013;     0.015412;     0.024393;     0.112485;    20.660843;     0.639294;     0.503472;     0.048432;     0.358437;     0.020193;     0.005967;     4.824071;     0.700414;     2.336264;     3.252670;     0.087058;     0.060453;     0.268922;     0.204045;     0.035670;     0.050790;     0.007788;     0.244543;    49.276344;     0.796270;     0.007818;     2.556261;     3.336532;    15.705368;    57.876774
EEZ109      ;     0.008831;    -0.000070;     0.208099;     0.000130;     0.002609;     0.014084;     0.030264;     0.609384;     0.005333;     0.000361;     0.834334;     0.003149;     1.601332;     2.584414;     0.000378;     0.000880;     0.003459;     0.376210;     0.004478;     0.042545;     0.000832;     0.025797;     0.000511;     0.000275;     0.209008;     0.020742;     0.077684;     0.127393;     0.001247;     0.000016;     0.013893;     0.004408;     0.001669;     0.003545;     0.000135;     0.008603;     1.816980;     0.012032;     0.000165;     0.132004;     0.093533;     2.071373;     0.484949
EEZ110      ;     0.001241;    -0.000014;     0.022120;     0.000018;     0.000403;     0.001519;     0.001973;     0.091081;     0.001183;     0.000067;     0.358184;     0.001129;     0.675907;     1.100350;     0.000065;     0.000094;     0.000309;     0.150556;     0.001971;     0.009748;     0.000205;     0.007921;     0.000108;     0.000038;     0.026403;     0.011319;     0.016295;     0.038596;     0.000065;    -0.000036;     0.003316;     0.001429;     0.000099;     0.000403;     0.000025;     0.001899;     0.645742;     0.002660;     0.000045;     0.038631;     0.028404;     0.651670;     0.150855
EEZ119      ;     0.000837;    -0.000008;     0.009806;     0.000034;     0.000265;     0.000220;     0.001516;     0.043412;     0.007146;     0.000135;     0.002752;     0.001719;     0.018290;     0.174637;     0.000013;     0.000038;     0.000399;     0.039959;     0.019608;     0.000206;     0.000158;     0.000526;     0.000096;     0.000021;     0.021309;     0.022038;     0.005787;     0.000435;     0.000372;     0.000164;     0.004677;     0.002082;     0.000049;     0.000235;     0.000041;     0.000590;     0.064300;     0.005642;     0.000018;     0.000475;     0.000211;     0.075079;     0.117709
EEZ123      ;     0.027675;     0.000080;     0.173102;     0.004061;     0.047042;     0.014339;     0.064151;     0.938103;     0.243017;     0.017537;     0.053187;     0.097373;     0.401982;     2.585790;     0.002730;     0.002062;     0.024919;     0.252622;     0.358307;     0.014523;     0.046828;     0.009841;     0.025889;     0.002792;     0.312892;     1.055691;     0.474313;     0.003434;     0.030777;     0.016255;     0.338225;     0.273296;     0.002608;     0.015217;     0.003063;     0.080717;     1.045908;     0.384280;     0.001146;     0.028697;     0.019322;     1.526183;     3.584027
EEZ185      ;     0.139789;     0.004883;     1.179625;     0.002417;     0.187516;     0.064254;     0.353486;     6.784157;     4.118445;     0.048150;     0.685689;     0.159830;     2.327763;     6.838672;     0.003140;     0.026077;     0.129319;     0.387031;     0.008181;     0.111677;     0.202311;     0.080717;     0.111192;     0.007231;     2.523078;     1.087776;     2.809151;     0.107371;     0.061842;     0.040033;     0.549186;     1.509806;     0.022357;     0.078472;     0.011433;     0.162291;     0.714147;     4.204230;     0.001798;     0.092456;     0.083640;     7.067025;     0.214355
EEZ187      ;     0.001147;     0.000026;     0.011255;     0.000019;     0.002635;     0.000382;     0.003516;     0.055711;     0.029424;     0.000673;     0.007801;     0.003157;     0.023090;     0.052161;     0.000016;     0.000229;     0.001386;     0.003181;     0.000045;     0.000442;     0.003388;     0.000665;     0.002232;     0.000081;     0.020080;     0.012048;     0.028049;     0.001209;     0.000560;     0.000544;     0.005883;     0.020227;     0.000188;     0.000796;     0.000033;     0.001626;     0.005231;     0.036988;     0.000012;     0.000697;     0.000590;     0.063797;     0.000779
EEZ188      ;     0.024464;     0.000008;     0.264221;     0.000507;     0.003315;     0.011792;     0.048323;     0.728210;     0.026743;     0.000675;     0.268707;     0.004636;     1.779018;     4.502460;     0.000920;     0.000566;     0.010687;     0.286741;     0.003685;     0.021756;     0.001313;     0.016791;     0.000762;     0.000807;     0.474220;     0.066281;     0.094593;     0.037627;     0.004836;     0.001025;     0.019338;     0.009747;     0.000672;     0.008038;     0.000700;     0.009382;     0.523245;     0.022048;     0.000220;     0.042461;     0.022248;     2.651981;     0.275229
EEZ189      ;     0.329658;     0.002045;     7.691047;     0.006400;     0.184455;     0.179174;     0.855350;    16.930254;     1.341703;     0.019106;     3.531196;     0.095148;    19.788040;    82.487480;     0.009952;     0.010409;     0.190550;     4.741151;     0.070925;     0.287241;     0.027958;     0.406218;     0.020691;     0.015465;    10.457447;     1.433123;     3.638735;     0.476263;     0.129210;     0.036816;     0.451715;     0.289538;     0.014113;     0.192340;     0.005628;     0.446796;     7.412765;     1.034431;     0.005216;     0.611217;     0.462327;    39.931316;     3.981361
EEZ190      ;     0.253313;     0.004848;     7.525887;     0.008356;     0.180883;     0.176473;     0.876780;    22.030407;     2.000565;     0.025446;     1.860443;     0.079159;    12.051489;    45.275200;     0.010681;     0.014758;     0.104714;     2.713888;     0.055066;     0.260855;     0.059866;     0.374029;     0.031103;     0.010694;    14.742565;     1.390933;     3.458779;     0.290254;     0.117509;     0.028413;     0.486684;     0.356780;     0.017631;     0.139176;     0.008605;     0.341550;     4.092369;     1.690056;     0.003904;     0.356633;     0.339973;    32.426331;     2.225954
EEZ191      ;     0.899432;     0.022710;     8.515848;     0.013956;     0.664297;     0.411794;     2.001239;    44.116196;    13.008411;     0.132223;     3.250515;     0.334507;    14.257915;    54.056442;     0.015766;     0.101121;     0.477317;     3.188414;     0.058291;     0.658509;     0.554788;     0.558935;     0.270037;     0.046619;    16.269783;     3.941793;    11.941829;     0.584312;     0.302523;     0.108555;     2.497443;     2.847146;     0.100304;     0.342842;     0.037150;     1.298041;     4.907574;    10.949040;     0.012804;     0.657563;     0.583657;    39.981514;     2.086885
