            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.043100;     0.061880;     0.411696;     0.003442;     0.021814;     0.015691;     0.072796;     1.133853;     0.043377;     0.002023;     2.274218;     0.011144;     1.401983;     0.641284;     0.004922;     0.010992;     0.024718;     0.098301;     0.025151;     0.467899;     0.016892;     0.030650;     0.007084;     0.001411;     0.223643;     0.090595;     0.074527;     0.784092;     0.020649;     0.003001;     0.215888;     0.040747;     0.015794;     0.011280;     0.036461;     0.020794;    10.987302;     0.055216;     0.003082;     0.201060;     0.021785;     0.413548;    37.939213
EEZ65       ;     0.087383;     0.008342;     0.484255;     0.008711;     0.027279;     0.058016;     0.123534;     1.892756;     0.973975;     0.019436;     0.652406;     0.092335;     1.541527;    13.327780;     0.005460;     0.009204;     0.026538;     0.646653;     0.264751;     0.326190;     0.029954;     0.020637;     0.024287;     0.001234;     0.930462;     1.510495;     0.346177;     0.065240;     0.018305;     0.010614;     0.245923;     0.416062;     0.015922;     0.020988;     0.016670;     0.029506;     3.466867;     1.082148;     0.000988;     0.081395;     0.003005;     6.004469;     1.316116
EEZ71       ;     0.139393;     0.073432;     0.696091;     0.008373;     0.062946;     0.106490;     0.134421;     2.799997;     0.940264;     0.034660;     0.692651;     0.185206;     2.522447;    16.880653;     0.005964;     0.013692;     0.040120;     1.131511;     5.148348;     0.728476;     0.055829;     0.035406;     0.042913;     0.002630;     1.264191;     1.753148;     0.508372;     0.092035;     0.023691;     0.059487;     0.766761;     0.574604;     0.038284;     0.036452;     0.027869;     0.085586;     7.606345;     1.180735;     0.002945;     0.138886;     0.003689;     5.497057;     8.609955
EEZ91       ;     0.123195;     0.016573;     0.395674;     0.007703;     0.058123;     0.084817;     0.147057;     2.175057;     0.146982;     0.008859;    58.910717;     0.040206;     6.817142;     4.297574;     0.015114;     0.035757;     0.045879;     0.715854;     0.052247;     1.092824;     0.017784;     0.034792;     0.013805;     0.003136;     0.459674;     0.172881;     0.267620;    31.042528;     0.039409;     0.008274;     0.411768;     0.083997;     0.044803;     0.022255;     0.035775;     0.060460;    63.577496;     0.206936;     0.003529;     4.691165;     0.206333;     1.899035;     7.488205
EEZ99       ;     0.005762;     0.000160;     0.028792;     0.000096;     0.001058;     0.006015;     0.012013;     0.158521;     0.003896;     0.000273;     0.291952;     0.000472;     0.467269;     0.147298;     0.000173;     0.001451;     0.001894;     0.016317;     0.000555;     0.041350;     0.000405;     0.003936;     0.000150;     0.000030;     0.025402;     0.002270;     0.015456;     0.012815;     0.000753;     0.000300;     0.003178;     0.001129;     0.002570;     0.001378;     0.000993;     0.001225;     0.338465;     0.006520;     0.000026;     0.020970;     0.000186;     0.106254;     0.000274
EEZ100      ;     0.003137;     0.000199;     0.021410;     0.000027;     0.000625;     0.002496;     0.003775;     0.088058;     0.038442;     0.000769;     0.037441;     0.002381;     0.075396;     0.631656;     0.000101;     0.000332;     0.000809;     0.040030;     0.005586;     0.015985;     0.000631;     0.000818;     0.000476;     0.000048;     0.044666;     0.040470;     0.011578;     0.002516;     0.000316;     0.000216;     0.006053;     0.012305;     0.000621;     0.000619;     0.000942;     0.000720;     0.157037;     0.042000;     0.000028;     0.004781;     0.000104;     0.285609;     0.014791
EEZ108      ;     0.574534;     0.026394;     4.581047;     0.004848;     0.044359;     0.492431;     1.533718;    14.807719;     1.332391;     0.048037;     6.107140;     0.239085;    15.114347;    40.696587;     0.012002;     0.040765;     0.059727;     5.181472;     0.211636;     2.799201;     0.082756;     0.235586;     0.050528;     0.004062;     5.009959;     1.166880;     2.354609;     0.850419;     0.034443;     0.014636;     0.779974;     0.535338;     0.137713;     0.081734;     0.126757;     0.112250;    20.757334;     2.105950;     0.005706;     0.965779;     0.007935;    17.274015;     3.423194
EEZ109      ;     0.047468;     0.001074;     0.115335;     0.001477;     0.014288;     0.034600;     0.143044;     1.073577;     0.038349;     0.006893;     0.179341;     0.008347;     0.729153;     1.618274;     0.001507;     0.004399;     0.005644;     0.216722;     0.006721;     0.154126;     0.017508;     0.018130;     0.006200;     0.000344;     0.081796;     0.039042;     0.294664;     0.011778;     0.005496;     0.002464;     0.133633;     0.021618;     0.005736;     0.007198;     0.009814;     0.010637;     0.977915;     0.066849;     0.000428;     0.043448;     0.000343;     2.272366;     0.322255
EEZ110      ;     0.016272;     0.000426;     0.040602;     0.000479;     0.005094;     0.014209;     0.049198;     0.334685;     0.009658;     0.001787;     0.070855;     0.002283;     0.194999;     0.497976;     0.000447;     0.001302;     0.002056;     0.074010;     0.002109;     0.048092;     0.005805;     0.006724;     0.001790;     0.000109;     0.027151;     0.010653;     0.092581;     0.004248;     0.002083;     0.000985;     0.041320;     0.005903;     0.001687;     0.002562;     0.003106;     0.003398;     0.322621;     0.016827;     0.000107;     0.013778;     0.000145;     0.674412;     0.082464
EEZ119      ;     0.000337;     0.000010;     0.001459;     0.000003;     0.000079;     0.000225;     0.000373;     0.006099;     0.002815;     0.000041;     0.001661;     0.000332;     0.006060;     0.047684;     0.000018;     0.000031;     0.000093;     0.002766;     0.002605;     0.001129;     0.000112;     0.000083;     0.000068;     0.000006;     0.002924;     0.004300;     0.001484;     0.000270;     0.000031;     0.000023;     0.000974;     0.001446;     0.000063;     0.000080;     0.000052;     0.000109;     0.017867;     0.003327;     0.000004;     0.000275;     0.000006;     0.018047;     0.007629
