          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.095676;     0.198201;     0.746495;     0.061371;     0.060620;     0.112411;     1.689321;     0.044288;     0.008320;     3.906773;     0.003803;     3.976886;     0.330810;     0.101311;     0.070824;     0.184408;     0.005194;     1.373365;     0.048497;     0.072742;     0.042401;     0.103742;     0.401110;     0.013186;     0.201815;     0.892132;     0.096820;     0.133170;     0.152363;     0.020404;     0.047618;     0.046911;     0.153678;     0.175148;     0.013186
EEZ65       ;     0.038200;     0.021032;     0.156315;     0.008134;     0.053501;     0.037110;     1.127852;     0.721880;     0.013949;     0.269356;     0.018029;     1.056590;     2.010143;     0.010854;     0.011684;     0.670691;     0.069332;     0.290097;     0.019447;     0.012813;     0.022091;     0.006526;     0.482501;     0.150956;     0.068447;     0.030239;     0.017810;     0.017739;     0.024206;     0.147744;     0.015166;     0.012341;     0.022407;     0.018861;     0.150956
EEZ71       ;     0.077833;     0.062960;     0.164000;     0.013127;     0.113087;     0.048596;     1.231233;     0.551736;     0.022107;     0.298553;     0.029162;     1.750384;     2.705546;     0.028096;     0.025372;     1.215948;     1.888140;     0.671638;     0.027985;     0.022351;     0.025020;     0.010662;     0.444866;     0.157644;     0.100011;     0.057177;     0.048822;     0.058856;     0.044414;     0.155621;     0.030378;     0.029291;     0.066047;     0.043692;     0.157644
EEZ91       ;     0.032282;     0.021642;     0.102941;     0.053598;     0.034541;     0.033318;     0.830273;     0.065346;     0.006388;    23.064621;     0.007526;     5.075454;     1.003839;     0.021810;     0.011201;     0.510375;     0.006043;     0.469936;     0.007470;     0.010489;     0.005018;     0.008794;     0.201633;     0.012793;     0.092135;    29.751177;     0.022215;     0.021004;     0.033979;     0.017855;     0.013461;     0.017710;     0.021993;     0.022342;     0.012793
EEZ99       ;     0.001575;     0.000226;     0.007835;     0.001607;     0.004930;     0.000597;     0.054653;     0.001090;     0.000226;     0.075847;     0.000051;     0.884893;     0.056881;     0.000142;     0.000253;     0.024254;     0.000226;     0.017574;     0.000629;     0.000734;     0.000228;     0.000056;     0.012083;     0.000205;     0.002104;     0.001767;     0.000224;     0.000222;     0.001154;     0.000388;     0.000647;     0.000042;     0.000226;     0.000226;     0.000205
EEZ100      ;     0.001709;     0.000811;     0.005598;     0.000189;     0.002420;     0.001828;     0.067381;     0.033409;     0.000166;     0.014682;     0.000694;     0.066113;     0.125318;     0.000172;     0.000440;     0.049993;     0.001309;     0.019956;     0.000729;     0.000580;     0.000633;     0.000072;     0.026416;     0.003278;     0.003607;     0.000832;     0.000820;     0.000713;     0.001147;     0.005842;     0.000586;     0.000733;     0.000753;     0.000794;     0.003278
EEZ108      ;     0.123107;     0.036758;     0.734948;     0.024407;     0.425240;     0.065875;     4.772015;     1.009694;     0.037081;     2.079662;     0.031274;    14.714500;    17.484081;     0.012496;     0.015472;    55.438217;     0.023504;     1.649826;     0.027339;     0.037477;     0.027412;     0.012229;     1.846790;     0.086514;     0.070782;     0.187612;     0.033249;     0.033841;     0.054988;     0.265832;     0.034507;     0.028603;     0.032564;     0.032590;     0.086514
EEZ109      ;     0.002583;     0.000429;     0.076218;     0.000835;     0.021997;     0.000429;     0.126475;     0.004993;     0.000429;     0.000429;     0.000429;     3.624310;     0.947746;     0.000356;     0.000139;     0.188036;     0.000429;     0.004764;     0.000357;     0.002640;     0.000181;     0.000180;     0.084992;     0.000429;     0.000429;     0.000392;     0.000429;     0.000429;     0.000429;     0.000179;     0.000238;     0.000385;     0.000429;     0.000429;     0.000429
EEZ110      ;     0.000438;     0.000132;     0.016213;     0.000360;     0.007765;     0.000132;     0.022689;     0.001019;     0.000132;     0.000132;     0.000132;     2.493641;     0.161400;     0.000132;     0.000056;     0.043963;     0.000132;     0.001106;     0.000132;     0.000645;     0.000130;     0.000132;     0.018910;     0.000132;     0.000132;     0.000132;     0.000132;     0.000132;     0.000132;     0.000129;     0.000035;     0.000132;     0.000132;     0.000132;     0.000132
EEZ119      ;     0.000259;     0.000156;     0.000616;     0.000017;     0.000246;     0.000229;     0.003830;     0.002061;     0.000080;     0.000262;     0.000179;     0.002884;     0.006400;     0.000112;     0.000081;     0.003160;     0.001080;     0.001269;     0.000470;     0.000022;     0.000486;     0.000039;     0.001416;     0.000493;     0.000722;     0.000273;     0.000161;     0.000153;     0.000021;     0.000784;     0.000040;     0.000139;     0.000204;     0.000165;     0.000493
