          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.035893;     0.023077;     0.387443;     0.016223;     0.116900;     0.044175;     1.757479;     0.231578;     0.007464;     1.581565;     0.018311;     8.337607;     3.791361;     0.021580;     0.034803;     1.076153;     0.019215;     0.079547;     0.005728;     0.084870;     0.006346;     0.004819;     0.202795;     0.041070;     0.036945;     0.417071;     0.019822;     0.024041;     0.015856;     0.017121;     0.046771;     0.012347;     0.026843;     0.021111;     0.041070
EEZ65       ;     0.011151;     0.019633;     0.096171;     0.121673;     0.010358;     0.072352;     0.844300;     0.314883;     0.009481;     0.048454;     0.009759;     0.398837;     1.428379;     0.017192;     0.024024;     0.528186;     0.023640;     0.020276;     0.018198;     0.007791;     0.006148;     0.017975;     0.210641;     0.114664;     0.237920;     0.011241;     0.029827;     0.027849;     0.067634;     0.063982;     0.018891;     0.017137;     0.008244;     0.047446;     0.114664
EEZ71       ;     0.022859;     0.048882;     0.254826;     0.174959;     0.019354;     0.086504;     0.934009;     0.297117;     0.044609;     0.195700;     0.028111;     0.952839;     1.397925;     0.028509;     0.047625;     0.928420;     2.898295;     0.030556;     0.072945;     0.023876;     0.033203;     0.034948;     0.353041;     0.191143;     0.443729;     0.055144;     0.039241;     0.037034;     0.122192;     0.166027;     0.038432;     0.041739;     0.035261;     0.060803;     0.191143
EEZ91       ;     0.009277;     0.015188;     0.172700;     0.012615;     0.062346;     0.013668;     0.525602;     0.044221;     0.008018;    14.192612;     0.008998;     4.430626;     0.911650;     0.005328;     0.014799;     0.262520;     0.011114;     0.088710;     0.009501;     0.018071;     0.008524;     0.007444;     0.222207;     0.014359;     0.017623;    25.741180;     0.013865;     0.015196;     0.012043;     0.023058;     0.013455;     0.013944;     0.014092;     0.015092;     0.014359
EEZ99       ;     0.000104;     0.000168;     0.003642;     0.000160;     0.000595;     0.000168;     0.000168;     0.000633;     0.000017;     0.083721;     0.000164;     0.563900;     0.000168;     0.000119;     0.000168;     0.009040;     0.000076;     0.000116;     0.000090;     0.000168;     0.000058;     0.000162;     0.008860;     0.000163;     0.000168;     0.009582;     0.000168;     0.000168;     0.000272;     0.000199;     0.000168;     0.000168;     0.000168;     0.000144;     0.000163
EEZ100      ;     0.000273;     0.000064;     0.002423;     0.002642;     0.000292;     0.002191;     0.042186;     0.008790;     0.000389;     0.000855;     0.000399;     0.014451;     0.098487;     0.000190;     0.000271;     0.049281;     0.000333;     0.000372;     0.000183;     0.000471;     0.000153;     0.000361;     0.013030;     0.001539;     0.005484;     0.000311;     0.000364;     0.000226;     0.000361;     0.000972;     0.000206;     0.000357;     0.000161;     0.000391;     0.001539
EEZ108      ;     0.019007;     0.017758;     0.297641;     0.020361;     0.014149;     0.029171;     0.587184;     0.417641;     0.015753;     0.182927;     0.016991;     4.548139;     9.775548;     0.014548;     0.023677;    44.885365;     0.008537;     0.075334;     0.014779;     0.012112;     0.004728;     0.006053;     0.428691;     0.042610;     0.079314;     0.049353;     0.018219;     0.018456;     0.017476;     0.067152;     0.011682;     0.016169;     0.014143;     0.013710;     0.042610
EEZ109      ;     0.000181;     0.000181;     0.035038;     0.000181;     0.000406;     0.000181;     0.008714;     0.003598;     0.000181;     0.000181;     0.000181;     2.858563;     0.417407;     0.000641;     0.000181;     0.078395;     0.000181;     0.000181;     0.000151;     0.000510;     0.000127;     0.000181;     0.032059;     0.000181;     0.000181;     0.000824;     0.000258;     0.000181;     0.000181;     0.000240;     0.000167;     0.000412;     0.000181;     0.000407;     0.000181
EEZ110      ;     0.000060;     0.000060;     0.008986;     0.000060;     0.000375;     0.000060;     0.000144;     0.000273;     0.000060;     0.000060;     0.000060;     2.004663;     0.043912;     0.000070;     0.000060;     0.018471;     0.000064;     0.000060;     0.000057;     0.000155;     0.000060;     0.000057;     0.005436;     0.000060;     0.000060;     0.000060;     0.000063;     0.000060;     0.000060;     0.000062;     0.000060;     0.000068;     0.000060;     0.000068;     0.000060
EEZ119      ;     0.000031;     0.000055;     0.000270;     0.000422;     0.000027;     0.000257;     0.003844;     0.000564;     0.000016;     0.000292;     0.000018;     0.001675;     0.004063;     0.000003;     0.000055;     0.001377;     0.000267;     0.000032;     0.000020;     0.000016;     0.000002;     0.000054;     0.001367;     0.000320;     0.001842;     0.000046;     0.000001;     0.000039;     0.000256;     0.000198;     0.000031;     0.000028;     0.000055;     0.000135;     0.000320
