            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.012187;     0.025384;     0.251624;     0.017545;     0.010025;     0.009242;     0.011767;     0.541483;     0.070241;     0.022024;     0.582428;     0.039943;     0.831190;     0.783737;     0.006655;     0.004530;     0.005329;     0.140064;     0.036703;     0.044971;     0.009735;     0.021108;     0.008518;     0.003033;     0.325106;     0.127215;     0.018098;     0.102524;     0.021320;     0.015051;     0.181569;     0.065878;     0.004690;     0.004630;     0.019478;     0.012479;    10.134063;     0.134791;     0.003726;     0.038060;     0.013157;     0.522213;   275.725464
EEZ65       ;     0.570358;     0.059662;     2.919663;     0.046607;     0.383234;     0.322791;     1.826084;    12.371005;     1.942972;     0.105976;     4.354482;     0.685781;    10.342520;    57.891777;     0.081819;     0.094116;     0.270751;     5.520136;     1.588563;     0.740732;     0.260334;     0.160543;     0.112012;     0.025097;     3.848533;     4.581359;     5.720757;     1.208506;     0.188505;     0.089279;     2.778042;     1.497721;     0.086363;     0.231637;     0.125283;     0.522325;    19.388979;     3.234641;     0.026292;     0.629421;     0.020197;    21.414402;    43.416748
EEZ71       ;     0.756517;     0.108427;     6.185627;     0.080386;     0.746226;     0.464217;     2.370895;    21.455822;     4.078016;     0.168856;    10.717596;     1.668339;    19.424004;    76.288803;     0.122626;     0.112021;     0.332281;     6.367857;    14.495946;     1.185426;     0.674735;     0.352380;     0.242708;     0.060742;     7.856067;     8.441175;     8.736142;     2.344536;     0.265682;     0.165244;     9.093039;     3.210801;     0.109762;     0.292268;     0.129142;     0.903001;    37.306789;     6.894372;     0.065461;     0.815384;     0.088208;    34.402672;   128.298721
EEZ91       ;     0.133899;     0.022096;     0.726872;     0.022111;     0.021555;     0.101952;     0.261007;     3.620261;     0.220667;     0.022046;    11.229332;     0.039883;     5.302190;     2.383934;     0.015830;     0.015688;     0.032017;     0.267228;     0.036457;     0.595200;     0.027883;     0.096498;     0.016707;     0.009087;     0.897647;     0.156344;     0.442531;     6.732635;     0.022189;     0.021644;     0.273557;     0.103016;     0.029558;     0.022740;     0.022089;     0.019987;    22.710285;     0.394848;     0.003891;     1.305134;     0.015947;     2.225737;    92.206810
EEZ99       ;     0.012190;     0.000574;     0.084495;     0.000359;     0.003079;     0.009067;     0.031764;     0.331655;     0.020480;     0.000301;     0.656980;     0.002954;     0.559234;     0.280894;     0.000219;     0.001954;     0.002851;     0.028222;     0.001938;     0.038035;     0.002119;     0.007415;     0.002700;     0.000079;     0.080201;     0.012336;     0.051354;     0.175406;     0.000379;     0.000345;     0.018546;     0.013161;     0.001511;     0.002166;     0.001270;     0.000370;     0.721504;     0.045554;     0.000075;     0.027675;     0.000169;     0.272922;     0.598498
EEZ100      ;     0.014439;     0.000854;     0.089901;     0.000996;     0.007187;     0.010956;     0.049355;     0.308263;     0.072682;     0.003736;     0.129161;     0.025062;     0.455807;     1.899359;     0.003046;     0.001025;     0.003408;     0.295543;     0.050700;     0.020703;     0.005276;     0.005717;     0.003599;     0.000572;     0.098555;     0.123708;     0.114361;     0.049863;     0.003569;     0.000635;     0.087623;     0.057698;     0.001494;     0.003532;     0.006690;     0.005684;     0.908896;     0.111517;     0.000902;     0.024954;     0.000229;     0.662381;     1.694362
EEZ108      ;     0.642014;     0.051159;     5.199543;     0.053661;     0.364315;     0.626809;     1.408206;    12.644986;     2.002225;     0.072939;     8.532612;     0.474979;    23.891523;    50.248566;     0.079072;     0.065068;     0.283378;    15.395745;     0.707866;     1.324446;     0.206249;     0.233701;     0.152436;     0.018172;     6.535442;     1.592822;     3.810205;     3.185147;     0.175884;     0.070463;     3.690131;     0.900465;     0.087216;     0.198269;     0.158543;     0.250210;    62.338711;     3.463185;     0.018410;     1.130966;     0.026421;    27.906504;   113.341301
EEZ109      ;     0.030149;     0.001545;     0.642684;     0.000485;     0.036322;     0.009586;     0.109157;     1.193667;     0.068618;     0.014082;     0.764303;     0.031381;     2.922709;     2.070590;     0.002075;     0.002598;     0.010969;     0.184001;     0.010884;     0.025623;     0.019787;     0.029799;     0.017383;     0.000794;     0.472395;     0.049405;     0.370173;     0.165628;     0.002236;     0.002236;     0.164497;     0.058483;     0.002543;     0.010495;     0.016598;     0.013096;     1.763739;     0.153901;     0.000314;     0.034561;     0.000766;     2.261717;     1.623026
EEZ110      ;     0.008297;     0.000302;     0.149624;     0.000327;     0.006871;     0.003041;     0.038983;     0.333787;     0.016460;     0.001796;     0.324237;     0.006196;     1.031678;     0.474038;     0.000410;     0.000768;     0.002441;     0.080279;     0.003089;     0.008221;     0.004366;     0.008387;     0.003398;     0.000071;     0.123772;     0.011126;     0.078470;     0.071315;     0.000338;     0.000359;     0.029292;     0.013340;     0.000710;     0.002443;     0.001719;     0.001587;     0.611771;     0.031890;     0.000064;     0.016203;     0.000393;     0.589552;     0.517590
EEZ119      ;     0.002722;     0.000226;     0.009046;     0.000211;     0.001586;     0.001734;     0.008272;     0.056738;     0.007049;     0.000443;     0.016061;     0.003321;     0.038585;     0.175240;     0.000318;     0.000399;     0.001061;     0.018209;     0.012992;     0.004107;     0.001127;     0.000476;     0.000448;     0.000116;     0.015085;     0.014309;     0.015270;     0.003801;     0.001036;     0.000307;     0.013286;     0.005811;     0.000368;     0.000899;     0.000390;     0.001763;     0.079788;     0.011605;     0.000116;     0.002053;     0.000153;     0.069271;     0.217202
EEZ123      ;     0.105153;     0.005422;     0.401341;     0.009261;     0.082802;     0.056984;     0.251738;     2.048621;     0.355346;     0.023445;     0.273886;     0.165601;     0.832306;     3.364611;     0.012170;     0.006086;     0.023354;     0.237325;     0.199562;     0.065400;     0.061938;     0.020535;     0.022958;     0.002615;     0.555492;     0.922800;     1.059700;     0.043913;     0.009647;     0.007207;     0.795535;     0.354515;     0.009931;     0.031923;     0.004420;     0.060940;     1.061895;     0.694027;     0.004474;     0.058593;     0.005184;     2.268647;     3.759699
EEZ185      ;     0.421149;     0.072915;     1.232550;     0.062266;     0.321318;     0.257986;     1.472093;     9.483961;     2.572243;     0.069033;     0.864100;     0.264304;     4.082179;     6.461515;     0.066336;     0.079325;     0.279421;     0.264835;     0.022651;     0.759637;     0.231551;     0.083671;     0.086705;     0.030632;     2.185493;     0.895083;     6.059209;     0.096078;     0.264061;     0.102746;     1.390401;     1.365492;     0.063522;     0.240973;     0.079288;     0.451015;     1.075155;     3.642376;     0.016442;     0.363715;     0.024455;     8.583340;     2.301780
EEZ187      ;     0.003810;     0.000990;     0.011861;     0.000743;     0.004676;     0.002177;     0.015094;     0.094302;     0.023570;     0.001207;     0.007797;     0.004954;     0.035910;     0.053098;     0.000874;     0.000831;     0.003389;     0.002324;     0.000189;     0.005346;     0.003449;     0.000844;     0.001553;     0.000351;     0.019121;     0.009156;     0.068238;     0.001224;     0.003107;     0.001428;     0.018942;     0.018097;     0.000609;     0.002516;     0.000652;     0.005486;     0.008846;     0.035490;     0.000196;     0.002997;     0.000160;     0.083480;     0.021917
EEZ188      ;     0.093976;     0.003084;     0.858723;     0.003568;     0.022064;     0.056076;     0.141125;     1.556123;     0.066359;     0.006602;     0.531910;     0.017198;     2.739807;     3.437768;     0.003237;     0.008586;     0.042125;     0.226769;     0.011031;     0.168952;     0.019611;     0.038478;     0.013858;     0.000862;     0.437282;     0.048788;     0.367564;     0.076858;     0.006054;     0.005157;     0.100707;     0.044661;     0.009964;     0.018088;     0.010636;     0.015414;     0.722126;     0.124626;     0.000741;     0.108040;     0.003751;     1.886909;     1.164742
EEZ189      ;     1.642905;     0.170260;     9.617187;     0.169039;     0.796610;     0.818033;     5.077530;    31.641390;     1.518497;     0.177849;     6.534663;     0.335203;    33.133774;    64.153290;     0.143375;     0.223470;     1.090849;     3.527986;     0.169117;     3.210347;     0.371447;     0.479361;     0.199303;     0.030708;    10.271626;     1.288351;     8.993384;     0.779750;     0.477091;     0.371837;     3.691223;     0.877335;     0.256863;     0.633228;     0.186139;     0.879282;    11.009202;     3.143278;     0.025125;     1.664564;     0.074338;    34.525562;    17.797625
EEZ190      ;     1.319386;     0.137692;     8.475533;     0.184184;     0.729267;     0.667147;     3.970445;    32.093712;     1.520053;     0.105708;     4.190194;     0.271593;    23.826094;    37.607578;     0.191667;     0.288909;     0.958364;     2.074403;     0.103312;     2.552509;     0.281332;     0.444480;     0.126202;     0.053722;    11.103651;     1.136661;    10.115977;     0.455859;     0.745595;     0.274626;     3.001195;     0.747925;     0.285144;     0.593482;     0.161763;     0.648314;     6.406541;     3.177027;     0.038919;     1.192220;     0.064624;    28.497351;    11.908646
EEZ191      ;     3.247057;     0.298794;    10.047338;     0.434584;     1.645038;     1.240408;     7.777877;    56.772362;     7.365067;     0.264982;     5.588258;     0.935181;    29.177425;    48.486958;     0.441637;     0.512476;     1.798669;     2.540089;     0.141369;     3.882647;     0.892618;     0.661530;     0.311369;     0.207231;    14.266636;     3.059725;    26.093769;     0.666287;     1.997021;     0.616934;     8.401590;     2.624886;     0.538899;     1.472792;     0.283993;     2.299613;     8.032001;    11.660261;     0.116347;     1.918550;     0.153578;    42.091278;    14.559883
EEZ209      ;     0.705432;     0.032909;     9.707138;     0.027964;     0.476979;     0.495384;     2.368564;    28.190298;     1.889892;     0.165292;    54.628761;     0.591402;    61.595116;    38.269581;     0.029890;     0.078240;     0.221915;     4.126865;     0.240505;     1.673978;     0.382766;     0.607987;     0.272067;     0.015627;     9.893090;     1.185045;     5.610313;    12.112990;     0.050669;     0.036720;     2.440075;     1.206721;     0.078214;     0.153096;     0.163600;     0.142602;    68.690254;     3.893250;     0.008385;     3.206137;     0.041779;    33.961750;    59.966816
EEZ212      ;     0.447638;     0.074708;     1.927831;     0.053351;     0.716618;     0.256842;     1.274121;     8.790079;     1.566045;     0.212735;     3.062011;     1.700148;     5.846295;    16.887886;     0.070537;     0.065739;     0.194477;     1.267295;     2.470069;     0.480795;     0.437585;     0.134124;     0.208724;     0.024656;     2.625649;     3.955449;     5.251999;     0.579958;     0.076224;     0.074388;     9.697226;     2.219424;     0.056555;     0.228686;     0.078578;     0.653596;     8.370210;     3.724097;     0.048590;     0.422622;     0.066842;     9.654457;    70.975159
EEZ213      ;     4.640958;     0.630595;    30.392136;     0.771858;     2.966708;     2.215774;    12.755790;    98.671272;    10.500931;     0.535699;    31.860714;     2.547458;   115.013779;   374.753601;     1.088654;     0.536779;     2.908072;    39.829792;     2.701366;     7.515384;     1.539637;     1.535251;     0.847442;     0.139718;    38.177074;    13.221879;    36.199596;     7.494404;     2.386550;     1.299239;    19.123337;     6.163295;     0.631105;     1.985782;     0.622454;     3.449002;   125.880852;    18.139324;     0.115787;     5.021117;     0.123984;   150.484940;   179.061966
EEZ215      ;     0.641389;     0.059642;     2.652920;     0.082779;     1.563573;     0.347977;     1.899670;    13.327347;     2.608832;     1.001813;     0.932772;     8.110084;     6.666545;    19.822338;     0.167808;     0.051140;     0.317769;     1.043298;     0.456757;     0.184923;     0.760308;     0.189076;     0.405581;     0.032742;     3.634240;     7.250909;     6.992412;     0.203346;     0.111454;     0.071902;    38.754723;     5.352941;     0.067000;     0.386216;     0.153959;     1.415251;     7.995668;     7.695541;     0.127259;     0.614155;     0.079539;    13.842631;    60.218773
EEZ216      ;     4.894596;     0.478504;    31.314556;     0.812618;     4.981110;     2.347805;    16.132347;   144.544739;    23.668976;     2.841123;    12.158342;    17.860319;    79.237389;   262.068512;     1.079837;     0.728940;     3.039429;    13.401321;     2.215130;     5.977468;     3.341339;     1.837727;     1.617278;     0.322335;    43.124382;    57.057301;    54.914581;     2.055488;     2.651757;     1.034007;    64.694519;    21.933163;     0.630832;     2.565848;     0.580291;     5.766978;    57.174324;    43.449303;     0.341989;     3.316633;     0.157929;   152.272049;   134.601944
EEZ224      ;     0.509744;     0.062009;     2.492271;     0.075763;     0.720864;     0.334003;     1.539937;    14.026513;     2.313812;     0.303468;     1.399041;     1.892828;     6.028268;    21.135490;     0.090703;     0.061507;     0.172513;     1.236580;     0.843872;     0.439995;     0.477962;     0.177023;     0.203546;     0.018613;     3.230500;     6.258726;     6.146117;     0.219713;     0.074595;     0.066624;     6.787261;     3.201621;     0.059319;     0.215846;     0.045418;     0.556893;     6.455075;     5.258019;     0.036158;     0.342572;     0.031829;    13.097124;    27.911266
EEZ273      ;     0.468618;     0.041431;     5.120549;     0.029618;     0.265779;     0.357578;     1.625103;    17.849882;     1.263788;     0.083440;    52.433071;     0.318850;    32.618896;    17.929237;     0.021315;     0.076089;     0.175840;     1.785364;     0.155781;     1.436294;     0.225843;     0.438182;     0.168174;     0.010169;     5.546742;     0.867622;     3.427572;    11.233173;     0.036978;     0.037403;     1.677180;     0.670894;     0.071133;     0.112463;     0.091162;     0.059867;    60.169453;     2.600698;     0.007361;     2.302242;     0.046374;    17.614899;    80.463860
OR1         ;     5.496850;     0.687732;    31.947109;     0.849706;    11.342378;     2.800013;    18.175976;   143.623322;    25.662983;     6.593289;    25.538425;    47.499146;    80.869560;   315.328094;     1.476712;     0.723598;     2.863034;    20.657707;    19.545767;     5.339396;     6.619272;     1.921429;     3.261216;     0.379834;    43.432419;    78.593803;    71.054474;     5.288995;     1.573849;     0.925520;   255.195343;    38.156616;     0.678919;     3.002745;     1.694007;    10.541813;   112.546165;    62.844841;     0.786304;     5.699109;     0.507891;   167.803879;   512.611938
OR2         ;    14.746763;     1.610273;    78.334152;     2.169177;     8.513888;     6.748927;    41.155506;   321.910034;    37.271618;     1.607632;    51.366455;     6.198073;   251.293884;   593.131653;     2.501671;     2.204580;     9.316306;    32.173256;     2.151663;    21.760729;     4.785595;     4.493333;     2.087955;     0.722162;    98.752220;    32.653076;   120.232994;     8.109087;     8.147306;     3.470812;    46.234009;    18.166971;     2.227529;     6.762615;     1.426637;    10.855047;   110.042389;    59.795135;     0.451321;    11.714251;     0.509521;   334.247284;   168.428253
OR3         ;     1.247042;     0.084426;     8.263808;     0.081039;     0.671401;     0.988293;     3.076882;    24.083103;     2.734566;     0.162244;    16.233755;     0.657598;    42.024532;   103.299110;     0.160285;     0.117242;     0.519201;    27.270945;     0.820907;     2.022073;     0.385237;     0.360714;     0.273398;     0.025594;    10.970918;     2.269055;     8.384872;     5.145431;     0.255348;     0.121828;     4.907116;     1.437831;     0.158737;     0.418615;     0.263048;     0.448125;    89.102745;     4.866549;     0.024211;     1.454104;     0.021461;    47.035946;   103.811676
OR4         ;     0.972908;     0.065801;    10.492073;     0.050398;     0.515263;     0.724935;     3.278098;    35.837513;     2.477660;     0.152414;   102.784546;     0.635641;    70.618317;    36.634216;     0.042969;     0.141414;     0.325803;     3.804818;     0.302997;     2.963648;     0.448880;     0.798104;     0.315256;     0.023930;    11.662236;     1.598629;     6.700704;    25.630209;     0.068464;     0.061407;     2.950117;     1.388646;     0.138778;     0.201526;     0.177113;     0.115372;   113.954361;     5.134754;     0.012975;     5.247670;     0.075761;    34.994179;   146.168503
OR5         ;     1.420475;     0.296829;    19.448549;     0.260606;     0.960167;     1.279286;     3.048448;    51.039299;     8.594980;     0.340498;    49.468918;     2.173459;    88.868553;   134.823288;     0.337709;     0.189949;     0.550528;    22.908913;     7.981466;     3.893061;     0.896402;     1.290956;     0.615678;     0.091323;    22.144957;     9.405395;     9.302223;    14.706156;     0.425982;     0.265383;    12.235899;     4.876024;     0.221467;     0.378561;     0.544618;     0.692604;   294.814911;    14.102648;     0.098761;     4.421949;     0.231497;    83.637390;  1821.656372
