          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.178893;     0.096581;     3.026768;     0.548189;     0.642336;     0.572839;     8.410651;     0.709436;     0.147710;    41.424465;     0.135350;    30.758686;    21.282009;     0.071147;     0.333103;     3.910211;     0.242182;     1.171456;     0.233552;     0.201225;     0.098181;     0.088824;     2.611518;     0.222955;     2.906470;     9.852545;     0.224666;     0.067042;     1.697144;     0.282134;     0.149250;     0.192014;     0.157359;     0.703150;     0.222955
EEZ65       ;     1.097451;     0.153577;     3.147909;     0.638712;     0.470353;     1.448184;    22.143572;     3.700563;     0.113605;     2.754663;     0.238121;    13.533817;    22.751400;     0.194447;     0.683772;     6.896403;     0.727773;     1.196722;     0.284377;     0.201361;     0.068302;     0.088625;     5.435691;     0.946958;     4.593054;     0.310593;     0.863409;     0.107838;     0.972750;     0.959164;     0.254362;     0.349283;     0.133907;     2.308322;     0.946958
EEZ71       ;     2.690709;     0.280565;     7.300324;     1.133772;     1.434253;     3.902511;    41.868759;     3.617099;     0.212477;     8.647116;     0.555276;    30.836494;    54.434845;     0.237232;     0.911134;    14.542008;     6.246120;     5.201880;     0.563829;     0.510775;     0.152121;     0.126680;    11.404114;     1.857405;     8.320057;     1.240716;     1.587903;     0.244023;     1.952797;     1.604850;     0.368437;     0.841275;     0.144339;     3.775712;     1.857405
EEZ91       ;     0.097519;     0.069271;     0.990240;     0.027048;     0.253472;     0.236943;     3.575599;     0.238471;     0.016567;    23.501144;     0.027183;    12.863017;     3.073994;     0.046789;     0.039562;     1.056106;     0.024156;     0.611612;     0.016200;     0.097609;     0.010740;     0.008527;     0.779511;     0.058636;     0.344743;    14.541218;     0.018753;     0.031143;     0.103853;     0.126232;     0.035703;     0.021032;     0.014082;     0.068701;     0.058636
EEZ99       ;     0.003410;     0.001133;     0.063741;     0.001121;     0.018218;     0.008040;     0.254545;     0.013348;     0.001600;     0.502537;     0.001104;     1.018970;     0.433307;     0.000988;     0.001968;     0.051267;     0.000592;     0.032812;     0.000427;     0.005383;     0.000211;     0.000064;     0.069463;     0.002768;     0.005929;     0.068386;     0.000695;     0.000729;     0.006551;     0.007962;     0.000647;     0.001287;     0.000070;     0.003962;     0.002768
EEZ100      ;     0.036039;     0.004835;     0.133907;     0.021000;     0.019303;     0.039000;     0.548208;     0.059872;     0.003828;     0.194858;     0.008083;     0.554111;     1.172261;     0.005529;     0.023119;     0.366359;     0.022785;     0.048184;     0.006259;     0.007944;     0.002324;     0.002852;     0.180351;     0.013468;     0.137376;     0.018569;     0.025633;     0.005005;     0.021459;     0.020540;     0.009302;     0.009746;     0.006056;     0.068368;     0.013468
EEZ108      ;     0.515743;     0.207873;     4.449867;     0.200516;     0.917702;     0.958795;    12.249123;     1.620393;     0.078311;    12.964292;     0.191170;    45.339668;    44.506912;     0.231032;     0.578278;    76.720688;     0.589996;     3.219425;     0.143934;     0.225483;     0.052568;     0.020755;     4.910094;     0.500023;     3.139527;     2.379330;     0.527220;     0.174320;     0.655892;     0.670417;     0.178409;     0.262410;     0.128228;     0.554557;     0.500023
EEZ109      ;     0.024901;     0.000652;     0.326655;     0.003689;     0.064467;     0.046891;     0.772125;     0.028394;     0.004333;     0.472563;     0.004576;     5.362670;     2.396861;     0.001050;     0.002411;     0.369473;     0.001607;     0.027468;     0.002608;     0.020135;     0.001208;     0.000351;     0.377092;     0.008082;     0.074157;     0.079058;     0.004777;     0.000751;     0.021847;     0.018123;     0.000741;     0.001857;     0.000264;     0.008080;     0.008082
EEZ110      ;     0.002176;     0.000449;     0.133291;     0.001075;     0.004708;     0.003796;     0.112683;     0.006849;     0.000284;     0.196282;     0.000699;     3.192121;     0.785751;     0.000532;     0.000814;     0.112183;     0.000686;     0.006509;     0.000914;     0.004559;     0.000224;     0.000051;     0.145811;     0.002934;     0.010085;     0.028211;     0.001126;     0.000398;     0.002986;     0.004424;     0.000377;     0.000625;     0.000076;     0.001381;     0.002934
EEZ119      ;     0.004538;     0.000389;     0.014165;     0.002396;     0.001283;     0.004184;     0.097100;     0.019861;     0.000735;     0.018522;     0.001109;     0.061277;     0.110538;     0.000547;     0.002789;     0.029618;     0.005587;     0.005489;     0.001133;     0.000751;     0.000380;     0.000450;     0.025687;     0.003315;     0.010303;     0.002246;     0.002426;     0.000346;     0.002285;     0.003402;     0.000972;     0.001280;     0.000751;     0.005832;     0.003315
