          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.046356;     0.095927;     0.734205;     0.006057;     0.047297;     0.011146;     1.772830;     0.107082;     0.010510;     0.712496;     0.006943;     7.153345;     1.017367;     0.021466;     0.071063;     0.748624;     0.024350;     0.066609;     0.011012;     0.098874;     0.000578;     0.000046;     1.440133;     0.075007;     0.027612;     0.068041;     0.015388;     0.009979;     0.016904;     0.062172;     0.024872;     0.040138;     0.005909;     0.009652;     0.075007
EEZ65       ;     0.013555;     0.016121;     0.145308;     0.010024;     0.009883;     0.031651;     0.681050;     0.222876;     0.007665;     0.025173;     0.017670;     0.869320;     2.535666;     0.007315;     0.017310;     1.155366;     0.058224;     0.014343;     0.011727;     0.010297;     0.007125;     0.002607;     0.238800;     0.154541;     0.082573;     0.007735;     0.005273;     0.012503;     0.023425;     0.107342;     0.003292;     0.018179;     0.011053;     0.011466;     0.154541
EEZ71       ;     0.013473;     0.049560;     0.240102;     0.037202;     0.017625;     0.041373;     0.656968;     0.364317;     0.015813;     0.162841;     0.034029;     2.239070;     3.202113;     0.015522;     0.013085;     1.621892;     2.149741;     0.043249;     0.044579;     0.025638;     0.023793;     0.007352;     0.310069;     0.185918;     0.172603;     0.055753;     0.018445;     0.040085;     0.070487;     0.112902;     0.008092;     0.010830;     0.021635;     0.041927;     0.185918
EEZ91       ;     0.021645;     0.021301;     0.309098;     0.010476;     0.075415;     0.033202;     1.528836;     0.096789;     0.004094;    21.477180;     0.007210;    11.504211;     0.934085;     0.011334;     0.007091;     0.221626;     0.010015;     0.427178;     0.008370;     0.037755;     0.003986;     0.007318;     0.420003;     0.016969;     0.062042;    26.734735;     0.014198;     0.015151;     0.015239;     0.046480;     0.006664;     0.009491;     0.020638;     0.018194;     0.016969
EEZ99       ;     0.000170;     0.000208;     0.032430;     0.000394;     0.001045;     0.000831;     0.065643;     0.008306;     0.000024;     0.057337;     0.000208;     1.188843;     0.056866;     0.000124;     0.000027;     0.024173;     0.000208;     0.000657;     0.000155;     0.001990;     0.000117;     0.000096;     0.043861;     0.000163;     0.000423;     0.005092;     0.000112;     0.000128;     0.000208;     0.001421;     0.000126;     0.000138;     0.000208;     0.000101;     0.000163
EEZ100      ;     0.000285;     0.000459;     0.006476;     0.000244;     0.000768;     0.000390;     0.025825;     0.009378;     0.000244;     0.001771;     0.000693;     0.047913;     0.169623;     0.000031;     0.000128;     0.083980;     0.001165;     0.000454;     0.000176;     0.000524;     0.000269;     0.000037;     0.011637;     0.005155;     0.001806;     0.000396;     0.000155;     0.000479;     0.000883;     0.005569;     0.000033;     0.000263;     0.000362;     0.000274;     0.005155
EEZ108      ;     0.010492;     0.027324;     0.536699;     0.036211;     0.026808;     0.021021;     1.493684;     0.551134;     0.023744;     0.199243;     0.015427;    13.180051;    15.471174;     0.019652;     0.011484;    44.111855;     0.023652;     0.021838;     0.043502;     0.019710;     0.028931;     0.006270;     1.130607;     0.041030;     0.190731;     0.055596;     0.021679;     0.026035;     0.033205;     0.112730;     0.004484;     0.013529;     0.020847;     0.026604;     0.041030
EEZ109      ;     0.000295;     0.000295;     0.054197;     0.000274;     0.006351;     0.000295;     0.090579;     0.013965;     0.000295;     0.006228;     0.000295;     2.590464;     0.822861;     0.000295;     0.000295;     0.169865;     0.000295;     0.000295;     0.000191;     0.000644;     0.000255;     0.000063;     0.090253;     0.000295;     0.000295;     0.001330;     0.000295;     0.000295;     0.000295;     0.001872;     0.000295;     0.000295;     0.000295;     0.000295;     0.000295
EEZ110      ;     0.000102;     0.000102;     0.025725;     0.000080;     0.002690;     0.000102;     0.034576;     0.004671;     0.000102;     0.000204;     0.000102;     1.914632;     0.169433;     0.000102;     0.000102;     0.044891;     0.000102;     0.000102;     0.000101;     0.000430;     0.000102;     0.000101;     0.035562;     0.000102;     0.000102;     0.000349;     0.000102;     0.000102;     0.000102;     0.000508;     0.000102;     0.000102;     0.000102;     0.000102;     0.000102
EEZ119      ;     0.000040;     0.000071;     0.000382;     0.000034;     0.000027;     0.000252;     0.002556;     0.000398;     0.000018;     0.000030;     0.000077;     0.004273;     0.006497;     0.000051;     0.000054;     0.004035;     0.000735;     0.000055;     0.000027;     0.000022;     0.000015;     0.000003;     0.000655;     0.000484;     0.000244;     0.000031;     0.000010;     0.000041;     0.000103;     0.000191;     0.000009;     0.000073;     0.000004;     0.000019;     0.000484
EEZ123      ;     0.001794;     0.006111;     0.005298;     0.005740;     0.001602;     0.002178;     0.017105;     0.007590;     0.000611;     0.004308;     0.002926;     0.022180;     0.092780;     0.001603;     0.001797;     0.022046;     0.016700;     0.001204;     0.004138;     0.001551;     0.002393;     0.000768;     0.006253;     0.015620;     0.004256;     0.002530;     0.002467;     0.005248;     0.007475;     0.007097;     0.000476;     0.001625;     0.002384;     0.004524;     0.015620
EEZ185      ;     0.006386;     0.001503;     0.042290;     0.041420;     0.004901;     0.027239;     0.917613;     2.581079;     0.002277;     0.004848;     0.015208;     0.153075;     0.232912;     0.003062;     0.009718;     0.047430;     0.001029;     0.004221;     0.022707;     0.001796;     0.018053;     0.006220;     0.210907;     0.291188;     0.261891;     0.000957;     0.015550;     0.001506;     0.005079;     2.684942;     0.001289;     0.007088;     0.001047;     0.016382;     0.291188
EEZ187      ;     0.000025;     0.000010;     0.000238;     0.000291;     0.000041;     0.000127;     0.003966;     0.007639;     0.000010;     0.000087;     0.000114;     0.001066;     0.001913;     0.000009;     0.000035;     0.000356;     0.000010;     0.000023;     0.000072;     0.000013;     0.000105;     0.000030;     0.000953;     0.007002;     0.001389;     0.000005;     0.000072;     0.000010;     0.000010;     0.008204;     0.000010;     0.000016;     0.000010;     0.000140;     0.007002
