          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.428857;     0.265544;     2.596573;     0.560397;     0.507573;     1.309865;     7.285567;     0.559883;     0.066278;    10.746019;     0.201073;    30.110413;    59.383659;     0.261163;     0.643050;    13.863592;     0.112877;     2.909212;     0.071302;     0.127062;     0.037335;     0.029115;     1.862138;     0.173829;     3.964718;     1.171335;     0.383923;     0.201617;     0.813668;     0.239504;     0.244269;     0.214490;     0.055678;     0.838596;     0.173829
EEZ65       ;     0.815089;     0.169378;     4.740572;     2.104913;     1.025885;     2.722076;    23.093977;     7.797423;     0.150390;     8.421569;     0.405533;    27.950901;    40.838905;     0.326560;     1.196993;    13.417912;     0.458493;     3.108182;     0.755028;     0.219133;     0.262132;     0.171146;     4.905513;     1.328483;    12.316961;     1.147313;     1.249833;     0.234151;     3.661840;     2.425046;     0.227695;     0.821652;     0.185551;     4.912296;     1.328483
EEZ71       ;     0.918004;     0.274294;     7.924794;     2.415868;     1.485513;     3.718282;    41.505257;     9.979036;     0.242068;     9.528502;     0.850565;    37.510635;    48.814957;     0.575082;     1.891464;    18.516792;     5.456055;     4.901299;     0.716671;     0.507989;     0.341716;     0.295454;     7.997103;     2.127543;    14.403806;     1.292062;     2.293946;     0.469720;     4.076940;     3.180761;     0.375950;     0.944654;     0.174408;     4.724289;     2.127543
EEZ91       ;     0.143608;     0.085959;     1.324297;     0.049181;     0.278485;     0.374083;     5.265564;     0.418230;     0.010390;    17.174368;     0.017886;    14.341694;     5.852625;     0.103120;     0.178494;     1.015629;     0.011510;     1.422422;     0.026557;     0.080173;     0.009415;     0.008085;     1.850483;     0.077883;     0.670168;    23.241751;     0.132558;     0.143029;     0.135421;     0.090968;     0.088734;     0.083462;     0.068549;     0.108342;     0.077883
EEZ99       ;     0.005279;     0.003282;     0.126942;     0.004908;     0.011495;     0.016152;     0.248251;     0.050176;     0.001073;     0.583113;     0.001809;     2.226594;     0.309916;     0.003510;     0.012197;     0.071216;     0.001280;     0.036038;     0.001823;     0.009671;     0.000764;     0.001003;     0.057785;     0.005085;     0.021715;     0.085588;     0.013514;     0.004821;     0.008477;     0.012456;     0.001962;     0.004171;     0.000427;     0.014420;     0.005085
EEZ100      ;     0.029926;     0.003601;     0.101863;     0.067798;     0.044008;     0.087236;     0.801589;     0.275469;     0.003534;     0.297728;     0.010008;     1.011386;     1.759078;     0.007940;     0.026647;     0.690273;     0.009589;     0.091743;     0.026722;     0.004885;     0.007534;     0.009665;     0.139163;     0.025720;     0.426055;     0.056323;     0.052570;     0.005389;     0.113042;     0.067890;     0.008392;     0.024499;     0.007918;     0.207099;     0.025720
EEZ108      ;     2.207510;     0.320118;     9.810858;     1.259775;     1.528862;     5.516254;    40.755466;     2.063989;     0.158930;    14.907404;     0.238859;    75.438919;   104.000206;     0.448386;     3.193830;    92.138901;     0.215031;     4.334726;     0.387906;     0.641331;     0.181765;     0.249959;    11.333818;     0.616383;    14.383270;     3.090976;     2.170780;     0.423680;     2.979810;     0.814562;     0.431721;     1.691353;     0.179898;     3.993336;     0.616383
EEZ109      ;     0.032966;     0.006608;     0.543555;     0.021430;     0.037419;     0.110051;     0.994227;     0.075058;     0.002618;     0.595832;     0.007160;     8.095016;     2.321512;     0.012356;     0.030248;     0.280888;     0.000992;     0.136812;     0.009925;     0.020205;     0.003919;     0.003202;     0.407479;     0.015906;     0.336618;     0.071403;     0.021449;     0.005836;     0.041786;     0.027717;     0.007545;     0.026224;     0.001286;     0.053844;     0.015906
EEZ110      ;     0.008692;     0.001193;     0.145354;     0.006858;     0.010880;     0.039589;     0.305968;     0.026960;     0.000893;     0.232027;     0.002710;     4.183306;     0.602008;     0.004569;     0.006684;     0.062373;     0.000368;     0.033047;     0.002919;     0.007076;     0.000860;     0.000383;     0.120357;     0.005213;     0.102135;     0.032799;     0.003987;     0.001115;     0.009791;     0.010859;     0.002007;     0.005995;     0.000431;     0.013382;     0.005213
EEZ119      ;     0.001390;     0.000448;     0.012141;     0.004197;     0.001725;     0.004169;     0.045937;     0.019434;     0.000510;     0.017531;     0.002563;     0.061291;     0.128092;     0.000800;     0.002683;     0.047863;     0.003292;     0.010159;     0.001341;     0.000175;     0.000492;     0.000652;     0.012948;     0.005047;     0.025915;     0.003568;     0.003819;     0.000627;     0.009904;     0.007306;     0.000691;     0.001197;     0.000415;     0.009633;     0.005047
