          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.006722;    -0.004266;     0.321401;     0.000509;     0.021917;     0.001508;     0.599433;     0.012964;     0.000032;     0.871910;     0.000180;     2.652547;     0.486418;     0.002079;     0.000446;     0.186656;     0.000515;     0.029821;     0.000787;     0.020274;     0.000159;     0.000833;     0.495599;     0.003339;     0.004320;    11.334094;     0.002315;    -0.001869;     0.001798;     0.004621;     0.001936;     0.000068;    -0.001908;     0.000400;     0.019443
EEZ65       ;     0.036876;    -0.002777;     0.187680;     0.040333;     0.020968;     0.051436;     2.191382;     0.932661;     0.012238;     0.113579;     0.050945;     1.106557;     3.859234;     0.007560;     0.024822;     1.566523;     0.067093;     0.025297;     0.053594;     0.009539;     0.029488;     0.005194;     0.764923;     0.624132;     0.204203;     0.006130;     0.016558;    -0.003439;     0.072640;     0.517659;     0.004704;     0.014295;     0.001477;     0.020203;    -0.003710
EEZ71       ;     0.077254;    -0.003089;     0.297035;     0.038777;     0.053703;     0.088778;     2.014195;     0.558062;     0.010248;     0.295575;     0.028962;     1.641335;     3.094487;     0.009183;     0.027381;     1.382244;     3.462863;     0.071557;     0.053410;     0.023849;     0.026985;     0.005697;     0.639567;     0.362001;     0.243887;     0.016766;     0.016093;    -0.001190;     0.069976;     0.271304;     0.006359;     0.029427;     0.003117;     0.024990;    -0.027793
EEZ91       ;     0.033334;    -0.006463;     0.818203;     0.073348;     0.069904;     0.036249;     2.209620;     0.224143;     0.001442;    27.322771;     0.006423;    10.630383;     3.626721;     0.006146;     0.006656;     1.484586;    -0.003268;     0.156838;     0.029911;     0.038172;     0.010150;     0.002092;     0.974968;     0.017171;     0.273845;    24.311411;     0.008845;    -0.003381;     0.048062;     0.044806;     0.007533;     0.005197;    -0.000508;     0.012047;     0.105644
EEZ99       ;     0.003010;    -0.000124;     0.045150;     0.001857;     0.002860;     0.003682;     0.113675;     0.005978;    -0.000056;     0.160848;     0.000164;     1.086488;     0.134807;     0.000475;     0.000736;     0.041749;    -0.000280;     0.010026;     0.000867;     0.003003;     0.000227;     0.000144;     0.048248;     0.000253;     0.010149;     0.013791;     0.000390;    -0.000102;     0.000900;     0.001364;     0.000794;     0.000434;    -0.000005;     0.000996;    -0.000497
EEZ100      ;     0.001615;    -0.000239;     0.010752;     0.002011;     0.001032;     0.001724;     0.101541;     0.030148;     0.000593;     0.005083;     0.001710;     0.064297;     0.246456;     0.000539;     0.001366;     0.112178;     0.000997;     0.001195;     0.004119;     0.000611;     0.001892;     0.000318;     0.040458;     0.012403;     0.013598;     0.000340;     0.001006;    -0.000380;     0.003505;     0.014794;     0.000281;     0.000657;    -0.000091;     0.000767;    -0.000276
EEZ108      ;     0.131739;    -0.003785;     0.816215;     0.133258;     0.100183;     0.151165;     5.211169;     0.794730;     0.011106;     1.211952;     0.029654;     7.136320;    15.983055;     0.006651;     0.029099;    59.922287;    -0.006120;     0.202740;     0.162901;     0.059946;     0.059403;     0.005479;     1.575477;     0.108721;     0.738079;     0.162272;     0.014631;    -0.002222;     0.101998;     0.232730;     0.005896;     0.041311;     0.002039;     0.042566;    -0.053657
EEZ109      ;     0.008014;     0.000042;     0.125989;     0.006645;     0.009647;     0.007196;     0.334504;     0.013212;    -0.000230;     0.065988;     0.000374;     3.072595;     1.197174;     0.000248;     0.000703;     0.273694;    -0.001120;     0.011028;     0.003409;     0.005751;     0.000663;     0.000047;     0.147580;     0.000495;     0.031775;     0.005764;     0.000173;     0.000186;     0.000703;     0.003706;     0.000442;     0.001593;     0.000114;     0.000994;    -0.001099
EEZ110      ;     0.002734;    -0.000074;     0.063881;     0.001872;     0.004845;     0.002615;     0.135553;     0.005403;    -0.000120;     0.025636;     0.000058;     2.134413;     0.260440;     0.000084;     0.000239;     0.078477;    -0.000322;     0.004521;     0.001225;     0.002426;     0.000187;     0.000016;     0.065091;     0.000214;     0.008103;     0.001517;     0.000047;    -0.000011;    -0.000036;     0.001324;     0.000195;     0.000605;    -0.000010;     0.000300;    -0.000446
EEZ119      ;     0.000136;    -0.000000;     0.000911;     0.000146;     0.000080;     0.000269;     0.009480;     0.002877;     0.000067;     0.000770;     0.000174;     0.005023;     0.012050;     0.000029;     0.000068;     0.005666;     0.000632;     0.000113;     0.000259;     0.000036;     0.000156;     0.000015;     0.003187;     0.001082;     0.000863;     0.000033;     0.000034;    -0.000004;     0.000376;     0.001332;     0.000021;     0.000061;     0.000009;     0.000080;    -0.000029
