          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.033392;     0.069522;     0.828092;     0.026768;     0.063336;     0.063874;     1.182204;     0.483087;     0.024278;     1.434979;     0.072540;     8.773760;     1.571431;     0.065608;     0.048371;     0.625598;     0.008604;     0.098759;     0.009604;     0.430532;     0.006428;     0.006799;     0.684335;     0.042082;     0.093244;     0.653350;     0.040213;     0.054334;     0.049319;     0.250957;     0.069494;     0.023821;     0.066381;     0.037827;     0.042082
EEZ65       ;     0.027206;     0.028740;     0.198961;     0.027506;     0.048446;     0.043751;     0.589658;     0.243128;     0.011210;     0.089950;     0.012583;     1.021470;     1.656316;     0.021882;     0.028122;     0.725326;     0.025917;     0.107778;     0.012504;     0.012420;     0.007931;     0.004853;     0.491469;     0.107905;     0.089948;     0.020961;     0.027960;     0.030471;     0.017831;     0.090815;     0.019858;     0.012904;     0.001501;     0.019813;     0.107905
EEZ71       ;     0.063456;     0.053087;     0.322355;     0.030957;     0.092663;     0.141341;     0.641176;     0.234942;     0.053892;     0.277968;     0.043975;     1.306577;     1.039605;     0.034301;     0.052691;     0.580933;     3.524037;     0.181304;     0.033972;     0.033718;     0.030149;     0.021534;     0.564361;     0.137981;     0.127415;     0.052383;     0.043983;     0.043480;     0.056289;     0.099226;     0.048549;     0.063927;     0.015335;     0.038457;     0.137981
EEZ91       ;     0.081524;     0.019326;     0.415714;     0.018099;     0.098826;     0.041581;     0.422075;     0.139655;     0.018549;    10.476871;     0.013558;     8.247547;     0.459691;     0.037724;     0.023064;     0.346068;     0.011362;     0.337484;     0.016409;     0.044826;     0.016809;     0.007019;     0.599446;     0.018468;     0.041305;    28.272385;     0.025801;     0.019931;     0.026108;     0.072793;     0.026811;     0.024232;     0.016835;     0.020635;     0.018468
EEZ99       ;     0.000855;     0.000434;     0.009142;     0.000397;     0.002283;     0.002127;     0.001932;     0.002042;     0.000480;     0.054549;     0.000263;     0.776056;     0.001542;     0.000770;     0.000482;     0.019719;     0.000128;     0.003828;     0.000437;     0.001435;     0.000423;     0.000615;     0.018438;     0.001039;     0.002348;     0.011455;     0.000448;     0.000642;     0.000137;     0.001240;     0.000707;     0.000965;     0.000137;     0.000467;     0.001039
EEZ100      ;     0.000600;     0.000446;     0.009153;     0.000477;     0.001798;     0.000408;     0.028207;     0.016474;     0.000273;     0.003238;     0.000323;     0.072167;     0.104907;     0.000523;     0.000347;     0.052947;     0.000240;     0.003543;     0.000241;     0.000626;     0.000160;     0.000126;     0.017560;     0.002312;     0.002663;     0.000403;     0.000451;     0.000600;     0.000487;     0.004607;     0.000711;     0.000230;     0.000024;     0.000418;     0.002312
EEZ108      ;     0.026288;     0.025294;     0.507075;     0.081593;     0.065238;     0.056549;     0.906321;     0.370221;     0.021153;     0.149481;     0.025396;     8.333395;     9.322718;     0.013337;     0.038085;    45.381683;     0.009828;     0.066383;     0.030091;     0.045735;     0.023407;     0.021497;     1.260049;     0.060999;     0.110400;     0.077210;     0.042225;     0.025192;     0.088739;     0.102768;     0.014646;     0.039696;     0.017299;     0.055999;     0.060999
EEZ109      ;     0.000416;     0.000225;     0.061464;     0.000225;     0.003415;     0.002838;     0.028897;     0.005908;     0.000225;     0.000225;     0.000225;     3.372277;     0.691080;     0.000113;     0.000210;     0.103983;     0.000225;     0.000225;     0.000225;     0.001870;     0.000203;     0.000231;     0.073477;     0.000225;     0.000225;     0.001328;     0.000225;     0.000225;     0.000225;     0.000206;     0.000225;     0.000257;     0.000225;     0.000227;     0.000225
EEZ110      ;     0.000514;     0.000070;     0.018864;     0.000070;     0.002144;     0.000070;     0.008403;     0.001311;     0.000070;     0.000070;     0.000070;     2.147465;     0.059421;     0.000069;     0.000257;     0.026828;     0.000070;     0.000070;     0.000070;     0.000873;     0.000070;     0.000220;     0.026285;     0.000070;     0.000070;     0.000070;     0.000070;     0.000070;     0.000070;     0.000070;     0.000070;     0.000822;     0.000070;     0.000120;     0.000070
EEZ119      ;     0.000111;     0.000131;     0.000953;     0.000174;     0.000262;     0.000410;     0.001576;     0.000860;     0.000051;     0.000137;     0.000102;     0.002316;     0.002703;     0.000058;     0.000194;     0.002748;     0.001054;     0.000306;     0.000113;     0.000044;     0.000055;     0.000016;     0.001703;     0.000618;     0.000281;     0.000059;     0.000156;     0.000080;     0.000125;     0.000524;     0.000102;     0.000131;     0.000003;     0.000224;     0.000618
EEZ123      ;     0.008614;     0.005999;     0.016798;     0.001784;     0.006512;     0.017172;     0.045962;     0.004037;     0.000540;     0.014331;     0.002188;     0.032342;     0.037100;     0.001593;     0.005462;     0.006197;     0.026249;     0.009301;     0.001090;     0.001667;     0.000230;     0.000991;     0.036317;     0.011698;     0.007269;     0.005757;     0.005232;     0.002604;     0.001701;     0.008585;     0.007368;     0.003291;     0.000921;     0.002400;     0.011698
EEZ185      ;     0.003798;     0.000861;     0.020830;     0.021911;     0.010394;     0.000837;     0.544768;     3.968503;     0.003410;     0.001149;     0.003783;     0.045542;     0.003655;     0.002126;     0.003338;     0.022703;     0.001002;     0.008151;     0.009918;     0.001307;     0.005561;     0.001281;     0.226835;     0.319702;     0.032651;     0.001222;     0.003031;     0.000800;     0.003801;     2.431160;     0.001161;     0.002088;     0.001039;     0.006980;     0.319702
EEZ187      ;     0.000026;     0.000009;     0.000041;     0.000038;     0.000037;     0.000009;     0.001658;     0.011394;     0.000009;     0.000009;     0.000009;     0.000314;     0.000014;     0.000020;     0.000026;     0.000133;     0.000009;     0.000009;     0.000009;     0.000016;     0.000009;     0.000008;     0.001124;     0.009564;     0.000009;     0.000009;     0.000006;     0.000001;     0.000009;     0.005870;     0.000006;     0.000009;     0.000009;     0.000009;     0.009564
EEZ188      ;     0.001051;     0.000217;     5.395245;     0.000217;     0.012092;     0.000217;     0.174542;     0.018275;     0.000217;     0.000217;     0.000217;     1.474496;     0.509046;     0.000195;     0.000217;     0.025769;     0.000217;     0.000217;     0.000217;     0.011588;     0.000217;     0.000160;     1.108204;     0.000217;     0.000217;     0.000217;     0.000475;     0.000217;     0.000217;     0.000217;     0.000217;     0.000217;     0.000217;     0.000316;     0.000217
EEZ189      ;     0.061223;     0.004055;    11.748935;     0.006861;     0.113652;     0.003957;    10.018660;     1.336254;     0.003956;     0.004513;     0.004136;     4.485569;     7.885722;     0.020499;     0.004000;     0.644899;     0.003778;     0.003957;     0.006039;     0.122960;     0.004383;     0.004354;    37.742783;     0.017310;     0.005377;     0.005328;     0.006903;     0.004964;     0.003957;     0.073041;     0.012432;     0.005833;     0.003968;     0.005440;     0.017310
EEZ190      ;     0.010950;     0.002482;     0.925282;     0.003057;     0.086139;     0.002454;    29.625637;     4.779902;     0.002428;     0.003418;     0.002425;     0.339646;     1.336667;     0.009165;     0.003649;     0.202133;     0.002442;     0.002721;     0.002862;     0.022170;     0.002464;     0.001924;    13.590192;     0.014457;     0.003646;     0.002814;     0.002949;     0.004278;     0.002482;     0.095872;     0.003817;     0.002921;     0.002533;     0.003554;     0.014457
EEZ191      ;     0.018091;     0.004480;     0.394425;     0.030288;     0.077598;     0.006557;     4.957824;    40.577133;     0.015105;     0.009777;     0.007007;     0.657681;     1.525900;     0.015891;     0.007823;     0.270481;     0.004104;     0.042093;     0.015688;     0.010078;     0.008183;     0.004475;     2.922967;     0.438671;     0.017551;     0.006052;     0.018366;     0.014318;     0.009546;     1.458637;     0.008878;     0.011620;     0.005070;     0.016955;     0.438671
EEZ209      ;     0.034383;     0.017050;     2.927501;     0.017426;     0.144000;     0.025437;     0.605728;     0.183873;     0.010308;     1.879615;     0.011337;   132.580429;     3.559885;     0.017262;     0.017417;     2.639496;     0.009464;     0.080161;     0.011595;     0.069557;     0.010340;     0.009744;     2.212394;     0.020913;     0.019914;     0.265855;     0.018302;     0.016714;     0.015719;     0.023985;     0.016349;     0.015919;     0.009493;     0.013552;     0.020913
EEZ212      ;     0.111798;     0.159806;     0.391070;     0.039416;     0.143523;     0.195681;     0.818253;     0.095663;     0.083739;     0.211835;     0.067657;     0.865254;     0.966352;     0.057931;     0.088808;     0.334860;     0.427335;     0.288444;     0.034288;     0.114817;     0.035145;     0.023244;     0.514512;     0.126321;     0.199271;     0.147022;     0.058245;     0.057711;     0.124975;     0.077507;     0.093075;     0.077204;     0.070135;     0.038781;     0.126321
