          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.514979;     0.443019;     5.536230;     0.095605;     1.040106;     1.785111;    11.431463;     0.235155;     0.026748;    25.120739;     0.234748;    33.711029;    11.157122;     0.204147;     0.858867;     3.923532;     0.148370;     5.450963;     0.105514;     0.354280;     0.034073;     0.052977;     2.892332;     0.125950;     7.446136;     7.183020;     0.561111;     0.238936;     0.744030;     0.173605;     0.451675;     0.598213;     0.278397;     2.663862;     0.125950
EEZ65       ;     0.268088;     0.158777;     3.436275;     0.468764;     0.470340;     0.951568;    13.234894;     4.507920;     0.266158;     3.360723;     0.462273;    16.569431;    28.800831;     0.162185;     0.530355;     6.644511;     0.757902;     2.793089;     0.291481;     0.176178;     0.124438;     0.019747;     5.835176;     1.529141;     4.331710;     0.357152;     0.195367;     0.134907;     1.229199;     1.156817;     0.154819;     0.249100;     0.068681;     0.954867;     1.529141
EEZ71       ;     0.215874;     0.246342;     5.078172;     0.523662;     0.352208;     1.103768;    20.644985;     3.783843;     0.305690;     6.157592;     0.875641;    34.521076;    61.598183;     0.142623;     0.611523;    14.073133;    10.070486;     1.967732;     0.324223;     0.295339;     0.179987;     0.047327;     8.714748;     2.412504;     4.894596;     0.624093;     0.423696;     0.150586;     1.658724;     1.628564;     0.134137;     0.300120;     0.172730;     1.267626;     2.412504
EEZ91       ;     0.207018;     0.071715;     1.167152;     0.130279;     0.419078;     0.616842;     4.354121;     0.355174;     0.032243;    11.401199;     0.063812;     8.165751;     9.602187;     0.062575;     0.329804;     2.892303;     0.048729;     1.724430;     0.034787;     0.066870;     0.021294;     0.027549;     1.308140;     0.098202;     1.244966;    18.122007;     0.381639;     0.085249;     0.304021;     0.120002;     0.143200;     0.140725;     0.046054;     0.439670;     0.098202
EEZ99       ;     0.009182;     0.005336;     0.052885;     0.005385;     0.010773;     0.029761;     0.196819;     0.010990;     0.001109;     0.680228;     0.001142;     0.796636;     0.363344;     0.008865;     0.027849;     0.117585;     0.000380;     0.080304;     0.001982;     0.004447;     0.000764;     0.002102;     0.062637;     0.002407;     0.060792;     0.122860;     0.024217;     0.006737;     0.020241;     0.003561;     0.004955;     0.006136;     0.002826;     0.044357;     0.002407
EEZ100      ;     0.009950;     0.005525;     0.099665;     0.007244;     0.019981;     0.033708;     0.414311;     0.116012;     0.008826;     0.170445;     0.010025;     0.582722;     1.240664;     0.006504;     0.010789;     0.361908;     0.012618;     0.123060;     0.005111;     0.005053;     0.002916;     0.000329;     0.141950;     0.032364;     0.120061;     0.014782;     0.006069;     0.004239;     0.019592;     0.032037;     0.003974;     0.003963;     0.000729;     0.011507;     0.032364
EEZ108      ;     0.506757;     0.397079;     4.102571;     0.364466;     0.777209;     1.530027;    11.955400;     1.864561;     0.195208;    21.381653;     0.210977;    47.327820;    68.585480;     0.334217;     0.828501;    98.734055;     0.351774;     5.580070;     0.236808;     0.169648;     0.100680;     0.047080;     3.942101;     0.608511;     5.041992;     5.254975;     0.575807;     0.236141;     0.837771;     0.586778;     0.421888;     0.279934;     0.069268;     0.912380;     0.608511
EEZ109      ;     0.011646;     0.001355;     0.292310;     0.028042;     0.020678;     0.052968;     0.846094;     0.014941;     0.001299;     0.572471;     0.003112;     7.675383;     2.457746;     0.002498;     0.009406;     0.405940;     0.001207;     0.048999;     0.007273;     0.016439;     0.002626;     0.003339;     0.519750;     0.004793;     0.372450;     0.059695;     0.021498;     0.002267;     0.054391;     0.009654;     0.004400;     0.007304;     0.005601;     0.107627;     0.004793
EEZ110      ;     0.002153;     0.000300;     0.075369;     0.005428;     0.003966;     0.009769;     0.138075;     0.004238;     0.000410;     0.150741;     0.000547;     3.968854;     0.535892;     0.000791;     0.002330;     0.093246;     0.000406;     0.010616;     0.001697;     0.001759;     0.000607;     0.000565;     0.100419;     0.001224;     0.060949;     0.025109;     0.003937;     0.000407;     0.010631;     0.002650;     0.001017;     0.001417;     0.001134;     0.016122;     0.001224
EEZ119      ;     0.000892;     0.001353;     0.005393;     0.001425;     0.001309;     0.003919;     0.036579;     0.014747;     0.001097;     0.014286;     0.000845;     0.060915;     0.128864;     0.001008;     0.001988;     0.021928;     0.007448;     0.010017;     0.001122;     0.000192;     0.000543;     0.000108;     0.008615;     0.003901;     0.016009;     0.001062;     0.000889;     0.000836;     0.004101;     0.003102;     0.000592;     0.000801;     0.000168;     0.002047;     0.003901
EEZ123      ;     0.005244;     0.023194;     0.197919;     0.045703;     0.021462;     0.033210;     0.898282;     0.496403;     0.012084;     0.416575;     0.063701;     1.506160;     1.973001;     0.008385;     0.015788;     0.459207;     0.139481;     0.117483;     0.022466;     0.013847;     0.008485;     0.001240;     0.306702;     0.350311;     0.299030;     0.037744;     0.012000;     0.007545;     0.116522;     0.163856;     0.001998;     0.006268;     0.005033;     0.060358;     0.350311
EEZ185      ;     0.526964;     0.044699;     0.721426;     0.378273;     0.099095;     0.821980;     9.087485;    11.409534;     0.102100;     0.718820;     0.093948;     2.395399;     3.346194;     0.174174;     0.384743;     0.457425;     0.003601;     1.212426;     0.174368;     0.049443;     0.077348;     0.038326;     2.032586;     0.402851;     3.489833;     0.056605;     0.275291;     0.075827;     0.455881;     3.353758;     0.117513;     0.289703;     0.033052;     0.773473;     0.402851
EEZ187      ;     0.003792;     0.000764;     0.008524;     0.003608;     0.000607;     0.006512;     0.079641;     0.062620;     0.002073;     0.003636;     0.001388;     0.023730;     0.021119;     0.001715;     0.004411;     0.002755;     0.000019;     0.008911;     0.001843;     0.000514;     0.000885;     0.000655;     0.019142;     0.004307;     0.034924;     0.000241;     0.005167;     0.001119;     0.005848;     0.028398;     0.001026;     0.002657;     0.000424;     0.011717;     0.004307
EEZ188      ;     0.011873;     0.002753;     3.807737;     0.011347;     0.022150;     0.054602;     1.124154;     0.041938;     0.001994;     0.283676;     0.002378;     5.099912;     2.896736;     0.004725;     0.009965;     0.241117;     0.000639;     0.078811;     0.004346;     0.023790;     0.001364;     0.001002;     0.759077;     0.006681;     0.171134;     0.049955;     0.008979;     0.001264;     0.020730;     0.013104;     0.003169;     0.006448;     0.001167;     0.023606;     0.006681
EEZ189      ;     0.433131;     0.097158;    19.441593;     0.534086;     0.780963;     1.524114;    31.388590;     2.748694;     0.112906;     4.624209;     0.080627;    44.809299;    56.263565;     0.096802;     0.259120;     5.407413;     0.032477;     1.514640;     0.229571;     0.471508;     0.103493;     0.014232;    32.789589;     0.367349;     4.510354;     0.465534;     0.240672;     0.107963;     0.956966;     0.444604;     0.104848;     0.181816;     0.020423;     0.662385;     0.367349
EEZ190      ;     0.793477;     0.125318;     8.201985;     0.750881;     1.146453;     2.045371;    56.242062;     7.400795;     0.102126;     3.225601;     0.062422;    21.201155;    23.711224;     0.129005;     0.491737;     2.882345;     0.019457;     2.266662;     0.219248;     0.274306;     0.103455;     0.019312;    32.002281;     0.390032;     6.496207;     0.321543;     0.597392;     0.198534;     1.183275;     0.524919;     0.164393;     0.415845;     0.022357;     1.042782;     0.390032
EEZ191      ;     1.907285;     0.351988;     6.011696;     1.695489;     1.034906;     3.475123;    46.891705;    59.879078;     0.424031;     3.731526;     0.339202;    19.230009;    29.420010;     0.429376;     1.365986;     4.131435;     0.032460;     4.328390;     0.841304;     0.377588;     0.360971;     0.073379;    15.852783;     1.192033;    14.042519;     0.354989;     1.055007;     0.428808;     2.065165;     4.862498;     0.462127;     1.013868;     0.060159;     2.261095;     1.192033
EEZ209      ;     0.686565;     0.251016;     6.654894;     0.553148;     0.868875;     1.566541;    16.095348;     0.834129;     0.109476;    41.440281;     0.101000;   182.372192;    41.538399;     0.339579;     1.123052;    11.972875;     0.051431;     3.978515;     0.196335;     0.326508;     0.073790;     0.106461;     7.082844;     0.262217;     6.224672;     6.975348;     0.889231;     0.224210;     1.313720;     0.325737;     0.344300;     0.478270;     0.161035;     2.330803;     0.262217
EEZ212      ;     0.090061;     0.063944;     1.725801;     0.773638;     0.080393;     0.575850;     8.463396;     2.518200;     0.267182;     1.988743;     2.324620;     8.569860;    17.378788;     0.051628;     0.265944;     6.326137;     3.677136;     0.318056;     0.432291;     0.162344;     0.196760;     0.093259;     2.684898;     2.651577;     2.746515;     0.198543;     0.655404;     0.076450;     3.943254;     2.346203;     0.042196;     0.147022;     0.211949;     1.608382;     2.651577
EEZ213      ;     2.140215;     0.682638;    26.663630;     1.909361;     2.668648;     5.563862;    95.790756;    22.682657;     0.941165;    38.487926;     1.135482;   173.251373;   404.982178;     1.119459;     2.490444;   101.648438;     0.823382;    12.941015;     1.179369;     1.402973;     0.553798;     0.073084;    41.042564;     3.941720;    21.901924;     5.367556;     1.172026;     0.498340;     3.806212;     5.234339;     1.170394;     1.251237;     0.102029;     2.532034;     3.941720
EEZ215      ;     0.303517;     0.097066;     1.195222;     3.087405;     0.120919;     2.050008;     9.929944;     2.652276;     0.677505;     3.103621;     3.596664;     6.271238;     6.670393;     0.161754;     1.015628;     3.337112;     0.380392;     0.837559;     1.290418;     0.126504;     0.631801;     0.648643;     1.879770;     3.100913;     7.536413;     0.440114;     4.478148;     0.380173;    15.769617;     2.960289;     0.106615;     0.543066;     0.741183;     9.446198;     3.100913
EEZ216      ;     2.399318;     0.500311;    16.034258;     6.026807;     1.881945;     7.021966;    86.170036;    44.886185;     2.177991;    17.615316;     7.169168;    69.446785;    97.015839;     0.802224;     3.841655;    14.727603;     1.001229;     7.894216;     3.194718;     1.064350;     1.356290;     0.488456;    27.914200;    25.075272;    38.712112;     1.993259;     4.185730;     0.655035;    20.325232;    14.350233;     0.807905;     2.383944;     0.838406;    11.326799;    25.075272
EEZ224      ;     0.089810;     0.129917;     0.984774;     0.519550;     0.153081;     0.497313;     7.009606;     3.887554;     0.159705;     2.287695;     0.735136;     8.151238;     8.785380;     0.086032;     0.226728;     1.957483;     0.472405;     0.851480;     0.267689;     0.074712;     0.162296;     0.034181;     1.340950;     2.196530;     3.094705;     0.284575;     0.168539;     0.057478;     1.566756;     2.028484;     0.039576;     0.078485;     0.042776;     0.663852;     2.196530
EEZ273      ;     1.117687;     0.700062;     5.741574;     0.772004;     1.835675;     3.179818;    19.328281;     0.990896;     0.107950;    50.616310;     0.118491;    66.831375;    28.137110;     0.536196;     1.868928;     9.189920;     0.069687;     7.261296;     0.169282;     0.330943;     0.072332;     0.238665;     6.172997;     0.253445;     6.425102;    11.032772;     2.126912;     0.669421;     1.648538;     0.322478;     0.525111;     0.707761;     0.318423;     3.573093;     0.253445
OR1         ;     2.222168;     1.029661;    18.388807;    18.286562;     2.023216;     9.338156;   101.832901;    36.441933;     4.346632;    24.602600;    23.244259;    95.071304;   149.853958;     1.311898;     6.039760;    36.253048;    13.388899;    11.402703;     7.322841;     1.235507;     3.413615;     1.649955;    31.214920;    34.107918;    59.429779;     2.890751;    10.446600;     1.302019;   101.151611;    23.679432;     1.000557;     3.251911;     3.344972;    37.327126;    34.107918
OR2         ;     6.751077;     1.237005;    71.412987;     7.097582;     6.249913;    16.467333;   276.298096;   132.403702;     2.528715;    45.948906;     2.513332;   328.605103;   447.355835;     1.912727;     6.181033;    50.011749;     0.620294;    22.183311;     3.995624;     3.139930;     1.686511;     0.308700;   134.415710;    13.250469;    68.760834;     4.844018;     4.481483;     1.427299;    11.115246;    20.559052;     2.080372;     4.174964;     0.328764;     9.968086;    13.250469
OR3         ;     0.800803;     0.421735;     6.801627;     0.468348;     0.841568;     1.681728;    16.037128;     2.793589;     0.206118;    32.953773;     0.217283;   102.518227;   169.006622;     0.543454;     1.108228;   139.135620;     0.257774;     6.373009;     0.247843;     0.265310;     0.106103;     0.042571;     7.313599;     0.719647;     6.090782;     6.452686;     0.623635;     0.282047;     1.004924;     0.871149;     0.527277;     0.434305;     0.063803;     1.097099;     0.719647
OR4         ;     1.548726;     0.885675;     9.526071;     1.094063;     2.304925;     3.930619;    29.199047;     1.538042;     0.204730;    90.658226;     0.190088;   160.124817;    50.844841;     0.841851;     2.642828;    17.576674;     0.100067;    10.542801;     0.310016;     0.553677;     0.134139;     0.301763;    10.485455;     0.453590;    10.440764;    24.426796;     2.528389;     0.833933;     2.534092;     0.541901;     0.806926;     1.021572;     0.396874;     5.068398;     0.453590
OR5         ;     5.599972;     2.965079;    31.251762;     2.848275;     9.979916;    18.963636;   148.009308;    16.505667;     1.521002;   132.548340;     3.229873;   296.903320;   320.745789;     2.743126;     9.111000;   153.611130;    10.085928;    44.745621;     1.980998;     2.408053;     0.919986;     0.890168;    37.587952;     5.845142;    58.308609;    42.125854;     7.760053;     2.364944;     9.639300;     7.172523;     3.705882;     4.256963;     1.899739;    19.241793;     5.845142
